[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-]
120;748;0.057403237;0.11590972;0.13941136;16.951725;2500;1.9606841;0.9808979;0.18593929205937285
229;1059;0.065426104;0.19547975;0.17281528;11.44729;2500;1.9937664;0.9980503;0.2082509015543071
177;228;0.036244255;0.23816602;0.19013686;14.962355;2500;0.8197856;1.0365064;0.22111004919956767
218;955;0.0600576;0.21948226;0.18814714;3.3506303;2500;1.5634503;1.2293671;0.22572684692054007
61;1039;0.06651596;0.22176582;0.23764083;3.948055;2500;1.6940866;0.82353806;0.31942966540825435
222;1172;0.08636318;0.17537357;0.19404244;17.694042;2500;0.92368686;0.74113417;0.25972244986129567
287;972;0.059882663;0.16926011;0.13685074;9.86967;2500;1.2358842;1.0984747;0.15344210440212944
97;157;0.04152595;0.24927838;0.15220447;6.621936;2500;0.9981435;1.0056081;0.15040599576635738
295;1137;0.06425228;0.11718257;0.18223907;10.858681;2500;1.2615511;1.0555592;0.27356586781275527
119;979;0.06326819;0.09832827;0.20385966;8.0586195;2500;1.329447;1.2323874;0.33550153745527045
67;262;0.06505046;0.1496934;0.28460333;19.502575;2500;1.0140426;1.2438642;0.4669687108287573
42;206;0.029747363;0.20758544;0.11924259;4.7427764;2500;1.395301;0.92713183;0.10884439957941544
237;1124;0.035604835;0.21639356;0.2608675;11.071329;2500;1.0250992;1.1131321;0.36885597052994484
170;195;0.13012719;0.1421861;0.16217133;7.315787;2500;1.906751;0.99528307;0.21572882623028378
99;934;0.027067278;0.12694623;0.24540558;4.1371517;2500;1.003372;1.0335118;0.4012080921362014
186;492;0.06027786;0.21002908;0.1516515;13.94831;2500;1.4150589;1.1878;0.16338465083268464
106;871;0.09000856;0.15001075;0.17702888;3.602572;2500;1.2131492;0.8677572;0.24077179443411503
140;119;0.12207904;0.17086314;0.18865135;6.2159963;2500;1.3072968;0.75490075;0.2516410184120724
260;872;0.09389607;0.10828855;0.2501549;10.259822;2500;1.2672511;1.1093479;0.42842127671106855
203;619;0.06259509;0.17995168;0.1332509;9.05171;2500;1.9743913;0.88320595;0.14249287041056452
231;1081;0.13167414;0.13330813;0.16931047;18.300564;2500;1.596337;0.87862945;0.23558370386848568
179;234;0.03219828;0.19526103;0.20571026;13.368445;2500;0.8584694;0.77511716;0.27149908085353813
297;140;0.07466245;0.098723695;0.23151852;2.3189185;2500;1.802101;1.2710084;0.39616265426395625
80;243;0.032886416;0.12458356;0.11521388;3.720998;2500;1.4545199;1.2005025;0.13371692877646063
86;103;0.07916002;0.08755008;0.11894525;12.138258;2500;0.93981737;1.138563;0.1624847326193545
36;1176;0.1003855;0.123850174;0.24369605;5.284225;2500;1.3659222;1.0259897;0.400150504850622
170;156;0.09958366;0.14635764;0.17322977;4.718472;2500;0.96019846;0.717558;0.23536015507368194
187;249;0.0804497;0.15512846;0.13312311;19.763569;2500;1.4690101;1.2826335;0.15286725830772596
220;973;0.047734484;0.20920293;0.15264025;14.480146;2500;1.2448575;0.8176824;0.16546006060168966
107;303;0.044381198;0.111468;0.21964292;6.7468963;2500;0.8801667;1.1291332;0.3584558346554744
13;274;0.019416824;0.15103428;0.29065928;1.5286387;2500;1.5842721;1.0282028;0.47897669063909576
193;810;0.10137864;0.16279237;0.24638231;16.106983;2500;1.080092;0.8686943;0.3749654479108667
299;484;0.03910186;0.22807549;0.2594114;11.967518;2500;1.7196411;0.9739223;0.3589007833260972
95;1004;0.05191535;0.20342872;0.22168972;6.9153214;2500;1.884576;1.0458832;0.29834650584622757
63;769;0.051844463;0.20997003;0.1742363;11.019199;2500;1.0913032;1.1212529;0.20425436401077754
91;352;0.12227701;0.172239;0.29244164;18.033533;2500;1.167015;1.147068;0.4654196268494248
133;721;0.0759001;0.2157327;0.116254754;2.20551;2500;0.8558951;0.7208058;0.10160943148917216
82;1041;0.077409804;0.16926245;0.2617241;14.907828;2500;1.3778177;1.2226272;0.4024858767188756
110;443;0.03630428;0.16159591;0.15165421;17.392292;2500;1.8083422;1.131879;0.18467955174282016
195;886;0.03554062;0.11657585;0.22157167;10.8895035;2500;0.932199;1.1694729;0.35827679425280723
110;504;0.07458723;0.17015398;0.2964773;19.257105;2500;1.0012927;0.9083229;0.47571949732863394
124;656;0.038147442;0.17654812;0.26845834;5.401828;2500;1.693524;1.1164324;0.4112908346333319
21;883;0.064679444;0.10737467;0.2700281;14.703163;2500;1.5657297;1.0673618;0.4735343961805903
276;82;0.050987408;0.13130125;0.2646136;9.07237;2500;1.0392029;0.9029249;0.43929689534445077
127;551;0.14334;0.14713939;0.19075875;8.202249;2500;1.0054955;0.8008016;0.27040421128606423
105;123;0.031764716;0.12816867;0.17861044;13.08973;2500;0.88456696;1.0496924;0.25811202435937175
35;872;0.06928876;0.19883187;0.2037099;12.579454;2500;0.8211747;1.1619885;0.2656459467339873
193;733;0.134056;0.1512514;0.15702255;7.9763694;2500;1.3071107;0.90684247;0.20042960159995665
260;399;0.1150775;0.13817461;0.19562885;8.134444;2500;0.92942923;1.220645;0.2864887087233358
21;100;0.0467523;0.11244895;0.12535922;10.117938;2500;1.1505215;1.2211733;0.15990419004326395
52;1111;0.041375928;0.23550202;0.27850688;19.863966;2500;1.8487159;1.1572497;0.39265832836380055
52;384;0.065349355;0.18264398;0.24713413;16.171547;2500;0.85921973;0.77676225;0.362603167279219
184;337;0.064157926;0.12739702;0.11240612;7.9596577;2500;1.7561285;1.0079387;0.12706454430145853
277;130;0.049303185;0.19514513;0.2319898;7.900266;2500;1.2579496;1.2894508;0.32374476808437647
136;697;0.030081984;0.14039943;0.2517396;18.038372;2500;1.2942629;0.8557648;0.40366588847008805
109;326;0.08006521;0.17608193;0.2723224;15.805918;2500;1.9671987;0.7216313;0.4197682152080334
232;1012;0.048643306;0.23680605;0.16582501;13.417429;2500;1.4821748;1.0110533;0.1781382679195994
225;822;0.102671005;0.12558118;0.226147;14.568412;2500;0.8439631;0.8598781;0.3606677523456578
81;14;0.037977155;0.25483873;0.1552173;2.0829003;2500;1.7525932;1.1441991;0.15364848465917322
56;683;0.10676999;0.10894426;0.26977614;2.7599356;2500;1.4654299;1.2650193;0.4714274240563817
113;285;0.08781942;0.19081564;0.27503198;6.998886;2500;1.7324786;0.95870304;0.4147901370605403
234;28;0.13127436;0.13477293;0.115310594;9.979254;2500;0.9814583;1.1790305;0.12906210063757179
211;747;0.06540478;0.09785965;0.15701436;14.508813;2500;1.115022;1.1292615;0.2347584057958525
203;253;0.046236243;0.24066165;0.12056216;15.860468;2500;1.8926334;1.1026391;0.10165681235352085
250;1080;0.05472659;0.23183756;0.17975217;17.811007;2500;1.3158419;0.71936977;0.20491966154354022
90;692;0.028943023;0.17376937;0.10102983;6.1478567;2500;1.4128258;1.1351284;0.08925079936999625
108;258;0.10535577;0.16366005;0.2565646;15.21204;2500;1.5717542;1.1666468;0.3957724457836436
22;1175;0.03076229;0.15293331;0.18629035;19.899027;2500;1.4339521;0.74497384;0.25763014246245874
261;660;0.059633777;0.09492518;0.20685838;4.95553;2500;1.7007446;1.2448212;0.3451670923211463
178;206;0.08041227;0.100778304;0.2485236;2.3245313;2500;1.0678052;0.9776603;0.43201686929937616
96;625;0.058918573;0.16367961;0.24246478;18.033804;2500;1.9050071;1.1628859;0.3661073118943531
30;1151;0.057819948;0.10084517;0.16293244;3.563055;2500;0.8644193;1.1187901;0.24503443519512383
219;514;0.07970606;0.094294876;0.25655347;14.675753;2500;1.3994002;1.1796556;0.45649749348609875
227;516;0.11739206;0.17517364;0.22815152;8.359181;2500;1.9971832;0.7134045;0.3285766333941507
203;558;0.034127746;0.1899484;0.14363424;7.7548347;2500;1.5905468;1.0859513;0.15705873718759025
69;343;0.05934326;0.2141218;0.1058504;18.871191;2500;1.3786076;0.89070374;0.0856342997584911
274;202;0.056878094;0.12411531;0.25123265;7.6716976;2500;1.9430486;0.92535096;0.4163654105000266
228;698;0.033587586;0.12969066;0.13312949;8.745311;2500;0.893584;0.7813459;0.16554165534900003
200;1074;0.08075753;0.18632469;0.12252293;1.298215;2500;1.3068566;1.0427732;0.12131082642088903
198;885;0.09734513;0.104979955;0.1840821;4.48748;2500;1.884268;1.1330998;0.28693843452038864
272;124;0.06158919;0.15738149;0.2843436;7.868271;2500;1.6162943;0.8461958;0.4599960257519833
279;487;0.061158743;0.23766062;0.24363105;13.652778;2500;1.2421235;0.79366213;0.32241626009146834
182;16;0.03132648;0.16615312;0.25961232;2.2147353;2500;1.9730661;1.270803;0.4003446154599575
130;376;0.10174406;0.11922781;0.1539785;7.640649;2500;1.7109647;0.8452975;0.21340562709518368
115;806;0.04706228;0.19815941;0.2670104;7.940133;2500;1.9727815;0.89705735;0.39311398939918385
247;355;0.028987966;0.13437235;0.1830761;16.029234;2500;1.5004169;1.2288672;0.26310874772423926
196;1010;0.082505874;0.17495894;0.2958796;6.2247124;2500;0.8098128;0.9510922;0.4706215443828346
32;578;0.06199278;0.15576687;0.21395084;17.946417;2500;1.9663284;0.8987107;0.312332274070414
51;806;0.04481493;0.13143724;0.22124682;18.93541;2500;1.7888846;0.7416848;0.3454626883634085
271;1061;0.07112526;0.14345601;0.28302655;5.2100863;2500;1.4603543;1.1729335;0.46888203005338064
266;822;0.07181279;0.14728738;0.2896804;8.177451;2500;0.9930694;1.1415446;0.4800647624925253
286;1077;0.031344887;0.21476565;0.10352926;14.935737;2500;1.8571255;0.8635904;0.08189011861395656
134;971;0.07728218;0.21328789;0.14649154;6.1041794;2500;1.564825;1.0655816;0.1530878536135255
237;684;0.102831304;0.16192853;0.22284901;16.694271;2500;0.8036407;0.73452455;0.3265223150462617
250;363;0.05239589;0.15497161;0.10072288;19.50381;2500;1.3925351;0.83931047;0.0948862595877958
101;364;0.14744699;0.14800024;0.16350606;12.995882;2500;1.9787807;1.1865009;0.21499620295039792
52;1051;0.05215456;0.2164701;0.13926278;4.064681;2500;1.5031991;1.2686151;0.13948745049074257
299;74;0.046033595;0.108159184;0.20469542;1.036764;2500;1.6528734;1.1627108;0.32879450664603765
18;1130;0.061898813;0.10558915;0.21946262;8.787782;2500;1.58966;1.1322927;0.36322773966414557
183;399;0.05830834;0.12439334;0.13780288;5.3108754;2500;1.4224867;1.1003647;0.17767461354350378
198;889;0.018792706;0.14373283;0.20727734;15.70446;2500;1.630507;0.7440548;0.30682843992468434
207;402;0.06806223;0.15475185;0.17934516;9.926282;2500;1.034917;1.0331657;0.24255965146702632
84;1144;0.097853154;0.103254564;0.29819238;13.01236;2500;1.2055115;1.1043783;0.5410287798444415
219;53;0.07773293;0.2182059;0.113020554;12.518959;2500;1.8673083;1.1579496;0.0957802673917276
72;430;0.03235709;0.18855332;0.26813704;1.6895396;2500;1.1238184;1.1267769;0.4020275057277783
250;1042;0.019728431;0.1620948;0.2998962;14.451912;2500;1.3000964;0.89765394;0.4896718202266498
73;336;0.07830874;0.21730088;0.20831834;16.688494;2500;0.9240577;1.0479858;0.2648791939728541
212;337;0.039539274;0.18754299;0.23611452;9.953303;2500;1.9165874;1.1845397;0.3368275850266371
237;1079;0.069836795;0.091122165;0.12558946;12.058963;2500;1.1231874;0.99726963;0.17377890242873226
64;998;0.07796937;0.08416181;0.17016442;3.7318575;2500;1.497159;0.9473782;0.2742904317010906
79;135;0.11966918;0.13162473;0.13629794;13.515638;2500;1.2785261;0.7540556;0.1706692163368018
235;700;0.05601265;0.16820672;0.21666417;18.852936;2500;1.2160674;1.0283539;0.30963304162334476
34;275;0.068681285;0.17495334;0.28841785;14.527155;2500;1.0018393;1.1250811;0.4547164722052578
65;266;0.06271233;0.21473669;0.10591872;1.2749722;2500;1.9952291;0.91240376;0.08558292212356247
142;742;0.038239956;0.21396759;0.19888923;6.879023;2500;1.1470258;1.1515712;0.24855915193570935
279;157;0.09037561;0.18889286;0.24471144;19.124659;2500;1.2757139;1.2960494;0.3534870406085835
172;569;0.045610193;0.21579307;0.18612403;13.696593;2500;1.0312752;0.8245549;0.22365662198910824
122;314;0.031084381;0.22007559;0.20777394;7.169165;2500;1.5530908;1.07298;0.26243770690971613
293;1026;0.074851535;0.09535328;0.19059479;12.408581;2500;0.9034063;0.9014599;0.30911245241304364
144;669;0.093286105;0.12913802;0.21949801;4.102572;2500;1.5955335;0.8455162;0.3435370763443555
135;265;0.1011433;0.11382059;0.11371556;18.568176;2500;1.4037048;1.0351998;0.13632692460614393
129;1112;0.05337638;0.17772792;0.20935895;8.409547;2500;1.5769821;0.9303502;0.2888704587885204
100;989;0.09354495;0.11512649;0.20235604;4.6497498;2500;0.8056266;1.0719652;0.3179940065336464
104;325;0.06304654;0.18001905;0.136371;2.4234104;2500;1.6081818;1.097733;0.1480516527334483
209;1153;0.026967365;0.18190102;0.20695013;1.6645944;2500;0.8548137;0.9474585;0.28156304240250724
21;328;0.06615275;0.16748993;0.19262986;13.256237;2500;1.9009979;0.7081579;0.26152047562935116
207;358;0.06727089;0.14196041;0.21863535;13.947262;2500;1.7521085;1.2475922;0.331908730519623
68;469;0.07783088;0.20743422;0.21276507;13.512352;2500;0.94868356;1.2771457;0.2786334915927787
121;206;0.08532503;0.12068733;0.18091768;6.968431;2500;1.4675161;0.86497045;0.26821069591321905
52;827;0.0625034;0.19713649;0.25622693;16.057957;2500;1.9482318;1.216701;0.37165619035375674
170;673;0.113386944;0.12867333;0.17149119;16.95809;2500;1.0911453;1.2475135;0.2430781735151382
221;1074;0.02694816;0.18088037;0.19490746;12.4584055;2500;0.8872256;0.83243597;0.2582979951184884
112;296;0.10524831;0.16589634;0.18528204;12.6944275;2500;1.3070333;0.99073595;0.2478288768906564
57;212;0.13635355;0.1527815;0.19717443;4.6564536;2500;0.9658496;0.7481408;0.27984281435791153
75;436;0.08483727;0.17923538;0.2600366;17.303778;2500;1.7330548;0.9663496;0.3917166449631502
247;183;0.13195975;0.16032846;0.2419323;2.6074982;2500;1.8945789;0.8839981;0.367418004106613
87;1135;0.08116551;0.1342805;0.10844758;16.24433;2500;1.3395281;0.7979185;0.11661838567027404
234;863;0.030374425;0.2566866;0.19891568;8.954385;2500;1.99749;1.0335369;0.22923417532455276
106;957;0.10370761;0.17772582;0.12495076;2.8647242;2500;1.0281024;0.7771708;0.12866262086099145
64;900;0.09586277;0.16849534;0.24586858;2.1666126;2500;1.9013277;0.9118951;0.3697769315059769
220;298;0.027531035;0.24774908;0.29733887;19.781216;2500;1.1881765;1.2179635;0.42305545706647824
145;177;0.06842618;0.19109388;0.22376041;11.811689;2500;1.8822647;1.1078011;0.30968071823384125
19;521;0.026205229;0.20064104;0.1759723;9.443487;2500;1.8853725;1.1834573;0.21173958267005166
288;996;0.050577704;0.18228517;0.11446285;18.583096;2500;1.2186462;0.839998;0.10895157424571571
52;403;0.105185196;0.10746782;0.16651385;9.79762;2500;0.82433933;1.0372243;0.24762299730985218
112;21;0.11885888;0.13078503;0.20505832;17.092882;2500;1.1631497;0.8758614;0.311583253790775
121;795;0.07430953;0.12440897;0.27617168;17.220074;2500;1.3236003;0.9715552;0.47089431196538384
151;248;0.064386755;0.19656217;0.2025987;15.251218;2500;1.9805697;1.0653168;0.2647080914540119
237;655;0.058379084;0.16738822;0.2968863;2.8071856;2500;1.6276603;0.92843;0.4788296404042699
11;27;0.023400519;0.17957768;0.1738333;19.138327;2500;1.5618179;1.0175024;0.21800726972858117
280;615;0.040493812;0.13159037;0.10009828;12.918901;2500;1.5742164;1.0528951;0.10259978740420916
197;478;0.07792179;0.1104071;0.22572505;8.761526;2500;1.2755163;0.77720696;0.3726647126856247
285;1057;0.07571358;0.17031647;0.14382783;15.56239;2500;1.6275533;0.71298194;0.16582601736297975
247;868;0.059726346;0.14575106;0.14875692;2.4046957;2500;1.1356052;0.7537553;0.18730143671676994
279;52;0.021144712;0.13383065;0.10348454;4.3911996;2500;1.7027574;1.2296871;0.10778223871983406
184;949;0.093267865;0.106192835;0.20629445;13.874768;2500;1.5822048;1.2915707;0.3339411705861709
113;951;0.04370212;0.16125153;0.14950156;12.961607;2500;1.6955861;0.7877602;0.18075539987981012
138;799;0.04687155;0.13827358;0.29885805;10.963529;2500;0.9816297;0.9117301;0.5081710535720737
200;1115;0.044818547;0.1481287;0.26713142;13.817449;2500;1.4627433;0.89980227;0.43049364639478555
133;965;0.05920198;0.19653714;0.24423802;19.048063;2500;1.030064;1.0565447;0.3476169429865848
222;270;0.08898876;0.17295122;0.1707783;3.4757426;2500;1.1742322;0.88474846;0.21555513180101707
36;464;0.10308106;0.19075379;0.11431943;7.5139613;2500;1.750273;1.2736651;0.10594408534833687
250;426;0.05692604;0.1107872;0.23378856;6.5755315;2500;1.3008552;0.80976605;0.3900019396839839
69;610;0.025066918;0.17169182;0.1044603;18.769207;2500;0.85980755;0.988499;0.09560478632442557
283;1144;0.07880977;0.0827469;0.18832019;4.5569983;2500;1.8704363;0.8323525;0.3155170591613097
55;742;0.0933123;0.14868326;0.11055407;7.988039;2500;0.92879754;0.94072163;0.11443657248164942
47;382;0.06907754;0.083380714;0.21194156;18.211193;2500;1.3967518;0.820499;0.36746763800255217
245;1130;0.02962785;0.1511756;0.21190837;13.730756;2500;1.3704194;0.75280195;0.31125569726494345
247;843;0.112558916;0.12548809;0.20612313;1.5920545;2500;1.2789384;1.2408055;0.3178673016725524
224;326;0.0792156;0.1245952;0.24291742;19.244057;2500;0.8062222;1.0495636;0.39781280957287013
288;1088;0.069563255;0.16209318;0.14563106;2.1426702;2500;1.1049846;1.1028264;0.17302420423588416
88;419;0.02688013;0.21915549;0.14843369;10.9160385;2500;0.98668754;0.94255394;0.15431956969675853
249;624;0.055519704;0.2203213;0.18323267;5.60049;2500;0.9963021;0.79450876;0.21624088189965882
112;580;0.09098885;0.11794242;0.24055412;13.005472;2500;0.9516888;1.2816367;0.3984525928956546
165;1109;0.048279513;0.14355503;0.12335049;6.3888416;2500;1.788858;0.90349394;0.13999301257466973
139;326;0.08570622;0.14511456;0.27717757;16.53394;2500;0.92114174;1.1439453;0.45473818861975196
11;406;0.06294816;0.09750405;0.15044242;11.738581;2500;1.1996278;1.242008;0.22113593528311531
176;795;0.06411834;0.0921688;0.12557739;6.945174;2500;1.4957975;1.0360136;0.17304202898441542
226;1065;0.055099536;0.16273606;0.21979484;17.446735;2500;0.8490688;0.9461215;0.31967185043665547
60;146;0.084766105;0.097945705;0.15511642;15.767475;2500;1.430035;0.8539769;0.23067421725072554
280;259;0.032766767;0.11831572;0.18175256;10.369629;2500;1.3565668;0.73006535;0.27170067823084454
163;1138;0.109434284;0.14247128;0.11222292;10.333226;2500;1.8297048;0.74356043;0.11999683419054923
61;934;0.07352521;0.19889812;0.1929928;9.8897;2500;0.939289;1.1022682;0.244886382902926
197;421;0.033350155;0.13883163;0.16073906;11.261359;2500;0.8701532;1.2520071;0.21485980437168148
65;435;0.05568581;0.17889954;0.13396442;17.305155;2500;0.9765667;1.1549292;0.1441889023084131
28;568;0.124939084;0.17265865;0.17726296;2.401639;2500;1.3715398;0.884778;0.22827945047314155
208;811;0.06583857;0.124474786;0.25401345;8.380146;2500;0.9259753;0.7681659;0.4221295998247147
42;677;0.040156156;0.21946606;0.25273004;15.252417;2500;1.5388668;0.8219194;0.3506649717798877
40;933;0.0260753;0.14824009;0.17209719;19.317095;2500;1.7521023;1.2145842;0.23195457920146473
224;74;0.108645536;0.18116839;0.2948472;3.9099329;2500;1.4666002;0.850127;0.46359612666946515
26;984;0.02938227;0.12068277;0.12517723;1.8259485;2500;1.2301242;1.0259746;0.15492335917176908
244;79;0.035630416;0.15857911;0.27095017;16.29689;2500;1.3360147;1.2968205;0.4302692034847387
240;1058;0.118526876;0.17793801;0.2957904;19.437817;2500;1.0909351;1.2993901;0.4680995163073792
51;61;0.057403613;0.19319992;0.21459197;14.579093;2500;1.8224957;0.82940125;0.29016379994564206
160;162;0.02314421;0.15863264;0.11202675;11.526939;2500;1.1882212;1.2750753;0.1131754929066956
38;224;0.07253256;0.19617228;0.28420782;5.43422;2500;1.8303556;0.8851931;0.4301319880466148
193;275;0.09329228;0.19142057;0.18739219;19.20886;2500;1.9590884;1.1995069;0.23797279220341838
28;488;0.075983725;0.14710695;0.1343777;14.723166;2500;1.1068096;0.8414015;0.15901362270300962
283;790;0.021398373;0.15200517;0.2782846;14.188044;2500;1.8294863;0.7234022;0.45135720508492927
70;1072;0.053129688;0.13565926;0.18537588;17.757215;2500;1.8037428;1.1820927;0.26698314354736996
208;634;0.071066916;0.22040021;0.19987744;17.63749;2500;1.5336041;0.97361803;0.24728689725938668
47;643;0.0486921;0.1254733;0.2142041;2.5329394;2500;1.8006029;1.2915937;0.33511582775450016
70;389;0.022960782;0.17382525;0.28132018;1.3792652;2500;1.3106195;0.912308;0.4404995419855148
140;962;0.0375008;0.13432986;0.20074992;5.231331;2500;1.5234536;0.91996473;0.29990719343224387
176;141;0.059268788;0.10657211;0.2776409;18.29554;2500;1.286859;1.0397825;0.49136765013905315
299;368;0.034329247;0.19397451;0.134046;11.139342;2500;1.9986596;1.1772245;0.1385120923691338
17;125;0.10133576;0.10817064;0.223341;13.30299;2500;1.4382277;0.71245694;0.3694276891920088
10;264;0.07808041;0.07884485;0.20510076;7.5737724;2500;1.0846928;1.0805362;0.3566852080326961
111;708;0.041944522;0.12983471;0.16500767;9.0721;2500;1.6041642;0.8457032;0.22905017744476763
116;159;0.05796082;0.09768793;0.14250581;6.700441;2500;1.7096488;0.8346567;0.20435408675702313
266;129;0.054426845;0.09926164;0.11398799;18.866737;2500;1.8336082;0.7527465;0.14500267102622974
274;992;0.029496975;0.14727353;0.15234698;8.8290415;2500;0.81522727;0.70509386;0.19347065538695116
265;150;0.0667672;0.19478019;0.23611775;16.882048;2500;1.6967494;0.88228875;0.33228480516061004
51;733;0.07492937;0.07728612;0.15564176;3.952783;2500;1.4366807;1.0880647;0.24859189756431455
129;428;0.029560052;0.16611156;0.24562168;7.027561;2500;1.671767;0.9565463;0.37096585959978545
226;1076;0.0774736;0.1572446;0.27503052;4.447596;2500;1.4328433;0.7697929;0.4400771492896421
100;851;0.08884317;0.17271236;0.23886105;6.575064;2500;1.1956136;0.994731;0.35226567451715257
202;80;0.04203375;0.20965002;0.26101384;13.6845255;2500;0.8421484;1.1937965;0.3733633510103653
78;1075;0.0936844;0.20457928;0.21464124;3.687634;2500;1.1844224;1.2017761;0.28385048818612985
103;502;0.08935478;0.10198929;0.28932104;11.1835375;2500;1.5871857;1.0488323;0.5223311995829757
259;364;0.021942416;0.1280784;0.25258833;1.0593679;2500;0.8116559;1.0311689;0.4158670011400139
82;810;0.027392978;0.12833992;0.16453518;19.678976;2500;1.9057662;0.9194758;0.2290506739977812
289;864;0.03329621;0.1313316;0.24466988;1.6761574;2500;1.2791803;0.99337554;0.39590220635666007
98;370;0.118630365;0.17765531;0.23437166;15.333482;2500;0.8754822;1.1631156;0.3396894626893546
16;428;0.07792948;0.15757777;0.2502838;17.515858;2500;1.8583765;0.9595219;0.3870648556172041
83;196;0.08135453;0.18855076;0.16387247;19.928373;2500;1.0168527;1.2045262;0.19475705060273638
59;716;0.12411479;0.17364708;0.20191634;13.352347;2500;0.86994994;1.0682967;0.27641258213314107
156;1148;0.13591522;0.14072494;0.27607706;12.524955;2500;0.89414626;0.94426084;0.45610377324988594
42;505;0.037664257;0.17347811;0.29514286;11.593971;2500;1.4336076;1.2535712;0.47021504537421405
191;1195;0.11953683;0.16184536;0.1719875;15.527615;2500;1.1430905;1.2325163;0.22389040098018204
263;219;0.053343132;0.1617195;0.19734074;17.543894;2500;1.8101754;0.9391991;0.2744937783425038
115;957;0.026467292;0.1406279;0.16616495;11.02641;2500;1.4546852;1.1447862;0.22465104275005857
58;1114;0.047049575;0.18517011;0.24358784;14.6830635;2500;1.1337066;1.2574596;0.35362835892413846
126;828;0.07463328;0.21272881;0.10775775;19.285664;2500;1.501108;1.0531973;0.08896803895373609
237;140;0.12304329;0.14463745;0.2907625;3.1252222;2500;1.9328334;1.2622994;0.4847302345160209
181;398;0.061270624;0.14901845;0.2098736;12.204809;2500;1.8348585;0.7478963;0.3085285423637207
39;111;0.09619;0.18203995;0.15418966;2.27996;2500;0.9637954;1.2628719;0.1797253023797791
165;726;0.024882419;0.19474497;0.107458085;9.27727;2500;1.8463317;1.1090304;0.09346746570453886
145;1197;0.031738065;0.22094814;0.21214855;14.796821;2500;1.2394906;0.79488397;0.27036155655228716
104;455;0.09505248;0.10491779;0.21723536;8.225785;2500;1.2613494;0.77215594;0.3589444777422317
41;203;0.07801371;0.10119339;0.23904902;2.9019952;2500;1.4048818;1.1384077;0.41052631581403454
294;329;0.058289766;0.1387308;0.20507905;16.768116;2500;1.7218542;0.84961647;0.30580012540268975
61;689;0.050674226;0.23060033;0.20314091;5.6358876;2500;1.3070259;0.7204174;0.2485623461923999
65;687;0.03464298;0.26382264;0.1608259;10.544458;2500;1.5932733;0.8209507;0.1601283319572451
52;283;0.09292434;0.09666318;0.1388075;3.8463602;2500;1.0041556;0.76302594;0.19736744695718195
175;903;0.017877067;0.15692744;0.15020066;19.797285;2500;1.1541129;0.80223674;0.18425215313745644
138;114;0.03133867;0.12932375;0.17495136;8.271439;2500;1.9374038;1.017475;0.24976400550163388
82;751;0.09827384;0.1647991;0.2546692;16.611832;2500;1.3040751;1.0198625;0.3909251546022465
134;516;0.10890653;0.12029351;0.123650886;8.306499;2500;1.671659;0.968979;0.15215856723189394
205;161;0.034270864;0.19914417;0.22873673;7.643391;2500;0.89543104;1.1480691;0.3148223577802165
91;764;0.064210646;0.09257031;0.107592255;5.5694036;2500;0.8363705;0.70954275;0.13620739496583764
275;810;0.03773547;0.12442308;0.10861744;8.686216;2500;0.86319566;1.2334176;0.12136509539082643
98;533;0.10680361;0.18038985;0.1547297;17.629837;2500;1.641718;1.2939128;0.18148143294681818
67;959;0.032792836;0.20371678;0.1714383;13.571464;2500;0.8680712;1.2668377;0.20188448726939756
286;616;0.08155152;0.101329476;0.13797763;2.0086977;2500;1.5224264;0.85904944;0.19242596594523026
245;350;0.06934865;0.11177054;0.27724728;11.280595;2500;1.1008288;1.2270364;0.4853255957643376
109;1144;0.08976211;0.096373364;0.16094331;10.457588;2500;0.9684381;1.1448741;0.2442564095568781
254;1133;0.04802351;0.111540176;0.19367172;14.052042;2500;1.63128;0.9904523;0.30224264829467457
160;123;0.071658395;0.08580609;0.29882327;15.351057;2500;1.452707;1.2932501;0.5616021919695279
110;1135;0.08156845;0.17642936;0.1507798;11.748936;2500;1.8694876;0.8362368;0.1759491882409096
253;932;0.0578388;0.13172472;0.22375864;17.642096;2500;1.6726692;1.0508904;0.3506016094848647
228;136;0.028626066;0.17904368;0.24930501;13.198533;2500;1.1872683;0.8280936;0.3695407626323339
96;627;0.098160885;0.13244356;0.15420848;7.4223275;2500;0.9518762;0.85345495;0.20561613603196247
185;51;0.052448988;0.14556062;0.111496404;8.150203;2500;1.5646967;1.1988608;0.11739336157858614
117;710;0.07542033;0.14639762;0.25827283;17.312183;2500;1.2169186;1.0816706;0.4128421988007226
10;1120;0.10078797;0.17896363;0.15780434;5.9366593;2500;0.9986285;1.1282971;0.18788770624594
288;448;0.076498024;0.11011689;0.16425237;3.708307;2500;1.4876442;0.91439956;0.24092827854253845
169;615;0.08870436;0.17998458;0.18294874;15.294035;2500;1.5940535;1.2538767;0.23539972744530505
183;280;0.06597134;0.123620965;0.10780993;9.122272;2500;1.1426663;0.97343546;0.12022954606143811
183;653;0.054890726;0.12315142;0.2702833;5.3067303;2500;1.6660265;0.89662653;0.45906222953037573
169;965;0.055603527;0.10529529;0.27266654;16.76225;2500;0.8816959;0.81171083;0.4815051532076425
94;266;0.070153296;0.18247694;0.2742726;4.514309;2500;1.6756332;0.8586401;0.41917460243266447
