;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
8;1000;194;1679;0.06942252;0.24610543;0.15463167;77.50689;2500;0.31552795;0.2200202
8;1000;109;902;0.06942252;0.24610543;0.15463167;77.50689;2500;0.31552795;0.2200202
8;1000;109;1679;0.05559109;0.19707249;0.15463167;77.50689;2500;0.25266358;0.2200202
8;1000;109;1679;0.2087664;0.10676155;0.15463167;77.50689;2500;0.31552795;0.66164154
8;1000;109;1679;0.06942252;0.24610543;0.18182683;77.50689;2500;0.31552795;0.2200202
8;1000;109;1679;0.06942252;0.24610543;0.15463167;33.137363;2500;0.31552795;0.2200202
8;1000;194;902;0.16717272;0.08549086;0.18182683;33.137363;2500;0.25266358;0.66164154
8;1000;141;403;0.034656197;0.23131165;0.16274056;128.601;2500;0.26596785;0.1303022
8;1000;26;403;0.034656197;0.23131165;0.16274056;128.601;2500;0.26596785;0.1303022
8;1000;141;1810;0.034656197;0.23131165;0.16274056;128.601;2500;0.26596785;0.1303022
8;1000;141;403;0.021429684;0.14303172;0.16274056;128.601;2500;0.1644614;0.1303022
8;1000;141;403;0.048576303;0.21739154;0.16274056;128.601;2500;0.26596785;0.18263976
8;1000;141;403;0.034656197;0.23131165;0.12093762;128.601;2500;0.26596785;0.1303022
8;1000;141;403;0.034656197;0.23131165;0.16274056;16.382519;2500;0.26596785;0.1303022
8;1000;26;1810;0.030037193;0.13442421;0.12093762;16.382519;2500;0.1644614;0.18263976
8;1000;172;1794;0.08874301;0.11627552;0.21303134;39.682667;2500;0.20501852;0.4328536
8;1000;185;1794;0.08874301;0.11627552;0.21303134;39.682667;2500;0.20501852;0.4328536
8;1000;172;540;0.08874301;0.11627552;0.21303134;39.682667;2500;0.20501852;0.4328536
8;1000;172;1794;0.11926126;0.15626206;0.21303134;39.682667;2500;0.2755233;0.4328536
8;1000;172;1794;0.08851733;0.11650119;0.21303134;39.682667;2500;0.20501852;0.43175286
8;1000;172;1794;0.08874301;0.11627552;0.20908591;39.682667;2500;0.20501852;0.4328536
8;1000;172;1794;0.08874301;0.11627552;0.21303134;88.666275;2500;0.20501852;0.4328536
8;1000;185;540;0.118957974;0.15656532;0.20908591;88.666275;2500;0.2755233;0.43175286
8;1000;244;744;0.10393945;0.22473985;0.19171128;45.651134;2500;0.3286793;0.31623363
8;1000;120;744;0.10393945;0.22473985;0.19171128;45.651134;2500;0.3286793;0.31623363
8;1000;244;322;0.10393945;0.22473985;0.19171128;45.651134;2500;0.3286793;0.31623363
8;1000;244;744;0.10957476;0.23692462;0.19171128;45.651134;2500;0.34649938;0.31623363
8;1000;244;744;0.18393517;0.14474413;0.19171128;45.651134;2500;0.3286793;0.55961895
8;1000;244;744;0.10393945;0.22473985;0.21272434;45.651134;2500;0.3286793;0.31623363
8;1000;244;744;0.10393945;0.22473985;0.19171128;149.72752;2500;0.3286793;0.31623363
8;1000;120;322;0.19390762;0.15259176;0.21272434;149.72752;2500;0.34649938;0.55961895
8;1000;70;1081;0.11984027;0.072864525;0.13251643;96.06436;2500;0.1927048;0.62188524
8;1000;288;1081;0.11984027;0.072864525;0.13251643;96.06436;2500;0.1927048;0.62188524
8;1000;70;1038;0.11984027;0.072864525;0.13251643;96.06436;2500;0.1927048;0.62188524
8;1000;70;1081;0.12907828;0.07848137;0.13251643;96.06436;2500;0.20755965;0.62188524
8;1000;70;1081;0.06752061;0.1251842;0.13251643;96.06436;2500;0.1927048;0.35038364
8;1000;70;1081;0.11984027;0.072864525;0.15271054;96.06436;2500;0.1927048;0.62188524
8;1000;70;1081;0.11984027;0.072864525;0.13251643;73.062965;2500;0.1927048;0.62188524
8;1000;288;1038;0.072725505;0.13483414;0.15271054;73.062965;2500;0.20755965;0.35038364
8;1000;63;163;0.16130655;0.17948861;0.2056523;89.05191;2500;0.34079516;0.47332403
8;1000;44;163;0.16130655;0.17948861;0.2056523;89.05191;2500;0.34079516;0.47332403
8;1000;63;1954;0.16130655;0.17948861;0.2056523;89.05191;2500;0.34079516;0.47332403
8;1000;63;163;0.072539784;0.08071629;0.2056523;89.05191;2500;0.15325607;0.47332403
8;1000;63;163;0.23043674;0.11035842;0.2056523;89.05191;2500;0.34079516;0.67617375
8;1000;63;163;0.16130655;0.17948861;0.14305928;89.05191;2500;0.34079516;0.47332403
8;1000;63;163;0.16130655;0.17948861;0.2056523;43.529884;2500;0.34079516;0.47332403
8;1000;44;1954;0.103627734;0.04962834;0.14305928;43.529884;2500;0.15325607;0.67617375
8;1000;250;1538;0.030469866;0.14935154;0.11855732;70.36351;2500;0.1798214;0.16944516
8;1000;167;1538;0.030469866;0.14935154;0.11855732;70.36351;2500;0.1798214;0.16944516
8;1000;250;747;0.030469866;0.14935154;0.11855732;70.36351;2500;0.1798214;0.16944516
8;1000;250;1538;0.04951143;0.24268594;0.11855732;70.36351;2500;0.29219738;0.16944516
8;1000;250;1538;0.056380335;0.12344106;0.11855732;70.36351;2500;0.1798214;0.31353518
8;1000;250;1538;0.030469866;0.14935154;0.22241388;70.36351;2500;0.1798214;0.16944516
8;1000;250;1538;0.030469866;0.14935154;0.11855732;115.82146;2500;0.1798214;0.16944516
8;1000;167;747;0.09161416;0.2005832;0.22241388;115.82146;2500;0.29219738;0.31353518
8;1000;178;1000;0.14908771;0.10477646;0.13971259;10.434323;2500;0.25386417;0.58727354
8;1000;137;1000;0.14908771;0.10477646;0.13971259;10.434323;2500;0.25386417;0.58727354
8;1000;178;465;0.14908771;0.10477646;0.13971259;10.434323;2500;0.25386417;0.58727354
8;1000;178;1000;0.19690847;0.13838413;0.13971259;10.434323;2500;0.3352926;0.58727354
8;1000;178;1000;0.036424838;0.21743932;0.13971259;10.434323;2500;0.25386417;0.1434816
8;1000;178;1000;0.14908771;0.10477646;0.19998744;10.434323;2500;0.25386417;0.58727354
8;1000;178;1000;0.14908771;0.10477646;0.13971259;104.46235;2500;0.25386417;0.58727354
8;1000;137;465;0.04810832;0.2871843;0.19998744;104.46235;2500;0.3352926;0.1434816
8;1000;135;1321;0.06114795;0.15676613;0.23607783;140.14886;2500;0.21791409;0.28060576
8;1000;268;1321;0.06114795;0.15676613;0.23607783;140.14886;2500;0.21791409;0.28060576
8;1000;135;1242;0.06114795;0.15676613;0.23607783;140.14886;2500;0.21791409;0.28060576
8;1000;135;1321;0.06292168;0.16131347;0.23607783;140.14886;2500;0.22423516;0.28060576
8;1000;135;1321;0.11794434;0.09996975;0.23607783;140.14886;2500;0.21791409;0.54124236
8;1000;135;1321;0.06114795;0.15676613;0.12999894;140.14886;2500;0.21791409;0.28060576
8;1000;135;1321;0.06114795;0.15676613;0.23607783;27.772274;2500;0.21791409;0.28060576
8;1000;268;1242;0.12136557;0.10286959;0.12999894;27.772274;2500;0.22423516;0.54124236
8;1000;85;605;0.060417674;0.103249475;0.23012024;107.308624;2500;0.16366716;0.36914966
8;1000;91;605;0.060417674;0.103249475;0.23012024;107.308624;2500;0.16366716;0.36914966
8;1000;85;105;0.060417674;0.103249475;0.23012024;107.308624;2500;0.16366716;0.36914966
8;1000;85;605;0.11505184;0.19661535;0.23012024;107.308624;2500;0.3116672;0.36914966
8;1000;85;605;0.059573796;0.104093365;0.23012024;107.308624;2500;0.16366716;0.3639936
8;1000;85;605;0.060417674;0.103249475;0.19092965;107.308624;2500;0.16366716;0.36914966
8;1000;85;605;0.060417674;0.103249475;0.23012024;12.650263;2500;0.16366716;0.36914966
8;1000;91;105;0.113444865;0.19822234;0.19092965;12.650263;2500;0.3116672;0.3639936
8;1000;219;1222;0.20067853;0.10196528;0.16908917;52.372437;2500;0.3026438;0.66308486
8;1000;259;1222;0.20067853;0.10196528;0.16908917;52.372437;2500;0.3026438;0.66308486
8;1000;219;1379;0.20067853;0.10196528;0.16908917;52.372437;2500;0.3026438;0.66308486
8;1000;219;1222;0.16410144;0.083380364;0.16908917;52.372437;2500;0.2474818;0.66308486
8;1000;219;1222;0.18803598;0.114607826;0.16908917;52.372437;2500;0.3026438;0.6213112
8;1000;219;1222;0.20067853;0.10196528;0.1015938;52.372437;2500;0.3026438;0.66308486
8;1000;219;1222;0.20067853;0.10196528;0.16908917;83.2702;2500;0.3026438;0.66308486
8;1000;259;1379;0.1537632;0.09371859;0.1015938;83.2702;2500;0.2474818;0.6213112
8;1000;291;264;0.04092551;0.18542801;0.12432761;28.429825;2500;0.22635353;0.18080351
8;1000;53;264;0.04092551;0.18542801;0.12432761;28.429825;2500;0.22635353;0.18080351
8;1000;291;1593;0.04092551;0.18542801;0.12432761;28.429825;2500;0.22635353;0.18080351
8;1000;291;264;0.032758094;0.14842254;0.12432761;28.429825;2500;0.18118064;0.18080351
8;1000;291;264;0.10326538;0.123088144;0.12432761;28.429825;2500;0.22635353;0.45621282
8;1000;291;264;0.04092551;0.18542801;0.17087564;28.429825;2500;0.22635353;0.18080351
8;1000;291;264;0.04092551;0.18542801;0.12432761;135.33975;2500;0.22635353;0.18080351
8;1000;53;1593;0.08265693;0.09852371;0.17087564;135.33975;2500;0.18118064;0.45621282
8;1000;14;1936;0.13830249;0.15205286;0.1764626;121.88773;2500;0.29035535;0.47632146
8;1000;212;1936;0.13830249;0.15205286;0.1764626;121.88773;2500;0.29035535;0.47632146
8;1000;14;881;0.13830249;0.15205286;0.1764626;121.88773;2500;0.29035535;0.47632146
8;1000;14;1936;0.12717488;0.13981894;0.1764626;121.88773;2500;0.26699382;0.47632146
8;1000;14;1936;0.067968145;0.22238721;0.1764626;121.88773;2500;0.29035535;0.23408608
8;1000;14;1936;0.13830249;0.15205286;0.23205934;121.88773;2500;0.29035535;0.47632146
8;1000;14;1936;0.13830249;0.15205286;0.1764626;60.339005;2500;0.29035535;0.47632146
8;1000;212;881;0.062499538;0.20449428;0.23205934;60.339005;2500;0.26699382;0.23408608
8;1000;23;329;0.052876584;0.12870456;0.14822675;56.686142;2500;0.18158115;0.29120085
8;1000;233;329;0.052876584;0.12870456;0.14822675;56.686142;2500;0.18158115;0.29120085
8;1000;23;1549;0.052876584;0.12870456;0.14822675;56.686142;2500;0.18158115;0.29120085
8;1000;23;329;0.08657455;0.21072727;0.14822675;56.686142;2500;0.29730183;0.29120085
8;1000;23;329;0.07593712;0.10564403;0.14822675;56.686142;2500;0.18158115;0.41819936
8;1000;23;329;0.052876584;0.12870456;0.23685552;56.686142;2500;0.18158115;0.29120085
8;1000;23;329;0.052876584;0.12870456;0.14822675;22.273798;2500;0.18158115;0.29120085
8;1000;233;1549;0.12433144;0.1729704;0.23685552;22.273798;2500;0.29730183;0.41819936
8;1000;290;1993;0.2059007;0.13975555;0.24631378;111.63276;2500;0.34565625;0.59568053
8;1000;101;1993;0.2059007;0.13975555;0.24631378;111.63276;2500;0.34565625;0.59568053
8;1000;290;772;0.2059007;0.13975555;0.24631378;111.63276;2500;0.34565625;0.59568053
8;1000;290;1993;0.096161954;0.06527013;0.24631378;111.63276;2500;0.16143209;0.59568053
8;1000;290;1993;0.06782509;0.27783114;0.24631378;111.63276;2500;0.34565625;0.19622122
8;1000;290;1993;0.2059007;0.13975555;0.1656399;111.63276;2500;0.34565625;0.59568053
8;1000;290;1993;0.2059007;0.13975555;0.24631378;92.12267;2500;0.34565625;0.59568053
8;1000;101;772;0.0316764;0.12975569;0.1656399;92.12267;2500;0.16143209;0.19622122
8;1000;217;546;0.02256019;0.19670695;0.19717428;117.56822;2500;0.21926714;0.10288906
8;1000;204;546;0.02256019;0.19670695;0.19717428;117.56822;2500;0.21926714;0.10288906
8;1000;217;60;0.02256019;0.19670695;0.19717428;117.56822;2500;0.21926714;0.10288906
8;1000;217;546;0.02231027;0.19452785;0.19717428;117.56822;2500;0.21683812;0.10288906
8;1000;217;546;0.07157305;0.14769411;0.19717428;117.56822;2500;0.21926714;0.32641938
8;1000;217;546;0.02256019;0.19670695;0.10602613;117.56822;2500;0.21926714;0.10288906
8;1000;217;546;0.02256019;0.19670695;0.19717428;144.27187;2500;0.21926714;0.10288906
8;1000;204;60;0.070780165;0.14605796;0.10602613;144.27187;2500;0.21683812;0.32641938
8;1000;97;1155;0.1056603;0.1527056;0.10828544;24.112057;2500;0.2583659;0.40895605
8;1000;82;1155;0.1056603;0.1527056;0.10828544;24.112057;2500;0.2583659;0.40895605
8;1000;97;1267;0.1056603;0.1527056;0.10828544;24.112057;2500;0.2583659;0.40895605
8;1000;97;1155;0.13535225;0.19561791;0.10828544;24.112057;2500;0.33097017;0.40895605
8;1000;97;1155;0.15078051;0.10758538;0.10828544;24.112057;2500;0.2583659;0.58359295
8;1000;97;1155;0.1056603;0.1527056;0.18664387;24.112057;2500;0.2583659;0.40895605
8;1000;97;1155;0.1056603;0.1527056;0.10828544;69.74129;2500;0.2583659;0.40895605
8;1000;82;1267;0.19315186;0.1378183;0.18664387;69.74129;2500;0.33097017;0.58359295
8;1000;120;943;0.1677697;0.14250004;0.1328417;74.96277;2500;0.31026974;0.5407221
8;1000;177;943;0.1677697;0.14250004;0.1328417;74.96277;2500;0.31026974;0.5407221
8;1000;120;421;0.1677697;0.14250004;0.1328417;74.96277;2500;0.31026974;0.5407221
8;1000;120;943;0.13108519;0.111341;0.1328417;74.96277;2500;0.24242619;0.5407221
8;1000;120;943;0.0329968;0.27727294;0.1328417;74.96277;2500;0.31026974;0.106348746
8;1000;120;943;0.1677697;0.14250004;0.13501479;74.96277;2500;0.31026974;0.5407221
8;1000;120;943;0.1677697;0.14250004;0.1328417;54.827187;2500;0.31026974;0.5407221
8;1000;177;421;0.02578172;0.21664447;0.13501479;54.827187;2500;0.24242619;0.106348746
8;1000;185;1256;0.043143447;0.13124946;0.18669847;93.657166;2500;0.17439291;0.24739222
8;1000;18;1256;0.043143447;0.13124946;0.18669847;93.657166;2500;0.17439291;0.24739222
8;1000;185;1133;0.043143447;0.13124946;0.18669847;93.657166;2500;0.17439291;0.24739222
8;1000;185;1256;0.07506926;0.22837304;0.18669847;93.657166;2500;0.3034423;0.24739222
8;1000;185;1256;0.08793825;0.08645466;0.18669847;93.657166;2500;0.17439291;0.50425357
8;1000;185;1256;0.043143447;0.13124946;0.19511789;93.657166;2500;0.17439291;0.24739222
8;1000;185;1256;0.043143447;0.13124946;0.18669847;123.00457;2500;0.17439291;0.24739222
8;1000;18;1133;0.15301186;0.15043044;0.19511789;123.00457;2500;0.3034423;0.50425357
8;1000;259;229;0.19530593;0.10303628;0.22164214;135.53938;2500;0.2983422;0.6546373
8;1000;296;229;0.19530593;0.10303628;0.22164214;135.53938;2500;0.2983422;0.6546373
8;1000;259;1909;0.19530593;0.10303628;0.22164214;135.53938;2500;0.2983422;0.6546373
8;1000;259;229;0.17965849;0.09478126;0.22164214;135.53938;2500;0.27443975;0.6546373
8;1000;259;229;0.19060911;0.10773308;0.22164214;135.53938;2500;0.2983422;0.63889426
8;1000;259;229;0.19530593;0.10303628;0.22662656;135.53938;2500;0.2983422;0.6546373
8;1000;259;229;0.19530593;0.10303628;0.22164214;111.70741;2500;0.2983422;0.6546373
8;1000;296;1909;0.17533799;0.09910177;0.22662656;111.70741;2500;0.27443975;0.63889426
8;1000;46;1598;0.08514367;0.15234688;0.15881723;5.839852;2500;0.23749055;0.35851392
8;1000;128;1598;0.08514367;0.15234688;0.15881723;5.839852;2500;0.23749055;0.35851392
8;1000;46;635;0.08514367;0.15234688;0.15881723;5.839852;2500;0.23749055;0.35851392
8;1000;46;1598;0.06648793;0.11896631;0.15881723;5.839852;2500;0.18545425;0.35851392
8;1000;46;1598;0.06557282;0.17191774;0.15881723;5.839852;2500;0.23749055;0.27610707
8;1000;46;1598;0.08514367;0.15234688;0.13840736;5.839852;2500;0.23749055;0.35851392
8;1000;46;1598;0.08514367;0.15234688;0.15881723;38.866024;2500;0.23749055;0.35851392
8;1000;128;635;0.05120523;0.13424902;0.13840736;38.866024;2500;0.18545425;0.27610707
8;1000;76;687;0.060449675;0.22500764;0.23553286;35.497772;2500;0.2854573;0.21176432
8;1000;157;687;0.060449675;0.22500764;0.23553286;35.497772;2500;0.2854573;0.21176432
8;1000;76;339;0.060449675;0.22500764;0.23553286;35.497772;2500;0.2854573;0.21176432
8;1000;76;687;0.047795903;0.17790738;0.23553286;35.497772;2500;0.22570328;0.21176432
8;1000;76;687;0.17047265;0.11498466;0.23553286;35.497772;2500;0.2854573;0.5971914
8;1000;76;687;0.060449675;0.22500764;0.14747262;35.497772;2500;0.2854573;0.21176432
8;1000;76;687;0.060449675;0.22500764;0.23553286;9.474616;2500;0.2854573;0.21176432
8;1000;157;339;0.13478807;0.090915225;0.14747262;9.474616;2500;0.22570328;0.5971914
8;1000;228;1016;0.12632765;0.12327723;0.14494516;124.43099;2500;0.24960488;0.5061105
8;1000;35;1016;0.12632765;0.12327723;0.14494516;124.43099;2500;0.24960488;0.5061105
8;1000;228;1112;0.12632765;0.12327723;0.14494516;124.43099;2500;0.24960488;0.5061105
8;1000;228;1016;0.15927118;0.15542528;0.14494516;124.43099;2500;0.31469646;0.5061105
8;1000;228;1016;0.09687284;0.15273204;0.14494516;124.43099;2500;0.24960488;0.38810474
8;1000;228;1016;0.12632765;0.12327723;0.21752289;124.43099;2500;0.24960488;0.5061105
8;1000;228;1016;0.12632765;0.12327723;0.14494516;77.659676;2500;0.24960488;0.5061105
8;1000;35;1112;0.122135185;0.19256127;0.21752289;77.659676;2500;0.31469646;0.38810474
8;1000;155;470;0.12850952;0.19465736;0.10987332;100.23847;2500;0.32316688;0.39765686
8;1000;278;470;0.12850952;0.19465736;0.10987332;100.23847;2500;0.32316688;0.39765686
8;1000;155;1828;0.12850952;0.19465736;0.10987332;100.23847;2500;0.32316688;0.39765686
8;1000;155;470;0.1024823;0.1552331;0.10987332;100.23847;2500;0.2577154;0.39765686
8;1000;155;470;0.071307264;0.2518596;0.10987332;100.23847;2500;0.32316688;0.22065152
8;1000;155;470;0.12850952;0.19465736;0.20480233;100.23847;2500;0.32316688;0.39765686
8;1000;155;470;0.12850952;0.19465736;0.10987332;138.94217;2500;0.32316688;0.39765686
8;1000;278;1828;0.056865297;0.20085011;0.20480233;138.94217;2500;0.2577154;0.22065152
8;1000;150;1853;0.11280958;0.049481202;0.2096489;49.831383;2500;0.16229078;0.69510776
8;1000;146;1853;0.11280958;0.049481202;0.2096489;49.831383;2500;0.16229078;0.69510776
8;1000;150;617;0.11280958;0.049481202;0.2096489;49.831383;2500;0.16229078;0.69510776
8;1000;150;1853;0.13673453;0.0599753;0.2096489;49.831383;2500;0.19670983;0.69510776
8;1000;150;1853;0.07621509;0.08607569;0.2096489;49.831383;2500;0.16229078;0.46962056
8;1000;150;1853;0.11280958;0.049481202;0.12536758;49.831383;2500;0.16229078;0.69510776
8;1000;150;1853;0.11280958;0.049481202;0.2096489;66.07541;2500;0.16229078;0.69510776
8;1000;146;617;0.09237898;0.104330845;0.12536758;66.07541;2500;0.19670983;0.46962056
8;1000;109;88;0.114569835;0.091811635;0.18264784;16.960207;2500;0.20638147;0.55513626
8;1000;250;88;0.114569835;0.091811635;0.18264784;16.960207;2500;0.20638147;0.55513626
8;1000;109;1692;0.114569835;0.091811635;0.18264784;16.960207;2500;0.20638147;0.55513626
8;1000;109;88;0.1570598;0.12586136;0.18264784;16.960207;2500;0.28292117;0.55513626
8;1000;109;88;0.05997739;0.14640407;0.18264784;16.960207;2500;0.20638147;0.29061422
8;1000;109;88;0.114569835;0.091811635;0.1769552;16.960207;2500;0.20638147;0.55513626
8;1000;109;88;0.114569835;0.091811635;0.18264784;49.395718;2500;0.20638147;0.55513626
8;1000;250;1692;0.08222091;0.20070024;0.1769552;49.395718;2500;0.28292117;0.29061422
8;1000;205;1736;0.06815689;0.20232408;0.12282984;142.13678;2500;0.27048096;0.25198406
8;1000;83;1736;0.06815689;0.20232408;0.12282984;142.13678;2500;0.27048096;0.25198406
8;1000;205;976;0.06815689;0.20232408;0.12282984;142.13678;2500;0.27048096;0.25198406
8;1000;205;1736;0.042530257;0.12625128;0.12282984;142.13678;2500;0.16878153;0.25198406
8;1000;205;1736;0.18908425;0.081396714;0.12282984;142.13678;2500;0.27048096;0.69906676
8;1000;205;1736;0.06815689;0.20232408;0.115677685;142.13678;2500;0.27048096;0.25198406
8;1000;205;1736;0.06815689;0.20232408;0.12282984;119.307724;2500;0.27048096;0.25198406
8;1000;83;976;0.11798956;0.050791975;0.115677685;119.307724;2500;0.16878153;0.69906676
8;1000;278;802;0.086278744;0.10820028;0.17184117;82.52825;2500;0.19447902;0.44364038
8;1000;221;802;0.086278744;0.10820028;0.17184117;82.52825;2500;0.19447902;0.44364038
8;1000;278;204;0.086278744;0.10820028;0.17184117;82.52825;2500;0.19447902;0.44364038
8;1000;278;802;0.08981901;0.11264004;0.17184117;82.52825;2500;0.20245904;0.44364038
8;1000;278;802;0.10242843;0.09205059;0.17184117;82.52825;2500;0.19447902;0.5266811
8;1000;278;802;0.086278744;0.10820028;0.15657946;82.52825;2500;0.19447902;0.44364038
8;1000;278;802;0.086278744;0.10820028;0.17184117;99.01886;2500;0.19447902;0.44364038
8;1000;221;204;0.10663135;0.095827684;0.15657946;99.01886;2500;0.20245904;0.5266811
8;1000;35;1396;0.04622701;0.28732634;0.22268069;68.373375;2500;0.33355334;0.13858956
8;1000;62;1396;0.04622701;0.28732634;0.22268069;68.373375;2500;0.33355334;0.13858956
8;1000;35;1474;0.04622701;0.28732634;0.22268069;68.373375;2500;0.33355334;0.13858956
8;1000;35;1396;0.04688734;0.29143062;0.22268069;68.373375;2500;0.33831796;0.13858956
8;1000;35;1396;0.052712467;0.28084087;0.22268069;68.373375;2500;0.33355334;0.15803309
8;1000;35;1396;0.04622701;0.28732634;0.24595426;68.373375;2500;0.33355334;0.13858956
8;1000;35;1396;0.04622701;0.28732634;0.22268069;24.442858;2500;0.33355334;0.13858956
8;1000;62;1474;0.053465433;0.28485253;0.24595426;24.442858;2500;0.33831796;0.15803309
8;1000;37;316;0.08505661;0.12623855;0.1639091;121.35835;2500;0.21129516;0.4025488
8;1000;280;316;0.08505661;0.12623855;0.1639091;121.35835;2500;0.21129516;0.4025488
8;1000;37;1062;0.08505661;0.12623855;0.1639091;121.35835;2500;0.21129516;0.4025488
8;1000;37;316;0.11031875;0.16373187;0.1639091;121.35835;2500;0.27405062;0.4025488
8;1000;37;316;0.054350246;0.1569449;0.1639091;121.35835;2500;0.21129516;0.2572243
8;1000;37;316;0.08505661;0.12623855;0.21893586;121.35835;2500;0.21129516;0.4025488
8;1000;37;316;0.08505661;0.12623855;0.1639091;13.23166;2500;0.21129516;0.4025488
8;1000;280;1062;0.070492476;0.20355813;0.21893586;13.23166;2500;0.27405062;0.2572243
8;1000;277;1887;0.029770995;0.24242467;0.2165505;29.03111;2500;0.27219567;0.10937351
8;1000;148;1887;0.029770995;0.24242467;0.2165505;29.03111;2500;0.27219567;0.10937351
8;1000;277;288;0.029770995;0.24242467;0.2165505;29.03111;2500;0.27219567;0.10937351
8;1000;277;1887;0.020240895;0.16482124;0.2165505;29.03111;2500;0.18506214;0.10937351
8;1000;277;1887;0.17896183;0.09323384;0.2165505;29.03111;2500;0.27219567;0.65747494
8;1000;277;1887;0.029770995;0.24242467;0.14888069;29.03111;2500;0.27219567;0.10937351
8;1000;277;1887;0.029770995;0.24242467;0.2165505;82.68221;2500;0.27219567;0.10937351
8;1000;148;288;0.12167372;0.06338842;0.14888069;82.68221;2500;0.18506214;0.65747494
8;1000;206;595;0.117703825;0.08127314;0.19053838;50.63951;2500;0.19897696;0.591545
8;1000;155;595;0.117703825;0.08127314;0.19053838;50.63951;2500;0.19897696;0.591545
8;1000;206;566;0.117703825;0.08127314;0.19053838;50.63951;2500;0.19897696;0.591545
8;1000;206;595;0.14410013;0.09949949;0.19053838;50.63951;2500;0.24359962;0.591545
8;1000;206;595;0.09652115;0.10245582;0.19053838;50.63951;2500;0.19897696;0.48508704
8;1000;206;595;0.117703825;0.08127314;0.12410142;50.63951;2500;0.19897696;0.591545
8;1000;206;595;0.117703825;0.08127314;0.19053838;134.75175;2500;0.19897696;0.591545
8;1000;155;566;0.11816702;0.12543261;0.12410142;134.75175;2500;0.24359962;0.48508704
8;1000;108;1235;0.09888577;0.23601687;0.12900205;108.971855;2500;0.33490264;0.2952672
8;1000;33;1235;0.09888577;0.23601687;0.12900205;108.971855;2500;0.33490264;0.2952672
8;1000;108;1778;0.09888577;0.23601687;0.12900205;108.971855;2500;0.33490264;0.2952672
8;1000;108;1235;0.08994211;0.2146705;0.12900205;108.971855;2500;0.3046126;0.2952672
8;1000;108;1235;0.04174412;0.29315853;0.12900205;108.971855;2500;0.33490264;0.12464554
8;1000;108;1235;0.09888577;0.23601687;0.20354043;108.971855;2500;0.33490264;0.2952672
8;1000;108;1235;0.09888577;0.23601687;0.12900205;60.920403;2500;0.33490264;0.2952672
8;1000;33;1778;0.037968602;0.266644;0.20354043;60.920403;2500;0.3046126;0.12464554
8;1000;149;959;0.10056457;0.1832138;0.10428472;139.61728;2500;0.28377837;0.35437715
8;1000;219;959;0.10056457;0.1832138;0.10428472;139.61728;2500;0.28377837;0.35437715
8;1000;149;934;0.10056457;0.1832138;0.10428472;139.61728;2500;0.28377837;0.35437715
8;1000;149;959;0.07642669;0.13923815;0.10428472;139.61728;2500;0.21566485;0.35437715
8;1000;149;959;0.16032788;0.123450495;0.10428472;139.61728;2500;0.28377837;0.5649757
8;1000;149;959;0.10056457;0.1832138;0.114449255;139.61728;2500;0.28377837;0.35437715
8;1000;149;959;0.10056457;0.1832138;0.10428472;45.249687;2500;0.28377837;0.35437715
8;1000;219;934;0.121845394;0.093819454;0.114449255;45.249687;2500;0.21566485;0.5649757
8;1000;156;1366;0.1611395;0.083491325;0.20117468;11.0378275;2500;0.24463083;0.6587048
8;1000;60;1366;0.1611395;0.083491325;0.20117468;11.0378275;2500;0.24463083;0.6587048
8;1000;156;1649;0.1611395;0.083491325;0.20117468;11.0378275;2500;0.24463083;0.6587048
8;1000;156;1366;0.21724065;0.11255904;0.20117468;11.0378275;2500;0.32979968;0.6587048
8;1000;156;1366;0.08448052;0.1601503;0.20117468;11.0378275;2500;0.24463083;0.3453388
8;1000;156;1366;0.1611395;0.083491325;0.1757311;11.0378275;2500;0.24463083;0.6587048
8;1000;156;1366;0.1611395;0.083491325;0.20117468;114.10832;2500;0.24463083;0.6587048
8;1000;60;1649;0.11389262;0.21590705;0.1757311;114.10832;2500;0.32979968;0.3453388
8;1000;227;184;0.077562585;0.24429244;0.24107938;68.62837;2500;0.32185504;0.2409861
8;1000;252;184;0.077562585;0.24429244;0.24107938;68.62837;2500;0.32185504;0.2409861
8;1000;227;1431;0.077562585;0.24429244;0.24107938;68.62837;2500;0.32185504;0.2409861
8;1000;227;184;0.071739346;0.22595146;0.24107938;68.62837;2500;0.2976908;0.2409861
8;1000;227;184;0.057254087;0.26460096;0.24107938;68.62837;2500;0.32185504;0.17788781
8;1000;227;184;0.077562585;0.24429244;0.24732943;68.62837;2500;0.32185504;0.2409861
8;1000;227;184;0.077562585;0.24429244;0.24107938;102.74921;2500;0.32185504;0.2409861
8;1000;252;1431;0.052955568;0.24473524;0.24732943;102.74921;2500;0.2976908;0.17788781
8;1000;77;1521;0.086311355;0.07141979;0.15346083;90.717354;2500;0.15773115;0.5472055
8;1000;85;1521;0.086311355;0.07141979;0.15346083;90.717354;2500;0.15773115;0.5472055
8;1000;77;161;0.086311355;0.07141979;0.15346083;90.717354;2500;0.15773115;0.5472055
8;1000;77;1521;0.088551186;0.07327319;0.15346083;90.717354;2500;0.16182438;0.5472055
8;1000;77;1521;0.068992;0.08873915;0.15346083;90.717354;2500;0.15773115;0.43740252
8;1000;77;1521;0.086311355;0.07141979;0.15794979;90.717354;2500;0.15773115;0.5472055
