[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.24882257;0.8774257;13.864502;16.132473;66.38588;26.427526;1.4399649;0.30882052;1.5953499;9.238334;67.9398;63.91492;16.644289;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.1201729;0.25719666;16.528248;2.5584767;88.97541;12.703125;1.2432946;0.4998542;16.758396;10.217798;45.851654;83.90774;13.674872;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.91367567;0.9916908;6.182515;17.148642;88.591835;4.002563;0.4768416;0.29297045;15.379877;2.4096744;92.337456;69.16361;57.45441;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.1411054;0.6646687;17.573431;5.038114;51.700768;77.26753;0.8196979;0.9048518;10.429895;13.751826;76.62786;23.436798;5.2305236;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.3139098;0.5159948;18.399567;7.663893;28.467827;96.02085;0.69160175;0.6326192;4.283141;13.548435;45.107998;83.09361;12.412566;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.494184;0.21560821;15.804553;17.338638;82.959076;61.95918;1.4955885;0.8152689;11.102905;6.989635;18.858961;23.935032;19.009743;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.4926531;0.66945845;1.1443402;16.915438;61.64639;77.48996;1.13797;0.9948516;12.970469;9.194366;71.257095;57.728912;14.013078;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.80449975;0.5959124;2.6571116;10.78319;79.313614;84.008675;1.0436838;0.5231951;18.309057;17.284609;45.190422;24.79544;43.313396;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3258764;0.3722536;19.95701;2.5516434;40.599213;80.73713;0.391236;0.84173816;5.473235;9.117195;23.23721;52.090153;61.874905;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.5166391;0.59235805;14.945025;12.219074;91.429436;33.34919;0.4472978;0.78752834;15.871995;19.520887;60.482998;39.157265;44.62724;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.158836;0.21023141;12.909041;15.473132;93.02967;1.2327877;1.4107656;0.40347663;10.565807;18.646729;39.32681;52.309254;85.91963;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3429936;0.9995821;18.125877;5.983924;73.99736;63.18486;0.7836789;0.29259387;2.0188856;19.169611;77.95834;50.388653;55.867195;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2590661;0.46569157;1.7531879;4.4781737;94.31412;94.81065;0.21946996;0.20792688;16.218403;1.1210661;28.965612;42.74807;80.26634;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2553062;0.58417773;15.39018;10.443799;45.896324;88.864914;0.8458585;0.8614617;11.994657;17.622627;47.454437;78.61869;65.09445;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.8019346;0.8278225;13.438874;15.236811;20.251898;1.4707211;1.0036274;0.9838694;1.9246186;11.885451;36.000076;78.760254;12.846635;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2659869;0.77022266;17.116196;10.592891;65.9345;90.51647;0.5779428;0.50962186;13.96619;2.1336048;85.02383;42.620983;99.81963;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0979162;0.91084725;15.78018;5.549841;65.68314;2.0750222;0.75311816;0.6269285;11.598427;12.168721;43.10373;85.31489;39.942207;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.3721868;0.95306057;10.213686;17.50941;49.64088;53.60864;0.5589344;0.3567854;8.633637;15.807921;24.302885;37.102657;48.081814;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.34843972;0.35134226;2.3484006;17.568129;26.801237;85.4129;0.77455944;0.8216899;2.7270622;9.650047;86.34536;58.131207;93.343025;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2034987;0.51231986;18.27863;13.508303;62.80995;42.1879;1.4794698;0.21674326;17.92275;15.790948;92.78967;12.109805;43.61057;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0131034;0.7494536;15.506542;2.4115057;18.897194;68.70136;0.79692686;0.30790946;18.667503;17.08646;37.559006;84.183945;23.07926;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.87518895;0.23601942;7.7715254;5.4103723;75.5766;24.016653;1.2484107;0.9514942;18.79004;9.584135;87.92538;18.04548;33.461594;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3794403;0.77355593;19.694637;12.75462;90.77439;97.04289;0.36726883;0.4440022;13.009769;11.512281;49.53957;63.010944;13.419088;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0574675;0.20390674;6.911056;15.844762;17.495499;5.364657;1.2268696;0.63235486;2.20088;15.109456;73.52179;94.3154;20.708693;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.7149908;0.9312708;8.040651;10.010953;82.206856;63.59482;0.85841954;0.55625325;13.109579;1.0100651;27.968893;34.734497;62.46156;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.7381114;0.77453554;19.518839;6.776838;20.64873;4.4424896;0.6765868;0.3419918;16.84894;16.481693;16.816294;21.931154;93.27573;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.98681766;0.65239936;13.694111;17.805914;50.542004;5.139489;0.94934624;0.7650978;19.8797;2.9245124;52.4136;54.712784;64.910965;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1883578;0.5431208;17.704702;8.245308;92.99537;27.761684;0.65589225;0.9228716;11.673603;14.001192;40.860813;85.21878;85.64587;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.9336593;0.9904198;17.867329;18.408566;9.188361;2.50412;1.2526374;0.653489;7.7647185;6.5114546;1.028791;89.04867;34.957344;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.86138916;0.78920937;11.192518;11.114478;9.886906;21.526144;1.225896;0.4122587;9.563043;19.104782;5.511684;23.336779;59.55374;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1449709;0.8458344;6.0723696;12.671301;95.91363;16.241001;0.49896505;0.87954444;11.917773;19.655048;63.105465;97.34357;2.5418713;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1168439;0.860308;17.10147;3.3741853;16.726086;91.27937;0.7616321;0.4357924;16.686428;3.9722836;35.198925;58.923615;32.901775;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2794509;0.21749994;10.535864;6.0841103;34.862717;5.103149;0.37998348;0.8530885;18.948385;12.139912;4.260643;64.63143;1.3684943;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.28131732;0.2437475;11.72267;19.519014;46.440407;61.56891;0.20725283;0.88589424;5.2632895;1.4142617;43.55267;25.644573;71.79307;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1814377;0.358692;11.285992;14.654683;1.6629019;67.3836;0.5854299;0.8806328;5.7408032;19.114399;13.273952;36.34531;84.52347;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.86788857;0.7241741;1.1821731;10.064418;19.619959;82.28156;0.9287873;0.7769841;16.886541;19.403482;15.911795;11.870398;57.981796;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.29710105;0.6991594;1.871513;10.907115;83.01214;37.36989;1.1871053;0.9673416;9.750937;9.568814;76.25162;75.015816;21.141111;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.082713;0.46013084;12.711302;2.6681092;52.36653;18.98054;1.4348677;0.91575193;6.225851;7.3073816;8.671438;36.02433;14.188591;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1315023;0.97839904;16.09431;15.883271;39.9959;13.058084;0.74972475;0.9469196;3.2906194;12.945547;46.56052;61.477024;3.8231652;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8807153;0.27448532;9.683733;2.355955;68.515;15.110385;0.20445763;0.54314506;4.493311;15.725954;33.374752;77.55318;67.25997;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2319387;0.8213761;4.617758;8.352855;33.152145;52.87757;1.0449089;0.39400104;7.319692;18.702051;97.927315;60.812607;32.382675;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.59032255;0.5847017;8.726072;8.802394;44.415306;60.083134;0.46873522;0.99795085;1.5535833;8.966464;3.1506326;17.430277;97.289665;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.46247938;0.5350674;15.598147;12.458615;99.37891;79.053986;0.94884634;0.3116594;19.456427;8.680086;46.052933;13.434613;72.778076;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.6559541;0.220452;3.0638063;8.895125;77.65433;80.641525;0.7874354;0.6661543;11.388097;10.651568;70.214294;44.99119;71.772095;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.73306566;0.78223974;11.643779;19.253546;55.843357;84.435165;0.5616313;0.7530867;16.643867;4.8281612;94.36598;43.860634;17.98561;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1047137;0.8172604;14.342043;16.160154;53.1478;16.808472;0.58841074;0.48534223;9.36304;1.2252162;32.218964;33.777256;35.064434;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.299176;0.455166;8.9008255;19.227186;84.582924;74.78587;0.6448643;0.42351425;19.198069;17.512482;63.807087;6.693913;67.74292;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1371937;0.6135703;12.423981;10.85596;60.48583;8.1998625;0.42701402;0.31856364;9.048652;9.4202795;26.297594;19.080292;38.216274;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.42618382;0.6851537;17.786062;6.742463;34.58859;88.17511;1.117449;0.23251052;8.566555;14.114817;63.334347;54.002983;48.564934;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.6760822;0.4941162;5.0434513;19.644896;42.361378;53.0105;0.71293;0.9817348;14.81777;15.7476845;9.65888;94.61646;64.44553;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.40593782;0.6924656;3.56658;2.5432527;19.15558;64.511406;1.1335435;0.5505374;11.687454;8.475542;29.32651;23.371408;40.073223;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.0927415;0.54730165;2.1561177;18.614513;95.99254;62.358967;0.95706666;0.43208382;6.8205533;8.347829;44.982605;4.6788983;34.625988;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5226234;0.90245587;14.798048;2.819856;65.56843;56.23989;0.4952278;0.34794775;1.0191573;19.59663;6.9502025;17.3959;65.83245;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.883003;0.77481055;18.110086;16.33122;40.458473;52.81164;0.617632;0.38550386;3.3471835;16.528471;20.337515;59.75421;49.877678;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2293788;0.2884;14.117479;15.818701;36.628902;92.28858;1.4011313;0.62070113;5.9431906;15.302396;11.438914;19.087858;14.126052;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.072221;0.8396825;19.552605;13.534271;90.79224;35.488926;0.748273;0.3957004;3.038745;3.6716104;94.56897;15.337932;80.62994;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5878862;0.4700045;14.454104;15.868511;36.671238;78.10063;0.3471889;0.41753662;10.825464;5.5361385;51.695023;84.420265;54.558163;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.6327268;0.94845474;6.4814005;2.6730912;75.88011;36.833477;1.0361549;0.989696;7.42688;19.149931;59.131985;58.617004;96.73011;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.0493736;0.682697;5.8561983;8.096696;83.70721;5.5431004;0.6449253;0.67416596;14.290019;9.44624;82.0123;94.006516;32.249916;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.9143081;0.22206236;13.666718;7.393382;91.07024;38.422604;0.8053629;0.28189665;10.016593;1.8088471;34.97595;75.9695;54.88168;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.32531154;0.7874902;13.840422;19.649086;37.932133;15.937766;0.46837214;0.803331;5.005485;16.865932;10.92077;31.801828;62.092983;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.336189;0.30458748;10.952435;9.978164;76.767365;44.61783;0.21658875;0.2629581;9.342608;1.7006519;17.729073;58.240986;80.7474;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8663972;0.901814;11.010893;1.9433532;33.361294;9.118594;0.9600638;0.4548925;14.844173;7.9774823;69.09763;33.94462;97.98759;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8153693;0.95866424;8.916187;5.9269543;94.45789;78.75928;0.7644668;0.47141114;10.884064;7.986798;94.78488;2.9012003;47.88324;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.45797113;0.75620466;7.6484995;17.037588;2.104856;59.494514;0.72709584;0.75467205;9.080968;6.993295;45.565464;44.15051;51.004486;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.69009197;0.62629825;13.046998;17.941282;57.448856;4.7481375;1.399946;0.26037642;7.823974;15.480567;31.51961;96.950836;48.560513;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.6326723;0.6816504;15.202828;18.619791;51.48524;64.90657;0.5395412;0.66284883;14.166846;3.8390434;88.267235;79.954605;15.00452;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5519564;0.54308414;16.454708;3.7382505;87.88463;95.509186;0.9623027;0.6224797;14.577487;3.8973014;40.32481;1.7774879;85.49665;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.93762857;0.26686624;6.8488994;14.073652;22.414913;7.266043;1.2749296;0.46852133;12.955848;9.625107;13.78771;36.144253;7.7528644;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.800958;0.9430748;17.296951;8.644352;9.641502;36.314625;0.79144555;0.5851708;11.822489;19.252127;26.573378;69.026695;79.38996;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.355957;0.46334922;6.752102;14.974014;84.797516;89.58175;1.1791724;0.57275933;7.816573;2.0540514;78.28116;68.17627;79.76663;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.4237472;0.45027822;6.792686;16.663254;35.660088;4.3104477;0.9272972;0.9794609;15.18064;16.36042;86.3763;25.09018;93.33781;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.48531547;0.35305983;16.314043;5.9638433;33.167004;91.94087;0.65630347;0.736897;17.671507;19.299606;79.31052;40.8645;43.497414;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.33013704;0.9939266;19.418133;10.506424;11.425736;98.88599;1.3791795;0.436689;3.395373;1.1618905;98.444084;73.8073;50.2328;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2209388;0.95405155;18.712288;7.218439;92.08583;39.607586;0.68981117;0.8368288;18.489305;5.223658;14.213517;95.13576;98.96142;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.4933199;0.4795459;3.1105072;9.662453;63.662827;47.034492;0.79648;0.5598706;5.4164815;2.0687513;49.616814;33.045437;42.138298;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.3226801;0.4080043;6.4810557;6.5217004;69.52619;98.82889;1.0420731;0.2770426;3.554678;11.396241;66.36199;10.342139;21.53927;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.23080662;0.8442956;15.438034;7.4530807;89.89586;6.9301186;0.97170424;0.3127962;13.6714115;19.113674;97.69902;63.293327;20.188951;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5266426;0.538088;16.318628;6.173227;84.541595;32.495758;0.8662414;0.65329593;9.325372;16.896442;94.89966;42.362667;10.762078;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.25634497;0.97423047;10.581064;6.670405;45.729572;7.2832556;1.097081;0.33078027;19.61732;12.611414;36.35561;57.705883;28.316963;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2670132;0.92097336;1.3059528;11.981333;16.817432;74.886826;1.1018754;0.8665331;8.874258;18.911762;88.969894;30.074987;71.69493;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.9558291;0.8075611;10.535104;12.405387;67.559074;65.469444;0.8883515;0.32959443;13.42864;9.775666;52.007015;59.842133;33.47096;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8678341;0.27193943;1.5917915;18.494001;65.42081;86.481514;0.8572421;0.4964156;3.8260303;19.691921;10.541425;16.322966;67.30577;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.92078483;0.7617022;6.3465133;8.421023;5.660879;19.83527;0.41409495;0.6450143;8.969747;4.8700047;6.7550263;6.806193;12.973099;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5281866;0.9898035;13.480341;13.4919195;90.04073;54.965385;1.1241739;0.9977743;13.947092;16.170803;99.92;86.227295;42.51036;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.9821299;0.49863404;3.5574455;19.343906;34.188686;71.588615;1.4884285;0.23768045;3.2972965;2.338822;94.250656;3.9904995;19.802021;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.23986708;0.9052552;14.537301;9.860869;43.449196;28.90335;0.57807213;0.7061103;11.923258;1.0736775;63.568798;39.87046;71.02131;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.0398152;0.52651346;12.806338;15.803896;51.864357;89.07693;0.46032923;0.5981603;19.14472;10.459741;70.28738;41.894318;74.77073;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1547639;0.9770592;9.16419;19.425297;91.2899;20.590511;1.4213337;0.56181437;6.659285;15.999639;58.831184;47.459743;68.84814;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.0749341;0.7228731;8.070946;16.005749;17.878498;12.7023325;0.7341417;0.39043927;12.439073;1.8969783;79.7473;94.070496;7.0709906;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.6317528;0.2772004;18.378662;2.5295644;37.50029;28.817404;1.0999416;0.20637725;12.941654;16.06759;29.000574;39.122295;82.04024;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2741418;0.5832366;11.510242;4.669141;50.63271;79.96875;0.81239665;0.84621537;16.876696;18.733297;25.673428;63.718273;68.19242;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1302072;0.239783;17.889091;6.6027904;99.197975;71.703125;0.93144804;0.8028704;3.891186;1.7715701;50.63622;47.994564;87.050446;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.3667865;0.5160606;8.836403;14.038099;44.535355;89.22518;0.6340986;0.28904504;14.584646;2.524826;21.186466;65.6315;89.52062;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.4536875;0.932305;12.298163;13.757327;40.455242;62.062138;1.2018595;0.6373215;11.513493;16.570765;52.187153;97.54248;70.88643;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.0282409;0.38576177;19.137566;3.6058884;93.56766;91.898636;0.8552095;0.46891415;11.348649;3.9931996;95.59998;91.25492;70.82362;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.57624096;0.9604542;3.3576338;9.537607;66.48799;54.777172;0.82663333;0.2863213;13.099881;4.0288954;31.40884;92.08645;63.63956;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.35526282;0.27993843;5.9928327;9.014562;17.193851;91.91639;0.92912865;0.56756777;16.064999;11.021735;60.725815;80.24435;70.059654;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.4014597;0.73184925;18.417185;14.107498;18.404385;87.147995;1.418751;0.20353827;14.650962;12.538707;89.89142;64.044685;28.447136;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.41530234;0.9725484;9.018084;5.958005;64.80082;47.870747;1.2638142;0.5757513;2.0390246;6.4945407;57.614323;62.453033;69.593254;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8211282;0.72332287;6.1686726;5.5177336;47.23848;1.6406807;0.27787212;0.31360075;10.105995;11.135362;11.342526;59.30709;87.595604;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.9896011;0.91920316;19.949455;12.337764;1.8878376;98.59062;0.6668804;0.48237324;13.749544;4.2811375;62.533398;21.657063;29.220255;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.42932296;0.9928244;2.9419768;2.573762;45.410618;50.212242;0.4002659;0.50116336;1.1584883;1.5125167;60.557022;80.42302;42.46197;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.1262456;0.71347475;12.619317;13.708234;94.02984;74.35392;1.3855283;0.257991;6.7085476;2.3701234;32.36307;69.56182;41.502018;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5653164;0.8258111;15.973416;9.349145;74.99051;45.7758;0.52011675;0.6943119;3.1599276;8.720424;61.98241;67.695526;66.241165;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.6050256;0.22558816;15.948041;11.190551;56.301647;36.845856;1.1966205;0.60900074;7.015355;4.4641333;76.949615;70.248825;65.624054;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.4905482;0.5418483;9.394999;16.237782;20.324415;36.46468;0.99898624;0.7280473;15.425477;13.100275;81.29563;71.496666;67.842926;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.220768;0.4306123;1.8352597;4.438461;34.228367;36.17658;1.1971114;0.85934055;15.915097;11.373444;78.49414;17.111717;12.266402;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.447758;0.85934824;16.979515;4.9889803;99.66729;58.36401;1.0700935;0.4591887;13.722016;12.466954;50.927414;89.39425;91.75346;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8402498;0.7420624;16.252012;18.120527;66.246315;80.96985;0.5738269;0.6048835;3.5698428;3.1081963;76.40811;20.625586;16.594969;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.25463983;0.69153136;5.5102344;15.078585;28.35247;57.335552;0.84776187;0.8209145;14.759456;18.34252;6.51217;63.691204;30.095673;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.5387401;0.94524693;7.4700212;5.991235;74.0611;53.07337;0.42412138;0.4831911;14.812404;17.431662;73.237305;50.479847;61.916733;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.40546536;0.27109423;10.739254;14.693846;10.045122;31.35691;0.5009606;0.6443006;1.8307837;7.9571066;26.125046;22.30656;61.193726;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.295591;0.963073;3.1687305;9.686584;37.687656;46.819176;0.36154673;0.64879054;11.501131;9.324363;9.498556;91.15588;18.173834;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.31031018;0.28061175;16.590727;12.728399;23.68395;18.799847;1.3388865;0.40670905;10.551439;9.468068;48.048637;39.832874;33.28655;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.4564191;0.47761405;18.5199;15.946269;89.7048;74.72309;0.5713677;0.62642187;13.306956;9.158389;19.23191;82.07918;79.56793;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.9650679;0.7042189;6.8556924;1.8503522;73.7794;78.53457;0.3709231;0.394179;14.091535;8.811617;97.8903;40.7938;54.34186;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8730617;0.47318095;18.55656;12.612445;50.252487;24.611244;0.5132622;0.31888077;2.2558665;10.480254;19.545523;92.77463;92.36379;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.3015558;0.746029;16.21652;7.4308324;41.37221;57.133804;0.542112;0.8382001;5.7280836;12.822078;93.4958;3.91225;47.640823;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.2358119;0.8203349;14.828684;10.806822;86.00013;29.194977;0.36292312;0.88961434;16.680288;9.603036;84.1002;89.67098;36.73247;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2102985;0.86280465;19.413921;7.9113345;20.347738;97.762596;1.1067829;0.8421266;10.862216;5.7316566;84.80933;93.51944;70.15779;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.35158527;0.34347495;7.168353;18.879942;8.401518;30.584873;1.0663615;0.6944453;16.475843;12.463706;44.59097;84.745735;57.861305;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2930115;0.34566134;18.397213;12.345978;85.32531;86.54094;0.9660624;0.2597073;5.8585124;7.0319705;27.253721;57.594604;56.994244;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.8879291;0.24185123;2.8696682;17.085382;85.79311;70.33179;1.3299831;0.6246444;18.831388;2.7912786;48.5576;98.71878;33.00511;40.0;21.2157117104508;91;0.2725070606670493;3;1350
0.2794682;0.59268147;10.082269;5.8777795;25.064568;96.59468;0.2701321;0.96135116;9.795955;8.681398;95.464096;33.506233;43.374084;40.0;21.2157117104508;91;0.2725070606670493;3;1350
1.2832185;0.31002688;11.488214;7.9276;20.3331;72.22714;0.9890962;0.9249156;10.244892;12.247316;30.821274;69.14079;1.2287261;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.23550835;0.4548776;3.3334017;15.954276;72.40941;61.3079;0.96440244;0.845373;6.5807652;5.919249;14.262982;57.308853;25.43796;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.3798819;0.8723475;15.009727;5.4543815;15.195132;46.584316;1.1320368;0.75549436;16.077787;19.692867;76.35925;17.73854;5.5977917;40.0;60.43650498947436;91;0.0737883747199966;3;1350
1.2371719;0.95892715;10.0284;19.999882;62.573147;47.642334;0.623252;0.60437524;14.240291;17.9522;48.293037;58.89504;90.18244;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.80433244;0.8576608;9.655269;13.541511;70.422226;1.1230253;0.7536966;0.55107135;17.42099;5.7553153;25.104828;40.174217;42.173393;40.0;60.43650498947436;91;0.0737883747199966;3;1350
1.3458053;0.20051871;12.047354;18.03956;62.576015;99.69497;0.64048535;0.67303175;9.053318;18.204775;5.47786;14.489216;98.425385;40.0;60.43650498947436;91;0.0737883747199966;3;1350
1.0260581;0.6544194;3.559522;2.985781;43.265907;57.194977;0.7074441;0.5786539;16.508924;5.236835;80.881065;31.066248;47.542274;40.0;60.43650498947436;91;0.0737883747199966;3;1350
1.0105873;0.3333281;4.800478;8.8627615;81.8016;59.10969;1.0320605;0.5301946;9.367961;16.733082;26.47726;1.2893002;10.015207;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.5799056;0.50059754;4.433004;7.3825035;93.06837;18.864016;0.5357977;0.67853016;6.771492;4.9804482;2.2201955;98.33151;71.58965;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.3737847;0.54233515;19.08672;19.44831;70.86516;43.767647;1.3284066;0.93369657;19.741558;7.5863023;98.356926;3.0788765;61.96692;40.0;60.43650498947436;91;0.0737883747199966;3;1350
1.4495242;0.9543526;15.690608;3.7502337;42.476173;22.689348;1.4920343;0.37489069;6.183521;16.071224;85.1613;46.395634;62.098648;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.33623698;0.70699096;11.054743;15.215101;99.57443;22.66355;0.7538123;0.30846357;4.7767186;11.0008745;62.531624;4.0167093;95.912704;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.8877138;0.41412404;13.529648;12.986086;45.49217;55.20649;1.4880345;0.32596806;12.130791;4.0782638;59.439266;44.241604;84.864105;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.5543392;0.7142359;13.349584;17.175797;12.510079;24.8487;0.8267338;0.7593478;15.554475;18.312492;21.76838;68.60517;68.930984;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.5433829;0.96149236;5.9845552;19.568459;19.07564;66.99331;0.22576487;0.8960324;3.635028;10.350736;42.91008;59.216858;37.761982;40.0;60.43650498947436;91;0.0737883747199966;3;1350
0.9729621;0.2473273;2.6455488;16.311924;35.4465;38.28697;1.3731728;0.81335753;16.229218;11.851533;62.612267;52.91485;85.101524;40.0;60.43650498947436;91;0.0737883747199966;3;1350
