[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-]
118;69;0.08734079;0.10233856;0.2128862;1.5165201;2500;1.2317797;1.0624132;0.35171127647259476
67;42;0.073244706;0.1459479;0.22196786;8.665113;2500;1.2867997;0.8679239;0.335986062969588
135;30;0.072396554;0.112142615;0.19068342;5.7556295;2500;1.2948337;1.0516818;0.29536625577400116
73;17;0.06687487;0.14343342;0.2139741;5.715043;2500;1.4700801;0.95094144;0.32103795484710745
59;19;0.07857417;0.12692364;0.23223838;3.271158;2500;1.4906584;0.8645755;0.37269973867833944
124;96;0.08738037;0.10042134;0.16799882;1.6955166;2500;1.2162971;1.0322057;0.2561399123414508
148;80;0.10404314;0.113370374;0.2264413;4.024583;2500;1.4674412;0.7415309;0.37162786469758236
178;32;0.07593751;0.11211915;0.20653921;8.366444;2500;1.4481097;0.7760125;0.32946797588289256
167;57;0.07167882;0.12894456;0.19378844;5.92333;2500;1.2567462;0.9660227;0.2892139709195904
178;74;0.09452974;0.11709114;0.16413696;3.3725493;2500;1.3421416;0.8847244;0.2357556917251957
164;41;0.09006721;0.12047564;0.19072601;6.337838;2500;1.3454219;1.1841298;0.2890286578677743
155;49;0.07597697;0.11681135;0.22351117;4.1616826;2500;1.2618991;0.8179639;0.3622861874734687
51;74;0.08437603;0.12919487;0.20335715;3.013228;2500;1.3146111;0.7804122;0.3091805900996924
143;30;0.08709703;0.13138683;0.17410463;7.658991;2500;1.2483585;0.7400206;0.24664287002483185
68;57;0.07318742;0.12577337;0.17857772;2.5052571;2500;1.3680669;1.1899619;0.2597049340284607
58;28;0.08321899;0.12287362;0.22780965;6.2638803;2500;1.3018289;1.2161183;0.36649501367494397
73;10;0.060606938;0.13397363;0.1946326;7.603092;2500;1.338583;1.2406873;0.2873683255175485
173;72;0.080390744;0.11377256;0.16763896;1.5547805;2500;1.3486212;1.2321826;0.24538643355034298
161;73;0.07936455;0.119424075;0.23786657;7.261495;2500;1.3575917;1.2243518;0.3912821100177596
192;99;0.07216911;0.11571622;0.18027699;1.1030719;2500;1.2552015;1.2849209;0.27051815655542083
196;26;0.075723484;0.13185258;0.22371897;8.306288;2500;1.2038991;0.9389413;0.3504159345880029
183;76;0.079194605;0.107428394;0.16102418;3.502981;2500;1.371932;1.0948719;0.23610770943956083
69;95;0.071541384;0.108665854;0.18052006;2.3830404;2500;1.2911344;0.7251622;0.2764017834991632
181;68;0.06325847;0.13432057;0.18696983;2.173218;2500;1.2193744;1.219735;0.2711943947902483
175;96;0.06862627;0.11443054;0.22875403;4.921331;2500;1.3126819;0.78710026;0.37575042602505226
180;99;0.0638477;0.13864987;0.21983585;3.5932639;2500;1.4965881;1.1091499;0.3369152016161014
72;82;0.07547299;0.12534177;0.1846417;5.2190714;2500;1.3854102;0.89583755;0.27265369180470617
67;99;0.07541423;0.110076346;0.22299863;8.610004;2500;1.4169161;1.0526896;0.36699343194714734
188;66;0.07179854;0.11804134;0.2248048;1.9447446;2500;1.4531174;1.1758984;0.3640496654570469
76;54;0.06665894;0.11431915;0.20096166;3.3447719;2500;1.4030187;1.005319;0.31565104752463785
105;92;0.072584726;0.13117339;0.200631;2.0198321;2500;1.3321123;1.2703155;0.30196131666151216
118;84;0.072152674;0.11956197;0.20076184;6.7337794;2500;1.4603933;0.88555044;0.3110546349743112
68;19;0.06544634;0.14307304;0.17339174;6.6075597;2500;1.2915487;1.0362036;0.2377011977515453
53;37;0.10234621;0.10284682;0.22501853;8.636408;2500;1.2763274;1.21479;0.3779249282559054
199;33;0.080135;0.1148085;0.21716845;7.5657387;2500;1.2779471;1.0309147;0.3502220260864816
181;86;0.07727356;0.10359537;0.22795075;7.295109;2500;1.3047333;1.0206493;0.38370228254018307
186;30;0.064904116;0.12790245;0.22525394;2.4446242;2500;1.4332024;0.93186694;0.3568580640426626
92;37;0.09354078;0.09945377;0.22283497;8.372621;2500;1.2323751;1.1666412;0.37624175362380363
83;56;0.0800746;0.113233596;0.22243014;1.0657715;2500;1.3570151;0.9155102;0.36300136480498313
113;16;0.083519444;0.1346183;0.23555605;7.4343953;2500;1.3801076;0.84883535;0.3735632506296264
117;96;0.08258935;0.103993036;0.20843288;8.331121;2500;1.4790983;0.77718794;0.340506278946675
50;54;0.06885487;0.12194751;0.22623491;3.039357;2500;1.3152121;0.95646423;0.36386203892963437
166;27;0.1038598;0.109436154;0.22410727;3.806117;2500;1.3432455;0.871566;0.3699830678416236
199;34;0.07245033;0.14455597;0.18161869;3.1789002;2500;1.4064572;1.2937776;0.25343439345853924
129;81;0.092732474;0.10599895;0.2052582;8.375751;2500;1.2496566;1.0666437;0.3318538111966426
108;67;0.09945461;0.10214734;0.21837534;4.7878537;2500;1.3222524;1.295502;0.3639363949609824
108;51;0.07254497;0.10956936;0.16827735;4.271167;2500;1.2095208;1.1171975;0.24978311541686288
64;39;0.10092322;0.11139831;0.20244649;5.5203543;2500;1.2005445;1.2085676;0.32122851096979704
89;91;0.064051375;0.13973103;0.1602272;7.57482;2500;1.3273492;0.76720405;0.21330248930320106
125;79;0.08446746;0.11469293;0.17922416;6.9443808;2500;1.4448447;1.1148676;0.26905932748363454
114;74;0.07131758;0.120785445;0.19890967;7.369765;2500;1.3151859;0.77108485;0.30615544408308737
131;50;0.07373383;0.12401701;0.1845544;9.527069;2500;1.3659351;0.7878612;0.273423847729739
177;98;0.08168609;0.12772639;0.2216872;3.2961996;2500;1.3413745;0.74641633;0.34934571645774204
83;73;0.07683887;0.10639209;0.21099232;2.862061;2500;1.3289573;1.0742508;0.34400050050154835
54;48;0.08475589;0.115516685;0.1814032;6.848799;2500;1.3836588;1.0903177;0.2730452235059782
55;96;0.064510584;0.11687493;0.16136622;2.314501;2500;1.4848822;0.87419933;0.23016568567680187
70;90;0.07946111;0.131429;0.18037704;6.791175;2500;1.3652626;1.2372489;0.25953442832382817
135;76;0.065936394;0.122504316;0.20152593;9.604171;2500;1.4546103;1.2540454;0.31039292704696586
171;79;0.09218354;0.123951964;0.22097841;5.126082;2500;1.3005084;1.1829197;0.3508703145034021
183;48;0.06377502;0.13526876;0.20826943;2.9323642;2500;1.2836201;1.0756409;0.315021419393316
145;55;0.076285325;0.12200522;0.16446541;9.953873;2500;1.2237878;1.0586442;0.23308443956063177
110;27;0.09637057;0.09804351;0.19732165;4.4463444;2500;1.375126;0.9358083;0.3214478881755103
73;63;0.09987688;0.10077756;0.23676117;2.0248363;2500;1.4210248;0.97381866;0.4058427913083903
110;43;0.0781037;0.11541741;0.23232368;4.7450624;2500;1.3886057;0.78469205;0.38268166846914553
99;41;0.0679402;0.1264568;0.21939161;1.7889466;2500;1.4551067;1.2734323;0.3454407198651218
180;95;0.07826632;0.10955819;0.1827052;1.7487826;2500;1.2632693;1.0536008;0.28036354319946877
123;24;0.07707615;0.11673243;0.16177335;1.4276396;2500;1.3995101;0.92807883;0.2311056850013464
83;84;0.065546;0.14692262;0.19650935;5.0879197;2500;1.3487325;0.8210369;0.282340995731231
93;35;0.0944998;0.09532784;0.1899551;5.131062;2500;1.294804;0.94407356;0.30773873129118273
70;12;0.07778277;0.13506794;0.21406783;7.600816;2500;1.3462005;0.80070156;0.32741212936842096
187;13;0.08146106;0.13299145;0.16564713;5.8973927;2500;1.4164532;1.1788378;0.22833750092951366
57;48;0.08322183;0.12343153;0.23387028;8.741452;2500;1.4672227;1.1332337;0.3791513103211005
51;50;0.08627763;0.09494973;0.21886876;8.85606;2500;1.3801447;1.147884;0.3716866564340681
77;38;0.09308737;0.10935397;0.23767987;2.5382817;2500;1.3988909;1.1107285;0.39986150109474383
171;70;0.07276762;0.14055835;0.2292251;1.3714215;2500;1.4802588;1.2364403;0.3553711211941108
128;53;0.08627798;0.108353354;0.19441827;7.3569603;2500;1.422096;0.8093602;0.30642482018552314
143;16;0.09085697;0.100455925;0.21299975;1.0898372;2500;1.2663174;1.0148045;0.35365048295654294
103;41;0.08540641;0.10744867;0.22765036;4.5448833;2500;1.4300294;1.0701433;0.37952819434038815
60;19;0.06455864;0.13236442;0.17631;1.4860194;2500;1.2385057;1.2890432;0.25052330870508477
178;15;0.074544884;0.108261876;0.1607704;5.1298814;2500;1.2402433;0.9175579;0.234973104293318
78;28;0.08863481;0.1008726;0.18460667;5.0471287;2500;1.4852715;0.8660634;0.29142153410459853
54;73;0.069817856;0.13605955;0.19499639;8.611739;2500;1.2336228;0.73546624;0.2866533616412326
135;72;0.08109276;0.11780661;0.20996565;6.8103914;2500;1.4485469;1.2821028;0.33217872707347834
62;87;0.082396775;0.10749687;0.18107395;4.622555;2500;1.4027543;0.85208446;0.278496657597852
64;78;0.09277549;0.124459684;0.19536477;5.5841618;2500;1.4265244;0.7667329;0.29584223317711644
170;58;0.0616363;0.1301854;0.21189435;5.94218;2500;1.3683027;1.2380544;0.3265185190714306
123;38;0.065827265;0.11934546;0.22595389;3.035415;2500;1.4274471;1.2588843;0.3654383621825038
86;10;0.077149495;0.11082443;0.17815483;7.978583;2500;1.4863955;1.0247716;0.2697134247189069
102;68;0.06556982;0.12629357;0.22399229;5.2048264;2500;1.422614;0.86279595;0.3554493708079839
159;36;0.07367941;0.12722296;0.23513602;6.7405977;2500;1.295963;0.9965413;0.37871117512826363
59;32;0.06995882;0.11269401;0.19276498;1.2866293;2500;1.4682424;0.766737;0.29938137451962915
67;97;0.064842954;0.14935473;0.20415902;1.9979166;2500;1.3435833;0.7799358;0.29646717026727387
142;25;0.08648802;0.12861104;0.16079871;6.305971;2500;1.247736;0.9877744;0.22127052992349167
141;12;0.09616489;0.09656913;0.21681677;7.698113;2500;1.4715579;1.2063559;0.36562615705299834
195;95;0.080533676;0.13047883;0.22976106;3.8871882;2500;1.324051;0.7866263;0.36445814332045934
106;37;0.07238701;0.1316007;0.16159898;9.511559;2500;1.2746252;1.0863746;0.22100905787331593
59;45;0.07496431;0.13885346;0.2274934;8.64373;2500;1.3919458;0.8998302;0.3530026106945012
130;17;0.07701136;0.11406728;0.17192179;5.7204094;2500;1.4986435;0.7335545;0.254147497592555
145;46;0.0799654;0.12444404;0.22736791;6.7591;2500;1.4530877;0.85118353;0.364236477120484
70;97;0.0864051;0.09650269;0.20335238;6.338503;2500;1.2752869;0.7414957;0.33602310401840635
132;72;0.07717457;0.10320351;0.18961275;3.7509294;2500;1.4138206;0.81272;0.3003010877620897
79;52;0.08163746;0.13335046;0.23530103;1.5635593;2500;1.2763456;0.8830944;0.3740384103182958
176;37;0.07233043;0.119451486;0.20898864;8.241123;2500;1.353696;0.804119;0.32874822762717426
175;42;0.080993585;0.11682284;0.16309246;5.145016;2500;1.2421601;0.9423647;0.23377554842416923
114;65;0.06637241;0.12289877;0.22128004;8.576706;2500;1.2866076;0.7018821;0.35237981460761475
195;32;0.08271016;0.13236214;0.1745919;4.3708277;2500;1.497143;0.717393;0.24699699020127536
196;23;0.069752716;0.12562867;0.23386198;1.1285588;2500;1.3365338;1.1592065;0.3772860846071445
69;72;0.07544485;0.111719914;0.17331648;2.1422508;2500;1.4225895;1.1661392;0.25880879751463826
105;88;0.083632246;0.12068747;0.19901264;2.415078;2500;1.3315026;0.9300521;0.3064503843375169
140;91;0.0883426;0.099875934;0.20180623;7.5787797;2500;1.2005287;1.289727;0.32963856579497997
62;85;0.06669449;0.1237331;0.20510238;1.2886218;2500;1.3962792;0.8638835;0.3170539659960537
107;57;0.099513195;0.10739861;0.20266357;8.37391;2500;1.3257416;1.148483;0.32503172408621406
89;80;0.08888782;0.12948096;0.19512367;7.2160907;2500;1.2784293;0.96580106;0.29162591209648797
192;93;0.09361269;0.1165797;0.21702656;3.9100542;2500;1.2587035;0.90514064;0.34842629990292623
111;12;0.07811736;0.10684834;0.17244478;5.6977205;2500;1.345818;0.8729991;0.2606334957071654
164;47;0.08966906;0.10283323;0.22298165;9.38955;2500;1.4692773;0.8379024;0.373449271255263
108;28;0.09165422;0.12020038;0.16299607;1.6276839;2500;1.3023272;1.0976154;0.2312720305886847
69;99;0.057724793;0.1332811;0.22736764;4.2701583;2500;1.3696227;0.71779567;0.35708733581145125
179;93;0.079241395;0.1303614;0.2199863;4.519018;2500;1.215401;1.2427996;0.3436164539391036
50;82;0.09698433;0.10188738;0.22363198;9.668498;2500;1.4166954;0.8526677;0.37574972004172813
58;36;0.08405935;0.131317;0.18375434;9.777045;2500;1.434849;0.9886908;0.26660153513796225
104;95;0.09051175;0.103854224;0.22797662;8.572205;2500;1.3132361;0.9344352;0.3835210219573796
153;12;0.102994256;0.11438861;0.21529262;4.4379697;2500;1.3318307;1.2693284;0.3465103913410665
101;26;0.071946055;0.12435133;0.2374833;9.004589;2500;1.220798;0.8010257;0.3862107020416969
59;65;0.0985762;0.11047322;0.16160089;5.356589;2500;1.476164;0.9191235;0.2351246298419633
97;81;0.07051938;0.11728841;0.22324179;6.796513;2500;1.3652868;1.0970347;0.3612965028205858
86;89;0.061390143;0.13984145;0.2098642;9.351104;2500;1.2419059;0.8695326;0.3150235500403286
50;37;0.08444317;0.10796223;0.23912302;3.232692;2500;1.4232074;1.0267849;0.40432388909981076
130;45;0.08376665;0.096742414;0.1954433;8.747017;2500;1.4335724;0.71614504;0.3184852278096212
67;50;0.07708496;0.12040599;0.18237244;4.5932136;2500;1.2603966;1.2412962;0.2714692441780546
93;12;0.06255199;0.124347866;0.23037964;8.841133;2500;1.3360424;1.2030919;0.37082309117844225
146;87;0.092371695;0.1259717;0.18605553;5.9357853;2500;1.333005;0.7745289;0.27515926181966377
158;40;0.09505588;0.117287666;0.21622305;3.2257526;2500;1.311804;1.1374447;0.34609851214421444
89;27;0.09032174;0.11925926;0.18654785;7.8897095;2500;1.4594373;0.7367172;0.281110995498395
99;46;0.073538855;0.12459442;0.23565778;2.0363607;2500;1.4121292;1.2535702;0.3820446682028089
87;73;0.0711326;0.1192316;0.20208803;2.2903123;2500;1.4650923;0.77199155;0.3141460312504409
193;88;0.07908472;0.113889806;0.18558328;2.3334985;2500;1.35898;0.91532034;0.2831358871252548
78;29;0.063730724;0.124443844;0.22579353;8.563012;2500;1.4428129;1.2145495;0.36083982427498823
77;25;0.094820976;0.107254565;0.16499792;8.841268;2500;1.2710444;0.82412803;0.24458657299966774
116;94;0.06808288;0.14436819;0.16750063;6.1534524;2500;1.2838699;1.2568389;0.22507485315465584
78;59;0.0744942;0.11300225;0.2269373;3.5143678;2500;1.3480892;1.1002865;0.37303224207105473
73;42;0.08502564;0.09515625;0.18587312;4.5478783;2500;1.347348;0.9848592;0.29899187038959957
64;27;0.07509831;0.10992595;0.17412439;2.652433;2500;1.213044;0.77349776;0.26185774506038817
146;99;0.089731336;0.108705945;0.20697236;1.0343305;2500;1.3756999;1.0940353;0.3332705559593464
141;74;0.062883586;0.11786025;0.18036617;8.556721;2500;1.2046777;1.0532407;0.2691181598104246
147;29;0.07631495;0.11981577;0.23897466;2.7516766;2500;1.2579008;0.95338464;0.3933585603076297
165;18;0.08163816;0.102808155;0.22564808;1.7118465;2500;1.2942318;0.9421129;0.37934850299028444
98;27;0.08803894;0.09627172;0.23113401;2.1862605;2500;1.4513304;1.0534987;0.39765957999305734
187;32;0.089366905;0.11913753;0.22668691;9.334551;2500;1.2587836;0.9467287;0.367204204421652
159;19;0.076674715;0.14330517;0.23086885;4.2690616;2500;1.3172207;1.1099209;0.35675819092540983
170;30;0.06182793;0.12595133;0.18703833;6.832791;2500;1.3939123;0.9616885;0.27723113670113014
158;20;0.08859617;0.10058739;0.21387297;1.2815769;2500;1.2448897;1.287835;0.35545058551155
103;43;0.07881612;0.1130406;0.23255861;5.762045;2500;1.2221938;1.0324283;0.38529102835590584
92;53;0.07119558;0.14020878;0.21487604;7.720033;2500;1.2021061;0.7844744;0.32528606050213466
113;50;0.079520695;0.12071505;0.2397724;1.5902694;2500;1.4887933;1.2808456;0.39431603848665225
64;84;0.065972455;0.13685462;0.22924268;3.6903467;2500;1.2118618;1.2913607;0.35828025355758214
117;32;0.064804085;0.1370562;0.16567504;3.898171;2500;1.3957633;1.2957865;0.22585231821491789
56;89;0.105266504;0.11222836;0.20013322;8.985581;2500;1.2012677;0.88335264;0.3155650218974125
50;91;0.07417667;0.10721745;0.18204322;6.986445;2500;1.4479936;0.90595484;0.28078697816639203
189;96;0.0651703;0.12114632;0.23000443;8.788261;2500;1.4009025;0.70370686;0.37269990600223396
153;26;0.093004905;0.1022796;0.2349798;4.3798804;2500;1.4939405;1.2326599;0.4004673788741546
134;32;0.0997161;0.09980515;0.20532939;6.320171;2500;1.480842;1.1258703;0.3374080955824672
101;66;0.08800446;0.09655302;0.16465124;5.6596828;2500;1.4895655;0.8689605;0.25203300166771125
135;22;0.096973136;0.11875366;0.18773438;3.484932;2500;1.2230167;0.8119938;0.28399757169653445
183;17;0.10198588;0.10512847;0.17508607;4.80178;2500;1.3756139;1.2339729;0.26757654405037695
147;16;0.073764965;0.14352478;0.20234188;3.2047732;2500;1.4239757;0.91287786;0.29670834126386464
140;64;0.10349247;0.11413959;0.23878716;1.14576;2500;1.2371012;1.0377804;0.3979632676795295
119;82;0.07453594;0.12596539;0.18746088;9.713522;2500;1.2628162;0.79483116;0.2781060385187208
101;33;0.06561666;0.14850366;0.2187179;9.622679;2500;1.3224504;0.8056092;0.3273192651600274
154;94;0.064197496;0.14527269;0.22648434;8.417925;2500;1.4548123;0.9326237;0.3459984380004695
197;81;0.06562986;0.12879047;0.2264139;2.5711157;2500;1.4448333;0.8503848;0.3586324097215434
113;16;0.09404896;0.112245;0.17196214;1.1814874;2500;1.4448968;0.8335666;0.2555671047967498
108;46;0.10454756;0.11356233;0.17899558;2.7635849;2500;1.2825274;0.9444661;0.2694231677112414
114;16;0.06855687;0.1420035;0.17786217;8.844064;2500;1.4296868;0.8256028;0.24742463358888056
113;92;0.09774452;0.110631965;0.18378234;2.3787458;2500;1.2283905;1.2665352;0.28182266538323625
198;76;0.08520041;0.10367445;0.16374448;3.101671;2500;1.484526;1.0502965;0.24461011318065717
156;71;0.06620085;0.14704429;0.20315042;7.221308;2500;1.348864;0.7261976;0.29595756758658487
103;71;0.08728597;0.10830062;0.2192744;5.296893;2500;1.4150853;0.8321486;0.3604140734182703
105;35;0.0630622;0.14190091;0.18086545;6.8860407;2500;1.492113;0.9692269;0.253601754242251
114;94;0.07300939;0.13409969;0.2111864;6.0675583;2500;1.32446;0.9581331;0.3220471321553864
55;93;0.081484005;0.11912565;0.20364691;6.1522756;2500;1.291064;1.11239;0.31756263434866816
129;76;0.08992482;0.09669858;0.16793358;8.854596;2500;1.2946318;1.1635643;0.2589454289046633
171;52;0.06674996;0.14114828;0.17918228;2.9597976;2500;1.2277924;1.0422062;0.2506562009067231
149;14;0.070194826;0.119694866;0.17931876;2.2529078;2500;1.4029851;0.9138417;0.26557733121904764
79;12;0.079178125;0.11143646;0.19909433;4.6440706;2500;1.4988196;0.81256723;0.31397461028973056
159;22;0.0829197;0.10215195;0.2102281;5.811554;2500;1.4619061;0.7222488;0.3460530120571621
157;63;0.098933205;0.10586448;0.18410994;5.4138713;2500;1.4900656;0.7361557;0.28628740625037763
89;81;0.07272784;0.1119684;0.17016998;5.8586607;2500;1.2632538;0.9462697;0.2520008211211586
143;95;0.09073732;0.103071354;0.1815375;5.375625;2500;1.2208362;0.7008203;0.2830139174649007
141;25;0.09127788;0.124303;0.16321494;5.6608505;2500;1.2827934;0.9031267;0.22898613770283646
175;34;0.06752233;0.1306003;0.21989323;9.387277;2500;1.3827875;0.7045582;0.34323009300474366
70;14;0.08974676;0.12603343;0.21594484;1.4489363;2500;1.4196594;1.2166629;0.3383958499483964
79;99;0.072447024;0.12726165;0.21365288;9.474864;2500;1.4347504;0.8266905;0.33252963639837035
122;80;0.08248381;0.10466954;0.20942242;6.284919;2500;1.2139821;1.0981685;0.34207552716928746
56;53;0.075077996;0.13527861;0.18381555;1.4304832;2500;1.3821025;1.235263;0.26402107359085675
112;61;0.06844697;0.12569092;0.16923866;1.4811134;2500;1.2795186;1.2337404;0.2404388268212547
168;60;0.106938876;0.11171754;0.20792122;6.143666;2500;1.2787775;1.193647;0.33279095940858927
72;32;0.0917643;0.09872086;0.21860602;7.201687;2500;1.4351047;1.0800204;0.3675816281895757
118;26;0.083099805;0.12978609;0.2248675;5.682528;2500;1.4682807;0.8333125;0.3545150296642723
198;36;0.090507425;0.109246984;0.21812248;5.039777;2500;1.3793685;0.95472383;0.3570696569726616
125;32;0.106076054;0.107609235;0.21269314;3.4934978;2500;1.2056462;0.9455012;0.34665233305089255
124;60;0.059516717;0.12780473;0.22595157;6.459255;2500;1.2982836;1.0541304;0.3584360298343224
133;37;0.086498834;0.1188479;0.22094205;9.078305;2500;1.4820096;0.9332114;0.3550015562818577
77;75;0.06471368;0.11981374;0.23559213;4.8017197;2500;1.3863649;0.75571734;0.3859858232124461
72;61;0.097622134;0.114598505;0.1604838;7.2612314;2500;1.4502699;0.72602046;0.22990337097310434
151;57;0.060669813;0.12875633;0.17173354;1.1563431;2500;1.3433249;0.94416565;0.24352101628241027
109;95;0.09022629;0.10687672;0.20638011;5.0493994;2500;1.3340236;1.2224092;0.33354169166769726
93;39;0.0701464;0.13609262;0.19208473;7.8554845;2500;1.3661906;1.1231592;0.2805766176130153
54;67;0.07789987;0.12122871;0.18724044;8.577192;2500;1.4530464;0.8834321;0.28110666832172165
176;10;0.09771537;0.113440506;0.21967265;5.8335915;2500;1.4841876;1.26099;0.35682254319788653
54;76;0.06505814;0.14246869;0.20285094;6.0986304;2500;1.3603169;1.0937923;0.2985021178284291
162;55;0.0899473;0.095268935;0.20211898;2.2459445;2500;1.487224;1.2033429;0.3344257743303694
107;28;0.07245098;0.13848753;0.1639868;3.659403;2500;1.4351078;1.194488;0.2215763864795398
139;10;0.078804396;0.118134886;0.19690372;7.0065813;2500;1.4328669;1.0732902;0.30394173396636753
87;73;0.09113034;0.11277997;0.20864171;7.9017797;2500;1.4833964;1.2637668;0.3334625390550165
73;69;0.06125875;0.12740418;0.18240674;1.7372434;2500;1.2421201;0.96994865;0.26652730838739985
130;69;0.08305238;0.11387128;0.17911859;9.6484995;2500;1.2146461;1.1713033;0.2694512640791559
154;49;0.085736774;0.12694967;0.204049;9.582106;2500;1.2358402;0.82225096;0.3123420276709339
79;67;0.09054625;0.1265042;0.2329567;2.6883695;2500;1.3699167;1.2653483;0.3745989125029272
115;61;0.09408923;0.1234586;0.16930982;1.4068336;2500;1.4576991;1.1381679;0.2420946517668611
116;31;0.07989949;0.12810406;0.18472902;4.069336;2500;1.2155628;0.8627574;0.27087116759308183
82;56;0.06589123;0.11726519;0.1646511;9.628257;2500;1.3527356;1.0523609;0.2367016694765109
134;56;0.06658136;0.13112397;0.18603066;4.9871125;2500;1.3879374;0.7132437;0.27146063140108223
71;84;0.091573685;0.09614916;0.21558727;3.823234;2500;1.3827863;1.0159769;0.36329976619485677
126;49;0.07906095;0.12884364;0.18549378;9.052177;2500;1.2872459;1.1567913;0.271942900977493
67;49;0.06646087;0.11999398;0.19188017;2.2084484;2500;1.2725053;0.9189276;0.2918361042169251
122;98;0.06803354;0.1510695;0.2348397;9.469815;2500;1.2067847;1.1436791;0.35931009211355813
96;90;0.08454695;0.10323446;0.1877665;8.280983;2500;1.2478163;1.1379812;0.2962900640020669
117;31;0.07385397;0.10825458;0.20316418;4.4522014;2500;1.2038813;1.2606541;0.32539581235477466
115;91;0.07228597;0.1414559;0.2346901;8.086334;2500;1.3464245;1.2762083;0.36630421321629214
186;22;0.09003434;0.0980565;0.200681;7.8050537;2500;1.3988737;0.8249538;0.32878130754152557
123;86;0.08808363;0.09287688;0.17361233;6.218769;2500;1.3832738;0.89426285;0.2743123337954908
172;26;0.09614271;0.10578039;0.17144664;8.033024;2500;1.4154272;0.8349254;0.25933146052153394
83;48;0.090175465;0.12859389;0.23191161;5.500851;2500;1.2247632;0.9335232;0.37061909978608815
102;98;0.07144686;0.11925305;0.23085083;8.581722;2500;1.3698872;0.7236612;0.37614968017496025
61;18;0.06526189;0.13108703;0.18008226;8.139571;2500;1.2611208;0.98874336;0.2591582585442835
113;85;0.071142524;0.11834415;0.20985669;9.156972;2500;1.3936462;1.2316471;0.3315075350477772
150;54;0.085466616;0.11685279;0.17332228;8.1778145;2500;1.442323;1.1354116;0.25506613267399225
175;19;0.06661443;0.12629715;0.17851955;9.288517;2500;1.3913289;1.0390583;0.2592190162564941
134;95;0.079993986;0.12366055;0.23365298;2.6035602;2500;1.3185666;0.84989166;0.3784867433988364
146;59;0.0825592;0.11656163;0.19214128;3.4958086;2500;1.3159375;0.8480826;0.2950204868987237
76;89;0.09691414;0.120242454;0.17668149;5.072208;2500;1.3676013;0.74946404;0.2596608630705691
55;88;0.06581851;0.1409822;0.20192981;3.1853607;2500;1.4676912;0.7496409;0.2976277072799549
168;11;0.098137446;0.10916631;0.22808044;9.070327;2500;1.3969301;1.158537;0.3789288633853257
75;33;0.0780312;0.12142748;0.22663611;2.6178846;2500;1.229448;1.2651485;0.3651648465718147
63;40;0.07999853;0.11212726;0.21296145;5.1300077;2500;1.4354434;1.2080173;0.34336554974844424
190;58;0.09398076;0.09857777;0.22507584;5.6947236;2500;1.2159028;1.2622387;0.3820175968551561
194;16;0.06677241;0.13338724;0.22236416;8.8574915;2500;1.3119872;0.7498658;0.3463207107526042
142;45;0.08950237;0.098174065;0.2370922;3.3322947;2500;1.3132743;0.91341686;0.4090803888059748
106;83;0.08540084;0.09989622;0.21246722;9.7263975;2500;1.3871857;0.8425362;0.35298586528644643
174;25;0.09721449;0.09768011;0.20783201;3.6276078;2500;1.4508271;0.7585542;0.344802003490849
80;73;0.07012549;0.11509353;0.2324533;2.4669282;2500;1.2828802;0.8417828;0.3832489111301216
114;51;0.061569802;0.12766065;0.18892378;3.28224;2500;1.3904108;1.0847126;0.27994782095121457
103;16;0.060991302;0.14040965;0.19943082;8.929707;2500;1.3735255;0.99008536;0.2928305482883822
186;25;0.097024396;0.11457939;0.2287307;2.3717074;2500;1.3829944;1.2454593;0.37556966404946995
187;22;0.061860345;0.12713051;0.23831736;1.2872858;2500;1.2056756;0.7795458;0.3856718959486614
147;65;0.07645448;0.13521211;0.19370143;3.6243207;2500;1.3535678;1.1099141;0.2845531172555729
66;17;0.0898526;0.090769075;0.20718352;5.9009714;2500;1.4808227;1.0526786;0.3497418466324235
122;84;0.08540592;0.13447498;0.22701775;4.2098675;2500;1.2739652;1.1443639;0.35539775097279086
86;82;0.069482826;0.13119474;0.20150027;2.4464455;2500;1.4356183;0.9809858;0.30377522213145647
182;17;0.089694686;0.10934081;0.19236289;4.2776713;2500;1.4163456;0.721106;0.3012023679649167
70;89;0.07299589;0.13302635;0.16518922;7.233137;2500;1.495783;0.9351527;0.22738648264735928
58;96;0.080837525;0.11816952;0.17696449;4.924937;2500;1.2953426;0.8268592;0.2617464232583328
155;13;0.06507378;0.1312471;0.18651433;6.1545076;2500;1.4556601;0.8851157;0.27238000205070284
117;95;0.076409474;0.11842985;0.19213161;9.523471;2500;1.2828336;0.8346939;0.2935615255620757
175;35;0.070493914;0.1486194;0.22209668;7.7341523;2500;1.3374968;1.0804725;0.33431042364022706
61;69;0.097497515;0.11696235;0.17334493;8.234489;2500;1.3446405;1.2537025;0.2550346681042428
170;25;0.07464153;0.1254549;0.16579147;3.5921137;2500;1.4106641;0.78834474;0.23350975015812622
55;83;0.07764768;0.13581043;0.20702223;5.6024675;2500;1.2743018;0.93304616;0.3119975033660933
54;85;0.09275066;0.09321292;0.16064823;4.1013875;2500;1.3009901;0.8715697;0.24611844994170642
119;98;0.09373689;0.107440926;0.23446915;5.360748;2500;1.4926926;0.76917934;0.39453946514132027
83;99;0.08133826;0.11666859;0.18048139;2.0068827;2500;1.3959625;0.9395869;0.2702412553540008
