[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.8706575;0.3350575;0.62079495;0.24314778;5.851806;6.207993;89.95535;9.427779;1.6002983;13.570173;50.675625;34.14722;10.293274;2.8013082;36.53335;16.021126;17.216755;17.555977;11.767471;10.065875;8.309201;1.6876056;21.183903;4.9332;6.319606;1.0544015;45.296715;97.6045;2.410444;10.370078;92.33888;39.72528;2.8123522;19.764631;44.285343;13.632201;91.15527;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.3749279;0.33209738;1.4874344;0.23050407;10.357195;10.082629;34.09725;27.513397;10.478414;16.15708;3.1768823;73.02871;6.2369213;19.23607;21.879269;84.71413;17.034388;1.2481956;47.92411;37.496433;12.020538;15.172365;94.6673;47.92093;4.917628;6.4448195;12.465245;13.285285;6.0307565;7.047086;96.82425;53.57904;4.7869825;3.5172086;19.31611;44.094788;98.83298;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.41439003;0.8481581;1.057425;0.9208302;19.062569;9.283276;49.452774;49.65098;18.119322;6.3984876;63.36726;76.93955;6.1576877;19.624022;77.13136;98.35126;18.953636;7.4711204;92.0604;30.089884;8.8272;9.080196;98.13953;67.336555;17.756554;4.7853823;33.71049;58.35044;16.286985;14.278887;52.71333;63.841305;14.713222;6.9144125;35.46628;76.904495;72.57143;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.951479;0.21235612;0.6074785;0.7416137;13.85655;6.134381;66.709015;98.36001;3.0162497;13.7455;33.172405;17.166048;9.651113;4.5942173;69.867935;86.55764;9.88153;18.491547;65.0701;8.691634;8.429387;3.9558084;55.36001;7.859225;17.03223;1.9831907;2.1675153;64.76367;13.702308;19.52677;51.176353;89.88773;10.933693;10.904234;72.53564;57.615723;33.049965;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.1807605;0.79747313;0.67570204;0.70552653;12.125666;16.018364;72.18908;91.59232;7.7903605;19.181324;15.629508;90.204155;1.3416654;5.703498;83.38018;99.03588;18.11072;14.260818;46.118183;11.835142;6.345737;2.6712577;22.146776;64.58569;7.7116747;13.525835;34.941578;5.8537703;6.1074944;5.277259;73.03101;25.29043;2.9532902;7.9890037;8.403233;36.99007;24.82139;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.68106467;0.78613377;0.708535;0.30561927;7.191964;14.439387;38.424725;40.443386;3.2585323;19.118584;2.10155;17.15402;9.542081;8.869978;76.806786;70.74322;9.2065;10.182917;15.803714;95.092026;11.614495;15.812046;8.628081;4.0666394;1.3469934;12.699691;90.32957;79.37898;3.4357476;1.7090404;47.140884;29.429157;14.945417;7.3139396;76.24861;71.188095;27.961681;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.327856;0.71974397;0.96904004;0.71817863;6.555715;10.871125;13.782169;56.052235;10.470591;3.8127716;43.266376;87.06409;17.87126;15.453692;13.26271;24.87217;6.172868;14.170822;32.58292;72.29375;7.8895516;12.54023;32.70874;23.86584;3.2612786;18.466505;21.06709;57.751617;2.345908;9.374605;20.485233;68.31247;11.48302;19.214119;55.964863;71.74108;95.2803;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.6849192;0.5276141;1.3842034;0.417529;1.6227757;14.133664;21.524448;56.406567;11.121601;3.168069;67.308975;42.34571;15.535921;15.136586;2.3770685;19.856472;15.373832;11.22109;23.5665;55.520016;10.287312;8.635554;22.860462;76.57012;3.0933766;6.942866;68.31598;7.280502;9.024659;19.61289;15.064507;89.19578;6.836022;4.4504075;98.33851;34.456787;64.293976;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.42530137;0.22265655;0.5654574;0.5476613;12.140312;2.698577;17.340134;34.96517;8.445392;6.7882857;24.758926;24.333899;6.2047086;9.439446;20.003214;71.555275;17.908813;2.4376903;38.852894;9.444239;12.832336;7.332694;83.9161;86.98062;8.253779;3.5512955;78.0424;64.3084;6.4324536;15.082384;71.45099;15.280291;12.088985;6.244418;76.58039;48.90342;97.847275;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.95926285;0.8414213;0.8743998;0.4577586;9.171924;9.166757;25.169643;85.82945;16.909216;2.1237376;17.624327;71.12656;2.049789;15.31407;2.9888062;18.418365;16.632603;4.717975;12.908861;88.828156;1.7921101;9.952799;57.007984;71.413506;2.5792055;10.832627;20.259144;49.023186;5.6102633;10.608795;15.928273;37.845516;2.3831787;10.1966095;13.898385;41.739193;74.15451;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.74673843;0.30056575;0.5210708;0.7430587;5.2617226;12.402881;60.760986;29.869938;8.784873;3.6750817;61.68665;86.010254;8.507598;16.816843;87.91651;33.1545;18.919586;7.7199674;2.687307;4.2651496;11.761863;19.070133;90.65666;17.83432;11.894262;3.3997922;72.54739;67.06459;2.037134;10.06293;32.86269;17.038937;3.748678;3.90454;25.309355;53.942505;14.208929;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.21974714;0.42463;0.26432312;0.6509264;8.300068;8.482535;54.040123;43.283318;3.0797384;8.294253;59.759056;96.403625;6.89742;9.442522;35.450806;42.015095;13.773144;3.204779;9.305796;96.73648;5.938878;7.022214;83.98693;92.00895;1.5030668;3.2152476;75.1604;64.66738;15.37316;18.408672;34.48388;78.96093;12.886219;19.21011;21.411444;2.339314;90.013885;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.29079017;0.95742637;1.3145274;0.22275594;18.877901;14.568353;17.694414;90.78305;16.142761;1.2380353;31.191559;76.796844;2.691244;17.359064;94.45964;52.910915;17.544891;5.1313753;16.97245;60.678444;3.1757667;3.8094258;33.938637;53.49939;7.6341305;3.8430662;77.75418;67.70603;8.863694;4.7761216;19.78922;52.571472;7.3922844;2.3735058;46.897804;18.910913;93.61862;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.45386034;0.44148883;0.77442145;0.6157312;17.119602;10.922131;68.47013;35.24627;5.045432;2.327289;85.21846;96.09624;6.3383846;7.6531787;13.838937;51.51891;7.851178;17.647821;75.154526;23.88494;3.9245074;9.010954;21.960804;67.905365;13.662631;15.388687;56.67329;79.09526;19.799122;5.770466;72.55099;80.38825;1.2604518;18.16099;11.720906;24.526121;87.28006;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.2001289;0.40411133;0.97809845;0.24731474;9.177739;8.274765;7.306765;51.59785;14.746006;19.334433;60.107346;39.892937;19.523712;4.65144;66.789734;28.093414;2.66838;9.031589;30.238085;19.773352;5.7520056;3.7759876;56.569275;5.369548;11.862095;17.639902;38.50172;3.5556114;12.651244;12.256336;66.380264;27.383892;11.8086;5.651652;83.95049;35.690193;25.668919;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.3596513;0.97869647;1.0804058;0.8108825;19.619108;8.891644;91.051094;87.18802;9.255984;14.666578;81.71196;90.57245;19.543398;6.423743;9.395554;73.25431;19.844927;5.7836175;30.31959;50.014393;13.107703;9.889899;86.058846;53.502914;2.161237;4.302217;72.563866;36.298626;2.9820323;19.64543;18.404245;56.76446;2.9096692;6.295426;78.46632;75.48703;26.858845;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.9093331;0.26874575;0.46026954;0.37037867;9.780238;14.608626;57.05289;33.423;5.1494827;6.934352;92.45875;47.73161;5.1504803;1.1624684;70.5289;97.22386;19.30042;7.180207;55.207615;26.206137;15.248335;7.075543;24.412659;32.297066;9.082063;4.235954;8.13736;23.38729;13.741672;5.2299843;32.37327;28.458593;1.6527758;17.380379;98.54084;9.434973;12.42144;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.3372351;0.3285523;1.0017202;0.6860828;7.6336956;2.2503552;59.451317;96.208466;2.8895745;3.2854595;67.838005;13.269263;5.7519073;3.7699873;2.7597318;92.97374;9.586212;12.966007;94.68763;26.808277;4.1173906;8.379091;27.800224;13.752763;9.410473;12.338395;44.468864;78.54364;14.6475525;19.503302;35.83199;64.4568;11.618925;13.550496;60.046684;18.69257;81.363205;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.89474463;0.550654;0.5640137;0.47174013;8.370492;16.924894;29.30349;21.151604;16.708553;10.104774;29.936518;96.5854;17.43523;7.9901667;9.454836;14.051166;14.7315235;1.7319752;67.81177;2.6681721;16.191845;8.700476;52.687927;64.69403;8.012048;9.862323;85.67359;77.40243;16.580988;17.507687;57.26183;80.58825;18.963238;13.810394;20.291632;77.629005;56.485428;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.3122871;0.8301385;0.82266027;0.90880734;17.617718;2.0897973;51.65206;68.7332;5.1581106;12.347489;68.05778;16.043251;15.72889;13.6298485;26.913916;90.445724;13.5987425;13.137193;77.35993;22.331013;1.3619184;3.0069094;98.93842;96.82504;10.909363;4.3978424;24.006872;19.75669;4.383773;10.833169;80.77405;91.704315;11.453561;4.5030894;40.379513;99.91372;81.86126;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.1743209;0.90748715;1.4854141;0.68183297;6.0873404;3.5208085;43.19947;6.9436655;19.776028;6.200358;42.68099;10.396483;15.573856;2.5947673;56.633144;13.500601;6.412525;1.1846393;75.848145;13.984913;6.551193;18.003874;55.60362;47.605785;2.7591064;2.7514436;48.46229;70.2123;3.1628432;1.107336;2.3539493;24.348913;3.3202147;5.910278;26.737844;6.982573;27.47134;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.5784276;0.80450857;0.2629704;0.80106384;5.2199526;16.394005;95.1239;54.17224;10.930261;11.771182;18.959887;31.74717;11.453412;6.462561;51.37418;19.771656;2.0019295;1.88931;5.299105;28.648975;6.8481174;10.973073;36.41851;79.05368;9.68849;9.356769;36.99116;19.682968;7.6900034;10.662972;54.91641;34.47547;10.333535;10.82397;55.5376;46.44541;49.87479;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.3610578;0.98094004;0.4498628;0.33596018;19.250399;8.114739;8.545924;16.77992;14.8174;9.603134;18.258057;56.107327;10.052989;11.896406;64.06208;15.8923645;5.3352675;2.243099;59.5082;35.0422;14.752051;3.3401623;62.534115;70.3958;10.161825;6.7056327;24.024569;2.5197597;11.442289;6.586732;49.434177;97.33408;5.7280073;15.175891;83.72838;83.31157;63.37269;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.3708862;0.21347691;1.2275287;0.8231266;14.951109;9.729082;46.41483;63.2194;11.758881;13.100774;16.211061;32.723835;2.7622836;2.8634098;81.31621;8.403452;15.381684;2.2816498;6.0327473;6.3067365;10.203824;10.767464;43.887634;24.774067;19.06374;19.488203;29.371117;42.57184;6.175909;6.381333;88.70097;3.3239489;6.7253;9.276851;94.02612;14.644886;41.272346;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.3103154;0.6956052;0.49164;0.9601522;15.511835;8.082403;79.360214;62.065414;19.96683;8.967506;47.03745;60.290604;18.471254;6.6950417;9.016244;68.66201;5.9947166;5.1393323;60.667885;30.011646;5.3175488;14.5563755;66.995155;35.34018;13.465772;18.386778;69.45237;48.385994;19.841486;9.561653;61.733925;54.057056;17.641502;14.487852;52.261482;67.36908;54.563236;40.0;22.526860028661027;91;0.2658639091881175;3;1350
0.26983;0.29307696;0.44982785;0.6463833;15.065517;2.7678812;54.91313;42.229855;5.5505705;10.546558;59.848278;60.212234;17.663174;5.3436947;54.291077;22.961954;5.558942;2.5677001;11.680572;50.265793;14.350515;10.036643;89.41853;16.70338;5.6866517;9.849232;59.179592;65.42182;10.211225;7.6470685;41.434433;72.56661;7.1242633;19.54635;50.06981;45.490883;40.213627;40.0;22.526860028661027;91;0.2658639091881175;3;1350
1.2707769;0.9282902;0.79303193;0.930593;13.97524;12.562599;56.956577;92.55823;8.438213;3.322034;97.48024;75.14899;7.883838;4.6236553;27.465277;31.306116;12.018029;12.189161;24.821156;99.74281;8.218536;15.239259;81.518555;84.93843;4.9844503;12.787378;99.65841;31.977201;6.569389;14.428524;73.515045;88.09309;3.322125;10.640036;8.002996;79.381355;80.25375;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.32637644;0.94824576;1.1629516;0.9296201;2.7337115;14.092344;91.21034;89.2491;17.770912;5.0602183;67.65175;96.98118;4.5983124;1.7197555;50.230545;44.214737;6.5729275;14.403278;90.38989;62.59859;1.0392606;13.078228;90.15299;44.09203;2.1859305;1.9100634;94.13497;33.307083;9.070475;10.554458;6.652663;80.726746;9.321176;14.49853;38.47727;83.17427;93.60653;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.28226873;0.44242257;1.3815682;0.33898738;15.319898;4.6087413;38.193584;73.76314;4.638638;9.887761;23.970518;62.98848;9.788033;18.729307;8.895524;57.0197;12.41863;4.664783;58.309513;73.59889;1.070748;18.600817;99.25129;76.85738;5.3087096;17.64887;23.086935;94.048965;9.076634;9.820391;56.089283;41.61261;8.643785;15.278035;59.5992;63.477352;74.23473;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.1861812;0.8621668;0.6062246;0.9170428;5.729516;15.289907;1.2043712;72.24554;12.9510355;11.070133;83.69193;25.462652;19.633415;18.591047;43.343754;25.482473;19.21698;19.829597;18.128021;54.607933;2.965676;15.438351;95.147255;61.26876;10.017469;18.312826;97.254524;12.212857;13.817722;4.1601934;20.703892;58.21964;5.233611;10.002125;49.068104;3.8067796;51.814743;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.8972038;0.7042205;0.759346;0.28074336;3.5157;2.8962452;92.64147;7.754576;18.039742;15.695012;98.40743;3.6519537;9.657088;10.721832;36.433502;7.2220807;6.4821887;18.963863;85.000145;42.720345;3.4545836;1.4916722;49.659588;63.71673;18.264778;14.263828;70.4073;75.17812;11.986745;7.3985195;63.700954;52.48503;1.9251543;3.6515431;53.266415;13.417127;77.352776;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.7389124;0.28039104;0.7855001;0.24697596;19.677057;15.721562;4.272915;33.03208;19.84317;4.465943;41.879467;62.66076;17.357645;10.554911;92.15199;21.417603;4.2801876;8.653957;91.46222;42.73173;18.749859;16.720816;25.01148;96.924675;17.735495;12.444225;47.609142;96.56242;2.3516223;18.881346;58.825676;5.3702135;2.9059353;13.795615;11.0166025;89.16646;69.876114;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3750209;0.6822145;1.1286849;0.52404994;1.5294119;14.325386;79.94301;21.113066;16.20094;14.242177;88.132866;37.03536;11.9158745;1.4126534;9.845314;60.85825;4.673915;19.35488;32.503586;3.3929584;12.955984;4.8275785;47.089985;75.68148;19.738785;14.8397875;35.37074;10.21668;19.293518;19.704058;31.450785;98.21317;9.444186;7.214166;26.68784;31.55555;90.897026;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2910947;0.98084563;0.974865;0.8167064;1.6010858;18.330215;14.819828;39.46613;2.3308518;9.665288;74.676735;36.92526;10.519981;6.0548863;11.002818;8.203155;9.618372;6.2327824;11.6996975;22.119465;2.6633136;16.524681;12.637596;56.091156;9.586622;3.9938772;75.71875;91.13678;15.685006;14.507007;47.310402;78.35537;16.470407;7.7903223;5.5474944;78.9782;99.62949;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.2749105;0.44647524;1.0228589;0.9638286;6.888338;16.456453;3.0477345;11.807828;11.788162;1.5601518;32.294666;33.729084;14.598548;15.690532;45.937737;90.79087;3.5218396;10.27838;16.377413;94.24969;18.723572;3.2237165;62.076397;11.058277;15.003042;16.23342;25.137274;13.985272;4.625405;3.9031851;3.5593178;13.783774;3.4692338;17.865189;79.33587;84.73554;20.118755;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0009134;0.20091262;0.42476898;0.8951604;17.039839;17.045414;36.112354;32.508;14.055049;1.9808339;1.6698383;43.0042;19.08885;17.671371;95.24125;96.18988;15.62637;19.872301;29.989904;16.891659;2.4645212;7.086373;70.66656;43.13878;15.633818;4.536584;7.9758935;67.91111;1.8493991;3.0854735;54.276814;42.286026;13.571423;2.6686924;3.2946925;74.872925;44.160038;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2039477;0.98143333;0.60220474;0.29426542;19.580938;19.196432;86.54159;57.52191;6.8086767;10.887852;70.12816;49.15355;15.429724;15.527909;78.38865;40.280075;6.1269145;14.053869;21.503141;3.549561;2.7737813;9.892497;87.72676;12.426202;4.3730416;12.5306425;34.275322;77.269295;4.839564;2.1164367;47.336277;16.647348;8.391031;5.2152085;58.048077;45.650696;28.599018;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.91563773;0.53118676;1.4571449;0.5073949;3.2520268;17.042343;4.656849;17.452915;13.867539;13.823246;96.568535;67.49866;19.001144;9.939643;32.779213;32.18249;9.903322;18.544292;64.155014;12.846322;13.806248;16.440407;36.65869;21.395027;12.363554;8.384066;65.91977;48.717552;18.508465;5.6606126;86.14408;11.185115;15.572211;1.6524999;52.616245;63.014896;51.024323;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.4779072;0.5447462;1.0083592;0.7572808;8.513357;16.131731;27.005331;11.46977;18.301107;17.376762;14.422606;77.09506;8.524624;12.517398;71.75709;10.610733;7.3930063;10.684271;74.43973;11.679182;18.98275;4.5521436;41.476933;77.96951;11.080579;13.520598;84.135635;98.629974;10.571672;13.373186;80.293846;27.476921;14.671392;15.134963;40.04451;25.102375;37.991203;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0918617;0.7700897;0.4844078;0.6908903;14.951735;4.726398;28.625874;70.961685;13.280878;5.4196534;91.59862;46.39078;2.5961509;8.235342;8.856938;55.513134;7.6626067;5.5630665;44.5354;94.58003;10.605058;6.7838726;94.87486;22.08467;6.5399065;12.999989;59.018497;92.37266;18.473568;3.517866;56.03359;29.084631;5.066879;3.9718816;50.904728;44.012764;36.16373;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.33538592;0.68350834;1.3396081;0.28634045;13.265037;15.346411;10.385886;25.445704;10.379938;16.528055;21.491219;9.48384;3.3932705;11.981278;98.28525;95.03889;16.82393;7.6432915;34.721622;55.159016;19.6269;19.950253;15.998326;55.495197;1.2064289;6.9760585;35.52038;9.733156;4.720478;7.460231;81.67426;35.198914;6.140488;2.693206;25.234163;92.82285;28.040955;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.45778742;0.4415893;0.31913117;0.37022617;5.434157;13.021422;10.163246;48.34305;15.417767;4.341255;54.61024;44.73947;4.799523;5.523025;18.879587;12.430548;9.535035;19.758545;60.954826;23.91783;15.55014;6.167483;96.401764;2.305025;15.102529;17.361126;62.750954;66.08245;5.0149446;10.412709;27.429928;52.565353;4.352871;7.938856;91.00588;73.12885;63.374104;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2741193;0.2799823;1.4676048;0.3393524;7.254913;19.269703;90.90988;84.005684;6.637921;13.367157;55.706455;89.890396;15.462159;16.76141;17.321232;1.914374;8.473579;2.4461198;14.219298;47.25;19.67177;17.101196;64.908195;40.44472;7.262395;15.358057;77.003914;36.523045;13.751415;19.94448;38.662174;49.609127;3.2490897;6.2017584;65.05119;29.294727;92.12659;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.4957837;0.86189;1.333134;0.6486013;12.2931185;14.680645;69.83427;38.476402;13.697951;4.2281528;22.858152;90.74022;6.5213556;7.7904906;2.104755;15.610835;17.751144;13.956163;93.60853;7.8718896;2.648284;6.3869243;68.31842;8.112621;9.040455;17.212912;92.74785;16.26782;9.389212;5.6884356;62.25417;46.39348;15.182077;3.6653504;15.644896;66.99474;91.526146;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.32784104;0.58670175;0.5959681;0.683316;1.6727246;5.93196;31.802616;10.75871;10.628066;12.896893;3.3712614;96.5888;5.1450315;10.042385;30.10618;44.488434;13.893038;19.264977;59.36822;12.071786;16.680979;11.858036;76.41976;51.211117;18.461273;2.362121;77.07475;79.75671;14.780936;7.40345;93.94629;13.705012;8.546706;13.861058;57.939816;62.29721;37.88415;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.33042812;0.7379794;0.66765153;0.45680985;15.40635;4.1184087;24.593758;78.748184;12.608575;6.180911;18.198534;79.38635;17.939253;15.660533;7.5370665;34.79112;6.0643845;18.074358;46.445812;24.239191;3.8841798;13.08181;72.54762;60.345665;2.7365615;8.643091;39.357174;22.265074;5.7312126;13.824475;36.975674;43.687134;8.4979315;18.102348;46.022747;51.42942;14.549576;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.1924032;0.8884038;1.0709867;0.67604196;6.2326937;6.3457985;5.24524;74.11226;10.318838;8.187261;39.660503;70.595695;17.865778;18.328514;93.061264;9.910353;10.919997;17.219604;27.049835;63.056465;17.626863;10.074462;66.18777;1.5213736;7.94912;11.966449;74.418465;9.318487;6.4123793;5.881018;38.52238;59.830547;11.162589;13.686505;13.353319;74.865005;71.01815;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.28366056;0.2141779;0.49613464;0.64438534;16.738577;10.122669;36.519936;61.41144;8.88337;13.284625;19.729921;55.018047;1.8424783;3.7091656;36.292526;89.06019;16.532776;3.009223;38.7423;99.09822;11.903453;14.854106;20.067957;22.84376;4.994452;15.021996;84.37994;88.16632;4.340106;16.020376;79.30655;31.405712;8.04197;8.308959;35.552876;69.9106;31.766096;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.28912815;0.8875082;0.5238904;0.51836437;13.989708;13.3976555;30.812323;54.253788;1.9846563;11.078572;67.4263;34.13791;13.272747;3.0829694;53.47999;82.25855;4.8975096;19.215624;39.11844;4.4439673;3.1262202;6.4329443;91.56889;94.33415;19.620281;7.414467;18.715528;59.123947;6.950273;12.9501295;18.133808;89.544525;18.441917;4.5585513;46.63516;87.52353;34.601555;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3554615;0.8014362;0.45242766;0.6553284;13.262876;5.0867515;91.7909;75.46687;12.813068;2.6877904;49.316666;81.505905;8.273955;13.976741;26.324434;31.77685;18.268991;1.6290774;1.2228212;43.379814;12.14002;1.1465511;55.567932;27.275448;8.642907;10.633422;33.331444;16.829514;5.5220184;12.528124;1.291037;59.838963;17.800703;8.991783;33.1385;89.04323;47.89622;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.2405847;0.9574574;0.24018492;0.4134476;15.579862;5.4235888;22.830347;35.973434;19.567297;12.735808;36.052322;18.676437;6.303607;6.8069835;15.865267;99.30934;10.754242;6.8760247;51.154392;51.26837;19.514286;5.162436;34.59744;89.44834;19.009548;6.8182697;34.689674;82.27361;17.889795;12.091248;20.862206;61.350037;12.359075;4.6556225;30.69194;68.816605;45.67501;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3460321;0.38687265;0.5512008;0.4496149;2.4275558;6.7354302;41.109577;33.63941;7.7302465;11.690225;24.052866;73.95723;8.858073;1.5098482;7.5396743;20.264996;8.885789;19.096807;87.34772;29.862373;2.862206;2.825545;28.412872;9.397682;2.3615243;19.609234;97.156334;23.227495;15.237225;10.298288;27.321854;74.784004;12.572087;2.228149;31.712444;61.035877;52.30858;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0456674;0.45793787;1.3416436;0.82967335;5.939444;16.338375;68.519394;63.113983;12.869024;15.07856;66.56583;54.78708;12.227773;12.452739;47.042435;8.661539;8.089406;15.562509;89.88345;18.868073;1.4234604;8.953455;32.920177;60.734425;11.276093;17.04194;58.525494;30.335571;1.6044871;14.495689;40.080887;31.52927;17.341389;11.974754;64.916084;66.709206;11.678485;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.6192973;0.729183;1.1825378;0.83309793;10.913012;7.9429855;32.796856;17.476467;14.749177;17.190756;89.29578;58.916622;17.530195;5.2261133;34.45791;59.013588;16.423157;19.251932;47.118484;90.59649;11.759961;3.8588731;10.489063;86.84599;4.8058267;4.496216;26.959576;74.61968;1.687087;19.36018;59.5561;77.54862;15.537938;5.034282;62.26578;84.3767;70.71894;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3782072;0.94063437;0.751684;0.23283438;15.76597;2.489235;78.39681;63.689007;12.470916;4.73975;65.42662;39.722107;11.629813;15.05949;55.971607;99.5712;5.313594;5.5570397;14.508966;81.968185;10.834715;16.306591;30.915665;10.078575;19.893906;18.99418;37.295887;59.450512;14.987901;15.113626;32.40444;93.70051;14.828366;4.467726;90.03975;28.474573;56.368454;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.5883406;0.9941355;0.4765042;0.27304998;17.13206;11.35567;72.89938;86.839386;18.104494;13.803616;41.4873;56.825623;16.946852;16.832716;90.85498;44.983463;2.2989907;14.671613;13.255152;83.25492;13.793058;6.767455;21.74304;9.989199;14.0917635;6.86214;84.522;69.644035;12.285988;1.8362405;42.451035;93.60344;16.212542;13.673136;55.748775;38.05029;90.27119;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.5581641;0.5333901;0.9037169;0.6163621;8.25997;1.113029;4.511426;51.996895;18.707504;7.7077746;3.764664;78.76201;3.9623988;12.205989;97.33968;95.03668;11.926153;15.503021;71.98424;35.877785;12.29464;13.739288;99.03539;20.47373;5.8206115;11.971557;2.25448;91.26149;17.54889;2.2094955;60.31379;64.95722;16.588415;9.640216;29.095924;1.3899295;58.739113;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3523206;0.6313837;0.63687724;0.46335062;16.079306;13.800377;85.727234;9.209984;17.552694;5.484225;79.23498;48.760757;6.505022;15.626465;92.59525;82.09628;5.3304467;16.874912;98.99232;22.107716;6.635422;2.263522;10.934307;38.343967;7.8694;4.1067114;53.285732;67.70324;8.43917;14.378271;78.98381;11.664718;5.0749846;11.090518;73.29595;52.366077;88.73256;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.0850694;0.3364408;1.400646;0.7557499;5.1852083;16.999434;37.026108;66.62348;8.991866;14.549007;52.9444;80.81998;16.872593;9.39397;30.978443;69.16493;11.151161;16.012821;17.207407;29.186853;3.1944966;16.132364;81.731064;74.44134;4.938984;1.7065066;76.726685;25.159058;9.866122;15.250097;78.26219;27.508299;15.407655;9.780892;78.93778;30.624704;67.978775;40.0;36.76443310653687;91;0.1937268722602132;3;1350
1.3643737;0.7551803;1.3739785;0.23866528;2.5662696;4.1612587;10.489718;87.06308;3.6607153;10.7647915;7.478535;3.3067684;7.765224;2.5134485;6.99033;88.34266;6.042798;10.517863;94.14607;79.45601;18.646585;12.183124;90.500244;17.458738;8.944463;7.5569983;75.59873;56.02929;1.3246883;13.547342;64.29223;1.9879019;15.211338;3.4083607;87.1682;88.13275;80.66178;40.0;36.76443310653687;91;0.1937268722602132;3;1350
0.40267166;0.86989635;0.54408014;0.33845565;5.6850853;17.047398;70.136215;20.487757;8.6104;17.985594;73.00176;80.40559;4.676299;8.343517;53.50534;86.2807;12.861447;1.2963955;79.36357;95.66846;1.19495;12.675945;14.755658;18.126022;8.25343;14.527793;29.900864;93.29651;17.397367;5.5410495;95.8413;62.609646;16.164171;6.878979;79.83151;84.55852;95.99188;40.0;36.76443310653687;91;0.1937268722602132;3;1350
