[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year]
0.60624653;0.7941185;12.16086;6.374136;28.83323;36.365604;19.665224;25.8402;11.799503
0.60624653;0.7941185;12.16086;6.374136;28.83323;36.365604;19.665224;25.677706;2.7325284
0.42689833;0.6072597;8.188773;3.4939218;14.422353;20.242168;29.377384;25.8402;2.7325284
0.15230325;0.48734912;10.662535;12.630165;10.19404;21.233807;47.130066;72.745224;23.586668
0.89375156;0.48734912;10.662535;12.630165;10.19404;21.233807;47.130066;72.745224;23.586668
0.15230325;0.5318195;10.662535;12.630165;10.19404;21.233807;47.130066;72.745224;23.586668
0.15230325;0.48734912;19.951897;12.630165;10.19404;21.233807;47.130066;72.745224;23.586668
0.15230325;0.48734912;10.662535;16.932034;10.19404;21.233807;47.130066;72.745224;23.586668
0.15230325;0.48734912;10.662535;12.630165;21.246597;21.233807;47.130066;72.745224;23.586668
0.15230325;0.48734912;10.662535;12.630165;10.19404;42.109272;47.130066;72.745224;23.586668
0.15230325;0.48734912;10.662535;12.630165;10.19404;21.233807;36.208176;72.745224;23.586668
0.15230325;0.48734912;10.662535;12.630165;10.19404;21.233807;47.130066;72.4334;23.586668
0.15230325;0.48734912;10.662535;12.630165;10.19404;21.233807;47.130066;72.745224;15.570073
0.89375156;0.5318195;19.951897;16.932034;21.246597;42.109272;36.208176;72.4334;15.570073
0.4279609;0.72038364;17.601398;9.454252;17.290216;18.163488;29.35999;87.54514;18.499113
0.7513431;0.72038364;17.601398;9.454252;17.290216;18.163488;29.35999;87.54514;18.499113
0.4279609;0.115816526;17.601398;9.454252;17.290216;18.163488;29.35999;87.54514;18.499113
0.4279609;0.72038364;11.83981;9.454252;17.290216;18.163488;29.35999;87.54514;18.499113
0.4279609;0.72038364;17.601398;8.947445;17.290216;18.163488;29.35999;87.54514;18.499113
0.4279609;0.72038364;17.601398;9.454252;19.303396;18.163488;29.35999;87.54514;18.499113
0.4279609;0.72038364;17.601398;9.454252;17.290216;38.323013;29.35999;87.54514;18.499113
0.4279609;0.72038364;17.601398;9.454252;17.290216;18.163488;15.513211;87.54514;18.499113
0.4279609;0.72038364;17.601398;9.454252;17.290216;18.163488;29.35999;89.86858;18.499113
0.4279609;0.72038364;17.601398;9.454252;17.290216;18.163488;29.35999;87.54514;9.632735
0.7513431;0.115816526;11.83981;8.947445;19.303396;38.323013;15.513211;89.86858;9.632735
0.8746223;0.19551544;5.156827;16.250853;23.612051;44.281654;36.814606;33.361244;5.6462154
0.11579809;0.19551544;5.156827;16.250853;23.612051;44.281654;36.814606;33.361244;5.6462154
0.8746223;0.939824;5.156827;16.250853;23.612051;44.281654;36.814606;33.361244;5.6462154
0.8746223;0.19551544;5.019925;16.250853;23.612051;44.281654;36.814606;33.361244;5.6462154
0.8746223;0.19551544;5.156827;11.507881;23.612051;44.281654;36.814606;33.361244;5.6462154
0.8746223;0.19551544;5.156827;16.250853;25.037437;44.281654;36.814606;33.361244;5.6462154
0.8746223;0.19551544;5.156827;16.250853;23.612051;19.018242;36.814606;33.361244;5.6462154
0.8746223;0.19551544;5.156827;16.250853;23.612051;44.281654;48.896656;33.361244;5.6462154
0.8746223;0.19551544;5.156827;16.250853;23.612051;44.281654;36.814606;54.8989;5.6462154
0.8746223;0.19551544;5.156827;16.250853;23.612051;44.281654;36.814606;33.361244;22.704672
0.11579809;0.939824;5.019925;11.507881;25.037437;19.018242;48.896656;54.8989;22.704672
0.9676725;0.5598384;8.809484;18.903776;21.687527;32.63401;22.35408;90.248344;19.441755
0.8175402;0.5598384;8.809484;18.903776;21.687527;32.63401;22.35408;90.248344;19.441755
0.9676725;0.24512215;8.809484;18.903776;21.687527;32.63401;22.35408;90.248344;19.441755
0.9676725;0.5598384;3.5729094;18.903776;21.687527;32.63401;22.35408;90.248344;19.441755
0.9676725;0.5598384;8.809484;9.943367;21.687527;32.63401;22.35408;90.248344;19.441755
0.9676725;0.5598384;8.809484;18.903776;23.108791;32.63401;22.35408;90.248344;19.441755
0.9676725;0.5598384;8.809484;18.903776;21.687527;13.944795;22.35408;90.248344;19.441755
0.9676725;0.5598384;8.809484;18.903776;21.687527;32.63401;43.44435;90.248344;19.441755
0.9676725;0.5598384;8.809484;18.903776;21.687527;32.63401;22.35408;36.872196;19.441755
0.9676725;0.5598384;8.809484;18.903776;21.687527;32.63401;22.35408;90.248344;26.511528
0.8175402;0.24512215;3.5729094;9.943367;23.108791;13.944795;43.44435;36.872196;26.511528
0.5212549;0.2461407;13.879867;7.108494;18.042835;29.924051;34.908775;53.11384;0.9460201
0.49774054;0.2461407;13.879867;7.108494;18.042835;29.924051;34.908775;53.11384;0.9460201
0.5212549;0.78855264;13.879867;7.108494;18.042835;29.924051;34.908775;53.11384;0.9460201
0.5212549;0.2461407;13.697545;7.108494;18.042835;29.924051;34.908775;53.11384;0.9460201
0.5212549;0.2461407;13.879867;14.631212;18.042835;29.924051;34.908775;53.11384;0.9460201
0.5212549;0.2461407;13.879867;7.108494;11.300374;29.924051;34.908775;53.11384;0.9460201
0.5212549;0.2461407;13.879867;7.108494;18.042835;33.40589;34.908775;53.11384;0.9460201
0.5212549;0.2461407;13.879867;7.108494;18.042835;29.924051;12.1409;53.11384;0.9460201
0.5212549;0.2461407;13.879867;7.108494;18.042835;29.924051;34.908775;83.46469;0.9460201
0.5212549;0.2461407;13.879867;7.108494;18.042835;29.924051;34.908775;53.11384;13.326092
0.49774054;0.78855264;13.697545;14.631212;11.300374;33.40589;12.1409;83.46469;13.326092
0.22825342;0.9711432;3.4543788;14.7282915;14.519504;11.929875;11.433115;17.132195;10.845645
0.24635117;0.9711432;3.4543788;14.7282915;14.519504;11.929875;11.433115;17.132195;10.845645
0.22825342;0.7660086;3.4543788;14.7282915;14.519504;11.929875;11.433115;17.132195;10.845645
0.22825342;0.9711432;17.002544;14.7282915;14.519504;11.929875;11.433115;17.132195;10.845645
0.22825342;0.9711432;3.4543788;6.6169863;14.519504;11.929875;11.433115;17.132195;10.845645
0.22825342;0.9711432;3.4543788;14.7282915;28.145933;11.929875;11.433115;17.132195;10.845645
0.22825342;0.9711432;3.4543788;14.7282915;14.519504;47.18235;11.433115;17.132195;10.845645
0.22825342;0.9711432;3.4543788;14.7282915;14.519504;11.929875;31.445328;17.132195;10.845645
0.22825342;0.9711432;3.4543788;14.7282915;14.519504;11.929875;11.433115;55.811962;10.845645
0.22825342;0.9711432;3.4543788;14.7282915;14.519504;11.929875;11.433115;17.132195;19.611101
0.24635117;0.7660086;17.002544;6.6169863;28.145933;47.18235;31.445328;55.811962;19.611101
0.68145174;0.42551783;19.436827;4.5842104;25.835855;45.469948;43.958973;58.746365;28.297623
0.6224521;0.42551783;19.436827;4.5842104;25.835855;45.469948;43.958973;58.746365;28.297623
0.68145174;0.40911254;19.436827;4.5842104;25.835855;45.469948;43.958973;58.746365;28.297623
0.68145174;0.42551783;10.727396;4.5842104;25.835855;45.469948;43.958973;58.746365;28.297623
0.68145174;0.42551783;19.436827;17.927155;25.835855;45.469948;43.958973;58.746365;28.297623
0.68145174;0.42551783;19.436827;4.5842104;17.435118;45.469948;43.958973;58.746365;28.297623
0.68145174;0.42551783;19.436827;4.5842104;25.835855;25.159071;43.958973;58.746365;28.297623
0.68145174;0.42551783;19.436827;4.5842104;25.835855;45.469948;22.964231;58.746365;28.297623
0.68145174;0.42551783;19.436827;4.5842104;25.835855;45.469948;43.958973;20.843025;28.297623
0.68145174;0.42551783;19.436827;4.5842104;25.835855;45.469948;43.958973;58.746365;6.1912556
0.6224521;0.40911254;10.727396;17.927155;17.435118;25.159071;22.964231;20.843025;6.1912556
0.7737284;0.6650261;4.461461;8.443414;12.285182;40.013077;24.231775;99.27328;21.359558
0.15741698;0.6650261;4.461461;8.443414;12.285182;40.013077;24.231775;99.27328;21.359558
0.7737284;0.36562008;4.461461;8.443414;12.285182;40.013077;24.231775;99.27328;21.359558
0.7737284;0.6650261;7.9514604;8.443414;12.285182;40.013077;24.231775;99.27328;21.359558
0.7737284;0.6650261;4.461461;13.44443;12.285182;40.013077;24.231775;99.27328;21.359558
0.7737284;0.6650261;4.461461;8.443414;29.182465;40.013077;24.231775;99.27328;21.359558
0.7737284;0.6650261;4.461461;8.443414;12.285182;36.661827;24.231775;99.27328;21.359558
0.7737284;0.6650261;4.461461;8.443414;12.285182;40.013077;41.407894;99.27328;21.359558
0.7737284;0.6650261;4.461461;8.443414;12.285182;40.013077;24.231775;97.30739;21.359558
0.7737284;0.6650261;4.461461;8.443414;12.285182;40.013077;24.231775;99.27328;25.505478
0.15741698;0.36562008;7.9514604;13.44443;29.182465;36.661827;41.407894;97.30739;25.505478
0.32055414;0.1418888;18.258278;19.61902;28.607018;17.39102;31.78662;44.825745;3.2451422
0.70973784;0.1418888;18.258278;19.61902;28.607018;17.39102;31.78662;44.825745;3.2451422
0.32055414;0.6662419;18.258278;19.61902;28.607018;17.39102;31.78662;44.825745;3.2451422
0.32055414;0.1418888;18.069763;19.61902;28.607018;17.39102;31.78662;44.825745;3.2451422
0.32055414;0.1418888;18.258278;11.082688;28.607018;17.39102;31.78662;44.825745;3.2451422
0.32055414;0.1418888;18.258278;19.61902;15.22672;17.39102;31.78662;44.825745;3.2451422
0.32055414;0.1418888;18.258278;19.61902;28.607018;15.987351;31.78662;44.825745;3.2451422
0.32055414;0.1418888;18.258278;19.61902;28.607018;17.39102;12.926139;44.825745;3.2451422
0.32055414;0.1418888;18.258278;19.61902;28.607018;17.39102;31.78662;45.441433;3.2451422
0.32055414;0.1418888;18.258278;19.61902;28.607018;17.39102;31.78662;44.825745;8.69089
0.70973784;0.6662419;18.069763;11.082688;15.22672;15.987351;12.926139;45.441433;8.69089
0.4835015;0.8512613;7.7668514;3.3135803;23.828192;24.467188;14.556732;14.883927;9.279413
0.9645915;0.8512613;7.7668514;3.3135803;23.828192;24.467188;14.556732;14.883927;9.279413
0.4835015;0.88656455;7.7668514;3.3135803;23.828192;24.467188;14.556732;14.883927;9.279413
0.4835015;0.8512613;12.627999;3.3135803;23.828192;24.467188;14.556732;14.883927;9.279413
0.4835015;0.8512613;7.7668514;18.95831;23.828192;24.467188;14.556732;14.883927;9.279413
0.4835015;0.8512613;7.7668514;3.3135803;24.533518;24.467188;14.556732;14.883927;9.279413
0.4835015;0.8512613;7.7668514;3.3135803;23.828192;24.752247;14.556732;14.883927;9.279413
0.4835015;0.8512613;7.7668514;3.3135803;23.828192;24.467188;33.4824;14.883927;9.279413
0.4835015;0.8512613;7.7668514;3.3135803;23.828192;24.467188;14.556732;29.148743;9.279413
0.4835015;0.8512613;7.7668514;3.3135803;23.828192;24.467188;14.556732;14.883927;18.372736
0.9645915;0.88656455;12.627999;18.95831;24.533518;24.752247;33.4824;29.148743;18.372736
0.9298333;0.54622173;15.026604;13.948626;15.189005;38.095146;42.08243;61.687733;26.584444
0.35607207;0.54622173;15.026604;13.948626;15.189005;38.095146;42.08243;61.687733;26.584444
0.9298333;0.2868538;15.026604;13.948626;15.189005;38.095146;42.08243;61.687733;26.584444
0.9298333;0.54622173;6.35064;13.948626;15.189005;38.095146;42.08243;61.687733;26.584444
0.9298333;0.54622173;15.026604;5.5992455;15.189005;38.095146;42.08243;61.687733;26.584444
0.9298333;0.54622173;15.026604;13.948626;11.047552;38.095146;42.08243;61.687733;26.584444
0.9298333;0.54622173;15.026604;13.948626;15.189005;42.905895;42.08243;61.687733;26.584444
0.9298333;0.54622173;15.026604;13.948626;15.189005;38.095146;22.178383;61.687733;26.584444
0.9298333;0.54622173;15.026604;13.948626;15.189005;38.095146;42.08243;70.09431;26.584444
0.9298333;0.54622173;15.026604;13.948626;15.189005;38.095146;42.08243;61.687733;1.7924907
0.35607207;0.2868538;6.35064;5.5992455;11.047552;42.905895;22.178383;70.09431;1.7924907
0.79808694;0.91226995;16.56037;11.364122;19.51447;48.82052;16.54189;28.706924;13.954432
0.5524354;0.91226995;16.56037;11.364122;19.51447;48.82052;16.54189;28.706924;13.954432
0.79808694;0.952582;16.56037;11.364122;19.51447;48.82052;16.54189;28.706924;13.954432
0.79808694;0.91226995;3.8141193;11.364122;19.51447;48.82052;16.54189;28.706924;13.954432
0.79808694;0.91226995;16.56037;15.79191;19.51447;48.82052;16.54189;28.706924;13.954432
0.79808694;0.91226995;16.56037;11.364122;18.347416;48.82052;16.54189;28.706924;13.954432
0.79808694;0.91226995;16.56037;11.364122;19.51447;47.8231;16.54189;28.706924;13.954432
0.79808694;0.91226995;16.56037;11.364122;19.51447;48.82052;25.475117;28.706924;13.954432
0.79808694;0.91226995;16.56037;11.364122;19.51447;48.82052;16.54189;63.86397;13.954432
0.79808694;0.91226995;16.56037;11.364122;19.51447;48.82052;16.54189;28.706924;5.2512593
0.5524354;0.952582;3.8141193;15.79191;18.347416;47.8231;25.475117;63.86397;5.2512593
0.35155946;0.36837524;6.300895;5.59105;20.83082;13.620351;49.006573;70.40894;25.65233
0.31635407;0.36837524;6.300895;5.59105;20.83082;13.620351;49.006573;70.40894;25.65233
0.35155946;0.18479425;6.300895;5.59105;20.83082;13.620351;49.006573;70.40894;25.65233
0.35155946;0.36837524;15.575181;5.59105;20.83082;13.620351;49.006573;70.40894;25.65233
0.35155946;0.36837524;6.300895;4.680437;20.83082;13.620351;49.006573;70.40894;25.65233
0.35155946;0.36837524;6.300895;5.59105;27.321514;13.620351;49.006573;70.40894;25.65233
0.35155946;0.36837524;6.300895;5.59105;20.83082;29.825628;49.006573;70.40894;25.65233
0.35155946;0.36837524;6.300895;5.59105;20.83082;13.620351;38.85922;70.40894;25.65233
0.35155946;0.36837524;6.300895;5.59105;20.83082;13.620351;49.006573;11.997351;25.65233
0.35155946;0.36837524;6.300895;5.59105;20.83082;13.620351;49.006573;70.40894;22.413754
0.31635407;0.18479425;15.575181;4.680437;27.321514;29.825628;38.85922;11.997351;22.413754
0.17086145;0.6134657;13.169547;17.589325;26.68249;25.772661;27.482195;79.344986;16.695753
0.45518878;0.6134657;13.169547;17.589325;26.68249;25.772661;27.482195;79.344986;16.695753
0.17086145;0.46108094;13.169547;17.589325;26.68249;25.772661;27.482195;79.344986;16.695753
0.17086145;0.6134657;16.21847;17.589325;26.68249;25.772661;27.482195;79.344986;16.695753
0.17086145;0.6134657;13.169547;12.525888;26.68249;25.772661;27.482195;79.344986;16.695753
0.17086145;0.6134657;13.169547;17.589325;12.917066;25.772661;27.482195;79.344986;16.695753
0.17086145;0.6134657;13.169547;17.589325;26.68249;11.070536;27.482195;79.344986;16.695753
0.17086145;0.6134657;13.169547;17.589325;26.68249;25.772661;19.414865;79.344986;16.695753
0.17086145;0.6134657;13.169547;17.589325;26.68249;25.772661;27.482195;40.61679;16.695753
0.17086145;0.6134657;13.169547;17.589325;26.68249;25.772661;27.482195;79.344986;12.384238
0.45518878;0.46108094;16.21847;12.525888;12.917066;11.070536;19.414865;40.61679;12.384238
0.62460905;0.30149803;9.4813175;10.165043;13.037799;31.82248;39.93696;42.298412;4.1665
0.8600782;0.30149803;9.4813175;10.165043;13.037799;31.82248;39.93696;42.298412;4.1665
0.62460905;0.59274685;9.4813175;10.165043;13.037799;31.82248;39.93696;42.298412;4.1665
0.62460905;0.30149803;9.3921;10.165043;13.037799;31.82248;39.93696;42.298412;4.1665
0.62460905;0.30149803;9.4813175;7.917092;13.037799;31.82248;39.93696;42.298412;4.1665
0.62460905;0.30149803;9.4813175;10.165043;21.42375;31.82248;39.93696;42.298412;4.1665
0.62460905;0.30149803;9.4813175;10.165043;13.037799;31.588684;39.93696;42.298412;4.1665
0.62460905;0.30149803;9.4813175;10.165043;13.037799;31.82248;46.24622;42.298412;4.1665
0.62460905;0.30149803;9.4813175;10.165043;13.037799;31.82248;39.93696;81.56297;4.1665
0.62460905;0.30149803;9.4813175;10.165043;13.037799;31.82248;39.93696;42.298412;29.312376
0.8600782;0.59274685;9.3921;7.917092;21.42375;31.588684;46.24622;81.56297;29.312376
0.61051875;0.9282721;5.519786;4.3113036;22.48011;38.636047;29.701536;45.75718;23.977144
0.51762956;0.9282721;5.519786;4.3113036;22.48011;38.636047;29.701536;45.75718;23.977144
0.61051875;0.85923225;5.519786;4.3113036;22.48011;38.636047;29.701536;45.75718;23.977144
0.61051875;0.9282721;18.600657;4.3113036;22.48011;38.636047;29.701536;45.75718;23.977144
0.61051875;0.9282721;5.519786;13.172259;22.48011;38.636047;29.701536;45.75718;23.977144
0.61051875;0.9282721;5.519786;4.3113036;18.488443;38.636047;29.701536;45.75718;23.977144
0.61051875;0.9282721;5.519786;4.3113036;22.48011;46.703545;29.701536;45.75718;23.977144
0.61051875;0.9282721;5.519786;4.3113036;22.48011;38.636047;25.859219;45.75718;23.977144
0.61051875;0.9282721;5.519786;4.3113036;22.48011;38.636047;29.701536;85.37136;23.977144
0.61051875;0.9282721;5.519786;4.3113036;22.48011;38.636047;29.701536;45.75718;18.088734
0.51762956;0.85923225;18.600657;13.172259;18.488443;46.703545;25.859219;85.37136;18.088734
0.1568261;0.32770726;17.135366;15.002283;18.502731;23.767897;37.253788;98.357635;11.418191
0.81699353;0.32770726;17.135366;15.002283;18.502731;23.767897;37.253788;98.357635;11.418191
0.1568261;0.31588462;17.135366;15.002283;18.502731;23.767897;37.253788;98.357635;11.418191
0.1568261;0.32770726;7.420739;15.002283;18.502731;23.767897;37.253788;98.357635;11.418191
0.1568261;0.32770726;17.135366;6.9802566;18.502731;23.767897;37.253788;98.357635;11.418191
0.1568261;0.32770726;17.135366;15.002283;27.17075;23.767897;37.253788;98.357635;11.418191
0.1568261;0.32770726;17.135366;15.002283;18.502731;25.949718;37.253788;98.357635;11.418191
0.1568261;0.32770726;17.135366;15.002283;18.502731;23.767897;39.80904;98.357635;11.418191
0.1568261;0.32770726;17.135366;15.002283;18.502731;23.767897;37.253788;36.360798;11.418191
0.1568261;0.32770726;17.135366;15.002283;18.502731;23.767897;37.253788;98.357635;1.153299
0.81699353;0.31588462;7.420739;6.9802566;27.17075;25.949718;39.80904;36.360798;1.153299
0.33730525;0.6576412;11.085175;7.3814116;14.062194;16.840313;18.775688;62.645256;6.321422
0.6183832;0.6576412;11.085175;7.3814116;14.062194;16.840313;18.775688;62.645256;6.321422
0.33730525;0.33823374;11.085175;7.3814116;14.062194;16.840313;18.775688;62.645256;6.321422
0.33730525;0.6576412;5.785704;7.3814116;14.062194;16.840313;18.775688;62.645256;6.321422
0.33730525;0.6576412;11.085175;16.498108;14.062194;16.840313;18.775688;62.645256;6.321422
0.33730525;0.6576412;11.085175;7.3814116;12.746767;16.840313;18.775688;62.645256;6.321422
0.33730525;0.6576412;11.085175;7.3814116;14.062194;14.716635;18.775688;62.645256;6.321422
0.33730525;0.6576412;11.085175;7.3814116;14.062194;16.840313;19.094547;62.645256;6.321422
0.33730525;0.6576412;11.085175;7.3814116;14.062194;16.840313;18.775688;18.529871;6.321422
0.33730525;0.6576412;11.085175;7.3814116;14.062194;16.840313;18.775688;62.645256;26.159012
0.6183832;0.33823374;5.785704;16.498108;12.746767;14.716635;19.094547;18.529871;26.159012
0.78421724;0.2890196;11.771866;18.629776;25.045647;40.722176;46.299103;13.9971285;17.814756
0.26271746;0.2890196;11.771866;18.629776;25.045647;40.722176;46.299103;13.9971285;17.814756
0.78421724;0.69543165;11.771866;18.629776;25.045647;40.722176;46.299103;13.9971285;17.814756
0.78421724;0.2890196;13.193039;18.629776;25.045647;40.722176;46.299103;13.9971285;17.814756
0.78421724;0.2890196;11.771866;3.6837833;25.045647;40.722176;46.299103;13.9971285;17.814756
0.78421724;0.2890196;11.771866;18.629776;21.584293;40.722176;46.299103;13.9971285;17.814756
0.78421724;0.2890196;11.771866;18.629776;25.045647;32.94719;46.299103;13.9971285;17.814756
0.78421724;0.2890196;11.771866;18.629776;25.045647;40.722176;45.24177;13.9971285;17.814756
0.78421724;0.2890196;11.771866;18.629776;25.045647;40.722176;46.299103;56.70789;17.814756
0.78421724;0.2890196;11.771866;18.629776;25.045647;40.722176;46.299103;13.9971285;8.989164
0.26271746;0.69543165;13.193039;3.6837833;21.584293;32.94719;45.24177;56.70789;8.989164
0.91568786;0.70519114;19.808731;16.523785;29.626394;32.36552;12.010239;70.97233;1.6175636
0.90924555;0.70519114;19.808731;16.523785;29.626394;32.36552;12.010239;70.97233;1.6175636
0.91568786;0.49017122;19.808731;16.523785;29.626394;32.36552;12.010239;70.97233;1.6175636
0.91568786;0.70519114;15.010183;16.523785;29.626394;32.36552;12.010239;70.97233;1.6175636
0.91568786;0.70519114;19.808731;19.894876;29.626394;32.36552;12.010239;70.97233;1.6175636
0.91568786;0.70519114;19.808731;16.523785;29.059801;32.36552;12.010239;70.97233;1.6175636
0.91568786;0.70519114;19.808731;16.523785;29.626394;37.86436;12.010239;70.97233;1.6175636
0.91568786;0.70519114;19.808731;16.523785;29.626394;32.36552;42.41661;70.97233;1.6175636
0.91568786;0.70519114;19.808731;16.523785;29.626394;32.36552;12.010239;74.33933;1.6175636
0.91568786;0.70519114;19.808731;16.523785;29.626394;32.36552;12.010239;70.97233;13.030438
0.90924555;0.49017122;15.010183;19.894876;29.059801;37.86436;42.41661;74.33933;13.030438
0.46952087;0.12627631;2.9804695;9.18027;10.653278;25.075506;44.47752;28.126368;18.775711
0.4202007;0.12627631;2.9804695;9.18027;10.653278;25.075506;44.47752;28.126368;18.775711
0.46952087;0.56547356;2.9804695;9.18027;10.653278;25.075506;44.47752;28.126368;18.775711
0.46952087;0.12627631;4.379279;9.18027;10.653278;25.075506;44.47752;28.126368;18.775711
0.46952087;0.12627631;2.9804695;4.953142;10.653278;25.075506;44.47752;28.126368;18.775711
0.46952087;0.12627631;2.9804695;9.18027;15.35914;25.075506;44.47752;28.126368;18.775711
0.46952087;0.12627631;2.9804695;9.18027;10.653278;19.789978;44.47752;28.126368;18.775711
0.46952087;0.12627631;2.9804695;9.18027;10.653278;25.075506;13.251951;28.126368;18.775711
0.46952087;0.12627631;2.9804695;9.18027;10.653278;25.075506;44.47752;25.329523;18.775711
0.46952087;0.12627631;2.9804695;9.18027;10.653278;25.075506;44.47752;28.126368;29.61798
0.4202007;0.56547356;4.379279;4.953142;15.35914;19.789978;13.251951;25.329523;29.61798
0.30635464;0.86336374;14.294629;12.35724;16.833467;13.067507;21.70012;42.83297;28.669786
0.11260931;0.86336374;14.294629;12.35724;16.833467;13.067507;21.70012;42.83297;28.669786
0.30635464;0.9817264;14.294629;12.35724;16.833467;13.067507;21.70012;42.83297;28.669786
0.30635464;0.86336374;9.923048;12.35724;16.833467;13.067507;21.70012;42.83297;28.669786
0.30635464;0.86336374;14.294629;14.440817;16.833467;13.067507;21.70012;42.83297;28.669786
0.30635464;0.86336374;14.294629;12.35724;24.724525;13.067507;21.70012;42.83297;28.669786
0.30635464;0.86336374;14.294629;12.35724;16.833467;21.03294;21.70012;42.83297;28.669786
0.30635464;0.86336374;14.294629;12.35724;16.833467;13.067507;32.53685;42.83297;28.669786
0.30635464;0.86336374;14.294629;12.35724;16.833467;13.067507;21.70012;52.586464;28.669786
0.30635464;0.86336374;14.294629;12.35724;16.833467;13.067507;21.70012;42.83297;4.9599376
0.11260931;0.9817264;9.923048;14.440817;24.724525;21.03294;32.53685;52.586464;4.9599376
0.75980353;0.5025355;8.429435;6.6481123;22.821203;49.52748;34.157177;78.73833;10.467997
0.77034575;0.5025355;8.429435;6.6481123;22.821203;49.52748;34.157177;78.73833;10.467997
0.75980353;0.15736218;8.429435;6.6481123;22.821203;49.52748;34.157177;78.73833;10.467997
0.75980353;0.5025355;15.687619;6.6481123;22.821203;49.52748;34.157177;78.73833;10.467997
0.75980353;0.5025355;8.429435;10.376759;22.821203;49.52748;34.157177;78.73833;10.467997
0.75980353;0.5025355;8.429435;6.6481123;10.866281;49.52748;34.157177;78.73833;10.467997
0.75980353;0.5025355;8.429435;6.6481123;22.821203;41.63044;34.157177;78.73833;10.467997
0.75980353;0.5025355;8.429435;6.6481123;22.821203;49.52748;21.799776;78.73833;10.467997
0.75980353;0.5025355;8.429435;6.6481123;22.821203;49.52748;34.157177;90.76377;10.467997
0.75980353;0.5025355;8.429435;6.6481123;22.821203;49.52748;34.157177;78.73833;21.78188
0.77034575;0.15736218;15.687619;10.376759;10.866281;41.63044;21.799776;90.76377;21.78188
0.6674721;0.6005264;15.475011;10.439017;19.05716;44.988575;13.881933;73.54963;3.5660307
0.30525395;0.6005264;15.475011;10.439017;19.05716;44.988575;13.881933;73.54963;3.5660307
0.6674721;0.14287086;15.475011;10.439017;19.05716;44.988575;13.881933;73.54963;3.5660307
0.6674721;0.6005264;19.38881;10.439017;19.05716;44.988575;13.881933;73.54963;3.5660307
0.6674721;0.6005264;15.475011;5.9557247;19.05716;44.988575;13.881933;73.54963;3.5660307
0.6674721;0.6005264;15.475011;10.439017;22.63332;44.988575;13.881933;73.54963;3.5660307
0.6674721;0.6005264;15.475011;10.439017;19.05716;10.279192;13.881933;73.54963;3.5660307
0.6674721;0.6005264;15.475011;10.439017;19.05716;44.988575;42.57746;73.54963;3.5660307
0.6674721;0.6005264;15.475011;10.439017;19.05716;44.988575;13.881933;11.135069;3.5660307
0.6674721;0.6005264;15.475011;10.439017;19.05716;44.988575;13.881933;73.54963;9.924168
0.30525395;0.14287086;19.38881;5.9557247;22.63332;10.279192;42.57746;11.135069;9.924168
0.21410906;0.230119;7.4204483;17.316402;20.040611;17.610683;41.34906;24.813566;21.04782
0.5758329;0.230119;7.4204483;17.316402;20.040611;17.610683;41.34906;24.813566;21.04782
0.21410906;0.9109613;7.4204483;17.316402;20.040611;17.610683;41.34906;24.813566;21.04782
0.21410906;0.230119;8.751421;17.316402;20.040611;17.610683;41.34906;24.813566;21.04782
0.21410906;0.230119;7.4204483;18.844826;20.040611;17.610683;41.34906;24.813566;21.04782
0.21410906;0.230119;7.4204483;17.316402;11.785639;17.610683;41.34906;24.813566;21.04782
0.21410906;0.230119;7.4204483;17.316402;20.040611;32.066948;41.34906;24.813566;21.04782
0.21410906;0.230119;7.4204483;17.316402;20.040611;17.610683;11.839881;24.813566;21.04782
0.21410906;0.230119;7.4204483;17.316402;20.040611;17.610683;41.34906;66.121506;21.04782
0.21410906;0.230119;7.4204483;17.316402;20.040611;17.610683;41.34906;24.813566;23.33666
0.5758329;0.9109613;8.751421;18.844826;11.785639;32.066948;11.839881;66.121506;23.33666
0.5073294;0.9836566;18.663828;5.3170643;27.475075;20.536612;24.827122;34.183502;27.072876
0.8869985;0.9836566;18.663828;5.3170643;27.475075;20.536612;24.827122;34.183502;27.072876
0.5073294;0.63448477;18.663828;5.3170643;27.475075;20.536612;24.827122;34.183502;27.072876
0.5073294;0.9836566;5.5484276;5.3170643;27.475075;20.536612;24.827122;34.183502;27.072876
0.5073294;0.9836566;18.663828;9.222286;27.475075;20.536612;24.827122;34.183502;27.072876
0.5073294;0.9836566;18.663828;5.3170643;28.611652;20.536612;24.827122;34.183502;27.072876
0.5073294;0.9836566;18.663828;5.3170643;27.475075;48.28233;24.827122;34.183502;27.072876
0.5073294;0.9836566;18.663828;5.3170643;27.475075;20.536612;32.37661;34.183502;27.072876
0.5073294;0.9836566;18.663828;5.3170643;27.475075;20.536612;24.827122;82.10664;27.072876
0.5073294;0.9836566;18.663828;5.3170643;27.475075;20.536612;24.827122;34.183502;2.0864408
0.8869985;0.63448477;5.5484276;9.222286;28.611652;48.28233;32.37661;82.10664;2.0864408
0.9534724;0.38130698;4.0211973;11.637055;13.497694;36.908684;32.28433;86.696106;8.781817
0.44761088;0.38130698;4.0211973;11.637055;13.497694;36.908684;32.28433;86.696106;8.781817
0.9534724;0.5029009;4.0211973;11.637055;13.497694;36.908684;32.28433;86.696106;8.781817
