-;-;-;-;kg N/ha/a;kg N/ha/a;-;-;kg N/ha/a;kg N/ha/a;-;-;-;-;-;-;-;-
0.38795644;0.32245567;5.186292;2.3628352;81.14697;96.93001;11.471221;19.567228;95.523346;3.9552536;73.82375;10.901941;0.4021897;0.6947892;1.4135017;0.9456666;1.6483396;4.6452203
0.6254231;0.44364345;3.9100268;6.239616;92.47951;91.95753;15.266819;6.046195;10.571498;45.85504;56.638252;11.724399;0.32140705;1.2416872;1.4513983;1.8410664;1.4784005;0.8177653
0.36349255;0.8517489;17.587503;2.9304485;17.251862;1.7015028;9.725443;17.311846;37.100754;1.1555755;59.30962;30.667362;0.3197046;0.47432292;1.4922749;1.3055077;1.8382931;2.3505318
0.780983;0.82895917;4.408865;13.596465;91.85537;40.78617;9.986557;2.1445093;89.995865;62.14289;43.34057;91.89932;0.12686676;0.544562;1.1545713;0.5921374;1.8693861;1.5874877
0.35757315;0.54839903;2.400651;14.606272;70.83156;73.74945;19.501192;16.054087;12.916696;74.09979;63.26201;69.05341;0.25791085;1.3593414;1.5145648;2.385266;1.0208265;0.3722225
0.4330106;0.9149218;12.886498;13.146021;88.83181;18.569012;4.1331377;16.139643;68.69423;12.082457;62.37221;70.53818;0.14438267;1.2449036;1.2503653;2.77033;1.0779203;0.12521546
0.6052358;0.50420713;14.382522;11.931781;35.334427;4.158065;8.548945;5.9578996;69.206604;47.128967;28.746773;76.358025;0.26447588;1.6034762;1.4070982;0.7955523;1.1950517;0.67610973
0.5893679;0.89146364;3.2728257;15.843543;86.50243;4.606281;19.752335;11.781526;25.079159;46.5631;13.810119;79.20763;0.21301249;0.692833;1.210601;1.4564413;1.1214943;1.9086668
0.6806795;0.22525243;4.930329;15.678989;48.20137;56.914597;5.9505367;6.65578;15.359478;14.50534;45.413464;99.52425;0.37404868;0.48764694;1.3881664;2.1613376;1.291479;3.385432
0.54995567;0.47778425;15.986512;17.534864;19.776884;23.797613;3.1084971;5.0017753;76.246216;51.44614;71.347946;9.372967;0.14215523;0.42264825;1.7290375;0.6568289;1.9760206;2.2829359
0.93557864;0.8840548;18.662119;14.17072;99.66161;26.530937;6.630334;12.746464;23.65862;66.188644;61.299953;11.609864;0.3398315;1.9609857;1.4838632;2.202019;1.7846544;0.6574687
0.8719473;0.9210476;10.053286;7.761613;94.85963;2.4999065;16.881607;14.781379;77.975685;70.627075;67.33075;97.10065;0.4612962;1.5638986;1.8081969;1.5507922;1.119622;3.6201262
0.90329075;0.80513924;16.048094;10.96893;13.356905;72.864395;19.91551;14.539603;90.82334;13.70353;51.984623;47.521313;0.24772152;1.5462174;1.8063618;2.6034684;1.9503784;4.8826127
0.7036133;0.73589265;7.068602;10.321401;46.163376;84.51918;12.839362;16.931034;5.6579633;73.12266;36.876503;90.07967;0.21110038;1.7030702;1.1570618;0.5457269;1.7544879;3.690016
0.7080063;0.85240394;14.361444;3.0494702;98.63341;73.61898;19.802645;14.589576;28.69557;66.61211;14.054066;54.56684;0.39199826;0.51495177;1.059977;2.9385936;1.1679196;4.2650533
0.687359;0.7660465;11.587189;16.423119;55.296627;14.492085;4.382869;8.266513;73.07864;15.976184;85.461975;69.69808;0.45409864;1.6359725;1.2976722;2.2820764;1.9169533;2.0546112
0.54790735;0.40337676;17.021008;18.344223;50.21173;95.76548;12.953473;19.604818;57.02411;20.609236;12.433916;53.852734;0.45978668;1.6503003;1.5278444;2.7184653;1.5629671;4.2071767
0.45768481;0.5729895;15.742121;19.70377;20.340504;96.2512;12.258722;19.160875;52.10373;32.964626;28.723742;93.84745;0.40485612;1.7984656;1.3124121;1.6183847;1.9968975;4.0351796
0.6736023;0.728564;6.398582;5.7113857;42.53273;26.65395;3.4984148;9.5866165;47.35443;73.70158;9.957759;12.191608;0.25311217;0.44345248;1.0429796;0.22472435;1.9386336;1.5881288
0.22042547;0.6702422;3.8396492;2.8171637;50.321213;98.32387;12.701992;19.451912;95.74484;33.465134;59.369938;9.502662;0.20650524;0.6870493;1.52293;0.57247937;1.3337145;2.4756525
0.20596515;0.9080781;16.345478;3.109795;71.69098;44.97501;11.191524;19.679443;77.93273;75.887474;98.43113;88.465065;0.3172147;0.7552146;1.4908161;1.6166017;1.9157208;3.0611181
0.88131344;0.5790757;1.6230588;16.281643;45.55336;5.1263046;15.370137;15.127309;55.749737;67.33232;24.184645;18.52534;0.34828717;1.4532126;1.7216924;1.2359169;1.574097;3.8262918
0.23713924;0.3423899;13.901737;13.003092;63.86388;57.964966;16.779453;16.343412;33.37782;73.357544;52.905945;90.50566;0.10787937;0.5832862;1.247754;0.31343845;1.2578143;4.8852205
0.6198361;0.37166563;10.042371;15.366282;11.050117;53.143875;5.257238;3.1685426;3.3525403;8.341832;92.73557;1.2288426;0.22952382;0.24048136;1.0653623;1.774283;1.9866204;3.0395014
0.6919902;0.87684524;2.4306867;18.198732;76.61473;85.971176;3.0902293;6.135342;68.09393;44.822723;61.73553;96.443756;0.24675706;0.37258616;1.6864678;1.3874761;1.0487727;0.4779728
0.358537;0.20697676;14.082664;5.299116;1.3242713;36.211636;18.562983;3.3261588;16.389086;17.905191;9.820701;14.963182;0.26993006;1.133445;1.6976811;2.5774302;1.8577825;3.4839237
0.9165847;0.89530426;10.174607;7.917621;64.573364;76.89675;15.072566;3.9112139;16.54944;8.739244;91.616875;17.447851;0.1381213;1.1689855;1.0002506;2.4335852;1.0447221;0.9101629
0.35207662;0.24447046;17.341925;16.05505;82.80505;78.88579;7.8848953;15.767169;11.34751;30.08958;36.98157;21.748926;0.46555254;0.947553;1.3846763;2.1783118;1.5826243;4.794613
0.90761197;0.51332676;4.9640064;5.928446;76.912506;4.460091;11.196737;4.889353;88.220024;64.508156;96.042015;80.42255;0.47730356;1.4243823;1.256817;2.1618524;1.5645076;4.8261194
0.8103922;0.840141;1.0436919;10.614777;15.584426;67.641136;16.625526;8.181837;58.192776;72.76074;15.476865;37.286793;0.44255894;0.52723426;1.9876094;2.7650964;1.0164884;4.2953124
0.39259437;0.5260923;3.4792495;9.425563;84.5805;48.46774;4.090778;9.292893;80.4919;90.70941;90.97773;45.287262;0.43506476;1.1755077;1.5623047;1.9508351;1.0348339;0.48604962
0.32059532;0.85787857;6.1225905;12.310798;8.840386;21.040352;1.024752;2.2992227;2.4890218;72.23923;93.87711;35.31517;0.15130548;0.71254104;1.1977435;0.9711451;1.4819834;4.9397054
0.45298618;0.28023908;13.392643;19.775854;7.5693507;42.27256;11.381828;17.364798;48.07217;9.381318;72.43333;38.743744;0.42236778;0.8644801;1.5873315;0.1338625;1.3582611;1.9018276
0.51836044;0.6092338;7.890221;2.970585;82.43806;85.864586;2.7703643;17.068449;62.827343;71.00999;71.33841;41.084717;0.24216104;1.8929847;1.1693985;1.2529541;1.9364679;3.670931
0.39662775;0.6659792;3.2466915;10.208205;19.069519;69.28749;19.281359;1.3639313;91.68878;9.36565;92.92211;76.848366;0.16351216;0.9596473;1.6020672;2.7935655;1.723257;2.1589909
0.99911326;0.9126949;19.649897;19.220749;45.25884;63.092445;4.8711205;12.251362;60.31113;83.16314;41.296192;57.134796;0.3675384;0.5680521;1.880179;1.9721875;1.229642;2.6105404
0.38372186;0.27489713;3.0563214;7.6096606;93.726685;9.069861;14.987919;12.371799;14.016411;4.7199345;85.90103;79.0255;0.41660887;0.34117112;1.5372502;0.44484374;1.2816767;1.0839032
0.86450785;0.47088054;7.7472863;15.071349;21.687407;67.00047;14.510447;12.877014;71.33891;55.472523;66.756325;57.592087;0.19988349;1.5386255;1.5241464;2.7398055;1.8121766;4.5106664
0.3272942;0.7274785;17.655481;18.656137;78.277794;76.09398;4.1595364;5.9151464;36.28845;82.15121;33.897945;6.3794265;0.17518523;1.8026446;1.0383154;1.3949459;1.9863625;3.4926116
0.9841957;0.98394406;13.399693;5.571541;58.859543;95.04849;1.4833407;4.213651;25.002676;36.989697;3.0219698;86.68666;0.14812395;0.93321604;1.6203634;0.2688892;1.4471269;2.9172707
0.38041878;0.87861943;7.0761604;2.5462248;41.16388;80.00623;5.374371;2.6454651;85.04558;42.218975;75.93338;21.945389;0.3996668;1.2940812;1.0671896;2.469247;1.2353494;1.0432712
0.53735083;0.8771961;19.436588;2.4381676;46.463844;8.914336;11.278459;14.704004;56.373604;66.17097;48.589195;27.131184;0.30514878;1.8244464;1.5725781;2.9164855;1.6570835;2.1102412
0.64685124;0.61374605;10.520872;2.386879;41.620747;94.409355;3.4009826;10.354486;49.76842;32.889233;80.72333;41.929073;0.40032896;0.5397371;1.5602503;1.2025274;1.0988752;2.0461698
0.29622856;0.6514393;1.154088;7.6598964;82.903;79.40067;18.861387;12.642678;84.26133;94.694115;45.030853;81.75798;0.24215521;0.61806995;1.2660326;2.1916304;1.6680348;0.5023755
0.8534561;0.88686407;1.1171033;3.398078;81.58457;1.3305122;15.872037;11.59549;94.15121;20.598982;11.134224;29.697157;0.28129858;0.5073212;1.9572951;1.6414323;1.0167482;3.071371
0.41974843;0.89570045;18.879177;8.695491;37.968555;71.55582;5.2604694;13.500174;64.244705;4.702945;56.49041;4.17944;0.11384561;1.8578688;1.1701585;2.2320676;1.9608575;2.932762
0.6394159;0.84181964;6.342432;15.328424;70.02761;31.093067;3.1480234;14.404005;84.65532;94.083145;63.428677;82.545456;0.33043316;0.53785;1.3023201;0.91772366;1.0358324;2.8869698
0.639707;0.854857;16.429234;6.666298;53.65484;60.898148;2.2838094;5.021237;42.80165;46.692024;46.329384;54.330116;0.37045792;1.6510683;1.8536949;1.2675474;1.4498163;2.3126433
0.6821125;0.90370387;1.8276404;10.108946;75.07364;28.995918;16.573612;14.071463;90.44606;81.13785;17.06733;17.708115;0.472835;1.3053337;1.954158;0.2251909;1.5896863;1.1337184
0.24438879;0.29102555;3.791425;3.4200072;5.9545937;73.274376;17.760275;6.244521;72.215485;67.5063;11.353244;84.66576;0.481777;0.2122054;1.9322894;1.2403872;1.8062943;3.0730152
0.334895;0.4341115;17.27881;14.267505;34.267395;19.485987;10.994534;1.5261883;91.15651;78.47716;28.373888;88.40938;0.20323664;1.8025482;1.7889016;2.0116887;1.1681252;2.5338511
0.3289538;0.9808908;19.887735;7.035821;34.244827;83.61882;11.727781;16.559212;86.5287;35.975388;69.391624;48.335632;0.31680125;0.8206577;1.1232872;0.7275008;1.6165423;3.0991893
0.441641;0.6358209;1.9865357;3.5692894;60.08441;8.217227;9.021833;15.280771;36.192284;94.70723;49.665516;85.00959;0.34911147;0.9429823;1.0308847;1.3045747;1.193417;1.2889413
0.31593132;0.3411711;4.1851025;19.13874;21.555998;3.3852234;16.17189;15.298087;88.565544;27.272478;52.199947;38.309677;0.1888983;1.1997186;1.3836197;2.520554;1.291279;2.2241917
0.9375371;0.6024445;14.735326;15.622827;53.63769;14.06074;17.599354;8.138666;54.96609;62.767345;41.97389;88.933655;0.17394753;1.2303622;1.748984;2.7264578;1.6421609;4.1313367
0.61036354;0.71662736;11.060556;13.394226;98.006096;39.069954;6.9664044;15.697614;79.72074;53.382114;73.51645;32.365242;0.17840391;1.7988672;1.9971126;0.77151895;1.0330334;3.151375
0.6988601;0.86257756;8.713355;14.736993;5.3070874;66.011566;18.110159;6.508183;71.23714;7.376407;89.689095;95.54405;0.3244714;1.255954;1.835959;1.8214232;1.2262763;0.22767465
0.48599055;0.8497414;4.6948833;9.084354;50.84094;48.57922;5.59239;6.662386;92.502716;81.57829;53.2843;74.74804;0.4929651;1.6448895;1.8871188;0.7525621;1.1236922;3.5020926
0.4209969;0.23939319;18.963272;6.668291;14.690546;48.09528;5.187839;7.952561;70.70211;10.039856;94.68475;79.325264;0.17450152;0.80011326;1.39926;2.5060182;1.1037931;3.9365811
0.60254174;0.56282;4.2731023;10.499746;58.657722;86.69239;17.174723;14.747083;72.33727;77.20609;25.801321;96.72331;0.4397999;1.9177684;1.2721965;1.5127736;1.9044613;1.1891363
0.4354584;0.21645525;6.0397415;16.679903;24.84542;56.367554;10.886009;5.717592;99.69495;45.45143;69.50181;72.27331;0.10395061;1.8201882;1.446667;1.4400139;1.7299117;2.816047
0.47491673;0.9105249;7.1616645;19.312061;90.34837;51.253098;1.9945807;2.4124506;87.027885;69.13195;93.26217;19.190714;0.385531;0.55192727;1.4478189;2.4658628;1.1279612;4.555994
0.5622007;0.33912486;3.6330807;12.500345;32.481106;42.523617;2.9365559;5.9255457;61.62923;39.405758;96.06291;88.459816;0.28102872;1.377842;1.6031551;2.2654345;1.9405955;0.27513224
0.60458696;0.69989973;11.188428;8.150833;95.87296;97.86298;6.474911;9.725176;75.3129;66.83821;9.37079;57.911274;0.1064828;0.24443913;1.0393277;1.7261606;1.5092621;3.9572465
0.9874512;0.6564947;7.4851766;14.645914;1.4093403;25.038134;4.388867;7.05911;26.270844;64.1929;58.80947;88.41638;0.47127017;0.87212944;1.5655063;2.2701125;1.7064016;4.0205564
0.37865806;0.70042354;12.549103;14.244288;83.37936;16.401064;19.930365;14.674739;55.305065;40.518482;11.508016;26.803257;0.119162865;1.1960077;1.1591738;2.8611243;1.5438831;4.451009
0.5903809;0.6507333;7.9893036;5.7018213;26.906683;49.74443;14.629912;2.4705603;98.182106;85.503;31.002815;18.60975;0.22540334;1.1052511;1.1099771;1.664242;1.9670024;4.761496
0.3196094;0.77247095;3.212047;9.274767;20.960625;68.09866;9.3346615;13.46294;18.004984;94.57176;64.506744;2.662268;0.11214659;0.5610887;1.4693516;1.4070929;1.360358;1.3956366
0.4799994;0.700888;17.57935;3.5462587;88.53042;3.1451185;16.33115;6.9623327;89.761765;94.77174;98.34074;56.366253;0.48360574;0.70555335;1.567003;1.2740002;1.0794089;1.4173366
0.7738486;0.2722402;10.68339;8.643289;31.133022;85.84223;6.587272;4.4929557;74.60783;80.92151;88.004486;9.1315565;0.3607189;0.42477193;1.696627;0.95849985;1.756078;3.8546145
0.33956972;0.49341437;7.1151595;15.492228;58.803963;29.0285;1.5518702;5.431576;29.642807;18.410963;40.064682;61.78434;0.15095457;1.9045223;1.3293686;2.5913491;1.7060204;3.1472507
0.665081;0.63727474;1.3109303;6.9641523;73.94118;64.893036;7.9368443;4.772629;94.69519;96.5109;33.452827;43.504337;0.3793574;1.8142362;1.9267935;0.54769534;1.0946312;1.0802957
0.53336084;0.46015793;12.359083;13.027621;42.50097;18.15534;7.8021746;17.35792;43.10616;58.036457;60.112587;95.884735;0.49219066;1.7495532;1.0670843;2.4169989;1.1321017;1.5905553
0.24126364;0.80826473;15.867582;7.2253437;11.032459;87.32004;3.6626623;6.613581;47.724976;22.305428;3.2705252;18.532413;0.30776855;0.7116719;1.9509401;0.6458919;1.8962401;3.3203712
0.9464602;0.45431817;13.351164;3.7949698;92.31137;36.530296;12.979212;16.443438;48.763874;59.84181;69.35632;45.527702;0.20392798;1.506767;1.7097273;2.7533538;1.0545102;3.1266696
0.53088254;0.86294734;15.966667;15.086364;65.10259;19.509155;8.345269;6.512707;20.328783;60.85384;9.677386;96.63803;0.3330611;1.6760826;1.3851836;1.8852048;1.3621869;4.1754727
0.8271412;0.31738698;3.944731;12.196933;89.34734;2.9547114;6.670406;1.0712311;64.17112;43.654938;4.635904;83.89571;0.3464183;0.15309401;1.7946697;1.6382756;1.7101326;2.060455
0.5330508;0.815514;19.462357;16.683695;77.004944;31.569757;12.483876;1.1299158;52.63158;11.932891;25.939074;28.22835;0.2941166;1.192295;1.5552899;0.7831656;1.6675438;3.2096887
0.9498882;0.34677234;5.0153327;13.900128;77.62419;38.541687;14.730647;7.986946;98.29583;66.8555;26.314405;94.32797;0.45478317;1.1869339;1.7182701;2.3911984;1.1144149;4.3443155
0.43237627;0.6224122;6.0688124;16.526651;59.398365;4.4766483;19.8232;17.229752;77.74205;17.73577;75.47951;82.054306;0.33195958;0.14109835;1.075845;2.3596;1.2564805;3.6972299
0.5297845;0.4564195;10.7342615;3.9440136;1.6131963;55.980667;17.81662;12.24264;44.385895;26.870049;70.57199;5.970481;0.37632114;0.67120296;1.3415264;2.6593146;1.9584537;4.7425165
0.8070914;0.70986754;1.0987151;12.67709;88.38317;46.01584;1.2939942;13.910611;89.05623;79.17051;7.2867227;12.061125;0.38191932;1.6799366;1.3256891;1.7930139;1.5292006;0.22505131
0.47493386;0.37019232;9.406521;7.980193;83.2615;49.813183;3.883586;8.878855;92.551674;66.93819;40.041634;79.32038;0.27604398;1.8854859;1.579386;2.9174452;1.6048819;4.2763314
0.49148566;0.8363278;4.71878;15.183623;72.973885;14.213816;11.360705;6.230975;57.677986;15.915103;66.4293;87.69221;0.24966368;0.55170095;1.7477598;1.1073602;1.5747533;2.654579
0.99585855;0.6588671;15.231344;12.021635;87.93778;38.924576;9.802883;13.215804;96.03929;57.03869;16.433704;90.13253;0.38319215;1.8360686;1.1928606;0.72075546;1.1284509;4.8520937
0.6444916;0.9658185;15.397314;2.0294218;19.236599;96.81637;17.585796;12.009592;52.490513;27.021885;58.62476;68.64027;0.15920134;1.8700428;1.7438189;2.6925092;1.328572;4.2545066
0.75150436;0.7694163;12.698962;11.137374;28.90402;36.384155;16.477137;1.661778;22.715284;72.44067;46.097076;59.51835;0.32627216;0.9399716;1.606822;1.986056;1.8854085;1.3593807
0.7147698;0.6859164;9.012018;15.141536;16.555025;79.50317;11.047243;11.508816;52.993454;35.625843;55.800323;61.689575;0.25351033;0.21674968;1.6708987;1.6794106;1.611153;3.6966548
0.8623393;0.86332697;6.8944464;5.9929795;65.01526;13.292448;19.03283;12.984009;49.246616;20.708645;94.58206;37.64925;0.26454088;1.0804878;1.4055141;2.3885725;1.2439333;3.4943414
0.8894601;0.37574604;16.721777;13.436004;44.4008;13.1593275;7.829731;8.000007;51.738235;34.59694;59.13302;97.92318;0.43780085;0.8783866;1.1784574;1.9871643;1.4246402;4.515997
0.6506049;0.706194;10.634779;16.97759;11.161769;99.89365;13.389326;7.497114;18.37398;87.98486;94.20793;72.80747;0.17798233;1.3264546;1.448626;1.8219404;1.0978702;2.2695534
0.43564487;0.5123231;10.432869;2.2381833;57.988064;65.187935;14.224539;15.961019;21.204456;5.743129;7.7808566;25.750364;0.23817295;0.22635621;1.3164103;2.6541014;1.6463373;3.7161682
0.2182402;0.7950328;3.1552248;11.982425;34.55959;66.81861;10.661827;8.046667;40.007504;73.41874;85.76638;83.54224;0.3341142;0.7228425;1.4432398;0.8370348;1.1684607;2.6174674
0.6915226;0.21957552;5.1492777;17.864416;49.56028;43.166466;5.09892;6.4425025;75.80848;93.410095;29.57866;28.313631;0.22043547;0.2334404;1.657725;1.2426857;1.0295237;1.8983513
0.86037505;0.5421697;7.8492966;3.401978;26.876804;76.353485;3.9438796;15.9094095;23.941612;26.422867;34.259975;94.16373;0.46922776;0.14383407;1.1285748;0.5463541;1.5934161;3.1851082
0.56043184;0.7213615;14.278204;6.115706;16.953726;92.88956;4.0694346;19.712013;9.050849;17.08153;16.584053;65.78864;0.30660272;0.7568181;1.9698086;1.939862;1.6729859;3.5429802
0.3317649;0.5685115;17.060148;12.892557;45.630627;9.11832;8.370402;4.5109434;27.454659;93.88171;37.763954;33.7475;0.26371014;1.0815032;1.2805415;1.9406817;1.0833311;4.407944
0.43046567;0.39037728;19.864346;12.118494;23.388689;18.06775;13.751285;8.190171;40.294746;41.289932;54.08999;48.624527;0.3603083;1.8005961;1.8989387;0.745804;1.2940751;2.073028
0.60799116;0.5714794;9.12121;16.074526;41.096344;86.74114;6.890547;1.0498441;6.4955587;21.434332;66.51124;43.424675;0.31994602;0.23161599;1.4711705;0.741877;1.9128007;1.6111205
0.86934495;0.8797956;9.610883;12.952004;38.845257;8.835021;17.350523;10.228938;41.59163;32.236588;44.8701;78.98261;0.18952498;1.134735;1.6324891;1.0162964;1.9223696;2.4113822
0.33740252;0.3654712;15.55515;11.941055;94.10209;36.554314;12.322418;6.373848;59.11697;52.215897;96.29568;41.131626;0.21438494;1.860926;1.536478;1.6332909;1.8821057;3.3335302
0.6897199;0.49373773;7.1033125;9.585176;19.497614;9.237434;9.626865;16.686857;82.63012;42.316505;61.546852;78.26083;0.4686166;1.9461251;1.7541825;0.91466445;1.901848;3.3168387
0.8026949;0.99226844;11.269841;2.4867363;29.357792;41.389107;7.107114;18.399666;48.950794;53.480465;27.872154;52.712654;0.29528004;0.6807556;1.2074287;1.8728203;1.2589457;4.9513683
0.948838;0.93025374;13.863329;12.230678;79.39457;45.26888;3.1544995;3.207246;73.37502;39.38219;65.18563;93.330864;0.23967959;1.3663663;1.8810292;0.3879348;1.4612136;0.33804604
0.29336295;0.22717467;5.4887447;3.9758909;30.290377;18.833097;11.451338;17.412256;68.10393;53.512825;73.81536;66.10033;0.4797701;0.11408415;1.3581742;1.6980289;1.9744745;2.042016
0.9411133;0.62426555;6.312209;19.92114;48.54604;9.082836;8.18513;5.0847287;54.494442;90.3827;4.5693016;40.61777;0.34652737;1.6543417;1.4341036;2.675293;1.4069011;2.4196472
0.68117404;0.25233042;7.767622;2.4915016;76.43276;42.321346;19.29431;6.851257;56.43444;82.10923;74.70972;46.836624;0.37678492;1.9504758;1.6863073;2.8953574;1.3121948;0.47253206
0.8133613;0.9391239;11.976012;2.4386098;1.4343764;51.93451;15.106017;17.82911;29.721945;59.95341;6.7245793;68.658104;0.21049523;1.0191257;1.2186435;2.8270748;1.7778399;0.7419276
0.24301977;0.55323595;6.1378937;15.959259;95.69934;73.96611;3.569236;7.939668;15.505266;42.721416;51.198368;81.2434;0.18030098;0.34308589;1.8563116;0.28310785;1.602181;3.758839
0.60491854;0.5347496;4.955188;2.92214;46.820473;72.873604;11.565126;1.3204334;53.45768;84.96723;1.1987898;30.742958;0.2827805;0.61789465;1.9889244;2.8698566;1.2336645;0.67496717
0.6981037;0.41835684;3.840656;8.696449;76.185524;7.9218183;17.603514;1.9843171;27.772873;36.080433;16.566202;19.612825;0.26588744;0.19733895;1.2116194;1.766995;1.5361001;2.6663396
0.44546708;0.65505517;16.376888;18.622482;92.15992;44.35847;18.845455;7.4158087;37.642365;88.15357;60.86142;27.253044;0.41534963;0.16307446;1.3981806;2.5205858;1.3693515;4.535316
0.54532015;0.31599897;17.833458;15.969767;87.80362;84.53312;18.698969;17.803974;75.17874;19.648573;39.598698;41.691734;0.18942204;0.9946914;1.9116383;1.8415875;1.2341733;4.1749663
0.6434385;0.839164;18.189716;5.4240017;22.817518;60.101948;16.525208;2.6848142;67.35568;27.73495;24.788288;11.10221;0.3405892;1.1123059;1.8819612;2.1784146;1.8957822;2.163847
0.64203835;0.5929683;16.61104;5.7695675;55.96354;85.63088;6.2660584;4.7159147;15.634265;60.443153;21.74993;99.04304;0.28214598;0.60453176;1.7703882;2.9910786;1.5215651;4.9665976
0.23348922;0.6531703;3.6084952;12.253135;41.654823;95.13505;13.010223;19.379446;13.863207;70.16807;89.11108;34.630333;0.39340204;1.4696383;1.3137589;2.2798555;1.7173352;0.7079609
0.55158544;0.87264377;2.857287;10.242344;53.7039;34.093254;14.489479;8.817964;85.804726;92.07319;58.083324;98.77321;0.47661793;0.9800134;1.6346791;1.2894914;1.4607242;2.794736
0.37105453;0.34811902;10.484122;3.218181;78.18344;14.16267;16.84773;17.580282;39.459503;43.016975;81.61882;75.70486;0.16828227;0.5606687;1.6143445;0.53614753;1.2966696;0.7732504
0.93335605;0.34014645;10.907112;4.0142994;36.093433;9.308381;17.839506;8.284277;19.034868;41.71825;61.252567;14.416489;0.44012722;0.68918085;1.7764715;0.36730078;1.8357219;1.3907039
0.981264;0.53664136;14.92364;16.25503;48.24376;13.515534;11.093405;10.847824;61.692955;7.691822;11.595426;21.943945;0.4208817;0.18611056;1.7107366;2.4794047;1.8255984;1.9539758
0.43971753;0.8289026;5.2347345;7.5510244;61.18994;68.566;7.144121;18.991796;96.779785;68.1805;62.518654;47.348385;0.36992115;1.8741322;1.8700067;0.336222;1.1872697;4.2007246
0.34014833;0.24683644;18.688044;16.181232;27.785776;12.836943;10.998433;19.1712;60.807972;78.70869;30.9452;70.99931;0.16013214;0.71786124;1.7594349;2.8692105;1.1037391;3.197591
0.37560332;0.83613616;6.888666;4.6067185;61.053867;95.288345;18.519444;4.1451635;60.573742;1.9881299;67.72778;61.625942;0.3955806;1.1864024;1.6941521;2.1662123;1.5471795;1.8944411
0.5822018;0.60060525;11.97837;12.389218;15.742321;66.23931;10.997193;13.858349;88.99028;64.46453;52.201767;60.801525;0.2516092;1.4273454;1.4126016;0.8437954;1.5152645;1.3565907
0.8996045;0.6494108;17.42006;10.597066;62.542988;95.5974;3.6755333;9.060123;20.711264;30.58451;96.16078;71.05374;0.48795503;0.42861164;1.2103935;2.3548684;1.1227919;4.62565
0.600029;0.65150875;10.945514;7.201324;15.179935;56.78709;9.264431;3.8454974;56.620327;75.176216;49.68205;37.416935;0.27605304;1.2494438;1.1381923;1.7931265;1.5977801;3.969283
0.24431364;0.24493392;15.317592;12.5629635;77.79034;21.029568;15.461395;1.4896954;24.838718;8.050002;85.08134;62.463066;0.1608202;0.66347855;1.0810572;0.20535769;1.8832357;2.1107469
0.23190849;0.39981663;15.231498;3.366162;20.208094;17.649498;19.499016;10.648131;68.64655;49.66398;9.512071;93.52125;0.40741968;1.5098697;1.1475937;2.9237769;1.8117404;0.7572437
0.38191277;0.80423796;16.010405;17.2729;64.96571;77.02101;9.027968;2.7809627;57.16991;87.32479;14.093447;1.8290229;0.41339532;0.40777162;1.2881564;1.65955;1.7627469;4.517775
0.87421703;0.5298145;16.409918;15.124284;58.538586;1.0106745;16.145533;18.829023;85.736;98.144356;15.653051;70.93194;0.27190027;0.946436;1.8750644;0.84363544;1.8525416;2.782282
0.69718444;0.6484136;8.456796;6.452493;43.10781;87.653145;6.1834426;5.748873;58.57698;72.33075;88.64331;31.534779;0.42282102;1.0044625;1.2759941;2.2675924;1.1179196;2.9805825
0.6503663;0.9558949;7.9075685;12.022883;64.900475;3.9210489;7.9100037;9.356587;60.382946;9.382974;18.463806;89.30814;0.3530511;0.48833895;1.1658769;0.34347358;1.420524;0.5630516
0.45517567;0.23701741;16.266464;18.141209;84.805084;60.83904;6.6609945;14.801157;49.124065;54.69981;94.15891;90.045;0.3682557;0.17717366;1.7328997;2.9062166;1.199512;4.576095
0.94354033;0.5597443;12.014498;9.023791;12.896746;39.49773;13.8854685;10.645754;6.4530463;53.25379;76.579704;2.2107303;0.24693833;0.9158052;1.6356549;0.6003752;1.8434005;1.5460637
0.4649426;0.4890193;12.546553;7.9034905;67.96647;61.545273;18.429306;8.169788;47.607716;49.378464;36.215267;97.36184;0.18602878;0.7346318;1.8791904;2.7464445;1.1344275;0.99015546
0.8679555;0.28515953;8.826427;16.179995;41.602287;78.434326;16.55781;12.962441;5.2945952;47.52522;75.502785;1.8538508;0.15163037;1.2549955;1.542707;1.011695;1.8879963;2.013794
0.91672283;0.9606355;4.8306785;1.0225344;67.71855;12.083468;12.273597;4.756046;61.77744;3.097861;48.61308;47.198257;0.4044134;1.6491795;1.5804919;1.3201356;1.9773275;2.7196755
0.586668;0.96916765;9.681681;14.041092;87.62874;94.68328;11.1626425;10.324257;24.273596;68.98523;41.527267;16.93335;0.48667786;0.58742315;1.1544676;0.98243356;1.5821221;3.904014
0.91543144;0.44919053;19.423283;5.100315;65.63092;59.98213;17.157913;19.3;2.3142118;60.447105;87.81771;57.768707;0.3294106;0.78848493;1.7935861;0.2164291;1.7203913;0.30299973
0.42144263;0.95737326;6.5264707;14.190693;16.82293;38.81411;18.819057;15.91038;76.42424;55.24158;14.383023;47.230392;0.28087547;0.10030087;1.4077761;2.7616932;1.0661108;4.2440653
0.72674674;0.22813888;6.1681566;9.320119;42.19728;97.92902;15.805352;7.359291;33.54332;71.73425;16.503235;38.78459;0.11019693;1.4222121;1.6075332;0.13378532;1.2865187;2.6292944
