;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-]
5;1350;252;445;0.06913607;0.14767553;0.105798356;9.750589;2500;0.10638369314350124
5;1350;134;737;0.037202306;0.1475646;0.21490006;16.995268;2500;0.32001265020526787
5;1350;290;312;0.0757681;0.20575303;0.12735982;8.116192;2500;0.12292026870224118
5;1350;294;190;0.04444688;0.16323325;0.23849124;1.2714018;2500;0.3581185402721148
5;1350;47;838;0.05415453;0.12271329;0.124968395;3.4114182;2500;0.15341946587490038
5;1350;116;1044;0.07685585;0.16434307;0.17314869;3.9873865;2500;0.2247834643929162
5;1350;184;1082;0.0793298;0.1014897;0.17838669;14.888535;2500;0.2775237464298676
5;1350;34;1011;0.03790974;0.15119374;0.18456696;1.6093127;2500;0.2552299275323367
5;1350;120;641;0.11589709;0.13502216;0.17999418;16.567144;2500;0.25632483869627104
5;1350;85;948;0.09231077;0.20157214;0.16585688;14.122858;2500;0.19254004186561885
5;1350;286;1112;0.10284942;0.16037206;0.2069248;7.143448;2500;0.29482845008702374
5;1350;129;37;0.058118492;0.11050287;0.12333396;10.91741;2500;0.15701340814388293
5;1350;231;500;0.084978014;0.111905575;0.2180906;18.711273;2500;0.35469832949069846
5;1350;122;252;0.09841993;0.17103483;0.10561762;2.3251104;2500;0.09776164161220836
5;1350;48;1196;0.019974435;0.17129767;0.2263143;7.9036674;2500;0.3273632738242185
5;1350;260;1116;0.06684741;0.19416304;0.21247433;8.429039;2500;0.2854212611825366
5;1350;10;964;0.10494153;0.11582733;0.21930996;19.300161;2500;0.35400465824456
5;1350;26;362;0.0793094;0.2033519;0.1445394;19.529318;2500;0.15339195569453457
5;1350;115;1143;0.08794113;0.115931235;0.22745617;16.985765;2500;0.3716184842001754
5;1350;209;44;0.12988245;0.16030326;0.20367366;8.2579365;2500;0.2882402824149805
5;1350;109;233;0.049196426;0.16191877;0.24528119;17.898577;2500;0.37329061518624396
5;1350;29;744;0.11473164;0.14420374;0.10300167;10.197243;2500;0.10278003986132031
5;1350;102;953;0.044994414;0.13428476;0.21857835;13.237083;2500;0.33757030733945215
5;1350;81;1061;0.02529113;0.2043273;0.19349538;18.630108;2500;0.243089611333891
5;1350;11;367;0.074238084;0.12228217;0.24835564;5.713461;2500;0.4116886836757482
5;1350;165;475;0.06503462;0.08687436;0.16645621;17.354815;2500;0.2638664409443989
5;1350;43;551;0.060504124;0.15508693;0.14194831;8.585673;2500;0.16945540891011213
5;1350;93;42;0.029786758;0.1460877;0.23196182;17.553503;2500;0.35696303928504686
5;1350;195;1038;0.10168404;0.19210374;0.1488541;11.419991;2500;0.16557852036214818
5;1350;220;412;0.107241005;0.1640473;0.20541823;5.698811;2500;0.2893971143992143
5;1350;86;247;0.094437115;0.16649166;0.1497772;15.544942;2500;0.17872777268533963
5;1350;105;496;0.052825067;0.16517472;0.24185835;3.1878726;2500;0.363767675139083
5;1350;81;855;0.04671249;0.14215323;0.17891505;3.7239928;2500;0.24946925311021653
5;1350;287;1046;0.06349771;0.13515675;0.14796866;3.8151634;2500;0.19161849263859676
5;1350;65;266;0.032040447;0.14861418;0.22336286;16.966358;2500;0.33696971869306297
5;1350;63;215;0.102068625;0.13071467;0.10937111;17.553787;2500;0.1198887181337415
5;1350;139;1133;0.03828883;0.23340264;0.114063695;11.879511;2500;0.09343701344289466
5;1350;64;665;0.05247522;0.1256364;0.22550742;6.30811;2500;0.3592449306637393
5;1350;55;445;0.06686905;0.083813064;0.1485121;8.489965;2500;0.22763321743920134
5;1350;37;247;0.052639075;0.11620189;0.12648325;4.4884696;2500;0.15997736076264796
5;1350;195;1194;0.088615716;0.13052411;0.18807317;1.0724753;2500;0.27613191561002814
5;1350;187;865;0.029920904;0.1228685;0.13818657;16.953077;2500;0.17931931018350633
5;1350;198;269;0.058559418;0.15193076;0.24807748;4.697984;2500;0.38668897742830244
5;1350;234;118;0.06420672;0.102466986;0.22309014;2.5027869;2500;0.3740233347092662
5;1350;104;247;0.07566024;0.09050472;0.23337628;3.5043278;2500;0.40832920339265355
5;1350;276;304;0.09176638;0.16512525;0.22503796;18.595163;2500;0.3288700182767948
5;1350;222;142;0.059117116;0.24080747;0.2328791;7.9013524;2500;0.29997713931737635
5;1350;243;283;0.028401868;0.15077038;0.15069687;13.313669;2500;0.1883929017287322
5;1350;219;148;0.08052872;0.103909634;0.20101182;1.59444;2500;0.3244101093568916
5;1350;113;459;0.06254201;0.13192073;0.2360474;11.053206;2500;0.3768051168976885
5;1350;92;588;0.046470545;0.22129588;0.20289259;15.186737;2500;0.2525542649547276
5;1350;132;551;0.06647106;0.15941301;0.24957323;2.2461243;2500;0.3841836862272957
5;1350;38;996;0.03546488;0.20013669;0.22983004;6.6796207;2500;0.31641615199049866
5;1350;140;312;0.03295653;0.19901955;0.110640705;7.1183605;2500;0.09737245001733692
5;1350;22;1065;0.13600078;0.15460491;0.1752498;17.85845;2500;0.23447505394914508
5;1350;11;1090;0.049339335;0.10588861;0.14133106;13.638051;2500;0.19626910478029352
5;1350;280;1152;0.034661923;0.13902542;0.23125832;17.441885;2500;0.3608834772139586
5;1350;209;225;0.09381232;0.11350463;0.24058713;8.1353035;2500;0.4024858629581617
5;1350;172;302;0.1115027;0.11170194;0.1849926;12.231472;2500;0.283569035154076
5;1350;108;752;0.07580577;0.09128477;0.10872108;10.837108;2500;0.13924955328307978
5;1350;175;177;0.11331658;0.17065887;0.15200195;6.245968;2500;0.1809249133926234
5;1350;268;111;0.12202063;0.12965818;0.12828638;9.025981;2500;0.15616958054010838
5;1350;199;97;0.05186766;0.23796883;0.17939104;5.654521;2500;0.20175142136318222
5;1350;184;731;0.13131775;0.15980242;0.24772593;1.3077157;2500;0.37999541009999804
5;1350;143;967;0.055244315;0.17163563;0.15148915;19.395214;2500;0.17949973267383315
5;1350;110;318;0.03137935;0.2465719;0.21009608;19.203434;2500;0.25414132426800706
5;1350;212;1120;0.02942527;0.23108792;0.22465815;16.660063;2500;0.2891778434724206
5;1350;294;952;0.035740633;0.1683356;0.22452606;4.3167996;2500;0.32565813917738856
5;1350;133;102;0.10237336;0.14622903;0.12242901;1.3831402;2500;0.13706906090506193
5;1350;123;494;0.13434963;0.1585625;0.13561672;4.7231236;2500;0.15593184157883733
5;1350;134;90;0.04000373;0.22459762;0.13349158;17.55969;2500;0.12709306853925942
5;1350;133;1099;0.11234762;0.1440642;0.14459188;3.9106858;2500;0.18011807487782636
5;1350;297;893;0.07371349;0.109567225;0.1070209;5.436861;2500;0.12563022529887566
5;1350;214;826;0.033204667;0.24146459;0.18090703;14.133873;2500;0.20305696201856602
5;1350;114;822;0.08182815;0.12662156;0.2111395;10.0712185;2500;0.3276695379369509
5;1350;117;349;0.028101021;0.21551068;0.13912271;13.426085;2500;0.1395788700284951
5;1350;134;1120;0.051598467;0.2000606;0.19597448;11.698179;2500;0.25002116235094285
5;1350;20;1108;0.07099598;0.15629025;0.18183796;11.877026;2500;0.24662661858979693
5;1350;163;889;0.081072904;0.09376488;0.11487547;17.581924;2500;0.15013145764023475
5;1350;245;568;0.036191646;0.21842678;0.13596678;5.1373506;2500;0.13323397936481407
5;1350;201;66;0.044773903;0.14231244;0.13622266;3.6450272;2500;0.16490834696352483
5;1350;67;43;0.06278108;0.12702361;0.17330188;8.693038;2500;0.24791656722145727
5;1350;221;174;0.06694529;0.10207344;0.1941777;11.157724;2500;0.3111311802201878
5;1350;218;718;0.11327174;0.1297196;0.14520612;10.318172;2500;0.1892757708361054
5;1350;86;959;0.048194833;0.11941601;0.119068705;11.257173;2500;0.14373358710785694
5;1350;190;1138;0.088049784;0.11373275;0.14038281;10.237431;2500;0.18925586999638933
5;1350;187;218;0.098295406;0.18513294;0.10602801;10.839573;2500;0.09399177218887866
5;1350;253;337;0.039586224;0.1783737;0.21229981;18.706472;2500;0.2943857131752272
5;1350;49;74;0.09429945;0.18987624;0.20489658;1.9477546;2500;0.2729032975761455
5;1350;66;1186;0.050497208;0.17341034;0.20059915;18.891378;2500;0.2739193630369441
5;1350;150;939;0.06745116;0.10937392;0.19266704;12.15705;2500;0.3018289105483373
5;1350;22;582;0.05641274;0.20742463;0.14465417;1.908798;2500;0.152054547192517
5;1350;130;694;0.04164646;0.16137066;0.11732249;2.015684;2500;0.12147597322528145
5;1350;238;678;0.1410345;0.1539271;0.1898523;11.85885;2500;0.2642147177049153
5;1350;53;312;0.08774571;0.10157368;0.20988631;14.09245;2500;0.34581812483617613
5;1350;143;230;0.07672099;0.19660112;0.22162655;10.885337;2500;0.3021537895567973
5;1350;297;363;0.091018;0.13306105;0.20897967;9.528418;2500;0.31816275448305514
5;1350;156;304;0.13617732;0.1401425;0.19879963;6.264051;2500;0.2917051241805343
5;1350;154;673;0.024036348;0.15341909;0.22365919;12.525095;2500;0.33413456414394865
5;1350;172;376;0.0839214;0.16112885;0.21426636;18.0542;2500;0.3093725707908529
5;1350;63;877;0.033629175;0.13334867;0.24173523;9.025853;2500;0.38788945924088813
5;1350;52;685;0.113749124;0.15707825;0.10090713;14.218155;2500;0.09447326472613145
5;1350;206;643;0.026053328;0.15929472;0.12200039;1.3300577;2500;0.13067389027613158
5;1350;124;1142;0.08897882;0.1251575;0.18696271;9.548732;2500;0.2776460830564814
5;1350;94;393;0.04477188;0.20362444;0.16015887;15.47269;2500;0.1812372554639902
5;1350;19;765;0.06261889;0.1591133;0.15107581;16.996294;2500;0.1848205080497604
5;1350;255;10;0.11354565;0.15328889;0.21188621;11.204249;2500;0.30975567277449895
5;1350;19;886;0.03215595;0.2210696;0.1803455;11.763776;2500;0.21059710210226665
5;1350;227;608;0.079908594;0.08965226;0.1789731;3.6303275;2500;0.2887221589748001
5;1350;120;257;0.0497295;0.21628994;0.107475266;6.6142955;2500;0.08759953796215378
5;1350;183;11;0.06411889;0.14940345;0.16919447;13.68056;2500;0.22547317426512772
5;1350;81;851;0.09438618;0.14527749;0.19120319;15.570424;2500;0.27253622616996614
5;1350;55;798;0.027263192;0.15522279;0.14201263;2.556403;2500;0.16951094167228797
5;1350;164;801;0.07332442;0.14013933;0.13584734;19.257942;2500;0.16529796331880486
5;1350;211;530;0.083469555;0.1891046;0.1825919;19.117777;2500;0.22993877241783323
5;1350;66;770;0.09660211;0.19233711;0.2367938;4.564336;2500;0.33517389481536625
5;1350;136;689;0.10614306;0.18466134;0.11745592;1.8588711;2500;0.1132258871179825
5;1350;138;294;0.06840763;0.18660569;0.14636694;7.4797096;2500;0.16337444762726733
5;1350;72;627;0.03552437;0.1263122;0.108720794;19.21521;2500;0.12068229852143167
5;1350;173;622;0.037553485;0.1788415;0.1488075;9.417237;2500;0.17120639535084065
5;1350;52;990;0.08511843;0.09384225;0.20422615;6.9601607;2500;0.3403592772617378
5;1350;157;525;0.06634711;0.18829508;0.14780083;17.99904;2500;0.165265249284144
5;1350;42;528;0.0370866;0.13711907;0.15977532;3.5511687;2500;0.21395647627542852
5;1350;150;1181;0.035898544;0.2607379;0.24032441;18.88072;2500;0.3041923517770139
5;1350;100;1074;0.071758606;0.10742175;0.1520622;16.370964;2500;0.21740389556942613
5;1350;141;298;0.049124606;0.10878245;0.18093283;8.287981;2500;0.27719056264075065
5;1350;135;1093;0.04877629;0.22775573;0.24004394;15.960039;2500;0.32081558063511934
5;1350;273;174;0.08247873;0.09786196;0.17627689;15.366225;2500;0.2759353113545701
5;1350;152;1025;0.07273239;0.080869526;0.12552312;12.017402;2500;0.1809457818325494
5;1350;247;228;0.10502248;0.12718916;0.12146245;15.847494;2500;0.1443250781156339
5;1350;75;516;0.095819496;0.19956557;0.23483428;10.501797;2500;0.32677294917992616
5;1350;112;1180;0.047400337;0.1427243;0.23284529;17.00586;2500;0.36139876458408965
5;1350;31;125;0.034813978;0.17649448;0.13765424;16.072428;2500;0.1518219314832103
5;1350;132;1009;0.04656028;0.13901477;0.1934813;18.220274;2500;0.2814520899444157
5;1350;203;598;0.08059493;0.15310282;0.12497926;16.153164;2500;0.13872087742820552
5;1350;253;142;0.03782278;0.1605956;0.13472416;18.49798;2500;0.1533543320411362
5;1350;174;1143;0.06817045;0.17053409;0.23809935;4.3852935;2500;0.3521853364859207
5;1350;195;663;0.072992906;0.14871024;0.1602649;6.2689295;2500;0.20819367356321253
5;1350;61;1057;0.11358623;0.17575103;0.1312778;9.596883;2500;0.14064612396164616
5;1350;20;1044;0.034203738;0.21629888;0.17861839;5.6135387;2500;0.20952156454030138
5;1350;239;27;0.11276707;0.13962203;0.2276508;18.037357;2500;0.35274562624800393
5;1350;58;325;0.06297337;0.15999666;0.2249427;4.4155345;2500;0.3321872339023303
5;1350;36;410;0.065047614;0.13042414;0.19930273;9.718905;2500;0.2997178612176916
5;1350;281;646;0.09384195;0.103252545;0.2220172;10.911083;2500;0.3709438309738549
5;1350;289;95;0.037718188;0.18788053;0.2169328;17.588037;2500;0.29794125215766964
5;1350;188;472;0.0811324;0.09765428;0.24454786;5.923733;2500;0.4262115756231348
5;1350;119;979;0.07164392;0.098220095;0.19837603;19.422396;2500;0.3235965570856222
5;1350;251;216;0.10243558;0.103419185;0.18968502;6.547172;2500;0.30027836716341594
5;1350;69;844;0.04361661;0.1259547;0.23584995;4.0968485;2500;0.38131592645827145
5;1350;134;557;0.027828535;0.15678571;0.15423208;5.818062;2500;0.1920696173483966
5;1350;113;94;0.024331;0.20592256;0.17393278;17.740492;2500;0.2055087592488687
5;1350;274;221;0.11198073;0.1565335;0.22887006;3.8958268;2500;0.342798326150014
5;1350;276;177;0.028409522;0.1553062;0.24684504;1.6064922;2500;0.38150206621322447
5;1350;198;747;0.059771232;0.20897846;0.16319019;6.5402327;2500;0.1844842013416488
5;1350;42;113;0.07539269;0.076938555;0.18846913;11.346496;2500;0.32140250519244196
5;1350;149;989;0.08292776;0.21662568;0.22565827;7.7763867;2500;0.2987870192482143
5;1350;81;969;0.04379758;0.18374325;0.17781301;4.0536075;2500;0.2235122524330816
5;1350;266;105;0.08883958;0.13254353;0.16068041;7.919529;2500;0.21856563461639333
5;1350;50;1066;0.05165121;0.19593216;0.10972978;14.158845;2500;0.09680228146959492
5;1350;25;1151;0.06912868;0.15214771;0.13180842;9.285977;2500;0.15179204362344317
5;1350;214;61;0.034411952;0.17679138;0.14971437;11.881739;2500;0.17380602065021863
5;1350;141;1140;0.058472406;0.14717509;0.16024676;18.993996;2500;0.2090253987161713
5;1350;253;342;0.042557154;0.2541178;0.21643128;15.216544;2500;0.26246776692337304
5;1350;31;801;0.11426925;0.16495527;0.12502173;16.27281;2500;0.13379400797347069
5;1350;242;218;0.055451483;0.1699101;0.110859014;6.47224;2500;0.1070455312710598
5;1350;20;982;0.062674865;0.21279304;0.1881667;10.716321;2500;0.22887674370265496
5;1350;18;1011;0.085753255;0.086610146;0.10121543;7.5473733;2500;0.12701619483283186
5;1350;143;1174;0.099080734;0.130336;0.23962964;10.206023;2500;0.3858342441720799
5;1350;74;1191;0.06994976;0.14757593;0.13840261;3.125641;2500;0.16642416235953478
5;1350;182;100;0.09493142;0.1038009;0.22504723;10.850949;2500;0.377114161760633
5;1350;17;792;0.053109944;0.23465605;0.15692948;10.990485;2500;0.16344046171926252
5;1350;20;334;0.09054189;0.18433212;0.2498276;11.924568;2500;0.36701697699785135
5;1350;220;159;0.13491382;0.15114906;0.1751905;5.4575877;2500;0.23640297717772013
5;1350;70;187;0.080423884;0.16485865;0.2444293;5.20758;2500;0.3693712912469718
5;1350;200;1124;0.046075042;0.16035813;0.17033173;7.9867716;2500;0.2214676828175731
5;1350;227;823;0.11190784;0.15161404;0.2071375;11.216273;2500;0.30108303449448265
5;1350;27;70;0.025861325;0.14042373;0.1095456;7.3987575;2500;0.11600061143525117
5;1350;233;1181;0.044696312;0.23326564;0.16674516;14.416664;2500;0.18110169499683554
5;1350;87;971;0.06056166;0.09375524;0.14061801;12.117339;2500;0.20323002903315618
5;1350;122;377;0.034836788;0.23789507;0.21897644;3.1441298;2500;0.274912553919229
5;1350;35;570;0.030735416;0.22485565;0.17986535;5.2541046;2500;0.20807732837377702
5;1350;253;874;0.041083373;0.122185685;0.19600117;12.487558;2500;0.29890478362249334
5;1350;172;814;0.04458884;0.12746084;0.13807285;11.107116;2500;0.1764583791058651
5;1350;156;561;0.06271284;0.15514587;0.11752478;7.444742;2500;0.12431841414183172
5;1350;290;619;0.07726967;0.11771156;0.20208457;4.2657714;2500;0.31534179348656116
5;1350;107;61;0.091742285;0.18835162;0.16634066;18.488205;2500;0.19946967657160222
5;1350;268;605;0.06896119;0.10996385;0.16255458;9.539348;2500;0.23748320164321962
5;1350;218;414;0.025498474;0.18706353;0.24459091;5.038373;2500;0.35443758871912656
5;1350;279;349;0.042783152;0.1462875;0.11773915;14.697009;2500;0.12842049955578924
5;1350;273;330;0.082266726;0.0868106;0.19657537;5.862483;2500;0.3299765984289538
5;1350;297;782;0.051228534;0.13773267;0.10903769;6.047152;2500;0.11621381447768134
5;1350;48;520;0.052729707;0.22626837;0.20273767;16.714062;2500;0.24985948395460186
5;1350;240;516;0.12784794;0.12947707;0.18394645;18.249115;2500;0.2682782927134484
5;1350;243;199;0.075955294;0.21118069;0.20903628;9.893633;2500;0.26941507147129756
5;1350;196;1154;0.061448522;0.14934337;0.21262349;13.013504;2500;0.3140151657668414
5;1350;90;276;0.035262246;0.15079966;0.11980664;7.8591137;2500;0.1302570952090032
5;1350;289;493;0.055812366;0.09813528;0.14120425;13.038869;2500;0.20132269304281636
5;1350;69;236;0.04101787;0.18325582;0.13785921;14.832292;2500;0.14940968555142534
5;1350;154;846;0.053645216;0.10231403;0.19120407;14.699161;2500;0.30448395351292645
5;1350;161;528;0.060704764;0.08993649;0.13875389;1.7733902;2500;0.20211026107808797
5;1350;56;502;0.08688511;0.1538211;0.177382;2.873621;2500;0.239190419758685
5;1350;219;1051;0.023789166;0.15093473;0.16631964;14.451212;2500;0.21888057272146827
5;1350;35;913;0.03086248;0.20310436;0.18784797;11.1049385;2500;0.2329459472489581
5;1350;210;628;0.10313039;0.132898;0.15270391;18.923256;2500;0.20233719474827502
5;1350;256;567;0.11941646;0.13915943;0.23874243;2.967655;2500;0.37676183209797565
5;1350;111;1152;0.032005075;0.17546423;0.24475133;19.803822;2500;0.3625715422983698
5;1350;215;1148;0.06399042;0.19178292;0.15263163;3.5370572;2500;0.17257185375816556
5;1350;55;848;0.07409545;0.13079938;0.2371388;1.5972763;2500;0.38007529330766593
5;1350;255;914;0.07149762;0.09317044;0.21895504;18.080826;2500;0.3735672638660376
5;1350;286;1079;0.091095544;0.10540297;0.13391727;10.576816;2500;0.18141360575656726
5;1350;54;1157;0.057351705;0.0937834;0.18442145;6.446979;2500;0.29701502884991177
5;1350;210;107;0.034877464;0.18449172;0.15664335;11.864222;2500;0.18316407103263202
5;1350;156;1196;0.10633485;0.15471181;0.22014044;8.173044;2500;0.3258913477749484
5;1350;164;846;0.11875978;0.14895238;0.2340872;19.78366;2500;0.35930257296793666
5;1350;214;715;0.044452026;0.14036249;0.19336186;15.70569;2500;0.2802811296296551
5;1350;151;501;0.049366035;0.11648043;0.19451982;13.462852;2500;0.3001503138272587
5;1350;184;410;0.02961555;0.14819896;0.20818786;7.1197686;2500;0.30559858903123366
5;1350;76;967;0.06600045;0.23155649;0.17426078;1.4910442;2500;0.1951458006447181
5;1350;119;788;0.08815753;0.10865789;0.17059885;16.14998;2500;0.25535708877363805
5;1350;260;248;0.029058544;0.18533412;0.18448056;1.9082996;2500;0.23553108446340237
5;1350;41;735;0.06533936;0.09600464;0.22275428;3.149572;2500;0.3793020455429113
5;1350;183;177;0.037322253;0.23107728;0.19711484;12.1909275;2500;0.23709485192968066
5;1350;63;601;0.047158826;0.17011473;0.121597424;15.381527;2500;0.12565583700673685
5;1350;255;704;0.05430981;0.10879988;0.12106116;8.769943;2500;0.1534909520766234
5;1350;177;766;0.022386955;0.19855434;0.16238472;12.191969;2500;0.1874850307750355
5;1350;126;182;0.095125034;0.16186616;0.19886383;19.49925;2500;0.2774826408772578
5;1350;82;123;0.050041616;0.17091405;0.15866625;6.344556;2500;0.19339659438569828
5;1350;136;317;0.11794909;0.17734581;0.15726168;1.8354561;2500;0.1876335836967852
5;1350;287;732;0.13759387;0.1431557;0.23431738;5.215599;2500;0.3641956295843795
5;1350;157;1118;0.060576137;0.16664492;0.23023354;9.482953;2500;0.33857027603371576
5;1350;146;937;0.032600053;0.2584761;0.1713493;15.7699175;2500;0.17982795268195556
5;1350;226;897;0.11943112;0.15227705;0.2077426;8.96583;2500;0.30188241093796747
5;1350;119;402;0.04306589;0.16217461;0.1678143;12.189375;2500;0.21554372284030862
5;1350;133;142;0.04236679;0.2233447;0.19047081;11.750363;2500;0.2282798744067347
5;1350;107;1071;0.10202559;0.12385225;0.1411767;10.268727;2500;0.1846934488091968
5;1350;53;606;0.044560026;0.18630673;0.17463028;4.0213165;2500;0.2161307206511763
5;1350;217;129;0.07803389;0.15005927;0.19638085;2.292382;2500;0.2799988710526911
5;1350;263;646;0.05454147;0.2160103;0.16626674;4.856504;2500;0.18712092960710036
5;1350;272;813;0.11079285;0.1769933;0.21390794;6.1337476;2500;0.2984724267470377
5;1350;265;390;0.07115472;0.12677294;0.14009829;4.5637836;2500;0.18085148520769023
5;1350;141;21;0.07478966;0.1714985;0.101931505;4.6566086;2500;0.09145038294680224
5;1350;92;749;0.07865458;0.16560675;0.23713768;12.559437;2500;0.35361718186894825
5;1350;194;57;0.054047752;0.22907685;0.15415505;9.635561;2500;0.160646700189629
5;1350;286;525;0.02361214;0.19346961;0.13781354;5.753919;2500;0.14531320574544043
5;1350;220;991;0.07503074;0.10349334;0.17140864;5.480078;2500;0.26101373424414537
5;1350;153;1198;0.08224063;0.09822224;0.1374055;3.7214668;2500;0.19336731320810854
5;1350;209;450;0.06483449;0.09285699;0.20998655;14.144245;2500;0.3539877856792094
5;1350;234;33;0.06326492;0.101844355;0.14601947;10.042774;2500;0.2087398690335932
5;1350;276;596;0.05636291;0.13882002;0.24875364;13.62637;2500;0.39852699355559995
5;1350;231;338;0.05516584;0.1102186;0.14143424;8.1908455;2500;0.19363501309762038
5;1350;135;1072;0.105712235;0.1749515;0.15428118;2.61517;2500;0.18317232954320797
5;1350;89;856;0.022573674;0.18172911;0.1807572;16.637693;2500;0.2302284722858972
5;1350;154;491;0.055313766;0.14995633;0.100499995;1.790007;2500;0.0962746526007159
5;1350;105;916;0.050055873;0.21357007;0.10062055;7.9822335;2500;0.07773762314145122
5;1350;283;416;0.04797634;0.14722429;0.13506626;12.117501;2500;0.16025997264766506
5;1350;157;630;0.10283187;0.15444547;0.112249784;13.625407;2500;0.11518008564375115
5;1350;146;1108;0.06707096;0.20629248;0.21401012;10.153251;2500;0.28167932394805856
5;1350;110;248;0.08072069;0.12330601;0.23077261;16.179176;2500;0.3725448090244017
5;1350;195;382;0.10833823;0.11333357;0.16198659;10.112169;2500;0.23390572925529735
5;1350;160;1063;0.093088835;0.10524551;0.17747775;16.880543;2500;0.2725870155975112
5;1350;47;559;0.09202676;0.12144787;0.19191153;5.6902723;2500;0.29080414528430515
5;1350;262;388;0.10461298;0.1324991;0.114232145;9.978205;2500;0.1280993725669662
5;1350;114;54;0.052144594;0.15030137;0.17047247;1.587805;2500;0.2274903191419607
5;1350;135;508;0.08623003;0.13338992;0.24390613;11.985058;2500;0.3925392177121797
5;1350;69;605;0.082323454;0.14211011;0.13118245;8.648578;2500;0.15540267416390097
5;1350;170;493;0.07578616;0.07788941;0.11260885;13.942578;2500;0.15602281435895785
5;1350;213;340;0.057593536;0.116953805;0.14208566;15.10434;2500;0.19068894711972378
5;1350;265;449;0.06286644;0.16833971;0.18218872;9.227185;2500;0.24031384412968682
5;1350;24;774;0.06540893;0.08498867;0.23027353;12.560193;2500;0.4069503805735197
5;1350;292;1070;0.10220798;0.15342104;0.15322085;14.908609;2500;0.19187847516395568
5;1350;214;783;0.042857148;0.2429626;0.15172118;16.898792;2500;0.15167107232430763
5;1350;92;778;0.08909143;0.17409396;0.15145987;2.9974275;2500;0.17829377706169008
5;1350;69;982;0.0664151;0.13070758;0.2261379;11.410287;2500;0.3565011716975198
5;1350;95;206;0.076692946;0.14078319;0.17039625;18.571646;2500;0.2330732853552194
5;1350;263;368;0.11800955;0.12959796;0.14970663;6.3965697;2500;0.19831235353992982
5;1350;94;70;0.085907534;0.16615802;0.1265425;12.943586;2500;0.13603739414924695
5;1350;144;426;0.13289003;0.1637345;0.118840195;6.3639874;2500;0.12324576449044083
5;1350;214;1198;0.054498054;0.16944908;0.24612051;16.27309;2500;0.36962492901527955
5;1350;262;401;0.023044841;0.16438538;0.17296362;15.124019;2500;0.2243976656628306
5;1350;200;1033;0.051100403;0.15322837;0.110830575;19.040672;2500;0.11313816224983456
5;1350;228;112;0.09027824;0.1980882;0.23595418;14.280212;2500;0.3299205919164513
5;1350;60;557;0.10612495;0.1387815;0.24311224;10.293282;2500;0.3864304483401739
5;1350;264;428;0.09863927;0.18099844;0.1355765;11.281218;2500;0.14623050938569024
5;1350;89;249;0.07160494;0.18700789;0.14741051;15.808884;2500;0.16509993110991047
5;1350;47;453;0.08394816;0.21086639;0.24407327;15.019806;2500;0.3384876085591699
5;1350;293;785;0.112291165;0.11289334;0.10236419;3.2383916;2500;0.11508902655312124
5;1350;68;593;0.045785006;0.2467008;0.14864701;6.683444;2500;0.14528889559318323
5;1350;49;1014;0.0515432;0.23134032;0.16451532;13.967348;2500;0.17790628578945059
5;1350;191;1086;0.096793585;0.17967059;0.21555822;2.9167612;2500;0.3001495005821346
5;1350;102;583;0.11069184;0.18017216;0.15516278;13.537536;2500;0.18238792836428164
5;1350;48;1178;0.0590364;0.16979425;0.1507616;17.405363;2500;0.17900479972675715
5;1350;184;95;0.029502451;0.23192193;0.20940997;7.9871163;2500;0.2597217394902509
5;1350;230;338;0.07204427;0.1612561;0.2273959;5.1420546;2500;0.3364050032780293
5;1350;240;505;0.042029195;0.22440995;0.1139899;17.22633;2500;0.09564640987340865
5;1350;55;703;0.03238761;0.23217526;0.121370696;10.1490555;2500;0.10519017336788228
5;1350;171;659;0.06274967;0.20101096;0.19896558;16.812862;2500;0.25529309758320634
5;1350;245;685;0.03305312;0.18121424;0.14715117;2.4838455;2500;0.1671141973161034
5;1350;56;1076;0.074258216;0.19518498;0.20026536;5.023929;2500;0.26090753951964885
5;1350;70;340;0.113906026;0.16756737;0.12609069;1.0197723;2500;0.13465283415054227
5;1350;10;982;0.029162584;0.21627566;0.22060344;9.514806;2500;0.28912493798489813
5;1350;162;674;0.06544991;0.15274803;0.14821273;17.759874;2500;0.18257398109892622
5;1350;66;593;0.083060406;0.19492684;0.15027313;13.260271;2500;0.16697089544512
5;1350;220;366;0.0268662;0.23990136;0.12683049;1.3389599;2500;0.11173433338198256
5;1350;289;371;0.08714003;0.13329999;0.1317046;1.470145;2500;0.16086364989657026
5;1350;70;472;0.032204293;0.20477606;0.18975937;14.68595;2500;0.2357515797401173
5;1350;198;918;0.11956432;0.13330945;0.18724084;2.763197;2500;0.2724542321726177
5;1350;71;577;0.090092;0.16315624;0.22366026;5.1847596;2500;0.32736224401733593
5;1350;15;193;0.042305816;0.15434976;0.194542;14.270215;2500;0.27346583544974484
5;1350;229;914;0.09115656;0.10274718;0.16417696;5.7276406;2500;0.24622566601791765
5;1350;135;799;0.073658675;0.20944336;0.220514;10.313634;2500;0.29266835381433176
5;1350;284;1139;0.05930282;0.23124884;0.10248875;8.510803;2500;0.07642159699998764
5;1350;164;640;0.053376686;0.1569331;0.20526898;7.531753;2500;0.29368864845250403
5;1350;55;788;0.098912425;0.1880941;0.18147817;5.799167;2500;0.22831879373225053
5;1350;140;580;0.0859117;0.13469215;0.13313398;8.742759;2500;0.16289482057739954
