[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
1350;199;718;0.11348542;0.06805647;0.12958302;42.88126;2500;0.7167685;0.74975586
1350;199;718;0.11348542;0.06805647;0.16148713;5.28849;2500;0.7167685;0.74975586
1350;199;718;0.11348542;0.06805647;0.16148713;42.88126;2500;0.7167685;0.6469857
1350;199;718;0.11348542;0.06805647;0.16148713;42.88126;2500;0.89313245;0.74975586
1350;94;1021;0.14920413;0.12827471;0.12958302;5.28849;2500;0.89313245;0.6469857
1350;99;315;0.10791873;0.19793442;0.19077611;17.423576;2500;1.3036684;1.0722549
1350;202;315;0.10791873;0.19793442;0.19077611;17.423576;2500;1.3036684;1.0722549
1350;99;154;0.10791873;0.19793442;0.19077611;17.423576;2500;1.3036684;1.0722549
1350;99;315;0.06735326;0.12353303;0.19077611;17.423576;2500;1.3036684;1.0722549
1350;99;315;0.048708953;0.2571442;0.19077611;17.423576;2500;1.3036684;1.0722549
1350;99;315;0.10791873;0.19793442;0.17813134;17.423576;2500;1.3036684;1.0722549
1350;99;315;0.10791873;0.19793442;0.19077611;34.472694;2500;1.3036684;1.0722549
1350;99;315;0.10791873;0.19793442;0.19077611;17.423576;2500;1.3036684;1.4135306
1350;99;315;0.10791873;0.19793442;0.19077611;17.423576;2500;1.025524;1.0722549
1350;202;154;0.030399792;0.16048652;0.17813134;34.472694;2500;1.025524;1.4135306
1350;50;1005;0.089322194;0.13229299;0.23053499;3.863347;2500;1.1716648;0.76856565
1350;232;1005;0.089322194;0.13229299;0.23053499;3.863347;2500;1.1716648;0.76856565
1350;50;350;0.089322194;0.13229299;0.23053499;3.863347;2500;1.1716648;0.76856565
1350;50;1005;0.09944743;0.14728923;0.23053499;3.863347;2500;1.1716648;0.76856565
1350;50;1005;0.06515743;0.15645775;0.23053499;3.863347;2500;1.1716648;0.76856565
1350;50;1005;0.089322194;0.13229299;0.17445576;3.863347;2500;1.1716648;0.76856565
1350;50;1005;0.089322194;0.13229299;0.23053499;17.239988;2500;1.1716648;0.76856565
1350;50;1005;0.089322194;0.13229299;0.23053499;3.863347;2500;1.1716648;1.0753958
1350;50;1005;0.089322194;0.13229299;0.23053499;3.863347;2500;0.74077153;0.76856565
1350;232;350;0.072543435;0.17419323;0.17445576;17.239988;2500;0.74077153;1.0753958
1350;240;19;0.036355127;0.2546866;0.1262827;28.346186;2500;0.81715655;1.4113777
1350;50;19;0.036355127;0.2546866;0.1262827;28.346186;2500;0.81715655;1.4113777
1350;240;681;0.036355127;0.2546866;0.1262827;28.346186;2500;0.81715655;1.4113777
1350;240;19;0.041833412;0.29306483;0.1262827;28.346186;2500;0.81715655;1.4113777
1350;240;19;0.19370666;0.09733508;0.1262827;28.346186;2500;0.81715655;1.4113777
1350;240;19;0.036355127;0.2546866;0.21731372;28.346186;2500;0.81715655;1.4113777
1350;240;19;0.036355127;0.2546866;0.1262827;47.52232;2500;0.81715655;1.4113777
1350;240;19;0.036355127;0.2546866;0.1262827;28.346186;2500;0.81715655;0.87183934
1350;240;19;0.036355127;0.2546866;0.1262827;28.346186;2500;1.373289;1.4113777
1350;50;681;0.22289595;0.11200231;0.21731372;47.52232;2500;1.373289;0.87183934
1350;286;1186;0.06413108;0.27583468;0.111678675;45.299423;2500;1.001784;0.9871741
1350;266;1186;0.06413108;0.27583468;0.111678675;45.299423;2500;1.001784;0.9871741
1350;286;242;0.06413108;0.27583468;0.111678675;45.299423;2500;1.001784;0.9871741
1350;286;1186;0.040959585;0.1761716;0.111678675;45.299423;2500;1.001784;0.9871741
1350;286;1186;0.19701202;0.14295374;0.111678675;45.299423;2500;1.001784;0.9871741
1350;286;1186;0.06413108;0.27583468;0.1532398;45.299423;2500;1.001784;0.9871741
1350;286;1186;0.06413108;0.27583468;0.111678675;27.478378;2500;1.001784;0.9871741
1350;286;1186;0.06413108;0.27583468;0.111678675;45.299423;2500;1.001784;0.9556533
1350;286;1186;0.06413108;0.27583468;0.111678675;45.299423;2500;1.4210367;0.9871741
1350;266;242;0.12582871;0.09130247;0.1532398;27.478378;2500;1.4210367;0.9556533
1350;42;209;0.08738608;0.08450619;0.232392;19.789228;2500;0.9793701;1.3170131
1350;12;209;0.08738608;0.08450619;0.232392;19.789228;2500;0.9793701;1.3170131
1350;42;1155;0.08738608;0.08450619;0.232392;19.789228;2500;0.9793701;1.3170131
1350;42;209;0.15353754;0.14847758;0.232392;19.789228;2500;0.9793701;1.3170131
1350;42;209;0.061957464;0.1099348;0.232392;19.789228;2500;0.9793701;1.3170131
1350;42;209;0.08738608;0.08450619;0.23943894;19.789228;2500;0.9793701;1.3170131
1350;42;209;0.08738608;0.08450619;0.232392;7.7915406;2500;0.9793701;1.3170131
1350;42;209;0.08738608;0.08450619;0.232392;19.789228;2500;0.9793701;1.2220504
1350;42;209;0.08738608;0.08450619;0.232392;19.789228;2500;0.53866416;1.3170131
1350;12;1155;0.108859405;0.1931557;0.23943894;7.7915406;2500;0.53866416;1.2220504
1350;137;889;0.065345384;0.18529704;0.19717813;9.356809;2500;0.6131735;0.52966636
1350;132;889;0.065345384;0.18529704;0.19717813;9.356809;2500;0.6131735;0.52966636
1350;137;759;0.065345384;0.18529704;0.19717813;9.356809;2500;0.6131735;0.52966636
1350;137;889;0.06784117;0.19237424;0.19717813;9.356809;2500;0.6131735;0.52966636
1350;137;889;0.04654271;0.2040997;0.19717813;9.356809;2500;0.6131735;0.52966636
1350;137;889;0.065345384;0.18529704;0.1138884;9.356809;2500;0.6131735;0.52966636
1350;137;889;0.065345384;0.18529704;0.19717813;40.552673;2500;0.6131735;0.52966636
1350;137;889;0.065345384;0.18529704;0.19717813;9.356809;2500;0.6131735;1.2589157
1350;137;889;0.065345384;0.18529704;0.19717813;9.356809;2500;1.1984625;0.52966636
1350;132;759;0.048320353;0.21189505;0.1138884;40.552673;2500;1.1984625;1.2589157
1350;183;514;0.13922033;0.09823333;0.15142812;33.88606;2500;1.3993515;1.1641923
1350;169;514;0.13922033;0.09823333;0.15142812;33.88606;2500;1.3993515;1.1641923
1350;183;494;0.13922033;0.09823333;0.15142812;33.88606;2500;1.3993515;1.1641923
1350;183;514;0.10004607;0.07059212;0.15142812;33.88606;2500;1.3993515;1.1641923
1350;183;514;0.0989329;0.13852076;0.15142812;33.88606;2500;1.3993515;1.1641923
1350;183;514;0.13922033;0.09823333;0.19409548;33.88606;2500;1.3993515;1.1641923
1350;183;514;0.13922033;0.09823333;0.15142812;19.718323;2500;1.3993515;1.1641923
1350;183;514;0.13922033;0.09823333;0.15142812;33.88606;2500;1.3993515;0.55550706
1350;183;514;0.13922033;0.09823333;0.15142812;33.88606;2500;0.8159564;1.1641923
1350;169;494;0.07109485;0.09954334;0.19409548;19.718323;2500;0.8159564;0.55550706
1350;169;917;0.14208627;0.12721327;0.17965843;27.567911;2500;1.0902611;0.89873564
1350;292;917;0.14208627;0.12721327;0.17965843;27.567911;2500;1.0902611;0.89873564
1350;169;702;0.14208627;0.12721327;0.17965843;27.567911;2500;1.0902611;0.89873564
1350;169;917;0.083531216;0.07478751;0.17965843;27.567911;2500;1.0902611;0.89873564
1350;169;917;0.13083085;0.13846868;0.17965843;27.567911;2500;1.0902611;0.89873564
1350;169;917;0.14208627;0.12721327;0.24884158;27.567911;2500;1.0902611;0.89873564
1350;169;917;0.14208627;0.12721327;0.17965843;42.836052;2500;1.0902611;0.89873564
1350;169;917;0.14208627;0.12721327;0.17965843;27.567911;2500;1.0902611;1.0492362
1350;169;917;0.14208627;0.12721327;0.17965843;27.567911;2500;1.4470783;0.89873564
1350;292;702;0.076914266;0.08140446;0.24884158;42.836052;2500;1.4470783;1.0492362
1350;123;116;0.059498772;0.18392852;0.1691035;3.0798151;2500;0.9290819;1.2949713
1350;39;116;0.059498772;0.18392852;0.1691035;3.0798151;2500;0.9290819;1.2949713
1350;123;399;0.059498772;0.18392852;0.1691035;3.0798151;2500;0.9290819;1.2949713
1350;123;116;0.06680722;0.20652111;0.1691035;3.0798151;2500;0.9290819;1.2949713
1350;123;116;0.028381204;0.21504608;0.1691035;3.0798151;2500;0.9290819;1.2949713
1350;123;116;0.059498772;0.18392852;0.14284895;3.0798151;2500;0.9290819;1.2949713
1350;123;116;0.059498772;0.18392852;0.1691035;21.907925;2500;0.9290819;1.2949713
1350;123;116;0.059498772;0.18392852;0.1691035;3.0798151;2500;0.9290819;0.7535289
1350;123;116;0.059498772;0.18392852;0.1691035;3.0798151;2500;0.5639546;1.2949713
1350;39;399;0.03186737;0.24146096;0.14284895;21.907925;2500;0.5639546;0.7535289
1350;19;621;0.20173568;0.13205773;0.12916173;13.519867;2500;0.54527664;0.61420906
1350;144;621;0.20173568;0.13205773;0.12916173;13.519867;2500;0.54527664;0.61420906
1350;19;40;0.20173568;0.13205773;0.12916173;13.519867;2500;0.54527664;0.61420906
1350;19;621;0.18997876;0.12436156;0.12916173;13.519867;2500;0.54527664;0.61420906
1350;19;621;0.09331144;0.24048197;0.12916173;13.519867;2500;0.54527664;0.61420906
1350;19;621;0.20173568;0.13205773;0.2051274;13.519867;2500;0.54527664;0.61420906
1350;19;621;0.20173568;0.13205773;0.12916173;29.767857;2500;0.54527664;0.61420906
1350;19;621;0.20173568;0.13205773;0.12916173;13.519867;2500;0.54527664;0.7283823
1350;19;621;0.20173568;0.13205773;0.12916173;13.519867;2500;1.1697518;0.61420906
1350;144;40;0.087873355;0.22646697;0.2051274;29.767857;2500;1.1697518;0.7283823
1350;264;404;0.04873825;0.10468954;0.21475334;38.973648;2500;1.4426931;1.1901318
1350;182;404;0.04873825;0.10468954;0.21475334;38.973648;2500;1.4426931;1.1901318
1350;264;917;0.04873825;0.10468954;0.21475334;38.973648;2500;1.4426931;1.1901318
1350;264;404;0.06480712;0.1392054;0.21475334;38.973648;2500;1.4426931;1.1901318
1350;264;404;0.10131276;0.052115038;0.21475334;38.973648;2500;1.4426931;1.1901318
1350;264;404;0.04873825;0.10468954;0.102526315;38.973648;2500;1.4426931;1.1901318
1350;264;404;0.04873825;0.10468954;0.21475334;9.987248;2500;1.4426931;1.1901318
1350;264;404;0.04873825;0.10468954;0.21475334;38.973648;2500;1.4426931;1.4611012
1350;264;404;0.04873825;0.10468954;0.21475334;38.973648;2500;0.7865021;1.1901318
1350;182;917;0.13471529;0.069297224;0.102526315;9.987248;2500;0.7865021;1.4611012
1350;262;792;0.075326286;0.12764095;0.24819888;34.66587;2500;0.6252682;0.64567596
1350;102;792;0.075326286;0.12764095;0.24819888;34.66587;2500;0.6252682;0.64567596
1350;262;590;0.075326286;0.12764095;0.24819888;34.66587;2500;0.6252682;0.64567596
1350;262;792;0.12884757;0.21833315;0.24819888;34.66587;2500;0.6252682;0.64567596
1350;262;792;0.12057107;0.08239617;0.24819888;34.66587;2500;0.6252682;0.64567596
1350;262;792;0.075326286;0.12764095;0.18826649;34.66587;2500;0.6252682;0.64567596
1350;262;792;0.075326286;0.12764095;0.24819888;15.035942;2500;0.6252682;0.64567596
1350;262;792;0.075326286;0.12764095;0.24819888;34.66587;2500;0.6252682;1.3657202
1350;262;792;0.075326286;0.12764095;0.24819888;34.66587;2500;0.98875254;0.64567596
1350;102;590;0.20623994;0.14094079;0.18826649;15.035942;2500;0.98875254;1.3657202
1350;72;603;0.19439882;0.0907029;0.1087561;10.138802;2500;1.3547748;1.0346022
1350;210;603;0.19439882;0.0907029;0.1087561;10.138802;2500;1.3547748;1.0346022
1350;72;882;0.19439882;0.0907029;0.1087561;10.138802;2500;1.3547748;1.0346022
1350;72;603;0.15934005;0.07434513;0.1087561;10.138802;2500;1.3547748;1.0346022
1350;72;603;0.10419287;0.18090884;0.1087561;10.138802;2500;1.3547748;1.0346022
1350;72;603;0.19439882;0.0907029;0.119631566;10.138802;2500;1.3547748;1.0346022
1350;72;603;0.19439882;0.0907029;0.1087561;45.216774;2500;1.3547748;1.0346022
1350;72;603;0.19439882;0.0907029;0.1087561;10.138802;2500;1.3547748;0.56985736
1350;72;603;0.19439882;0.0907029;0.1087561;10.138802;2500;1.1218572;1.0346022
1350;210;882;0.08540225;0.14828292;0.119631566;45.216774;2500;1.1218572;0.56985736
1350;113;1097;0.027094277;0.16058029;0.1438599;23.694452;2500;1.2367789;0.8687174
1350;263;1097;0.027094277;0.16058029;0.1438599;23.694452;2500;1.2367789;0.8687174
1350;113;1115;0.027094277;0.16058029;0.1438599;23.694452;2500;1.2367789;0.8687174
1350;113;1097;0.02578381;0.15281352;0.1438599;23.694452;2500;1.2367789;0.8687174
1350;113;1097;0.044630513;0.14304405;0.1438599;23.694452;2500;1.2367789;0.8687174
1350;113;1097;0.027094277;0.16058029;0.22878504;23.694452;2500;1.2367789;0.8687174
1350;113;1097;0.027094277;0.16058029;0.1438599;3.090542;2500;1.2367789;0.8687174
1350;113;1097;0.027094277;0.16058029;0.1438599;23.694452;2500;1.2367789;0.9197109
1350;113;1097;0.027094277;0.16058029;0.1438599;23.694452;2500;0.6410143;0.8687174
1350;263;1115;0.04247187;0.13612546;0.22878504;3.090542;2500;0.6410143;0.9197109
1350;213;306;0.14872985;0.17557253;0.20826599;49.205517;2500;0.7748811;1.4529567
1350;81;306;0.14872985;0.17557253;0.20826599;49.205517;2500;0.7748811;1.4529567
1350;213;212;0.14872985;0.17557253;0.20826599;49.205517;2500;0.7748811;1.4529567
1350;213;306;0.13324448;0.15729238;0.20826599;49.205517;2500;0.7748811;1.4529567
1350;213;306;0.1489306;0.17537178;0.20826599;49.205517;2500;0.7748811;1.4529567
1350;213;306;0.14872985;0.17557253;0.16382618;49.205517;2500;0.7748811;1.4529567
1350;213;306;0.14872985;0.17557253;0.20826599;32.173252;2500;0.7748811;1.4529567
1350;213;306;0.14872985;0.17557253;0.20826599;49.205517;2500;0.7748811;1.1525851
1350;213;306;0.14872985;0.17557253;0.20826599;49.205517;2500;1.2742524;1.4529567
1350;81;212;0.13342433;0.15711252;0.16382618;32.173252;2500;1.2742524;1.1525851
1350;213;781;0.16995087;0.12619355;0.114334665;37.80046;2500;0.9159559;0.75512034
1350;208;781;0.16995087;0.12619355;0.114334665;37.80046;2500;0.9159559;0.75512034
1350;213;1138;0.16995087;0.12619355;0.114334665;37.80046;2500;0.9159559;0.75512034
1350;213;781;0.18402198;0.13664177;0.114334665;37.80046;2500;0.9159559;0.75512034
1350;213;781;0.036837205;0.25930724;0.114334665;37.80046;2500;0.9159559;0.75512034
1350;213;781;0.16995087;0.12619355;0.22255823;37.80046;2500;0.9159559;0.75512034
1350;213;781;0.16995087;0.12619355;0.114334665;14.641267;2500;0.9159559;0.75512034
1350;213;781;0.16995087;0.12619355;0.114334665;37.80046;2500;0.9159559;1.2790252
1350;213;781;0.16995087;0.12619355;0.114334665;37.80046;2500;0.97453237;0.75512034
1350;208;1138;0.039887145;0.28077662;0.22255823;14.641267;2500;0.97453237;1.2790252
1350;115;546;0.05488606;0.16089399;0.2373529;13.118522;2500;1.0654147;1.42528
1350;99;546;0.05488606;0.16089399;0.2373529;13.118522;2500;1.0654147;1.42528
1350;115;264;0.05488606;0.16089399;0.2373529;13.118522;2500;1.0654147;1.42528
1350;115;546;0.05346394;0.15672515;0.2373529;13.118522;2500;1.0654147;1.42528
1350;115;546;0.10751804;0.108262;0.2373529;13.118522;2500;1.0654147;1.42528
1350;115;546;0.05488606;0.16089399;0.1598014;13.118522;2500;1.0654147;1.42528
1350;115;546;0.05488606;0.16089399;0.2373529;44.067566;2500;1.0654147;1.42528
1350;115;546;0.05488606;0.16089399;0.2373529;13.118522;2500;1.0654147;0.5432706
1350;115;546;0.05488606;0.16089399;0.2373529;13.118522;2500;1.1067826;1.42528
1350;99;264;0.10473219;0.10545689;0.1598014;44.067566;2500;1.1067826;0.5432706
1350;64;1071;0.1540305;0.15292108;0.20210263;1.9064825;2500;1.4646003;0.72804016
1350;48;1071;0.1540305;0.15292108;0.20210263;1.9064825;2500;1.4646003;0.72804016
1350;64;475;0.1540305;0.15292108;0.20210263;1.9064825;2500;1.4646003;0.72804016
1350;64;1071;0.07627252;0.07572316;0.20210263;1.9064825;2500;1.4646003;0.72804016
1350;64;1071;0.19355679;0.113394804;0.20210263;1.9064825;2500;1.4646003;0.72804016
1350;64;1071;0.1540305;0.15292108;0.19156587;1.9064825;2500;1.4646003;0.72804016
1350;64;1071;0.1540305;0.15292108;0.20210263;1.9332731;2500;1.4646003;0.72804016
1350;64;1071;0.1540305;0.15292108;0.20210263;1.9064825;2500;1.4646003;0.94341755
1350;64;1071;0.1540305;0.15292108;0.20210263;1.9064825;2500;0.62691617;0.72804016
1350;48;475;0.09584506;0.05615061;0.19156587;1.9332731;2500;0.62691617;0.94341755
1350;255;252;0.031948056;0.14913018;0.15412109;27.166615;2500;0.54765475;1.0935117
1350;229;252;0.031948056;0.14913018;0.15412109;27.166615;2500;0.54765475;1.0935117
1350;255;774;0.031948056;0.14913018;0.15412109;27.166615;2500;0.54765475;1.0935117
1350;255;252;0.04713414;0.22001725;0.15412109;27.166615;2500;0.54765475;1.0935117
1350;255;252;0.046079613;0.13499862;0.15412109;27.166615;2500;0.54765475;1.0935117
1350;255;252;0.031948056;0.14913018;0.12541649;27.166615;2500;0.54765475;1.0935117
1350;255;252;0.031948056;0.14913018;0.15412109;31.774435;2500;0.54765475;1.0935117
1350;255;252;0.031948056;0.14913018;0.15412109;27.166615;2500;0.54765475;1.2421602
1350;255;252;0.031948056;0.14913018;0.15412109;27.166615;2500;1.2590557;1.0935117
1350;229;774;0.06798295;0.19916843;0.12541649;31.774435;2500;1.2590557;1.2421602
1350;272;974;0.030942071;0.19437765;0.15824749;49.585266;2500;1.3650951;0.50816536
1350;18;974;0.030942071;0.19437765;0.15824749;49.585266;2500;1.3650951;0.50816536
1350;272;139;0.030942071;0.19437765;0.15824749;49.585266;2500;1.3650951;0.50816536
1350;272;974;0.02539428;0.1595265;0.15824749;49.585266;2500;1.3650951;0.50816536
1350;272;974;0.088116094;0.1372036;0.15824749;49.585266;2500;1.3650951;0.50816536
1350;272;974;0.030942071;0.19437765;0.20871736;49.585266;2500;1.3650951;0.50816536
1350;272;974;0.030942071;0.19437765;0.15824749;43.226337;2500;1.3650951;0.50816536
1350;272;974;0.030942071;0.19437765;0.15824749;49.585266;2500;1.3650951;1.0875756
1350;272;974;0.030942071;0.19437765;0.15824749;49.585266;2500;1.4612985;0.50816536
1350;18;139;0.07231723;0.11260354;0.20871736;43.226337;2500;1.4612985;1.0875756
1350;27;127;0.107235715;0.15471058;0.18522698;24.864544;2500;0.65511763;1.1856639
1350;272;127;0.107235715;0.15471058;0.18522698;24.864544;2500;0.65511763;1.1856639
1350;27;1041;0.107235715;0.15471058;0.18522698;24.864544;2500;0.65511763;1.1856639
1350;27;127;0.1214687;0.1752447;0.18522698;24.864544;2500;0.65511763;1.1856639
1350;27;127;0.16354717;0.098399125;0.18522698;24.864544;2500;0.65511763;1.1856639
1350;27;127;0.107235715;0.15471058;0.10860203;24.864544;2500;0.65511763;1.1856639
1350;27;127;0.107235715;0.15471058;0.18522698;23.098137;2500;0.65511763;1.1856639
1350;27;127;0.107235715;0.15471058;0.18522698;24.864544;2500;0.65511763;0.8519078
1350;27;127;0.107235715;0.15471058;0.18522698;24.864544;2500;0.57902926;1.1856639
1350;272;1041;0.18525416;0.111459255;0.10860203;23.098137;2500;0.57902926;0.8519078
1350;123;675;0.059416957;0.10590814;0.22502227;10.518598;2500;0.75773275;0.973516
1350;165;675;0.059416957;0.10590814;0.22502227;10.518598;2500;0.75773275;0.973516
1350;123;659;0.059416957;0.10590814;0.22502227;10.518598;2500;0.75773275;0.973516
1350;123;675;0.122502424;0.21835525;0.22502227;10.518598;2500;0.75773275;0.973516
1350;123;675;0.073961414;0.09136369;0.22502227;10.518598;2500;0.75773275;0.973516
1350;123;675;0.059416957;0.10590814;0.24349156;10.518598;2500;0.75773275;0.973516
1350;123;675;0.059416957;0.10590814;0.22502227;30.95773;2500;0.75773275;0.973516
1350;123;675;0.059416957;0.10590814;0.22502227;10.518598;2500;0.75773275;0.62705463
1350;123;675;0.059416957;0.10590814;0.22502227;10.518598;2500;1.1838498;0.973516
1350;165;659;0.15248933;0.18836835;0.24349156;30.95773;2500;1.1838498;0.62705463
1350;167;430;0.22144054;0.12602012;0.12300609;35.83582;2500;1.2313509;1.3307025
1350;129;430;0.22144054;0.12602012;0.12300609;35.83582;2500;1.2313509;1.3307025
1350;167;368;0.22144054;0.12602012;0.12300609;35.83582;2500;1.2313509;1.3307025
1350;167;430;0.14499353;0.08251471;0.12300609;35.83582;2500;1.2313509;1.3307025
1350;167;430;0.08014564;0.26731503;0.12300609;35.83582;2500;1.2313509;1.3307025
1350;167;430;0.22144054;0.12602012;0.1397006;35.83582;2500;1.2313509;1.3307025
1350;167;430;0.22144054;0.12602012;0.12300609;10.365665;2500;1.2313509;1.3307025
1350;167;430;0.22144054;0.12602012;0.12300609;35.83582;2500;1.2313509;1.4257106
1350;167;430;0.22144054;0.12602012;0.12300609;35.83582;2500;0.80169886;1.3307025
1350;129;368;0.05247729;0.17503095;0.1397006;10.365665;2500;0.80169886;1.4257106
1350;190;1129;0.07431873;0.085041516;0.24499552;29.51003;2500;1.2894506;0.596495
1350;42;1129;0.07431873;0.085041516;0.24499552;29.51003;2500;1.2894506;0.596495
1350;190;901;0.07431873;0.085041516;0.24499552;29.51003;2500;1.2894506;0.596495
1350;190;1129;0.1122096;0.12839933;0.24499552;29.51003;2500;1.2894506;0.596495
1350;190;1129;0.023493122;0.13586712;0.24499552;29.51003;2500;1.2894506;0.596495
1350;190;1129;0.07431873;0.085041516;0.117180765;29.51003;2500;1.2894506;0.596495
1350;190;1129;0.07431873;0.085041516;0.24499552;27.096098;2500;1.2894506;0.596495
1350;190;1129;0.07431873;0.085041516;0.24499552;29.51003;2500;1.2894506;0.93097436
1350;190;1129;0.07431873;0.085041516;0.24499552;29.51003;2500;1.4362353;0.596495
1350;42;901;0.035470925;0.20513801;0.117180765;27.096098;2500;1.4362353;0.93097436
1350;145;198;0.051095;0.27769366;0.103170134;4.2492456;2500;0.6908337;1.2075701
1350;296;198;0.051095;0.27769366;0.103170134;4.2492456;2500;0.6908337;1.2075701
1350;145;574;0.051095;0.27769366;0.103170134;4.2492456;2500;0.6908337;1.2075701
1350;145;198;0.051054183;0.27747184;0.103170134;4.2492456;2500;0.6908337;1.2075701
1350;145;198;0.17443448;0.15435418;0.103170134;4.2492456;2500;0.6908337;1.2075701
1350;145;198;0.051095;0.27769366;0.19988284;4.2492456;2500;0.6908337;1.2075701
1350;145;198;0.051095;0.27769366;0.103170134;6.60553;2500;0.6908337;1.2075701
1350;145;198;0.051095;0.27769366;0.103170134;4.2492456;2500;0.6908337;1.1334486
1350;145;198;0.051095;0.27769366;0.103170134;4.2492456;2500;0.5527642;1.2075701
1350;296;574;0.17429513;0.1542309;0.19988284;6.60553;2500;0.5527642;1.1334486
1350;40;835;0.16897662;0.074817084;0.13823752;18.587566;2500;0.8382181;0.88910884
1350;175;835;0.16897662;0.074817084;0.13823752;18.587566;2500;0.8382181;0.88910884
1350;40;229;0.16897662;0.074817084;0.13823752;18.587566;2500;0.8382181;0.88910884
1350;40;835;0.19657172;0.08703525;0.13823752;18.587566;2500;0.8382181;0.88910884
1350;40;835;0.16850717;0.07528653;0.13823752;18.587566;2500;0.8382181;0.88910884
1350;40;835;0.16897662;0.074817084;0.14701542;18.587566;2500;0.8382181;0.88910884
1350;40;835;0.16897662;0.074817084;0.13823752;39.3586;2500;0.8382181;0.88910884
1350;40;835;0.16897662;0.074817084;0.13823752;18.587566;2500;0.8382181;1.3465829
1350;40;835;0.16897662;0.074817084;0.13823752;18.587566;2500;1.213539;0.88910884
1350;175;229;0.19602561;0.08758136;0.14701542;39.3586;2500;1.213539;1.3465829
1350;286;488;0.101516515;0.16658652;0.20509958;43.26711;2500;1.173193;1.304872
1350;139;488;0.101516515;0.16658652;0.20509958;43.26711;2500;1.173193;1.304872
1350;286;1093;0.101516515;0.16658652;0.20509958;43.26711;2500;1.173193;1.304872
1350;286;488;0.074691296;0.12256689;0.20509958;43.26711;2500;1.173193;1.304872
1350;286;488;0.08694903;0.18115401;0.20509958;43.26711;2500;1.173193;1.304872
1350;286;488;0.101516515;0.16658652;0.23540713;43.26711;2500;1.173193;1.304872
1350;286;488;0.101516515;0.16658652;0.20509958;19.331902;2500;1.173193;1.304872
1350;286;488;0.101516515;0.16658652;0.20509958;43.26711;2500;1.173193;0.5811206
1350;286;488;0.101516515;0.16658652;0.20509958;43.26711;2500;0.8301785;1.304872
1350;139;1093;0.063973196;0.133285;0.23540713;19.331902;2500;0.8301785;0.5811206
1350;241;729;0.09698095;0.21592021;0.18227816;33.490864;2500;0.98858106;0.8590609
1350;214;729;0.09698095;0.21592021;0.18227816;33.490864;2500;0.98858106;0.8590609
1350;241;421;0.09698095;0.21592021;0.18227816;33.490864;2500;0.98858106;0.8590609
1350;241;729;0.078752235;0.17533545;0.18227816;33.490864;2500;0.98858106;0.8590609
1350;241;729;0.10347048;0.2094307;0.18227816;33.490864;2500;0.98858106;0.8590609
1350;241;729;0.09698095;0.21592021;0.16911247;33.490864;2500;0.98858106;0.8590609
1350;241;729;0.09698095;0.21592021;0.18227816;5.691168;2500;0.98858106;0.8590609
1350;241;729;0.09698095;0.21592021;0.18227816;33.490864;2500;0.98858106;0.74733347
1350;241;729;0.09698095;0.21592021;0.18227816;33.490864;2500;0.8779338;0.8590609
1350;214;421;0.08402198;0.17006572;0.16911247;5.691168;2500;0.8779338;0.74733347
1350;50;372;0.11849886;0.08121167;0.17410123;8.177373;2500;1.0305283;1.4628276
1350;105;372;0.11849886;0.08121167;0.17410123;8.177373;2500;1.0305283;1.4628276
1350;50;684;0.11849886;0.08121167;0.17410123;8.177373;2500;1.0305283;1.4628276
1350;50;372;0.09746769;0.066798225;0.17410123;8.177373;2500;1.0305283;1.4628276
1350;50;372;0.11072789;0.08898264;0.17410123;8.177373;2500;1.0305283;1.4628276
1350;50;372;0.11849886;0.08121167;0.21416323;8.177373;2500;1.0305283;1.4628276
1350;50;372;0.11849886;0.08121167;0.17410123;35.626102;2500;1.0305283;1.4628276
1350;50;372;0.11849886;0.08121167;0.17410123;8.177373;2500;1.0305283;1.449902
1350;50;372;0.11849886;0.08121167;0.17410123;8.177373;2500;1.0114241;1.4628276
1350;105;684;0.09107591;0.07319;0.21416323;35.626102;2500;1.0114241;1.449902
1350;92;1032;0.06475557;0.21294846;0.13419586;19.393984;2500;1.3813436;0.62799346
1350;76;1032;0.06475557;0.21294846;0.13419586;19.393984;2500;1.3813436;0.62799346
1350;92;932;0.06475557;0.21294846;0.13419586;19.393984;2500;1.3813436;0.62799346
1350;92;1032;0.052060038;0.17119926;0.13419586;19.393984;2500;1.3813436;0.62799346
1350;92;1032;0.117860496;0.15984353;0.13419586;19.393984;2500;1.3813436;0.62799346
1350;92;1032;0.06475557;0.21294846;0.13317083;19.393984;2500;1.3813436;0.62799346
1350;92;1032;0.06475557;0.21294846;0.13419586;18.393057;2500;1.3813436;0.62799346
1350;92;1032;0.06475557;0.21294846;0.13419586;19.393984;2500;1.3813436;1.0380363
1350;92;1032;0.06475557;0.21294846;0.13419586;19.393984;2500;0.72569495;0.62799346
1350;76;932;0.094753586;0.12850572;0.13317083;18.393057;2500;0.72569495;1.0380363
1350;191;73;0.109032445;0.10060004;0.21733609;44.12013;2500;0.6068827;1.0520722
1350;257;73;0.109032445;0.10060004;0.21733609;44.12013;2500;0.6068827;1.0520722
1350;191;20;0.109032445;0.10060004;0.21733609;44.12013;2500;0.6068827;1.0520722
1350;191;73;0.16039589;0.14799112;0.21733609;44.12013;2500;0.6068827;1.0520722
