[1/m2];[mm];[-];[-];[-];[mm/hour];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-]
285;154;0.063994;0.087299734;0.19316876;30.153921;1.4568043;1.0348405;0.58188003;0.42200768;0.88342077;3.6769922;5.033016;3.7307115;15.293767;82.14363;30.79591;0.3219943450952359;0.4229785;0.15129374
285;154;0.063994;0.087299734;0.19316876;30.153921;1.4568043;1.0348405;0.58188003;0.42200768;0.88342077;3.6769922;5.033016;18.791626;16.341764;82.14363;30.79591;0.3219943450952359;0.4229785;0.15129374
285;154;0.063994;0.087299734;0.19316876;30.153921;1.4568043;1.0348405;0.58188003;0.42200768;0.88342077;3.6769922;5.033016;18.791626;15.293767;90.75318;30.79591;0.3219943450952359;0.4229785;0.15129374
285;154;0.063994;0.087299734;0.19316876;30.153921;1.4568043;1.0348405;0.58188003;0.42200768;0.88342077;3.6769922;5.033016;18.791626;15.293767;82.14363;17.159994;0.3219943450952359;0.4229785;0.15129374
134;595;0.033407304;0.21496582;0.14633554;11.265305;1.1846253;1.0364382;0.3097473;0.14552794;0.4378221;3.9802015;9.842559;3.7307115;16.341764;90.75318;17.159994;0.15220114173979224;0.13450451;0.24837312
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
274;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;166;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.1255846;0.2033488;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.3313489243747255;0.3817934;0.3289334
201;827;0.19355294;0.10091776;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.40902668412075704;0.657291;0.2944707
201;827;0.112426974;0.18204373;0.10637548;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.09550969284709002;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;44.0339;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.7184043;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;0.6568885;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.69558346;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;2.5272598;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.4832123;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.74797666;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;19.291193;30.53366;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;36.355522;8.95286;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;21.165071;42.916023;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;39.4053;6.3973465;0.34475791264804545;0.3817934;0.2944707
201;827;0.112426974;0.18204373;0.2382552;48.323246;1.1880738;0.8281344;0.19354251;0.22572224;0.41189635;4.446425;29.70845;30.53366;8.95286;42.916023;37.940407;0.34475791264804545;0.3817934;0.2944707
274;166;0.21620496;0.11272843;0.10637548;44.0339;0.6568885;0.7184043;0.4832123;0.74797666;0.69558346;2.5272598;19.291193;36.355522;21.165071;39.4053;37.940407;0.12278472381222287;0.657291;0.3289334
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
78;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;1038;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.1276219;0.06598798;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.22135128312285174;0.6591704;0.1936099
139;548;0.07338994;0.15326554;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.16405647055364275;0.32379514;0.22665547
139;548;0.14940457;0.0772509;0.24706611;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.4531591469416239;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;16.705496;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3512447;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;1.4499466;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.1354539;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.772132;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;0.8640508;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.53354585;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;37.915188;4.4242415;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;16.864683;27.382774;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;9.857256;70.51735;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;67.419586;67.81252;0.21170270115567696;0.6591704;0.22665547
139;548;0.14940457;0.0772509;0.13862488;9.627705;0.70525616;1.3537997;1.370419;0.6914004;1.3921069;2.5965397;16.469519;4.4242415;27.382774;70.51735;57.346115;0.21170270115567696;0.6591704;0.22665547
78;1038;0.062689945;0.13091995;0.24706611;16.705496;1.4499466;1.3512447;0.8640508;0.53354585;1.1354539;2.772132;37.915188;16.864683;9.857256;67.419586;57.346115;0.40143744573820894;0.32379514;0.1936099
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
21;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;137;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.14994508;0.10765505;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.24153350122457715;0.58208466;0.25760013
105;731;0.07887883;0.10557104;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.24307099824652142;0.42764372;0.18444987
105;731;0.10736544;0.07708443;0.19273911;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.33078552244736076;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;38.883854;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;1.4115487;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.3106867;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.79164064;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;1.8013141;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.1604836;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.9233401;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.6301;14.002044;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;34.487297;20.742512;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;38.468918;61.711838;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;52.23621;50.861473;0.2663988573751352;0.58208466;0.18444987
105;731;0.10736544;0.07708443;0.16368693;24.039698;1.0050007;0.9481246;0.36285678;0.61031985;0.55506474;3.23425;22.9731;14.002044;20.742512;61.711838;50.41388;0.2663988573751352;0.58208466;0.18444987
21;137;0.11016107;0.14743905;0.19273911;38.883854;1.3106867;1.4115487;0.1604836;0.9233401;0.79164064;1.8013141;22.6301;34.487297;38.468918;52.23621;50.41388;0.2742608274874637;0.42764372;0.25760013
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
259;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;1085;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.06942065;0.1519679;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.3200653978053442;0.31356928;0.22138856
171;342;0.08045193;0.26245224;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2586973224282107;0.23461926;0.34290418
171;342;0.107524216;0.23537995;0.16465686;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.17662573502052684;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;22.490185;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;0.52870554;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.5803114;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;0.9690845;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;3.4980035;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.1864797;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.24480212;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;2.1779425;20.956026;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;14.996916;4.7410307;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;12.509921;27.053055;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;30.75724;14.098847;0.2712904286365876;0.31356928;0.34290418
171;342;0.107524216;0.23537995;0.21641581;36.947132;0.52309483;1.4850203;1.2006775;0.19430378;1.2436064;0.35717002;12.235968;20.956026;4.7410307;27.053055;69.81298;0.2712904286365876;0.31356928;0.34290418
259;1085;0.05194202;0.16944654;0.16465686;22.490185;0.5803114;0.52870554;1.1864797;0.24480212;0.9690845;3.4980035;2.1779425;14.996916;12.509921;30.75724;69.81298;0.2055841994418341;0.23461926;0.22138856
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
109;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;880;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.15154657;0.15119573;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.2959231618094013;0.5005794;0.3027423
251;1161;0.12967803;0.08253226;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.35168034854762975;0.6110827;0.21221028
251;1161;0.1062281;0.105982184;0.12558942;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.16420071072402445;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;33.55895;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;1.2261418;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;1.0777133;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.236294;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;0.8706444;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;1.0126737;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.6539743;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;11.607511;9.51927;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;25.69873;18.277332;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;27.11059;99.58669;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;78.21678;38.57144;0.3302175134118581;0.5005794;0.21221028
251;1161;0.1062281;0.105982184;0.2044989;40.6391;0.75483775;0.62795407;0.80145127;0.44639635;1.0635678;1.8642819;37.530323;9.51927;18.277332;99.58669;78.24191;0.3302175134118581;0.5005794;0.21221028
109;880;0.18500057;0.11774173;0.12558942;33.55895;1.0777133;1.2261418;1.0126737;0.6539743;1.236294;0.8706444;11.607511;25.69873;27.11059;78.21678;78.24191;0.15735140162603942;0.6110827;0.3027423
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
170;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;344;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.039460752;0.12409033;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.13208618365273883;0.24127479;0.16355108
26;216;0.092105724;0.17455475;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.11119677227713501;0.34540448;0.26666048
26;216;0.06433845;0.20232204;0.2287309;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.3129380522347631;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;6.212889;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;0.84335434;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;0.78471994;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.4588062;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.428747;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.686683;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.4324848;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;32.668987;35.17102;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;6.2077055;36.41096;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;4.2151475;13.881037;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;6.855297;75.28614;0.10222583850185943;0.24127479;0.26666048
26;216;0.06433845;0.20232204;0.11422656;4.3498163;1.2717781;1.1809632;0.7622119;0.9208629;0.7394607;4.008276;9.257035;35.17102;36.41096;13.881037;4.6899195;0.10222583850185943;0.24127479;0.26666048
170;344;0.056491274;0.1070598;0.2287309;6.212889;0.78471994;0.84335434;0.686683;0.4324848;0.4588062;4.428747;32.668987;6.2077055;4.2151475;6.855297;4.6899195;0.3822547967223962;0.34540448;0.16355108
45;878;0.061673295;0.1622725;0.18437251;8.766434;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.24813618456945616;0.27539387;0.22394578
61;878;0.061673295;0.1622725;0.18437251;8.766434;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.24813618456945616;0.27539387;0.22394578
45;55;0.061673295;0.1622725;0.18437251;8.766434;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.24813618456945616;0.27539387;0.22394578
45;878;0.0945506;0.24877803;0.18437251;8.766434;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.20632420525938822;0.27539387;0.34332862
45;878;0.09825113;0.12569466;0.18437251;8.766434;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.2718383677599121;0.4387273;0.22394578
45;878;0.061673295;0.1622725;0.17197981;8.766434;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.2236381079249214;0.27539387;0.22394578
45;878;0.061673295;0.1622725;0.18437251;34.92228;1.0636162;0.9334275;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.24813618456945616;0.27539387;0.22394578
45;878;0.061673295;0.1622725;0.18437251;8.766434;1.0636162;1.4977186;0.6469739;0.82947946;0.5011368;2.196372;14.99473;7.9778395;6.530388;51.5537;7.554486;0.24813618456945616;0.27539387;0.22394578
