;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[mm];[-];[mm];[-]
60;1000;32;1631;0.08302023;0.0814622;0.21222414;109.27779;2500;0.16448243;0.5047362;244.87079;0.61217695;496.42654;1.2410663
60;1000;32;1631;0.16139138;0.07765722;0.21222414;109.27779;2500;0.2390486;0.67514044;244.87079;0.61217695;496.42654;1.2410663
60;1000;32;1631;0.120656475;0.118392125;0.19252974;109.27779;2500;0.2390486;0.5047362;244.87079;0.61217695;496.42654;1.2410663
60;1000;32;1631;0.120656475;0.118392125;0.21222414;85.06317;2500;0.2390486;0.5047362;244.87079;0.61217695;496.42654;1.2410663
60;1000;90;1288;0.11104874;0.05343369;0.19252974;85.06317;2500;0.16448243;0.67514044;503.7942;1.2594855;473.03915;1.1825979
60;1000;105;1840;0.13142988;0.070030525;0.11457477;75.302574;2500;0.2014604;0.65238565;574.8896;1.4372239;427.16223;1.0679055
60;1000;105;1840;0.13142988;0.070030525;0.11457477;75.302574;2500;0.2014604;0.65238565;574.8896;1.4372239;343.0096;0.85752404
60;1000;105;1840;0.13142988;0.070030525;0.11457477;75.302574;2500;0.2014604;0.65238565;751.4293;1.8785733;427.16223;1.0679055
60;1000;186;1840;0.13142988;0.070030525;0.11457477;75.302574;2500;0.2014604;0.65238565;574.8896;1.4372239;427.16223;1.0679055
60;1000;105;1098;0.13142988;0.070030525;0.11457477;75.302574;2500;0.2014604;0.65238565;574.8896;1.4372239;427.16223;1.0679055
60;1000;105;1840;0.21030678;0.11205895;0.11457477;75.302574;2500;0.32236573;0.65238565;574.8896;1.4372239;427.16223;1.0679055
60;1000;105;1840;0.097518116;0.10394229;0.11457477;75.302574;2500;0.2014604;0.484056;574.8896;1.4372239;427.16223;1.0679055
60;1000;105;1840;0.13142988;0.070030525;0.20511006;75.302574;2500;0.2014604;0.65238565;574.8896;1.4372239;427.16223;1.0679055
60;1000;105;1840;0.13142988;0.070030525;0.11457477;95.791306;2500;0.2014604;0.65238565;574.8896;1.4372239;427.16223;1.0679055
60;1000;186;1098;0.15604307;0.16632266;0.20511006;95.791306;2500;0.32236573;0.484056;751.4293;1.8785733;343.0096;0.85752404
60;1000;192;935;0.03930016;0.3049494;0.17894956;82.15122;2500;0.34424958;0.11416182;352.44376;0.88110936;258.7345;0.6468363
60;1000;192;935;0.03930016;0.3049494;0.17894956;82.15122;2500;0.34424958;0.11416182;352.44376;0.88110936;405.26923;1.0131731
60;1000;192;935;0.03930016;0.3049494;0.17894956;82.15122;2500;0.34424958;0.11416182;317.60428;0.7940107;258.7345;0.6468363
60;1000;147;935;0.03930016;0.3049494;0.17894956;82.15122;2500;0.34424958;0.11416182;352.44376;0.88110936;258.7345;0.6468363
60;1000;192;334;0.03930016;0.3049494;0.17894956;82.15122;2500;0.34424958;0.11416182;352.44376;0.88110936;258.7345;0.6468363
60;1000;192;935;0.022169499;0.17202413;0.17894956;82.15122;2500;0.19419363;0.11416182;352.44376;0.88110936;258.7345;0.6468363
60;1000;192;935;0.12363204;0.22061753;0.17894956;82.15122;2500;0.34424958;0.3591349;352.44376;0.88110936;258.7345;0.6468363
60;1000;192;935;0.03930016;0.3049494;0.14441977;82.15122;2500;0.34424958;0.11416182;352.44376;0.88110936;258.7345;0.6468363
60;1000;192;935;0.03930016;0.3049494;0.17894956;52.618225;2500;0.34424958;0.11416182;352.44376;0.88110936;258.7345;0.6468363
60;1000;147;334;0.06974171;0.12445192;0.14441977;52.618225;2500;0.19419363;0.3591349;317.60428;0.7940107;405.26923;1.0131731
60;1000;72;1205;0.09842814;0.16993281;0.14479172;135.19257;2500;0.26836094;0.36677518;817.16077;2.042902;345.80014;0.86450034
60;1000;72;1205;0.09842814;0.16993281;0.14479172;135.19257;2500;0.26836094;0.36677518;817.16077;2.042902;523.12695;1.3078173
60;1000;72;1205;0.09842814;0.16993281;0.14479172;135.19257;2500;0.26836094;0.36677518;426.72366;1.0668092;345.80014;0.86450034
60;1000;12;1205;0.09842814;0.16993281;0.14479172;135.19257;2500;0.26836094;0.36677518;817.16077;2.042902;345.80014;0.86450034
60;1000;72;837;0.09842814;0.16993281;0.14479172;135.19257;2500;0.26836094;0.36677518;817.16077;2.042902;345.80014;0.86450034
60;1000;72;1205;0.10330364;0.17835021;0.14479172;135.19257;2500;0.28165385;0.36677518;817.16077;2.042902;345.80014;0.86450034
60;1000;72;1205;0.16156772;0.106793225;0.14479172;135.19257;2500;0.26836094;0.60205376;817.16077;2.042902;345.80014;0.86450034
60;1000;72;1205;0.09842814;0.16993281;0.12618259;135.19257;2500;0.26836094;0.36677518;817.16077;2.042902;345.80014;0.86450034
60;1000;72;1205;0.09842814;0.16993281;0.14479172;145.44731;2500;0.26836094;0.36677518;817.16077;2.042902;345.80014;0.86450034
60;1000;12;837;0.16957076;0.11208309;0.12618259;145.44731;2500;0.28165385;0.60205376;426.72366;1.0668092;523.12695;1.3078173
60;1000;231;47;0.08714123;0.099570595;0.22309157;15.167878;2500;0.18671182;0.46671513;492.76205;1.2319051;565.2018;1.4130045
60;1000;231;47;0.08714123;0.099570595;0.22309157;15.167878;2500;0.18671182;0.46671513;492.76205;1.2319051;234.50241;0.586256
60;1000;231;47;0.08714123;0.099570595;0.22309157;15.167878;2500;0.18671182;0.46671513;732.5752;1.831438;565.2018;1.4130045
60;1000;267;47;0.08714123;0.099570595;0.22309157;15.167878;2500;0.18671182;0.46671513;492.76205;1.2319051;565.2018;1.4130045
60;1000;231;1569;0.08714123;0.099570595;0.22309157;15.167878;2500;0.18671182;0.46671513;492.76205;1.2319051;565.2018;1.4130045
60;1000;231;47;0.097977385;0.11195236;0.22309157;15.167878;2500;0.20992973;0.46671513;492.76205;1.2319051;565.2018;1.4130045
60;1000;231;47;0.03069328;0.15601854;0.22309157;15.167878;2500;0.18671182;0.16438852;492.76205;1.2319051;565.2018;1.4130045
60;1000;231;47;0.08714123;0.099570595;0.22422639;15.167878;2500;0.18671182;0.46671513;492.76205;1.2319051;565.2018;1.4130045
60;1000;231;47;0.08714123;0.099570595;0.22309157;7.0874653;2500;0.18671182;0.46671513;492.76205;1.2319051;565.2018;1.4130045
60;1000;267;1569;0.03451004;0.17541969;0.22422639;7.0874653;2500;0.20992973;0.16438852;732.5752;1.831438;234.50241;0.586256
60;1000;150;1575;0.039658457;0.2792261;0.18997687;139.58809;2500;0.31888455;0.12436619;787.5882;1.9689705;550.3457;1.3758643
60;1000;150;1575;0.039658457;0.2792261;0.18997687;139.58809;2500;0.31888455;0.12436619;787.5882;1.9689705;281.38632;0.7034658
60;1000;150;1575;0.039658457;0.2792261;0.18997687;139.58809;2500;0.31888455;0.12436619;404.55264;1.0113816;550.3457;1.3758643
60;1000;274;1575;0.039658457;0.2792261;0.18997687;139.58809;2500;0.31888455;0.12436619;787.5882;1.9689705;550.3457;1.3758643
60;1000;150;1254;0.039658457;0.2792261;0.18997687;139.58809;2500;0.31888455;0.12436619;787.5882;1.9689705;550.3457;1.3758643
60;1000;150;1575;0.041432057;0.29171363;0.18997687;139.58809;2500;0.33314568;0.12436619;787.5882;1.9689705;550.3457;1.3758643
60;1000;150;1575;0.067193836;0.25169072;0.18997687;139.58809;2500;0.31888455;0.21071523;787.5882;1.9689705;550.3457;1.3758643
60;1000;150;1575;0.039658457;0.2792261;0.108491026;139.58809;2500;0.31888455;0.12436619;787.5882;1.9689705;550.3457;1.3758643
60;1000;150;1575;0.039658457;0.2792261;0.18997687;112.95335;2500;0.31888455;0.12436619;787.5882;1.9689705;550.3457;1.3758643
60;1000;274;1254;0.07019887;0.2629468;0.108491026;112.95335;2500;0.33314568;0.21071523;404.55264;1.0113816;281.38632;0.7034658
60;1000;172;673;0.14537495;0.08065405;0.104644544;19.56492;2500;0.226029;0.64316946;480.05347;1.2001337;332.5068;0.831267
60;1000;172;673;0.14537495;0.08065405;0.104644544;19.56492;2500;0.226029;0.64316946;480.05347;1.2001337;570.0175;1.4250438
60;1000;172;673;0.14537495;0.08065405;0.104644544;19.56492;2500;0.226029;0.64316946;665.4041;1.6635103;332.5068;0.831267
60;1000;23;673;0.14537495;0.08065405;0.104644544;19.56492;2500;0.226029;0.64316946;480.05347;1.2001337;332.5068;0.831267
60;1000;172;490;0.14537495;0.08065405;0.104644544;19.56492;2500;0.226029;0.64316946;480.05347;1.2001337;332.5068;0.831267
60;1000;172;673;0.10369214;0.057528414;0.104644544;19.56492;2500;0.16122055;0.64316946;480.05347;1.2001337;332.5068;0.831267
60;1000;172;673;0.1425601;0.0834689;0.104644544;19.56492;2500;0.226029;0.63071597;480.05347;1.2001337;332.5068;0.831267
60;1000;172;673;0.14537495;0.08065405;0.24462081;19.56492;2500;0.226029;0.64316946;480.05347;1.2001337;332.5068;0.831267
60;1000;172;673;0.14537495;0.08065405;0.104644544;47.371735;2500;0.226029;0.64316946;480.05347;1.2001337;332.5068;0.831267
60;1000;23;490;0.10168438;0.059536174;0.24462081;47.371735;2500;0.16122055;0.63071597;665.4041;1.6635103;570.0175;1.4250438
60;1000;37;1470;0.070599034;0.09068674;0.22019361;70.906075;2500;0.16128577;0.43772635;601.65515;1.5041379;268.87823;0.6721956
60;1000;37;1470;0.070599034;0.09068674;0.22019361;70.906075;2500;0.16128577;0.43772635;601.65515;1.5041379;452.13608;1.1303402
60;1000;37;1470;0.070599034;0.09068674;0.22019361;70.906075;2500;0.16128577;0.43772635;819.3474;2.0483685;268.87823;0.6721956
60;1000;141;1470;0.070599034;0.09068674;0.22019361;70.906075;2500;0.16128577;0.43772635;601.65515;1.5041379;268.87823;0.6721956
60;1000;37;995;0.070599034;0.09068674;0.22019361;70.906075;2500;0.16128577;0.43772635;601.65515;1.5041379;268.87823;0.6721956
60;1000;37;1470;0.11978925;0.15387316;0.22019361;70.906075;2500;0.27366242;0.43772635;601.65515;1.5041379;268.87823;0.6721956
60;1000;37;1470;0.05046514;0.110820636;0.22019361;70.906075;2500;0.16128577;0.3128927;601.65515;1.5041379;268.87823;0.6721956
60;1000;37;1470;0.070599034;0.09068674;0.18536799;70.906075;2500;0.16128577;0.43772635;601.65515;1.5041379;268.87823;0.6721956
60;1000;37;1470;0.070599034;0.09068674;0.22019361;137.06677;2500;0.16128577;0.43772635;601.65515;1.5041379;268.87823;0.6721956
60;1000;141;995;0.085626975;0.18803546;0.18536799;137.06677;2500;0.27366242;0.3128927;819.3474;2.0483685;452.13608;1.1303402
60;1000;277;309;0.11565376;0.17736124;0.1487865;77.75515;2500;0.293015;0.39470252;373.57336;0.9339334;438.86908;1.0971727
60;1000;277;309;0.11565376;0.17736124;0.1487865;77.75515;2500;0.293015;0.39470252;373.57336;0.9339334;389.86826;0.97467065
60;1000;277;309;0.11565376;0.17736124;0.1487865;77.75515;2500;0.293015;0.39470252;340.5224;0.85130596;438.86908;1.0971727
60;1000;174;309;0.11565376;0.17736124;0.1487865;77.75515;2500;0.293015;0.39470252;373.57336;0.9339334;438.86908;1.0971727
60;1000;277;1728;0.11565376;0.17736124;0.1487865;77.75515;2500;0.293015;0.39470252;373.57336;0.9339334;438.86908;1.0971727
60;1000;277;309;0.09697019;0.14870898;0.1487865;77.75515;2500;0.24567918;0.39470252;373.57336;0.9339334;438.86908;1.0971727
60;1000;277;309;0.13341136;0.15960364;0.1487865;77.75515;2500;0.293015;0.45530558;373.57336;0.9339334;438.86908;1.0971727
60;1000;277;309;0.11565376;0.17736124;0.16159172;77.75515;2500;0.293015;0.39470252;373.57336;0.9339334;438.86908;1.0971727
60;1000;277;309;0.11565376;0.17736124;0.1487865;21.681873;2500;0.293015;0.39470252;373.57336;0.9339334;438.86908;1.0971727
60;1000;174;1728;0.111859106;0.13382009;0.16159172;21.681873;2500;0.24567918;0.45530558;340.5224;0.85130596;389.86826;0.97467065
60;1000;204;240;0.060749236;0.19485033;0.24303183;43.779312;2500;0.25559956;0.23767348;714.78033;1.7869508;481.5707;1.2039268
60;1000;204;240;0.060749236;0.19485033;0.24303183;43.779312;2500;0.25559956;0.23767348;714.78033;1.7869508;419.8977;1.0497442
60;1000;204;240;0.060749236;0.19485033;0.24303183;43.779312;2500;0.25559956;0.23767348;632.80634;1.5820159;481.5707;1.2039268
60;1000;97;240;0.060749236;0.19485033;0.24303183;43.779312;2500;0.25559956;0.23767348;714.78033;1.7869508;481.5707;1.2039268
60;1000;204;1902;0.060749236;0.19485033;0.24303183;43.779312;2500;0.25559956;0.23767348;714.78033;1.7869508;481.5707;1.2039268
60;1000;204;240;0.06913293;0.22174063;0.24303183;43.779312;2500;0.29087356;0.23767348;714.78033;1.7869508;481.5707;1.2039268
60;1000;204;240;0.1412568;0.11434276;0.24303183;43.779312;2500;0.25559956;0.55264884;714.78033;1.7869508;481.5707;1.2039268
60;1000;204;240;0.060749236;0.19485033;0.14194088;43.779312;2500;0.25559956;0.23767348;714.78033;1.7869508;481.5707;1.2039268
60;1000;204;240;0.060749236;0.19485033;0.24303183;32.40601;2500;0.25559956;0.23767348;714.78033;1.7869508;481.5707;1.2039268
60;1000;97;1902;0.16075094;0.13012262;0.14194088;32.40601;2500;0.29087356;0.55264884;632.80634;1.5820159;419.8977;1.0497442
60;1000;118;1012;0.12004416;0.078661576;0.16238813;104.89941;2500;0.19870573;0.6041303;212.49081;0.53122705;201.1827;0.50295675
60;1000;118;1012;0.12004416;0.078661576;0.16238813;104.89941;2500;0.19870573;0.6041303;212.49081;0.53122705;331.87234;0.82968086
60;1000;118;1012;0.12004416;0.078661576;0.16238813;104.89941;2500;0.19870573;0.6041303;526.6259;1.3165648;201.1827;0.50295675
60;1000;209;1012;0.12004416;0.078661576;0.16238813;104.89941;2500;0.19870573;0.6041303;212.49081;0.53122705;201.1827;0.50295675
60;1000;118;650;0.12004416;0.078661576;0.16238813;104.89941;2500;0.19870573;0.6041303;212.49081;0.53122705;201.1827;0.50295675
60;1000;118;1012;0.1285563;0.08423934;0.16238813;104.89941;2500;0.21279564;0.6041303;212.49081;0.53122705;201.1827;0.50295675
60;1000;118;1012;0.025655732;0.17305;0.16238813;104.89941;2500;0.19870573;0.1291142;212.49081;0.53122705;201.1827;0.50295675
60;1000;118;1012;0.12004416;0.078661576;0.21204284;104.89941;2500;0.19870573;0.6041303;212.49081;0.53122705;201.1827;0.50295675
60;1000;118;1012;0.12004416;0.078661576;0.16238813;116.1483;2500;0.19870573;0.6041303;212.49081;0.53122705;201.1827;0.50295675
60;1000;209;650;0.027474938;0.1853207;0.21204284;116.1483;2500;0.21279564;0.1291142;526.6259;1.3165648;331.87234;0.82968086
60;1000;237;882;0.10185414;0.111783646;0.19416557;130.57083;2500;0.21363778;0.47676086;855.80054;2.1395013;387.65366;0.96913415
60;1000;237;882;0.10185414;0.111783646;0.19416557;130.57083;2500;0.21363778;0.47676086;855.80054;2.1395013;240.57405;0.6014351
60;1000;237;882;0.10185414;0.111783646;0.19416557;130.57083;2500;0.21363778;0.47676086;237.77415;0.5944354;387.65366;0.96913415
60;1000;254;882;0.10185414;0.111783646;0.19416557;130.57083;2500;0.21363778;0.47676086;855.80054;2.1395013;387.65366;0.96913415
60;1000;237;160;0.10185414;0.111783646;0.19416557;130.57083;2500;0.21363778;0.47676086;855.80054;2.1395013;387.65366;0.96913415
60;1000;237;882;0.14319982;0.15716003;0.19416557;130.57083;2500;0.30035985;0.47676086;855.80054;2.1395013;387.65366;0.96913415
60;1000;237;882;0.111886956;0.10175083;0.19416557;130.57083;2500;0.21363778;0.5237227;855.80054;2.1395013;387.65366;0.96913415
60;1000;237;882;0.10185414;0.111783646;0.22676477;130.57083;2500;0.21363778;0.47676086;855.80054;2.1395013;387.65366;0.96913415
60;1000;237;882;0.10185414;0.111783646;0.19416557;63.834682;2500;0.21363778;0.47676086;855.80054;2.1395013;387.65366;0.96913415
60;1000;254;160;0.15730527;0.14305457;0.22676477;63.834682;2500;0.30035985;0.5237227;237.77415;0.5944354;240.57405;0.6014351
60;1000;78;1894;0.093222216;0.23805808;0.13682215;28.564274;2500;0.3312803;0.28139982;454.05814;1.1351453;520.19275;1.3004818
60;1000;78;1894;0.093222216;0.23805808;0.13682215;28.564274;2500;0.3312803;0.28139982;454.05814;1.1351453;501.84537;1.2546134
60;1000;78;1894;0.093222216;0.23805808;0.13682215;28.564274;2500;0.3312803;0.28139982;831.9172;2.079793;520.19275;1.3004818
60;1000;70;1894;0.093222216;0.23805808;0.13682215;28.564274;2500;0.3312803;0.28139982;454.05814;1.1351453;520.19275;1.3004818
60;1000;78;1381;0.093222216;0.23805808;0.13682215;28.564274;2500;0.3312803;0.28139982;454.05814;1.1351453;520.19275;1.3004818
60;1000;78;1894;0.050183143;0.1281508;0.13682215;28.564274;2500;0.17833395;0.28139982;454.05814;1.1351453;520.19275;1.3004818
60;1000;78;1894;0.12747905;0.20380124;0.13682215;28.564274;2500;0.3312803;0.38480723;454.05814;1.1351453;520.19275;1.3004818
60;1000;78;1894;0.093222216;0.23805808;0.1193093;28.564274;2500;0.3312803;0.28139982;454.05814;1.1351453;520.19275;1.3004818
60;1000;78;1894;0.093222216;0.23805808;0.13682215;88.55946;2500;0.3312803;0.28139982;454.05814;1.1351453;520.19275;1.3004818
60;1000;70;1381;0.06862419;0.10970976;0.1193093;88.55946;2500;0.17833395;0.38480723;831.9172;2.079793;501.84537;1.2546134
60;1000;255;1133;0.088884346;0.15809639;0.23325188;50.341923;2500;0.24698074;0.35988373;642.9532;1.6073829;531.1347;1.3278368
60;1000;255;1133;0.088884346;0.15809639;0.23325188;50.341923;2500;0.24698074;0.35988373;642.9532;1.6073829;437.0865;1.0927162
60;1000;255;1133;0.088884346;0.15809639;0.23325188;50.341923;2500;0.24698074;0.35988373;307.81876;0.76954687;531.1347;1.3278368
60;1000;50;1133;0.088884346;0.15809639;0.23325188;50.341923;2500;0.24698074;0.35988373;642.9532;1.6073829;531.1347;1.3278368
60;1000;255;1011;0.088884346;0.15809639;0.23325188;50.341923;2500;0.24698074;0.35988373;642.9532;1.6073829;531.1347;1.3278368
60;1000;255;1133;0.073431425;0.13061066;0.23325188;50.341923;2500;0.20404208;0.35988373;642.9532;1.6073829;531.1347;1.3278368
60;1000;255;1133;0.124649696;0.122331046;0.23325188;50.341923;2500;0.24698074;0.504694;642.9532;1.6073829;531.1347;1.3278368
60;1000;255;1133;0.088884346;0.15809639;0.17733426;50.341923;2500;0.24698074;0.35988373;642.9532;1.6073829;531.1347;1.3278368
60;1000;255;1133;0.088884346;0.15809639;0.23325188;24.017143;2500;0.24698074;0.35988373;642.9532;1.6073829;531.1347;1.3278368
60;1000;50;1011;0.10297881;0.10106327;0.17733426;24.017143;2500;0.20404208;0.504694;307.81876;0.76954687;437.0865;1.0927162
60;1000;60;123;0.12401826;0.18017979;0.17326254;97.97394;2500;0.30419806;0.40768918;329.44193;0.8236048;361.08594;0.90271485
60;1000;60;123;0.12401826;0.18017979;0.17326254;97.97394;2500;0.30419806;0.40768918;329.44193;0.8236048;324.0585;0.8101463
60;1000;60;123;0.12401826;0.18017979;0.17326254;97.97394;2500;0.30419806;0.40768918;772.5765;1.9314412;361.08594;0.90271485
60;1000;235;123;0.12401826;0.18017979;0.17326254;97.97394;2500;0.30419806;0.40768918;329.44193;0.8236048;361.08594;0.90271485
60;1000;60;286;0.12401826;0.18017979;0.17326254;97.97394;2500;0.30419806;0.40768918;329.44193;0.8236048;361.08594;0.90271485
60;1000;60;123;0.112469204;0.16340075;0.17326254;97.97394;2500;0.27586997;0.40768918;329.44193;0.8236048;361.08594;0.90271485
60;1000;60;123;0.1002185;0.20397957;0.17326254;97.97394;2500;0.30419806;0.32945147;329.44193;0.8236048;361.08594;0.90271485
60;1000;60;123;0.12401826;0.18017979;0.17227139;97.97394;2500;0.30419806;0.40768918;329.44193;0.8236048;361.08594;0.90271485
60;1000;60;123;0.12401826;0.18017979;0.17326254;126.091576;2500;0.30419806;0.40768918;329.44193;0.8236048;361.08594;0.90271485
60;1000;235;286;0.090885766;0.1849842;0.17227139;126.091576;2500;0.27586997;0.32945147;772.5765;1.9314412;324.0585;0.8101463
60;1000;222;1773;0.190685;0.09250801;0.20767686;119.292206;2500;0.28319302;0.67333937;749.43225;1.8735806;249.61383;0.6240346
60;1000;222;1773;0.190685;0.09250801;0.20767686;119.292206;2500;0.28319302;0.67333937;749.43225;1.8735806;204.63826;0.51159567
60;1000;222;1773;0.190685;0.09250801;0.20767686;119.292206;2500;0.28319302;0.67333937;703.01245;1.7575312;249.61383;0.6240346
60;1000;226;1773;0.190685;0.09250801;0.20767686;119.292206;2500;0.28319302;0.67333937;749.43225;1.8735806;249.61383;0.6240346
60;1000;222;773;0.190685;0.09250801;0.20767686;119.292206;2500;0.28319302;0.67333937;749.43225;1.8735806;249.61383;0.6240346
60;1000;222;1773;0.12679383;0.06151215;0.20767686;119.292206;2500;0.18830597;0.67333937;749.43225;1.8735806;249.61383;0.6240346
60;1000;222;1773;0.1725255;0.11066753;0.20767686;119.292206;2500;0.28319302;0.6092152;749.43225;1.8735806;249.61383;0.6240346
60;1000;222;1773;0.190685;0.09250801;0.1165339;119.292206;2500;0.28319302;0.67333937;749.43225;1.8735806;249.61383;0.6240346
60;1000;222;1773;0.190685;0.09250801;0.20767686;71.938515;2500;0.28319302;0.67333937;749.43225;1.8735806;249.61383;0.6240346
60;1000;226;773;0.11471886;0.07358711;0.1165339;71.938515;2500;0.18830597;0.6092152;703.01245;1.7575312;204.63826;0.51159567
60;1000;100;1000;0.026231611;0.138617;0.12440562;40.046448;2500;0.1648486;0.15912548;515.37396;1.2884349;467.5169;1.1687922
60;1000;100;1000;0.026231611;0.138617;0.12440562;40.046448;2500;0.1648486;0.15912548;515.37396;1.2884349;540.9062;1.3522655
60;1000;100;1000;0.026231611;0.138617;0.12440562;40.046448;2500;0.1648486;0.15912548;467.4687;1.1686717;467.5169;1.1687922
60;1000;114;1000;0.026231611;0.138617;0.12440562;40.046448;2500;0.1648486;0.15912548;515.37396;1.2884349;467.5169;1.1687922
60;1000;100;1529;0.026231611;0.138617;0.12440562;40.046448;2500;0.1648486;0.15912548;515.37396;1.2884349;467.5169;1.1687922
60;1000;100;1000;0.050376236;0.2662056;0.12440562;40.046448;2500;0.31658185;0.15912548;515.37396;1.2884349;467.5169;1.1687922
60;1000;100;1000;0.024234362;0.14061423;0.12440562;40.046448;2500;0.1648486;0.14700982;515.37396;1.2884349;467.5169;1.1687922
60;1000;100;1000;0.026231611;0.138617;0.2339503;40.046448;2500;0.1648486;0.15912548;515.37396;1.2884349;467.5169;1.1687922
60;1000;100;1000;0.026231611;0.138617;0.12440562;78.89701;2500;0.1648486;0.15912548;515.37396;1.2884349;467.5169;1.1687922
60;1000;114;1529;0.04654064;0.2700412;0.2339503;78.89701;2500;0.31658185;0.14700982;467.4687;1.1686717;540.9062;1.3522655
60;1000;19;542;0.056936618;0.1205183;0.1837852;146.54068;2500;0.17745492;0.32085118;904.85486;2.2621372;412.31204;1.0307801
60;1000;19;542;0.056936618;0.1205183;0.1837852;146.54068;2500;0.17745492;0.32085118;904.85486;2.2621372;273.57245;0.6839311
60;1000;19;542;0.056936618;0.1205183;0.1837852;146.54068;2500;0.17745492;0.32085118;894.8392;2.237098;412.31204;1.0307801
60;1000;155;542;0.056936618;0.1205183;0.1837852;146.54068;2500;0.17745492;0.32085118;904.85486;2.2621372;412.31204;1.0307801
60;1000;19;1851;0.056936618;0.1205183;0.1837852;146.54068;2500;0.17745492;0.32085118;904.85486;2.2621372;412.31204;1.0307801
60;1000;19;542;0.05491215;0.11623307;0.1837852;146.54068;2500;0.17114523;0.32085118;904.85486;2.2621372;412.31204;1.0307801
60;1000;19;542;0.045493245;0.13196167;0.1837852;146.54068;2500;0.17745492;0.2563651;904.85486;2.2621372;412.31204;1.0307801
60;1000;19;542;0.056936618;0.1205183;0.21840131;146.54068;2500;0.17745492;0.32085118;904.85486;2.2621372;412.31204;1.0307801
60;1000;19;542;0.056936618;0.1205183;0.1837852;104.34695;2500;0.17745492;0.32085118;904.85486;2.2621372;412.31204;1.0307801
60;1000;155;1851;0.04387566;0.12726957;0.21840131;104.34695;2500;0.17114523;0.2563651;894.8392;2.237098;273.57245;0.6839311
60;1000;296;1702;0.1409718;0.12961332;0.109732255;12.815887;2500;0.27058512;0.5209887;407.83868;1.0195967;279.81256;0.69953144
60;1000;296;1702;0.1409718;0.12961332;0.109732255;12.815887;2500;0.27058512;0.5209887;407.83868;1.0195967;587.2063;1.4680158
60;1000;296;1702;0.1409718;0.12961332;0.109732255;12.815887;2500;0.27058512;0.5209887;275.3775;0.6884438;279.81256;0.69953144
60;1000;121;1702;0.1409718;0.12961332;0.109732255;12.815887;2500;0.27058512;0.5209887;407.83868;1.0195967;279.81256;0.69953144
60;1000;296;622;0.1409718;0.12961332;0.109732255;12.815887;2500;0.27058512;0.5209887;407.83868;1.0195967;279.81256;0.69953144
60;1000;296;1702;0.18199198;0.1673284;0.109732255;12.815887;2500;0.34932038;0.5209887;407.83868;1.0195967;279.81256;0.69953144
60;1000;296;1702;0.11836711;0.152218;0.109732255;12.815887;2500;0.27058512;0.4374487;407.83868;1.0195967;279.81256;0.69953144
60;1000;296;1702;0.1409718;0.12961332;0.12973247;12.815887;2500;0.27058512;0.5209887;407.83868;1.0195967;279.81256;0.69953144
60;1000;296;1702;0.1409718;0.12961332;0.109732255;56.682644;2500;0.27058512;0.5209887;407.83868;1.0195967;279.81256;0.69953144
60;1000;121;622;0.15280975;0.19651063;0.12973247;56.682644;2500;0.34932038;0.4374487;275.3775;0.6884438;587.2063;1.4680158
60;1000;131;440;0.1914056;0.15037417;0.22791818;59.449913;2500;0.34177977;0.5600261;663.2872;1.6582179;318.43616;0.7960904
60;1000;131;440;0.1914056;0.15037417;0.22791818;59.449913;2500;0.34177977;0.5600261;663.2872;1.6582179;491.19693;1.2279923
60;1000;131;440;0.1914056;0.15037417;0.22791818;59.449913;2500;0.34177977;0.5600261;479.85992;1.1996498;318.43616;0.7960904
60;1000;40;440;0.1914056;0.15037417;0.22791818;59.449913;2500;0.34177977;0.5600261;663.2872;1.6582179;318.43616;0.7960904
60;1000;131;119;0.1914056;0.15037417;0.22791818;59.449913;2500;0.34177977;0.5600261;663.2872;1.6582179;318.43616;0.7960904
60;1000;131;440;0.13265802;0.104220256;0.22791818;59.449913;2500;0.23687828;0.5600261;663.2872;1.6582179;318.43616;0.7960904
60;1000;131;440;0.07853509;0.2632447;0.22791818;59.449913;2500;0.34177977;0.22978273;663.2872;1.6582179;318.43616;0.7960904
60;1000;131;440;0.1914056;0.15037417;0.15031348;59.449913;2500;0.34177977;0.5600261;663.2872;1.6582179;318.43616;0.7960904
60;1000;131;440;0.1914056;0.15037417;0.22791818;145.95427;2500;0.34177977;0.5600261;663.2872;1.6582179;318.43616;0.7960904
60;1000;40;119;0.054430537;0.18244775;0.15031348;145.95427;2500;0.23687828;0.22978273;479.85992;1.1996498;491.19693;1.2279923
60;1000;190;1343;0.041496664;0.1679008;0.13995826;88.84846;2500;0.20939746;0.19817176;266.81808;0.6670452;598.7905;1.4969764
60;1000;190;1343;0.041496664;0.1679008;0.13995826;88.84846;2500;0.20939746;0.19817176;266.81808;0.6670452;353.93253;0.8848313
60;1000;190;1343;0.041496664;0.1679008;0.13995826;88.84846;2500;0.20939746;0.19817176;600.0967;1.5002418;598.7905;1.4969764
60;1000;291;1343;0.041496664;0.1679008;0.13995826;88.84846;2500;0.20939746;0.19817176;266.81808;0.6670452;598.7905;1.4969764
60;1000;190;1379;0.041496664;0.1679008;0.13995826;88.84846;2500;0.20939746;0.19817176;266.81808;0.6670452;598.7905;1.4969764
60;1000;190;1343;0.051249508;0.20736206;0.13995826;88.84846;2500;0.25861156;0.19817176;266.81808;0.6670452;598.7905;1.4969764
