[mm];[1/m2];[-];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
821.4172;68;0.14526725;0.12647758;0.086326316;0.21213101;56.52035;2500;1.3689383;1.4632812
821.4172;68;0.14526725;0.06736721;0.14543669;0.23539276;56.52035;2500;1.3689383;1.4632812
821.4172;68;0.14526725;0.06736721;0.14543669;0.21213101;94.2959;2500;1.3689383;1.4632812
821.4172;68;0.14526725;0.06736721;0.14543669;0.21213101;56.52035;2500;1.3689383;1.2272102
821.4172;68;0.14526725;0.06736721;0.14543669;0.21213101;56.52035;2500;0.92169714;1.4632812
664.3865;266;0.5524651;0.09250206;0.06313658;0.23539276;94.2959;2500;0.92169714;1.2272102
1471.9854;285;0.82331485;0.16297448;0.11763216;0.16203694;18.086088;2500;0.8511319;0.85771
1359.8048;285;0.82331485;0.16297448;0.11763216;0.16203694;18.086088;2500;0.8511319;0.85771
1471.9854;65;0.82331485;0.16297448;0.11763216;0.16203694;18.086088;2500;0.8511319;0.85771
1471.9854;285;0.42404675;0.16297448;0.11763216;0.16203694;18.086088;2500;0.8511319;0.85771
1471.9854;285;0.82331485;0.1849943;0.13352568;0.16203694;18.086088;2500;0.8511319;0.85771
1471.9854;285;0.82331485;0.08865921;0.19194742;0.16203694;18.086088;2500;0.8511319;0.85771
1471.9854;285;0.82331485;0.16297448;0.11763216;0.15574414;18.086088;2500;0.8511319;0.85771
1471.9854;285;0.82331485;0.16297448;0.11763216;0.16203694;28.5411;2500;0.8511319;0.85771
1471.9854;285;0.82331485;0.16297448;0.11763216;0.16203694;18.086088;2500;0.8511319;0.67660743
1471.9854;285;0.82331485;0.16297448;0.11763216;0.16203694;18.086088;2500;1.4078441;0.85771
1359.8048;65;0.42404675;0.10063814;0.21788183;0.15574414;28.5411;2500;1.4078441;0.67660743
1787.8246;134;0.49712262;0.08608863;0.09086195;0.19577599;92.2545;2500;0.7146953;0.50624937
1668.8032;134;0.49712262;0.08608863;0.09086195;0.19577599;92.2545;2500;0.7146953;0.50624937
1787.8246;134;0.49712262;0.08608863;0.09086195;0.19577599;92.2545;2500;0.7146953;0.50624937
1787.8246;134;0.11922219;0.08608863;0.09086195;0.19577599;92.2545;2500;0.7146953;0.50624937
1787.8246;134;0.49712262;0.10833945;0.114346504;0.19577599;92.2545;2500;0.7146953;0.50624937
1787.8246;134;0.49712262;0.088460065;0.088490516;0.19577599;92.2545;2500;0.7146953;0.50624937
1787.8246;134;0.49712262;0.08608863;0.09086195;0.18204604;92.2545;2500;0.7146953;0.50624937
1787.8246;134;0.49712262;0.08608863;0.09086195;0.19577599;51.99837;2500;0.7146953;0.50624937
1787.8246;134;0.49712262;0.08608863;0.09086195;0.19577599;92.2545;2500;0.7146953;0.8269982
1787.8246;134;0.49712262;0.08608863;0.09086195;0.19577599;92.2545;2500;0.6572683;0.50624937
1668.8032;134;0.11922219;0.11132382;0.111362144;0.18204604;51.99837;2500;0.6572683;0.8269982
505.56863;206;0.56911546;0.07148006;0.24507749;0.24568038;32.35129;2500;1.1929808;1.1741177
986.6662;206;0.56911546;0.07148006;0.24507749;0.24568038;32.35129;2500;1.1929808;1.1741177
505.56863;226;0.56911546;0.07148006;0.24507749;0.24568038;32.35129;2500;1.1929808;1.1741177
505.56863;206;0.8542812;0.07148006;0.24507749;0.24568038;32.35129;2500;1.1929808;1.1741177
505.56863;206;0.56911546;0.058839984;0.20173956;0.24568038;32.35129;2500;1.1929808;1.1741177
505.56863;206;0.56911546;0.058688942;0.25786862;0.24568038;32.35129;2500;1.1929808;1.1741177
505.56863;206;0.56911546;0.07148006;0.24507749;0.20240292;32.35129;2500;1.1929808;1.1741177
505.56863;206;0.56911546;0.07148006;0.24507749;0.24568038;24.096352;2500;1.1929808;1.1741177
505.56863;206;0.56911546;0.07148006;0.24507749;0.24568038;32.35129;2500;1.1929808;1.2682257
505.56863;206;0.56911546;0.07148006;0.24507749;0.24568038;32.35129;2500;1.171365;1.1741177
986.6662;226;0.8542812;0.048310768;0.21226878;0.20240292;24.096352;2500;1.171365;1.2682257
638.2259;118;0.7655228;0.04066612;0.29729792;0.22084452;82.95949;2500;0.5725661;0.6771072
1428.8903;118;0.7655228;0.04066612;0.29729792;0.22084452;82.95949;2500;0.5725661;0.6771072
638.2259;100;0.7655228;0.04066612;0.29729792;0.22084452;82.95949;2500;0.5725661;0.6771072
638.2259;118;0.712281;0.04066612;0.29729792;0.22084452;82.95949;2500;0.5725661;0.6771072
638.2259;118;0.7655228;0.028406635;0.20767248;0.22084452;82.95949;2500;0.5725661;0.6771072
638.2259;118;0.7655228;0.12702155;0.21094249;0.22084452;82.95949;2500;0.5725661;0.6771072
638.2259;118;0.7655228;0.04066612;0.29729792;0.22244559;82.95949;2500;0.5725661;0.6771072
638.2259;118;0.7655228;0.04066612;0.29729792;0.22084452;10.991805;2500;0.5725661;0.6771072
638.2259;118;0.7655228;0.04066612;0.29729792;0.22084452;82.95949;2500;0.5725661;1.4607021
638.2259;118;0.7655228;0.04066612;0.29729792;0.22084452;82.95949;2500;1.029633;0.6771072
1428.8903;100;0.712281;0.08872877;0.14735034;0.22244559;10.991805;2500;1.029633;1.4607021
1655.2719;190;0.29372677;0.0719296;0.08419425;0.17051087;41.792057;2500;1.0820735;1.0014277
304.77737;190;0.29372677;0.0719296;0.08419425;0.17051087;41.792057;2500;1.0820735;1.0014277
1655.2719;158;0.29372677;0.0719296;0.08419425;0.17051087;41.792057;2500;1.0820735;1.0014277
1655.2719;190;0.26433215;0.0719296;0.08419425;0.17051087;41.792057;2500;1.0820735;1.0014277
1655.2719;190;0.29372677;0.13774037;0.16122639;0.17051087;41.792057;2500;1.0820735;1.0014277
1655.2719;190;0.29372677;0.107639514;0.048484333;0.17051087;41.792057;2500;1.0820735;1.0014277
1655.2719;190;0.29372677;0.0719296;0.08419425;0.19271627;41.792057;2500;1.0820735;1.0014277
1655.2719;190;0.29372677;0.0719296;0.08419425;0.17051087;63.480927;2500;1.0820735;1.0014277
1655.2719;190;0.29372677;0.0719296;0.08419425;0.17051087;41.792057;2500;1.0820735;0.8864253
1655.2719;190;0.29372677;0.0719296;0.08419425;0.17051087;41.792057;2500;0.51578003;1.0014277
304.77737;158;0.26433215;0.2061225;0.09284426;0.19271627;63.480927;2500;0.51578003;0.8864253
1338.6025;11;0.61757374;0.16700774;0.084959686;0.18730044;66.01199;2500;1.4769179;1.3528899
837.8932;11;0.61757374;0.16700774;0.084959686;0.18730044;66.01199;2500;1.4769179;1.3528899
1338.6025;263;0.61757374;0.16700774;0.084959686;0.18730044;66.01199;2500;1.4769179;1.3528899
1338.6025;11;0.36564103;0.16700774;0.084959686;0.18730044;66.01199;2500;1.4769179;1.3528899
1338.6025;11;0.61757374;0.12638232;0.06429285;0.18730044;66.01199;2500;1.4769179;1.3528899
1338.6025;11;0.61757374;0.033452332;0.2185151;0.18730044;66.01199;2500;1.4769179;1.3528899
1338.6025;11;0.61757374;0.16700774;0.084959686;0.1694935;66.01199;2500;1.4769179;1.3528899
1338.6025;11;0.61757374;0.16700774;0.084959686;0.18730044;43.20431;2500;1.4769179;1.3528899
1338.6025;11;0.61757374;0.16700774;0.084959686;0.18730044;66.01199;2500;1.4769179;0.6110348
1338.6025;11;0.61757374;0.16700774;0.084959686;0.18730044;66.01199;2500;1.2661269;1.3528899
837.8932;263;0.36564103;0.025314894;0.16536027;0.1694935;43.20431;2500;1.2661269;0.6110348
954.9046;229;0.33933234;0.079451256;0.1625717;0.23696834;8.838902;2500;0.9903295;0.966271
1948.7249;229;0.33933234;0.079451256;0.1625717;0.23696834;8.838902;2500;0.9903295;0.966271
954.9046;24;0.33933234;0.079451256;0.1625717;0.23696834;8.838902;2500;0.9903295;0.966271
954.9046;229;0.6077305;0.079451256;0.1625717;0.23696834;8.838902;2500;0.9903295;0.966271
954.9046;229;0.33933234;0.107864566;0.2207105;0.23696834;8.838902;2500;0.9903295;0.966271
954.9046;229;0.33933234;0.09862653;0.14339644;0.23696834;8.838902;2500;0.9903295;0.966271
954.9046;229;0.33933234;0.079451256;0.1625717;0.23975864;8.838902;2500;0.9903295;0.966271
954.9046;229;0.33933234;0.079451256;0.1625717;0.23696834;84.37659;2500;0.9903295;0.966271
954.9046;229;0.33933234;0.079451256;0.1625717;0.23696834;8.838902;2500;0.9903295;1.0446863
954.9046;229;0.33933234;0.079451256;0.1625717;0.23696834;8.838902;2500;0.7802246;0.966271
1948.7249;24;0.6077305;0.1338973;0.19467779;0.23975864;84.37659;2500;0.7802246;1.0446863
1032.8894;27;0.84335107;0.16256379;0.14645617;0.1727123;44.854645;2500;0.8193743;1.3329046
746.60645;27;0.84335107;0.16256379;0.14645617;0.1727123;44.854645;2500;0.8193743;1.3329046
1032.8894;10;0.84335107;0.16256379;0.14645617;0.1727123;44.854645;2500;0.8193743;1.3329046
1032.8894;27;0.76366293;0.16256379;0.14645617;0.1727123;44.854645;2500;0.8193743;1.3329046
1032.8894;27;0.84335107;0.10651445;0.095960476;0.1727123;44.854645;2500;0.8193743;1.3329046
1032.8894;27;0.84335107;0.1617174;0.14730255;0.1727123;44.854645;2500;0.8193743;1.3329046
1032.8894;27;0.84335107;0.16256379;0.14645617;0.15099789;44.854645;2500;0.8193743;1.3329046
1032.8894;27;0.84335107;0.16256379;0.14645617;0.1727123;0.95838976;2500;0.8193743;1.3329046
1032.8894;27;0.84335107;0.16256379;0.14645617;0.1727123;44.854645;2500;0.8193743;1.1441485
1032.8894;27;0.84335107;0.16256379;0.14645617;0.1727123;44.854645;2500;0.63443094;1.3329046
746.60645;10;0.76366293;0.10595988;0.096515045;0.15099789;0.95838976;2500;0.63443094;1.1441485
1260.5326;245;0.115123406;0.036665067;0.16081135;0.22342846;79.775345;2500;1.3372186;0.9695173
1854.1066;245;0.115123406;0.036665067;0.16081135;0.22342846;79.775345;2500;1.3372186;0.9695173
1260.5326;248;0.115123406;0.036665067;0.16081135;0.22342846;79.775345;2500;1.3372186;0.9695173
1260.5326;245;0.2098555;0.036665067;0.16081135;0.22342846;79.775345;2500;1.3372186;0.9695173
1260.5326;245;0.115123406;0.049269326;0.21609305;0.22342846;79.775345;2500;1.3372186;0.9695173
1260.5326;245;0.115123406;0.04673827;0.15073813;0.22342846;79.775345;2500;1.3372186;0.9695173
1260.5326;245;0.115123406;0.036665067;0.16081135;0.23384172;79.775345;2500;1.3372186;0.9695173
1260.5326;245;0.115123406;0.036665067;0.16081135;0.22342846;73.343315;2500;1.3372186;0.9695173
1260.5326;245;0.115123406;0.036665067;0.16081135;0.22342846;79.775345;2500;1.3372186;0.70304483
1260.5326;245;0.115123406;0.036665067;0.16081135;0.22342846;79.775345;2500;1.1326636;0.9695173
1854.1066;248;0.2098555;0.06280537;0.20255701;0.23384172;73.343315;2500;1.1326636;0.70304483
1580.5288;102;0.58973783;0.08292849;0.21206383;0.23125789;5.6085825;2500;1.2237318;0.6336844
1546.7656;102;0.58973783;0.08292849;0.21206383;0.23125789;5.6085825;2500;1.2237318;0.6336844
1580.5288;172;0.58973783;0.08292849;0.21206383;0.23125789;5.6085825;2500;1.2237318;0.6336844
1580.5288;102;0.3083997;0.08292849;0.21206383;0.23125789;5.6085825;2500;1.2237318;0.6336844
1580.5288;102;0.58973783;0.047676723;0.1219184;0.23125789;5.6085825;2500;1.2237318;0.6336844
1580.5288;102;0.58973783;0.17111912;0.123873204;0.23125789;5.6085825;2500;1.2237318;0.6336844
1580.5288;102;0.58973783;0.08292849;0.21206383;0.203954;5.6085825;2500;1.2237318;0.6336844
1580.5288;102;0.58973783;0.08292849;0.21206383;0.23125789;46.804955;2500;1.2237318;0.6336844
1580.5288;102;0.58973783;0.08292849;0.21206383;0.23125789;5.6085825;2500;1.2237318;0.8026541
1580.5288;102;0.58973783;0.08292849;0.21206383;0.23125789;5.6085825;2500;0.8822778;0.6336844
1546.7656;172;0.3083997;0.098378725;0.0712164;0.203954;46.804955;2500;0.8822778;0.8026541
712.897;175;0.46795556;0.13027395;0.081327856;0.18197557;69.02244;2500;0.74546903;1.0593616
425.98407;175;0.46795556;0.13027395;0.081327856;0.18197557;69.02244;2500;0.74546903;1.0593616
712.897;115;0.46795556;0.13027395;0.081327856;0.18197557;69.02244;2500;0.74546903;1.0593616
712.897;175;0.6680665;0.13027395;0.081327856;0.18197557;69.02244;2500;0.74546903;1.0593616
712.897;175;0.46795556;0.18931107;0.11818375;0.18197557;69.02244;2500;0.74546903;1.0593616
712.897;175;0.46795556;0.053945433;0.15765637;0.18197557;69.02244;2500;0.74546903;1.0593616
712.897;175;0.46795556;0.13027395;0.081327856;0.1867923;69.02244;2500;0.74546903;1.0593616
712.897;175;0.46795556;0.13027395;0.081327856;0.18197557;80.556725;2500;0.74546903;1.0593616
712.897;175;0.46795556;0.13027395;0.081327856;0.18197557;69.02244;2500;0.74546903;1.353133
712.897;175;0.46795556;0.13027395;0.081327856;0.18197557;69.02244;2500;1.383802;1.0593616
425.98407;115;0.6680665;0.078392245;0.22910258;0.1867923;80.556725;2500;1.383802;1.353133
420.9692;123;0.2729093;0.14676358;0.08717251;0.15643041;21.34073;2500;1.1138239;0.5584459
1763.4475;123;0.2729093;0.14676358;0.08717251;0.15643041;21.34073;2500;1.1138239;0.5584459
420.9692;211;0.2729093;0.14676358;0.08717251;0.15643041;21.34073;2500;1.1138239;0.5584459
420.9692;123;0.52334875;0.14676358;0.08717251;0.15643041;21.34073;2500;1.1138239;0.5584459
420.9692;123;0.2729093;0.11478841;0.06818037;0.15643041;21.34073;2500;1.1138239;0.5584459
420.9692;123;0.2729093;0.03423448;0.1997016;0.15643041;21.34073;2500;1.1138239;0.5584459
420.9692;123;0.2729093;0.14676358;0.08717251;0.18804176;21.34073;2500;1.1138239;0.5584459
420.9692;123;0.2729093;0.14676358;0.08717251;0.15643041;90.91511;2500;1.1138239;0.5584459
420.9692;123;0.2729093;0.14676358;0.08717251;0.15643041;21.34073;2500;1.1138239;1.4188849
420.9692;123;0.2729093;0.14676358;0.08717251;0.15643041;21.34073;2500;1.3048142;0.5584459
1763.4475;211;0.52334875;0.026775863;0.15619291;0.18804176;90.91511;2500;1.3048142;1.4188849
1872.5609;195;0.79488534;0.09879871;0.17326726;0.20689785;53.534363;2500;0.6042935;1.1405828
1077.9789;195;0.79488534;0.09879871;0.17326726;0.20689785;53.534363;2500;0.6042935;1.1405828
1872.5609;119;0.79488534;0.09879871;0.17326726;0.20689785;53.534363;2500;0.6042935;1.1405828
1872.5609;195;0.45000777;0.09879871;0.17326726;0.20689785;53.534363;2500;0.6042935;1.1405828
1872.5609;195;0.79488534;0.12559293;0.22025737;0.20689785;53.534363;2500;0.6042935;1.1405828
1872.5609;195;0.79488534;0.12734671;0.14471926;0.20689785;53.534363;2500;0.6042935;1.1405828
1872.5609;195;0.79488534;0.09879871;0.17326726;0.22081977;53.534363;2500;0.6042935;1.1405828
1872.5609;195;0.79488534;0.09879871;0.17326726;0.20689785;31.800432;2500;0.6042935;1.1405828
1872.5609;195;0.79488534;0.09879871;0.17326726;0.20689785;53.534363;2500;0.6042935;0.98486894
1872.5609;195;0.79488534;0.09879871;0.17326726;0.20689785;53.534363;2500;0.8030454;1.1405828
1077.9789;119;0.45000777;0.16188316;0.18396716;0.22081977;31.800432;2500;0.8030454;0.98486894
1553.3949;80;0.31949124;0.027157126;0.14270546;0.24779004;29.313026;2500;0.9595866;1.476415
543.2058;80;0.31949124;0.027157126;0.14270546;0.24779004;29.313026;2500;0.9595866;1.476415
1553.3949;80;0.31949124;0.027157126;0.14270546;0.24779004;29.313026;2500;0.9595866;1.476415
1553.3949;80;0.15497915;0.027157126;0.14270546;0.24779004;29.313026;2500;0.9595866;1.476415
1553.3949;80;0.31949124;0.0379772;0.19956285;0.24779004;29.313026;2500;0.9595866;1.476415
1553.3949;80;0.31949124;0.059805453;0.11005712;0.24779004;29.313026;2500;0.9595866;1.476415
1553.3949;80;0.31949124;0.027157126;0.14270546;0.24138448;29.313026;2500;0.9595866;1.476415
1553.3949;80;0.31949124;0.027157126;0.14270546;0.24779004;61.421707;2500;0.9595866;1.476415
1553.3949;80;0.31949124;0.027157126;0.14270546;0.24779004;29.313026;2500;0.9595866;0.51025945
1553.3949;80;0.31949124;0.027157126;0.14270546;0.24779004;29.313026;2500;1.0536906;1.476415
543.2058;80;0.15497915;0.08363343;0.15390661;0.24138448;61.421707;2500;1.0536906;0.51025945
740.13165;297;0.64752203;0.14133422;0.19470756;0.19825594;95.4631;2500;1.4461366;0.8319876
1241.9556;297;0.64752203;0.14133422;0.19470756;0.19825594;95.4631;2500;1.4461366;0.8319876
740.13165;281;0.64752203;0.14133422;0.19470756;0.19825594;95.4631;2500;1.4461366;0.8319876
740.13165;297;0.82167953;0.14133422;0.19470756;0.19825594;95.4631;2500;1.4461366;0.8319876
740.13165;297;0.64752203;0.115843415;0.15959042;0.19825594;95.4631;2500;1.4461366;0.8319876
740.13165;297;0.64752203;0.21416385;0.12187792;0.19825594;95.4631;2500;1.4461366;0.8319876
740.13165;297;0.64752203;0.14133422;0.19470756;0.17416804;95.4631;2500;1.4461366;0.8319876
740.13165;297;0.64752203;0.14133422;0.19470756;0.19825594;14.404251;2500;1.4461366;0.8319876
740.13165;297;0.64752203;0.14133422;0.19470756;0.19825594;95.4631;2500;1.4461366;1.0849006
740.13165;297;0.64752203;0.14133422;0.19470756;0.19825594;95.4631;2500;0.5552143;0.8319876
1241.9556;281;0.82167953;0.17553762;0.09989622;0.17416804;14.404251;2500;0.5552143;1.0849006
845.9222;96;0.3517939;0.06352538;0.19534233;0.17737961;13.740149;2500;1.0001162;0.6109962
355.52905;96;0.3517939;0.06352538;0.19534233;0.17737961;13.740149;2500;1.0001162;0.6109962
845.9222;295;0.3517939;0.06352538;0.19534233;0.17737961;13.740149;2500;1.0001162;0.6109962
845.9222;96;0.7462665;0.06352538;0.19534233;0.17737961;13.740149;2500;1.0001162;0.6109962
845.9222;96;0.3517939;0.08177562;0.2514623;0.17737961;13.740149;2500;1.0001162;0.6109962
845.9222;96;0.3517939;0.10001716;0.15885055;0.17737961;13.740149;2500;1.0001162;0.6109962
845.9222;96;0.3517939;0.06352538;0.19534233;0.21052143;13.740149;2500;1.0001162;0.6109962
845.9222;96;0.3517939;0.06352538;0.19534233;0.17737961;98.14713;2500;1.0001162;0.6109962
845.9222;96;0.3517939;0.06352538;0.19534233;0.17737961;13.740149;2500;1.0001162;0.8580354
845.9222;96;0.3517939;0.06352538;0.19534233;0.17737961;13.740149;2500;1.4567626;0.6109962
355.52905;295;0.7462665;0.12875114;0.2044868;0.21052143;98.14713;2500;1.4567626;0.8580354
1447.5269;168;0.68002075;0.12615635;0.120790325;0.22804235;61.158966;2500;0.5296464;1.1928908
1369.8641;168;0.68002075;0.12615635;0.120790325;0.22804235;61.158966;2500;0.5296464;1.1928908
1447.5269;56;0.68002075;0.12615635;0.120790325;0.22804235;61.158966;2500;0.5296464;1.1928908
1447.5269;168;0.28034964;0.12615635;0.120790325;0.22804235;61.158966;2500;0.5296464;1.1928908
1447.5269;168;0.68002075;0.09979135;0.09554675;0.22804235;61.158966;2500;0.5296464;1.1928908
1447.5269;168;0.68002075;0.16642481;0.08052186;0.22804235;61.158966;2500;0.5296464;1.1928908
1447.5269;168;0.68002075;0.12615635;0.120790325;0.18076198;61.158966;2500;0.5296464;1.1928908
1447.5269;168;0.68002075;0.12615635;0.120790325;0.22804235;26.153723;2500;0.5296464;1.1928908
1447.5269;168;0.68002075;0.12615635;0.120790325;0.22804235;61.158966;2500;0.5296464;1.2996274
1447.5269;168;0.68002075;0.12615635;0.120790325;0.22804235;61.158966;2500;0.9665878;1.1928908
1369.8641;56;0.28034964;0.13164423;0.06369386;0.18076198;26.153723;2500;0.9665878;1.2996274
1978.3641;30;0.20618856;0.1948841;0.14985918;0.21727133;36.889236;2500;0.9082549;1.4195886
1898.0;30;0.20618856;0.1948841;0.14985918;0.21727133;36.889236;2500;0.9082549;1.4195886
1978.3641;141;0.20618856;0.1948841;0.14985918;0.21727133;36.889236;2500;0.9082549;1.4195886
1978.3641;30;0.3754086;0.1948841;0.14985918;0.21727133;36.889236;2500;0.9082549;1.4195886
1978.3641;30;0.20618856;0.16283749;0.12521641;0.21727133;36.889236;2500;0.9082549;1.4195886
1978.3641;30;0.20618856;0.036409575;0.3083337;0.21727133;36.889236;2500;0.9082549;1.4195886
1978.3641;30;0.20618856;0.1948841;0.14985918;0.15722333;36.889236;2500;0.9082549;1.4195886
1978.3641;30;0.20618856;0.1948841;0.14985918;0.21727133;55.849117;2500;0.9082549;1.4195886
1978.3641;30;0.20618856;0.1948841;0.14985918;0.21727133;36.889236;2500;0.9082549;1.1961117
1978.3641;30;0.20618856;0.1948841;0.14985918;0.21727133;36.889236;2500;1.2161946;1.4195886
1898.0;141;0.3754086;0.030422406;0.25763148;0.15722333;55.849117;2500;1.2161946;1.1961117
315.0879;248;0.72797006;0.049208548;0.111764856;0.16793256;87.81412;2500;1.4338694;0.7749225
896.94604;248;0.72797006;0.049208548;0.111764856;0.16793256;87.81412;2500;1.4338694;0.7749225
315.0879;199;0.72797006;0.049208548;0.111764856;0.16793256;87.81412;2500;1.4338694;0.7749225
315.0879;248;0.647966;0.049208548;0.111764856;0.16793256;87.81412;2500;1.4338694;0.7749225
315.0879;248;0.72797006;0.068831876;0.15633433;0.16793256;87.81412;2500;1.4338694;0.7749225
315.0879;248;0.72797006;0.0691699;0.09180349;0.16793256;87.81412;2500;1.4338694;0.7749225
315.0879;248;0.72797006;0.049208548;0.111764856;0.2274698;87.81412;2500;1.4338694;0.7749225
315.0879;248;0.72797006;0.049208548;0.111764856;0.16793256;21.708492;2500;1.4338694;0.7749225
315.0879;248;0.72797006;0.049208548;0.111764856;0.16793256;87.81412;2500;1.4338694;0.6451449
315.0879;248;0.72797006;0.049208548;0.111764856;0.16793256;87.81412;2500;0.70612574;0.7749225
896.94604;199;0.647966;0.0967534;0.1284128;0.2274698;21.708492;2500;0.70612574;0.6451449
607.94934;46;0.53155667;0.06447074;0.11961816;0.19229427;39.98569;2500;0.80039316;1.2798661
1305.967;46;0.53155667;0.06447074;0.11961816;0.19229427;39.98569;2500;0.80039316;1.2798661
607.94934;93;0.53155667;0.06447074;0.11961816;0.19229427;39.98569;2500;0.80039316;1.2798661
607.94934;46;0.5934796;0.06447074;0.11961816;0.19229427;39.98569;2500;0.80039316;1.2798661
607.94934;46;0.53155667;0.08853135;0.1642599;0.19229427;39.98569;2500;0.80039316;1.2798661
607.94934;46;0.53155667;0.113958485;0.070130415;0.19229427;39.98569;2500;0.80039316;1.2798661
607.94934;46;0.53155667;0.06447074;0.11961816;0.24726813;39.98569;2500;0.80039316;1.2798661
607.94934;46;0.53155667;0.06447074;0.11961816;0.19229427;7.0438757;2500;0.80039316;1.2798661
607.94934;46;0.53155667;0.06447074;0.11961816;0.19229427;39.98569;2500;0.80039316;0.5798772
607.94934;46;0.53155667;0.06447074;0.11961816;0.19229427;39.98569;2500;0.59588987;1.2798661
1305.967;93;0.5934796;0.15648802;0.09630323;0.24726813;7.0438757;2500;0.59588987;0.5798772
1685.6055;263;0.4095783;0.22243534;0.10016284;0.24281512;84.6683;2500;1.2947981;0.9167209
713.2709;263;0.4095783;0.22243534;0.10016284;0.24281512;84.6683;2500;1.2947981;0.9167209
1685.6055;185;0.4095783;0.22243534;0.10016284;0.24281512;84.6683;2500;1.2947981;0.9167209
1685.6055;263;0.43302917;0.22243534;0.10016284;0.24281512;84.6683;2500;1.2947981;0.9167209
1685.6055;263;0.4095783;0.14817457;0.066723146;0.24281512;84.6683;2500;1.2947981;0.9167209
1685.6055;263;0.4095783;0.0955705;0.22702768;0.24281512;84.6683;2500;1.2947981;0.9167209
1685.6055;263;0.4095783;0.22243534;0.10016284;0.16764963;84.6683;2500;1.2947981;0.9167209
1685.6055;263;0.4095783;0.22243534;0.10016284;0.24281512;65.77007;2500;1.2947981;0.9167209
1685.6055;263;0.4095783;0.22243534;0.10016284;0.24281512;84.6683;2500;1.2947981;1.013405
1685.6055;263;0.4095783;0.22243534;0.10016284;0.24281512;84.6683;2500;1.1057141;0.9167209
713.2709;185;0.43302917;0.06366397;0.15123373;0.16764963;65.77007;2500;1.1057141;1.013405
1155.5984;152;0.8857558;0.09748581;0.122628324;0.20249696;10.4531355;2500;1.1421267;0.6900228
1040.5306;152;0.8857558;0.09748581;0.122628324;0.20249696;10.4531355;2500;1.1421267;0.6900228
1155.5984;234;0.8857558;0.09748581;0.122628324;0.20249696;10.4531355;2500;1.1421267;0.6900228
1155.5984;152;0.13445467;0.09748581;0.122628324;0.20249696;10.4531355;2500;1.1421267;0.6900228
1155.5984;152;0.8857558;0.14174984;0.17830846;0.20249696;10.4531355;2500;1.1421267;0.6900228
1155.5984;152;0.8857558;0.10725989;0.112854235;0.20249696;10.4531355;2500;1.1421267;0.6900228
1155.5984;152;0.8857558;0.09748581;0.122628324;0.19436505;10.4531355;2500;1.1421267;0.6900228
1155.5984;152;0.8857558;0.09748581;0.122628324;0.20249696;39.25667;2500;1.1421267;0.6900228
1155.5984;152;0.8857558;0.09748581;0.122628324;0.20249696;10.4531355;2500;1.1421267;1.4919205
1155.5984;152;0.8857558;0.09748581;0.122628324;0.20249696;10.4531355;2500;0.8563667;0.6900228
1040.5306;234;0.13445467;0.1559619;0.16409639;0.19436505;39.25667;2500;0.8563667;1.4919205
1137.9537;225;0.15772268;0.030704161;0.25596657;0.15301934;64.10509;2500;0.6404283;1.1159382
1619.9456;225;0.15772268;0.030704161;0.25596657;0.15301934;64.10509;2500;0.6404283;1.1159382
1137.9537;33;0.15772268;0.030704161;0.25596657;0.15301934;64.10509;2500;0.6404283;1.1159382
1137.9537;225;0.88904566;0.030704161;0.25596657;0.15301934;64.10509;2500;0.6404283;1.1159382
1137.9537;225;0.15772268;0.016834589;0.1403423;0.15301934;64.10509;2500;0.6404283;1.1159382
1137.9537;225;0.15772268;0.058188792;0.22848195;0.15301934;64.10509;2500;0.6404283;1.1159382
1137.9537;225;0.15772268;0.030704161;0.25596657;0.21474062;64.10509;2500;0.6404283;1.1159382
1137.9537;225;0.15772268;0.030704161;0.25596657;0.15301934;86.66603;2500;0.6404283;1.1159382
1137.9537;225;0.15772268;0.030704161;0.25596657;0.15301934;64.10509;2500;0.6404283;0.91776794
1137.9537;225;0.15772268;0.030704161;0.25596657;0.15301934;64.10509;2500;1.3462977;1.1159382
1619.9456;33;0.88904566;0.031903964;0.12527291;0.21474062;86.66603;2500;1.3462977;0.91776794
1138.3997;47;0.8109814;0.05544823;0.20401432;0.1818593;62.48121;2500;0.84994525;0.662847
600.46375;47;0.8109814;0.05544823;0.20401432;0.1818593;62.48121;2500;0.84994525;0.662847
1138.3997;284;0.8109814;0.05544823;0.20401432;0.1818593;62.48121;2500;0.84994525;0.662847
1138.3997;47;0.8522927;0.05544823;0.20401432;0.1818593;62.48121;2500;0.84994525;0.662847
1138.3997;47;0.8109814;0.04199547;0.1545167;0.1818593;62.48121;2500;0.84994525;0.662847
1138.3997;47;0.8109814;0.10498501;0.15447752;0.1818593;62.48121;2500;0.84994525;0.662847
1138.3997;47;0.8109814;0.05544823;0.20401432;0.23806569;62.48121;2500;0.84994525;0.662847
1138.3997;47;0.8109814;0.05544823;0.20401432;0.1818593;60.09442;2500;0.84994525;0.662847
1138.3997;47;0.8109814;0.05544823;0.20401432;0.1818593;62.48121;2500;0.84994525;0.5110727
1138.3997;47;0.8109814;0.05544823;0.20401432;0.1818593;62.48121;2500;0.70550555;0.662847
600.46375;284;0.8522927;0.07951372;0.11699844;0.23806569;60.09442;2500;0.70550555;0.5110727
1154.7865;264;0.13293615;0.118041635;0.12830265;0.23137498;13.11281;2500;1.3673013;1.0184804
