-;-;-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
0.8123012;0.65916944;0.35680622;0.66614956;1.7180233;1.3271265;12.353291;2.1592891;3.2769082;40.0;19.291893748489898;63.6655;23.271086;91;0.2822544050076512;3;1350
0.61668575;0.6879083;0.1545844;1.3370779;1.8828808;1.9370987;12.321723;19.098093;44.424267;40.0;19.291893748489898;28.01608;98.87603;91;0.2822544050076512;3;1350
0.89459133;0.8684863;0.13942233;0.8206367;1.0159196;0.99717754;11.5506525;4.059268;17.79706;40.0;19.291893748489898;23.38703;9.484987;91;0.2822544050076512;3;1350
0.28772473;0.6331255;0.13690314;0.8569788;1.9735894;1.365144;5.2972465;1.0240943;27.87525;40.0;19.291893748489898;22.303667;74.17692;91;0.2822544050076512;3;1350
0.5047523;0.3789684;0.24217641;1.5122628;1.6829549;2.9311707;10.864589;19.190279;48.59012;40.0;19.291893748489898;78.165375;57.195774;91;0.2822544050076512;3;1350
0.60477155;0.40933305;0.10334825;0.45470583;1.9305212;1.98431;19.616882;15.413058;17.242422;40.0;19.291893748489898;10.628909;56.006115;91;0.2822544050076512;3;1350
0.54586023;0.28067246;0.32353047;1.2727436;1.7912217;0.7541208;9.447738;6.0733995;7.479939;40.0;19.291893748489898;32.29318;61.7202;91;0.2822544050076512;3;1350
0.28686923;0.78873944;0.27455872;1.1835295;1.7042246;2.1105683;17.615341;17.699442;76.813;40.0;19.291893748489898;28.747025;90.50054;91;0.2822544050076512;3;1350
0.32282263;0.28475323;0.24556202;1.6318688;1.0728321;2.9830544;8.246703;17.560875;88.65305;40.0;19.291893748489898;59.60065;67.839966;91;0.2822544050076512;3;1350
0.8700938;0.6846501;0.2718139;1.8355812;1.1444317;2.1146793;12.837844;15.078888;34.42533;40.0;19.291893748489898;92.494965;27.816095;91;0.2822544050076512;3;1350
0.5875074;0.6775579;0.2697676;0.37167865;1.2095739;1.8947011;10.15494;12.252237;46.79483;40.0;19.291893748489898;87.98087;27.65532;91;0.2822544050076512;3;1350
0.23897794;0.8284028;0.4952824;0.5887024;1.4907287;1.9075484;14.083827;12.109603;29.533316;40.0;19.291893748489898;11.433345;82.98279;91;0.2822544050076512;3;1350
0.21319301;0.25970376;0.2674706;0.37015313;1.7737933;2.2186959;18.050179;19.409147;46.73429;40.0;19.291893748489898;54.480812;48.329273;91;0.2822544050076512;3;1350
0.5787803;0.36232907;0.46882498;1.9970396;1.2355399;2.9266357;9.377114;9.837809;9.807204;40.0;19.291893748489898;4.682542;70.782326;91;0.2822544050076512;3;1350
0.33150297;0.9276499;0.44148794;1.2560246;1.9804903;0.10338546;15.39059;16.362701;46.489754;40.0;19.291893748489898;79.44821;38.215588;91;0.2822544050076512;3;1350
0.76410073;0.65778947;0.27110425;1.8829902;1.6647549;0.5407215;17.768253;3.1373322;46.67698;40.0;19.291893748489898;38.097103;74.080315;91;0.2822544050076512;3;1350
0.83625877;0.56615216;0.11691676;1.930649;1.7395221;2.0855095;16.001347;14.315727;31.39883;40.0;19.291893748489898;22.271614;42.986084;91;0.2822544050076512;3;1350
0.38263738;0.798141;0.4392954;1.8181007;1.9013679;0.26487333;1.4665639;19.801737;86.93359;40.0;19.291893748489898;48.92609;49.822258;91;0.2822544050076512;3;1350
0.6737416;0.92202437;0.18491447;0.6062232;1.5135586;2.4016798;1.0036035;1.1895833;42.591003;40.0;19.291893748489898;44.07523;92.91503;91;0.2822544050076512;3;1350
0.3235557;0.41040772;0.12339263;1.0625563;1.1451931;0.8628798;17.776234;5.9001346;15.685397;40.0;19.291893748489898;94.369705;49.99221;91;0.2822544050076512;3;1350
0.44286612;0.9211805;0.44842687;0.5436943;1.4277393;2.345469;14.856955;15.913973;75.30489;40.0;19.291893748489898;4.285485;23.257904;91;0.2822544050076512;3;1350
0.9110364;0.2869557;0.3633366;0.9178247;1.5301778;2.632664;19.204508;14.942418;15.490807;40.0;19.291893748489898;95.04843;53.611275;91;0.2822544050076512;3;1350
0.63527846;0.98214644;0.1712355;0.9093738;1.9710525;0.7002503;6.5571656;14.949719;9.451815;40.0;19.291893748489898;24.202753;1.845717;91;0.2822544050076512;3;1350
0.90871096;0.33188146;0.21559374;1.8366402;1.0717037;2.7484002;15.971396;19.666811;37.516937;40.0;19.291893748489898;15.358184;28.615234;91;0.2822544050076512;3;1350
0.38019824;0.4129891;0.39827842;1.4203607;1.3287995;0.42254344;16.22892;2.8212492;79.93338;40.0;19.291893748489898;74.44056;60.810978;91;0.2822544050076512;3;1350
0.46401948;0.27727515;0.14936139;1.5091127;1.7456024;0.86338854;17.289204;13.826784;95.18085;40.0;19.291893748489898;52.735115;8.023821;91;0.2822544050076512;3;1350
0.5767617;0.8429412;0.38905832;1.5059489;1.7054577;0.93857884;14.14853;13.1825485;66.14111;40.0;19.291893748489898;89.66909;46.08413;91;0.2822544050076512;3;1350
0.58406407;0.98738563;0.28337654;1.1386462;1.8354636;1.1473495;3.627852;4.909471;89.60992;40.0;19.291893748489898;54.721073;60.28615;91;0.2822544050076512;3;1350
0.9981184;0.4375812;0.43486264;0.7560088;1.957525;2.1624057;13.937912;5.0455804;57.2969;40.0;19.291893748489898;51.041294;23.423853;91;0.2822544050076512;3;1350
0.29155627;0.46048957;0.35721317;1.693624;1.564006;0.6427706;12.48519;13.354032;19.842882;40.0;19.291893748489898;21.410027;22.564281;91;0.2822544050076512;3;1350
0.881572;0.42318392;0.49282855;0.7595975;1.8546312;1.3687934;7.33977;13.43587;56.94316;40.0;19.291893748489898;95.0276;67.21067;91;0.2822544050076512;3;1350
0.8909456;0.3238625;0.44283348;1.089782;1.9626325;2.6357489;4.9636564;12.401355;73.902275;40.0;19.291893748489898;66.78453;97.44546;91;0.2822544050076512;3;1350
0.64255893;0.8299554;0.23748289;0.38818613;1.1300108;0.20481813;17.816898;9.775962;8.415362;40.0;19.291893748489898;60.5553;31.427183;91;0.2822544050076512;3;1350
0.47522974;0.24857587;0.2926325;1.2254416;1.5878063;1.7529075;3.6969833;14.05682;42.557552;40.0;19.291893748489898;79.21552;21.564043;91;0.2822544050076512;3;1350
0.6153809;0.9742193;0.47579682;0.9932115;1.4540739;1.8800133;9.02176;7.115901;9.339155;40.0;19.291893748489898;11.025827;98.41772;91;0.2822544050076512;3;1350
0.43397418;0.9418524;0.16085541;1.7692477;1.771313;0.9183479;12.833172;5.4802494;40.27129;40.0;19.291893748489898;86.77493;83.63085;91;0.2822544050076512;3;1350
0.83928597;0.29475126;0.26686588;0.67538595;1.199532;2.41092;19.464132;12.313025;56.706566;40.0;19.291893748489898;50.547787;93.66331;91;0.2822544050076512;3;1350
0.59862334;0.6236191;0.33052725;0.6777993;1.8584386;2.836388;13.74855;12.728334;72.04835;40.0;19.291893748489898;80.41909;5.563684;91;0.2822544050076512;3;1350
0.94067377;0.9942811;0.24047722;0.3360522;1.4470767;1.1015594;6.792686;16.432924;36.184883;40.0;19.291893748489898;71.55045;93.42688;91;0.2822544050076512;3;1350
0.6981531;0.8820954;0.13766354;1.0158936;1.3653868;2.5414398;2.1525767;8.905418;13.109694;40.0;19.291893748489898;45.674732;83.994644;91;0.2822544050076512;3;1350
0.61145544;0.772107;0.1825642;1.5560876;1.7165575;0.8035967;7.0363593;15.51833;50.00914;40.0;19.291893748489898;77.20127;30.668701;91;0.2822544050076512;3;1350
0.7688555;0.21796876;0.27319482;1.3296515;1.3312064;0.7890836;6.5629444;18.43652;13.79703;40.0;19.291893748489898;72.34842;62.797737;91;0.2822544050076512;3;1350
0.6031464;0.25470194;0.44888693;0.26880246;1.8901865;1.7090744;16.56251;9.087581;10.577452;40.0;19.291893748489898;1.3684664;18.04421;91;0.2822544050076512;3;1350
0.9236051;0.83521366;0.32881004;0.6705153;1.8756726;1.641398;8.155107;11.309004;73.511734;40.0;19.291893748489898;71.2155;42.35328;91;0.2822544050076512;3;1350
0.34755677;0.5011559;0.21939397;0.71760255;1.0323834;2.7372923;2.8705182;18.294981;61.256058;40.0;19.291893748489898;51.370083;60.642036;91;0.2822544050076512;3;1350
0.97867894;0.7347455;0.16720687;1.2413933;1.1834816;1.4089664;17.529572;6.7047524;53.533684;40.0;19.291893748489898;84.10761;11.921537;91;0.2822544050076512;3;1350
0.8497524;0.7913453;0.3473306;1.5980113;1.7361543;1.7414619;1.343031;14.730478;17.600752;40.0;19.291893748489898;81.1548;96.68244;91;0.2822544050076512;3;1350
0.8885867;0.5377473;0.17226417;1.9874698;1.5398587;1.1001315;1.0571785;11.967189;92.11557;40.0;19.291893748489898;17.894203;92.98668;91;0.2822544050076512;3;1350
0.58632624;0.3147054;0.1282961;0.58446366;1.0818759;0.73934215;10.020311;8.865982;86.17978;40.0;19.291893748489898;3.154108;86.86973;91;0.2822544050076512;3;1350
0.8697612;0.5093556;0.11320958;0.46759427;1.4101229;2.1533782;2.3151855;17.41975;84.43823;40.0;19.291893748489898;20.436218;13.726989;91;0.2822544050076512;3;1350
0.44541928;0.8968387;0.37907785;0.90350795;1.0355835;0.2815048;4.364936;3.977836;7.4619684;40.0;19.291893748489898;74.3714;67.246765;91;0.2822544050076512;3;1350
0.8095586;0.46486863;0.45454955;1.3846613;1.2593862;2.5990555;19.720407;1.6726117;8.15311;40.0;19.291893748489898;87.26379;89.15254;91;0.2822544050076512;3;1350
0.31236014;0.25011957;0.3120584;1.464721;1.1760572;2.7537808;17.042934;4.935705;47.661808;40.0;19.291893748489898;70.35683;14.624837;91;0.2822544050076512;3;1350
0.44564155;0.9673051;0.21165748;1.6769298;1.8261454;1.63132;15.516716;17.649115;29.541695;40.0;19.291893748489898;82.23818;65.082466;91;0.2822544050076512;3;1350
0.55658615;0.7445415;0.18174039;0.6931115;1.8568566;0.3221514;13.745068;7.5284038;34.27515;40.0;19.291893748489898;59.13685;21.213888;91;0.2822544050076512;3;1350
0.45785576;0.6326854;0.21053644;1.69788;1.8257232;1.0714651;1.9084935;13.995402;71.2549;40.0;19.291893748489898;51.145546;69.295135;91;0.2822544050076512;3;1350
0.5096137;0.8632859;0.22206898;1.3730803;1.0266936;0.27274382;16.882265;5.385949;93.60281;40.0;19.291893748489898;97.06604;65.104614;91;0.2822544050076512;3;1350
0.8560838;0.5289285;0.34156758;0.13651636;1.7477508;0.771986;9.952579;10.326974;60.719208;40.0;19.291893748489898;8.978426;87.28939;91;0.2822544050076512;3;1350
0.4053407;0.98809266;0.46939194;1.9483441;1.6053935;1.9877934;2.8680794;10.934275;3.848023;40.0;19.291893748489898;42.714073;49.08621;91;0.2822544050076512;3;1350
0.79622495;0.88605845;0.18964408;0.58065534;1.6870707;0.17879029;6.714269;5.6621213;4.9738894;40.0;19.291893748489898;28.527666;76.127625;91;0.2822544050076512;3;1350
0.25896966;0.4244358;0.24371712;0.2435555;1.0479872;0.8300234;10.537395;8.360661;23.922197;40.0;19.291893748489898;13.083047;19.990704;91;0.2822544050076512;3;1350
0.8125913;0.4968384;0.33781588;0.94207054;1.2064291;1.8555462;1.2601974;5.973659;1.8937758;40.0;19.291893748489898;60.95212;64.62004;91;0.2822544050076512;3;1350
0.8336186;0.42059436;0.2772383;1.1158248;1.2090046;2.4851413;5.79597;2.912826;14.715378;40.0;19.291893748489898;27.061787;87.80691;91;0.2822544050076512;3;1350
0.521359;0.72747266;0.1466518;0.9885651;1.1618166;2.1044104;7.382549;9.201406;6.2604675;40.0;19.291893748489898;46.83349;72.57621;91;0.2822544050076512;3;1350
0.77798223;0.71146554;0.16262618;1.5590454;1.5731059;1.8742586;9.812036;11.708917;28.47909;40.0;19.291893748489898;14.522272;87.980316;91;0.2822544050076512;3;1350
0.9321107;0.6180047;0.3314059;0.3220425;1.334549;0.60697603;1.0376505;2.7111163;5.5198865;40.0;19.291893748489898;39.608665;63.348835;91;0.2822544050076512;3;1350
0.8405704;0.9726723;0.34342304;1.6428514;1.4578063;2.3650298;11.74341;7.799969;91.220146;40.0;19.291893748489898;20.82523;55.589584;91;0.2822544050076512;3;1350
0.51235723;0.57782024;0.33542675;1.021492;1.7191738;0.8883751;4.7550406;9.791277;52.79149;40.0;19.291893748489898;89.79677;91.58932;91;0.2822544050076512;3;1350
0.5873708;0.8269779;0.42607826;0.2467703;1.5449293;2.2890494;12.34776;18.717999;86.31712;40.0;19.291893748489898;52.71722;33.016956;91;0.2822544050076512;3;1350
0.82348603;0.7264761;0.17697233;1.9528445;1.4550574;1.1506987;5.5438557;12.59612;68.1733;40.0;19.291893748489898;80.154816;75.08717;91;0.2822544050076512;3;1350
0.43407568;0.61454797;0.28036404;1.798819;1.9087985;1.389342;8.65165;18.903046;46.578094;40.0;19.291893748489898;49.086906;69.611916;91;0.2822544050076512;3;1350
0.8431062;0.23367609;0.2862031;0.70424926;1.63782;2.6960578;12.848974;10.963276;47.094193;40.0;19.291893748489898;5.196047;81.6115;91;0.2822544050076512;3;1350
0.4624569;0.725996;0.18607141;1.0594866;1.6865642;0.58508563;13.474879;16.2619;72.3398;40.0;19.291893748489898;69.7608;50.26542;91;0.2822544050076512;3;1350
0.8447925;0.71407604;0.38383108;0.56281817;1.1796932;1.8603165;1.5813181;2.8287838;32.765694;40.0;19.291893748489898;5.73452;49.866814;91;0.2822544050076512;3;1350
0.26944035;0.2998992;0.22490777;1.0639702;1.6029439;2.4054172;11.166416;11.723941;53.570644;40.0;19.291893748489898;40.109;4.3844886;91;0.2822544050076512;3;1350
0.23551784;0.836732;0.34761456;0.57273465;1.5155996;0.7696118;16.516191;7.705769;12.624653;40.0;19.291893748489898;55.146996;93.20861;91;0.2822544050076512;3;1350
0.99814034;0.5735953;0.26850486;0.80346173;1.9432987;1.2622012;4.922038;14.840174;78.702896;40.0;19.291893748489898;78.203;39.34397;91;0.2822544050076512;3;1350
0.8955657;0.45931682;0.19600983;0.61909056;1.7407091;0.99075687;11.107784;17.674307;33.498985;40.0;19.291893748489898;89.96138;55.650063;91;0.2822544050076512;3;1350
0.906278;0.8591675;0.18275428;0.9514125;1.8387139;2.2879932;9.504678;14.532923;18.686203;40.0;19.291893748489898;21.276564;20.62398;91;0.2822544050076512;3;1350
0.961024;0.47469676;0.29675883;0.22865523;1.6580473;1.881248;17.148764;2.677387;74.34211;40.0;19.291893748489898;66.69364;62.004784;91;0.2822544050076512;3;1350
0.55065304;0.6974806;0.19619998;1.1160101;1.3266028;1.4986062;9.336498;12.800047;10.229772;40.0;19.291893748489898;47.552643;35.26528;91;0.2822544050076512;3;1350
0.42946845;0.6943318;0.3696408;0.5176604;1.6613786;2.5763795;18.93297;15.1379385;95.24651;40.0;19.291893748489898;76.984055;58.920444;91;0.2822544050076512;3;1350
0.30402;0.24224478;0.3468323;0.42087883;1.9688891;1.0012184;13.39614;1.5669882;69.25662;40.0;19.291893748489898;94.04453;73.79844;91;0.2822544050076512;3;1350
0.6009673;0.5382669;0.41598204;0.7641101;1.3225093;0.70266956;11.666281;4.2248325;74.302246;40.0;19.291893748489898;53.763744;61.389015;91;0.2822544050076512;3;1350
0.37603867;0.378223;0.15328121;1.482732;1.1709019;2.37467;6.546471;13.925451;9.115233;40.0;19.291893748489898;29.390331;4.032217;91;0.2822544050076512;3;1350
0.9484407;0.35965654;0.45287186;0.77624345;1.3122272;1.0432272;12.333986;6.9833894;56.806892;40.0;19.291893748489898;80.052414;80.80185;91;0.2822544050076512;3;1350
0.20320253;0.7239695;0.3092653;1.53265;1.7797433;1.2770847;3.4936821;2.1814926;3.9662247;40.0;19.291893748489898;53.14685;56.525887;91;0.2822544050076512;3;1350
0.3145574;0.20912799;0.3604997;1.9597399;1.0858396;1.7009642;8.908638;17.898977;33.389717;40.0;19.291893748489898;88.34556;24.6013;91;0.2822544050076512;3;1350
0.39718068;0.9752632;0.49164248;1.8934096;1.9297642;2.9531057;6.404131;19.091331;72.68686;40.0;19.291893748489898;57.04124;33.0427;91;0.2822544050076512;3;1350
0.35916537;0.5163128;0.3076522;0.5198397;1.7147168;1.1060808;13.735253;8.095979;22.353031;40.0;19.291893748489898;93.77517;81.292885;91;0.2822544050076512;3;1350
0.38062274;0.43904284;0.45196366;1.8680613;1.6079158;1.9472162;15.5159235;19.864655;70.01794;40.0;19.291893748489898;2.7361252;93.69209;91;0.2822544050076512;3;1350
0.7248381;0.93597955;0.22993481;1.7406647;1.1763225;2.7503424;18.643948;17.275005;55.49522;40.0;19.291893748489898;74.15692;81.53295;91;0.2822544050076512;3;1350
0.46200967;0.5893377;0.4320243;0.15369709;1.5441413;0.90394616;5.2199144;11.561295;91.14674;40.0;19.291893748489898;35.30726;88.73925;91;0.2822544050076512;3;1350
0.6920195;0.6914602;0.47422272;1.9456189;1.0159937;2.392915;17.810263;15.197491;50.18832;40.0;19.291893748489898;67.19342;49.497814;91;0.2822544050076512;3;1350
0.91220635;0.7566806;0.17497814;1.9195309;1.5680579;2.2388773;17.073078;18.788607;30.817486;40.0;19.291893748489898;94.29233;42.259434;91;0.2822544050076512;3;1350
0.6820454;0.897129;0.29936028;1.509687;1.2990834;2.351131;17.3862;14.81909;87.61643;40.0;19.291893748489898;65.737206;82.06406;91;0.2822544050076512;3;1350
0.75562626;0.30379358;0.4580789;1.246576;1.5364056;2.4578614;15.069041;7.4121923;48.31827;40.0;19.291893748489898;74.753555;40.06267;91;0.2822544050076512;3;1350
0.49240264;0.26532254;0.24254824;1.9811777;1.362043;1.3847706;6.0867076;4.6674533;29.519217;40.0;19.291893748489898;16.646996;70.87986;91;0.2822544050076512;3;1350
0.32779077;0.99496865;0.37841642;0.47119108;1.4417827;0.49072325;17.679571;9.203295;42.14794;40.0;19.291893748489898;17.881287;61.69164;91;0.2822544050076512;3;1350
0.45646724;0.20710704;0.1406786;1.5721495;1.5580964;1.6008853;12.39142;4.546668;44.849724;40.0;19.291893748489898;57.76921;16.135223;91;0.2822544050076512;3;1350
0.9714261;0.7665558;0.2203349;1.8181239;1.9536967;0.62211776;15.071623;1.4089469;23.008995;40.0;19.291893748489898;43.629845;31.558271;91;0.2822544050076512;3;1350
0.6974491;0.6888523;0.36377788;1.0497483;1.9830765;0.5225294;4.89989;9.662957;79.9473;40.0;19.291893748489898;12.003903;22.034477;91;0.2822544050076512;3;1350
0.4220089;0.6420408;0.27673906;0.66642445;1.6127532;1.4864161;3.9908001;7.255854;82.22617;40.0;19.291893748489898;73.1052;13.422198;91;0.2822544050076512;3;1350
0.5607322;0.8286624;0.36338463;0.94517165;1.1406788;0.8748094;6.260181;2.8103275;45.063255;40.0;19.291893748489898;70.1967;42.597702;91;0.2822544050076512;3;1350
0.8684104;0.9939784;0.32107294;1.9467916;1.0457077;1.2380837;10.716044;17.55776;2.6802845;40.0;19.291893748489898;10.066002;20.642893;91;0.2822544050076512;3;1350
0.73475486;0.23750865;0.47174674;1.510793;1.9930575;0.6606949;8.915876;3.3359816;11.187906;40.0;19.291893748489898;5.817022;8.074197;91;0.2822544050076512;3;1350
0.64852226;0.6916244;0.14806612;1.1391952;1.6313627;2.5692012;17.864553;12.977567;51.397762;40.0;19.291893748489898;38.502518;21.48863;91;0.2822544050076512;3;1350
0.9081303;0.7734221;0.3494168;0.3094735;1.5979186;2.213042;1.2473515;11.816999;26.825212;40.0;19.291893748489898;63.660484;62.270134;91;0.2822544050076512;3;1350
0.73795164;0.44475144;0.28242475;1.4142187;1.0417478;1.9366152;2.5209196;19.600822;33.748585;40.0;19.291893748489898;89.46318;81.03451;91;0.2822544050076512;3;1350
0.7141838;0.9142891;0.47070292;0.6026184;1.9406092;0.3954703;7.1827874;5.8229403;53.524906;40.0;19.291893748489898;44.016052;46.829163;91;0.2822544050076512;3;1350
0.3518145;0.56559426;0.44260234;1.9787338;1.1588284;1.0138588;4.1869125;5.474542;66.61637;40.0;19.291893748489898;9.326196;61.324364;91;0.2822544050076512;3;1350
0.28511095;0.33158275;0.22666346;1.0823588;1.5401871;1.9279915;8.728262;12.916788;19.527874;40.0;19.291893748489898;84.20614;65.39519;91;0.2822544050076512;3;1350
0.97211367;0.88352627;0.43357345;1.2672675;1.3020188;0.6870789;14.634269;11.606849;69.017426;40.0;19.291893748489898;13.365086;65.49307;91;0.2822544050076512;3;1350
0.6790867;0.9543405;0.33011475;1.9987175;1.3833977;2.5240114;19.874939;16.424368;11.800005;40.0;19.291893748489898;64.10174;98.69906;91;0.2822544050076512;3;1350
0.5325467;0.27961195;0.21625106;1.5302341;1.3299063;2.638658;4.8394203;4.28825;56.912575;40.0;19.291893748489898;41.931885;61.287956;91;0.2822544050076512;3;1350
0.67121667;0.8013447;0.13658828;1.0241747;1.2615498;1.7192317;6.0535183;6.711737;67.32846;40.0;19.291893748489898;91.04744;55.0775;91;0.2822544050076512;3;1350
0.24944957;0.37201136;0.166717;1.1469728;1.2602434;0.4837447;15.606034;1.0950608;29.911654;40.0;19.291893748489898;70.78618;86.80685;91;0.2822544050076512;3;1350
0.85770184;0.20537777;0.35158092;1.8191017;1.0824035;0.7362488;6.1689444;14.710071;83.80043;40.0;19.291893748489898;1.014117;62.473793;91;0.2822544050076512;3;1350
0.37331644;0.40849105;0.29914048;1.8798251;1.0217186;0.16018282;14.371249;7.1838646;79.02992;40.0;19.291893748489898;37.90343;46.355873;91;0.2822544050076512;3;1350
0.8436368;0.8839279;0.15353215;1.0198162;1.4046557;0.92786944;12.086292;5.4856944;88.30092;40.0;19.291893748489898;18.8506;74.499344;91;0.2822544050076512;3;1350
0.62750274;0.3129471;0.45741057;0.7603685;1.0820676;2.4508886;17.242989;12.493708;34.83545;40.0;19.291893748489898;29.069618;23.199205;91;0.2822544050076512;3;1350
0.42125762;0.30453512;0.3312944;1.5850325;1.3456662;0.973787;1.6333988;5.782376;93.39017;40.0;19.291893748489898;40.49662;67.582436;91;0.2822544050076512;3;1350
0.22416796;0.7912382;0.48621136;0.4025984;1.2406354;2.4613748;19.615192;2.0782495;48.93276;40.0;19.291893748489898;54.597126;76.95526;91;0.2822544050076512;3;1350
0.8526667;0.5250877;0.21011874;0.85538673;1.4976304;2.5972946;19.320763;5.4888434;31.802406;40.0;19.291893748489898;80.03979;64.21784;91;0.2822544050076512;3;1350
0.3411681;0.31878886;0.17354192;0.14074036;1.6307262;2.5838802;1.4253681;17.144695;62.68136;40.0;19.291893748489898;9.556396;19.585903;91;0.2822544050076512;3;1350
0.2414441;0.3840003;0.44885838;1.6931193;1.3890759;2.5113158;10.490679;12.311943;88.48147;40.0;19.291893748489898;44.669235;51.985355;91;0.2822544050076512;3;1350
0.80470216;0.83568156;0.40036115;0.19253948;1.4584273;0.6668606;8.627096;9.952105;89.0156;40.0;19.291893748489898;85.2211;81.184296;91;0.2822544050076512;3;1350
0.4800346;0.698615;0.18477802;1.1377465;1.9892573;1.8784485;5.8290997;10.336818;25.035868;40.0;19.291893748489898;43.785843;40.8714;91;0.2822544050076512;3;1350
0.5114672;0.808743;0.24052854;1.9890102;1.4384785;1.3318436;19.578693;19.942307;16.098173;40.0;19.291893748489898;52.410206;92.84932;91;0.2822544050076512;3;1350
0.39765406;0.2782186;0.22729392;0.7205038;1.4153923;0.7510957;4.317409;1.5983275;45.33147;40.0;19.291893748489898;78.08199;5.767209;91;0.2822544050076512;3;1350
0.8873428;0.56648344;0.38201004;1.6261113;1.5680922;2.7676117;6.0075355;4.063097;93.91904;40.0;19.291893748489898;71.576546;66.841286;91;0.2822544050076512;3;1350
0.43786362;0.837685;0.18614681;0.3563262;1.0301334;2.8949492;1.1562365;17.444633;96.549355;40.0;19.291893748489898;51.489777;24.053288;91;0.2822544050076512;3;1350
0.36815405;0.4126342;0.13078354;0.3458667;1.4911835;1.1912994;12.02424;11.16181;28.304625;40.0;19.291893748489898;96.74221;65.22312;91;0.2822544050076512;3;1350
0.4473998;0.33535117;0.4272889;0.53010756;1.0415546;2.5395374;17.355175;19.906178;7.672736;40.0;19.291893748489898;4.5851417;94.985115;91;0.2822544050076512;3;1350
0.36251965;0.5054271;0.10461742;1.624199;1.2768389;2.9802663;12.816346;13.994538;71.226845;40.0;19.291893748489898;6.3965154;57.92312;91;0.2822544050076512;3;1350
0.45412418;0.46670398;0.34327632;1.2903798;1.7793373;2.8468401;13.380537;14.745078;23.946468;40.0;19.291893748489898;43.308887;44.254158;91;0.2822544050076512;3;1350
0.266349;0.3483782;0.22342245;1.6798475;1.2070946;0.8506054;2.260087;12.015568;21.897053;40.0;19.291893748489898;16.627083;86.00679;91;0.2822544050076512;3;1350
0.326824;0.9631559;0.26928645;0.64272773;1.4911617;0.16495617;14.581337;1.3296707;73.829605;40.0;19.291893748489898;22.434326;46.896793;91;0.2822544050076512;3;1350
0.5336423;0.5864787;0.12694442;0.43203434;1.6936681;0.6466752;8.771084;18.25219;20.902859;40.0;19.291893748489898;15.8581705;56.860165;91;0.2822544050076512;3;1350
0.9035735;0.6864611;0.1662269;1.1398661;1.9779013;0.60884726;10.000537;10.937062;78.575676;40.0;19.291893748489898;69.544525;31.400753;91;0.2822544050076512;3;1350
0.24583259;0.29688552;0.30049807;0.16615945;1.6416634;0.878556;12.115295;1.1720093;92.68141;40.0;19.291893748489898;42.70558;55.384495;91;0.2822544050076512;3;1350
0.37013978;0.6880281;0.2533441;1.0259632;1.8832402;1.1903853;19.531923;4.9879794;16.203896;40.0;19.291893748489898;83.5833;71.86479;91;0.2822544050076512;3;1350
0.9266765;0.64425814;0.28021088;1.9215842;1.2043799;2.4425285;15.215482;7.657219;55.17131;40.0;19.291893748489898;25.788044;51.420097;91;0.2822544050076512;3;1350
0.91201174;0.94554347;0.102089174;1.3324962;1.0760096;1.1057881;13.994615;6.4375596;70.31199;40.0;19.291893748489898;62.719215;21.873442;91;0.2822544050076512;3;1350
0.7435607;0.52985346;0.47121912;1.061556;1.4924356;2.7143664;9.205968;1.5274893;53.972534;40.0;19.291893748489898;22.130741;2.944839;91;0.2822544050076512;3;1350
0.39237884;0.8256497;0.30795366;0.4727417;1.5703907;2.0754747;1.6545599;6.324497;91.06419;40.0;19.291893748489898;2.4339337;22.581038;91;0.2822544050076512;3;1350
0.53584844;0.44334477;0.27406558;0.9729535;1.3214607;0.34640926;11.235009;18.029818;7.7089276;40.0;19.291893748489898;69.20292;85.17558;91;0.2822544050076512;3;1350
0.3689768;0.6631523;0.44712123;1.1453869;1.7191286;2.9551473;13.556744;12.187909;99.47345;40.0;19.291893748489898;15.406473;95.96503;91;0.2822544050076512;3;1350
0.3028708;0.9415763;0.12503769;1.0531695;1.5505912;0.9049596;14.379604;7.212376;56.50042;40.0;19.291893748489898;69.687256;56.67997;91;0.2822544050076512;3;1350
0.5039987;0.700057;0.27866372;1.1368109;1.5891392;2.1409278;12.549741;2.674103;22.125069;40.0;19.291893748489898;69.37647;83.07823;91;0.2822544050076512;3;1350
0.6606573;0.7689269;0.3304943;1.9364343;1.897236;2.4060478;6.7069736;15.274598;63.655922;40.0;19.291893748489898;67.146255;5.6510854;91;0.2822544050076512;3;1350
0.48794615;0.9007876;0.21098031;0.46747127;1.1659667;1.1861522;5.1995964;14.648769;66.78915;40.0;19.291893748489898;59.604015;85.50545;91;0.2822544050076512;3;1350
0.68865967;0.9403395;0.20383136;0.85659766;1.3258975;2.6684484;2.7117865;1.0449917;1.5047231;40.0;19.291893748489898;88.60731;29.432808;91;0.2822544050076512;3;1350
0.4370038;0.3666199;0.16462193;0.3821609;1.760163;2.4484522;14.353796;19.874802;83.85949;40.0;19.291893748489898;8.4880295;18.370089;91;0.2822544050076512;3;1350
0.47668043;0.35667044;0.38240626;0.8821712;1.4960295;2.333219;19.444933;6.047462;8.044968;40.0;19.291893748489898;93.250084;28.431232;91;0.2822544050076512;3;1350
0.8325389;0.6403809;0.36740297;0.28225055;1.8869863;2.6640968;10.975427;5.98562;22.268805;40.0;19.291893748489898;7.530966;50.30382;91;0.2822544050076512;3;1350
