[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-]
193;733;0.134056;0.1512514;0.15702255;7.9763694;2500;1.3071107;0.90684247;1.1784877;1.2917938;1.2796614;0.71812993;1.8658644;1.0719131;0.88555545;0.82549584;1.8055707;0.8267571;1.5593836;0.9611381;0.20042960159995665
260;399;0.1150775;0.13817461;0.19562885;8.134444;2500;0.92942923;1.220645;1.2171787;0.97530925;1.351973;0.8178915;1.0524235;0.8833258;1.3593603;0.83764905;1.2560483;1.1676786;1.0776803;0.8005054;0.2864887087233358
21;100;0.0467523;0.11244895;0.12535922;10.117938;2500;1.1505215;1.2211733;1.2071712;0.9402187;1.1539881;1.1930137;0.81488764;0.7385968;1.17577;0.9835159;1.840197;1.0993671;0.8581896;0.94473684;0.15990419004326395
52;1111;0.041375928;0.23550202;0.27850688;19.863966;2500;1.8487159;1.1572497;1.0778285;1.0517724;1.244111;0.726018;1.7860603;0.9056389;0.9719702;1.1218127;1.753718;1.1972556;1.555625;1.2075002;0.39265832836380055
52;384;0.065349355;0.18264398;0.24713413;16.171547;2500;0.85921973;0.77676225;1.0152764;0.9193108;1.9929962;1.1046422;0.8385277;0.9102837;1.0145594;1.2646037;0.94548726;1.1357473;1.0174621;0.8408294;0.362603167279219
184;337;0.064157926;0.12739702;0.11240612;7.9596577;2500;1.7561285;1.0079387;1.2346631;0.7730275;1.517841;0.9395613;1.2376093;1.055975;1.4710655;0.94083726;1.6176764;0.74182904;1.2022786;1.2354058;0.12706454430145853
277;130;0.049303185;0.19514513;0.2319898;7.900266;2500;1.2579496;1.2894508;1.4101894;1.1792562;1.398607;0.81160814;1.491741;1.1327839;1.6166174;0.9659396;1.8364203;1.1762314;0.83744985;0.86644423;0.32374476808437647
136;697;0.030081984;0.14039943;0.2517396;18.038372;2500;1.2942629;0.8557648;0.827906;1.1778585;1.3816037;0.8361053;1.627103;1.2257178;1.9806255;0.801979;1.2428094;1.1034439;1.4964674;1.0457221;0.40366588847008805
109;326;0.08006521;0.17608193;0.2723224;15.805918;2500;1.9671987;0.7216313;0.84986717;1.1382669;1.3367893;0.908382;1.2746817;0.8766941;1.8153594;0.9992431;1.8965031;1.1011188;0.8004459;1.146865;0.4197682152080334
232;1012;0.048643306;0.23680605;0.16582501;13.417429;2500;1.4821748;1.0110533;1.461079;0.86347985;0.80727345;1.0521426;1.596223;1.1043321;1.705102;0.7773924;1.4688654;1.0063313;1.2912813;0.8247734;0.1781382679195994
225;822;0.102671005;0.12558118;0.226147;14.568412;2500;0.8439631;0.8598781;1.0127026;1.0382918;0.96063083;1.1715642;1.5220145;0.82059836;0.97398204;0.78519183;1.2377245;1.0894457;1.9901938;0.8406129;0.3606677523456578
81;14;0.037977155;0.25483873;0.1552173;2.0829003;2500;1.7525932;1.1441991;0.9942407;0.9821006;1.6503003;1.0252469;1.9955007;0.7092531;0.866228;1.137157;1.9225489;1.1009775;1.4610182;0.75637317;0.15364848465917322
56;683;0.10676999;0.10894426;0.26977614;2.7599356;2500;1.4654299;1.2650193;0.87859535;1.107642;1.8204834;0.8980922;1.8084396;1.1187136;1.4608989;1.0121405;1.9511286;1.2053165;1.3013633;1.2343017;0.4714274240563817
113;285;0.08781942;0.19081564;0.27503198;6.998886;2500;1.7324786;0.95870304;1.7507542;1.1307727;1.385576;0.888955;1.4988909;1.0368868;1.449357;1.1404879;1.567694;0.85470396;0.9195273;0.9119936;0.4147901370605403
234;28;0.13127436;0.13477293;0.115310594;9.979254;2500;0.9814583;1.1790305;1.1427591;0.9363149;1.9221221;1.162138;1.4677962;1.2418976;1.7481093;0.7067897;1.7843832;1.2070351;1.1613563;0.9515232;0.12906210063757179
211;747;0.06540478;0.09785965;0.15701436;14.508813;2500;1.115022;1.1292615;1.4071383;1.1662146;0.9700721;0.7202275;1.0930675;1.067024;1.7257543;0.7992666;1.1758447;1.0248418;0.80471593;1.2404743;0.2347584057958525
203;253;0.046236243;0.24066165;0.12056216;15.860468;2500;1.8926334;1.1026391;1.4292241;1.0744522;0.8053331;0.8174244;0.85113496;1.2133917;1.6360639;0.85202634;1.5158317;1.1812638;1.2515428;1.2069931;0.10165681235352085
250;1080;0.05472659;0.23183756;0.17975217;17.811007;2500;1.3158419;0.71936977;1.1018643;1.1425315;1.4626465;1.0516099;1.9880737;1.2965294;1.0037147;1.080317;1.3735199;0.91679126;1.0621437;1.2720835;0.20491966154354022
90;692;0.028943023;0.17376937;0.10102983;6.1478567;2500;1.4128258;1.1351284;1.7781863;1.1269163;1.0223505;1.0734485;0.8201041;0.9610427;1.0017198;1.2897675;1.5565447;0.7617967;1.2662681;1.0966723;0.08925079936999625
108;258;0.10535577;0.16366005;0.2565646;15.21204;2500;1.5717542;1.1666468;1.9648743;1.1633794;1.1208264;1.103174;1.2686421;0.92217;1.4591119;0.9991829;1.6591467;0.7571794;0.8845454;0.7809639;0.3957724457836436
22;1175;0.03076229;0.15293331;0.18629035;19.899027;2500;1.4339521;0.74497384;1.3215996;1.0418953;1.3628693;0.7996205;1.9527465;0.7518697;0.95669085;0.76132286;1.6132554;1.2242719;1.4544262;0.7841539;0.25763014246245874
261;660;0.059633777;0.09492518;0.20685838;4.95553;2500;1.7007446;1.2448212;1.9862099;1.068619;1.034391;1.2983987;0.8711203;1.2321329;1.723145;0.8245704;1.1992854;1.0469196;1.0476677;0.89820254;0.3451670923211463
178;206;0.08041227;0.100778304;0.2485236;2.3245313;2500;1.0678052;0.9776603;1.0468913;0.7649004;0.9333592;1.2438214;1.3888147;1.2766165;1.9805793;0.71347964;1.75438;1.282422;1.944679;0.84447587;0.43201686929937616
96;625;0.058918573;0.16367961;0.24246478;18.033804;2500;1.9050071;1.1628859;1.714339;1.0181869;0.8502695;1.0943091;1.6631999;1.2994822;0.892363;0.9452969;1.2050438;1.280581;1.0088377;0.86882675;0.3661073118943531
30;1151;0.057819948;0.10084517;0.16293244;3.563055;2500;0.8644193;1.1187901;1.4262244;1.2444373;1.3717537;0.8673683;1.6469944;0.90013224;0.89635897;1.1188989;1.472208;1.1092458;1.9703563;0.8626953;0.24503443519512383
219;514;0.07970606;0.094294876;0.25655347;14.675753;2500;1.3994002;1.1796556;1.4528878;0.87075216;1.8975233;1.1755494;0.83298546;0.9726586;1.9140966;0.850138;1.1155782;1.1518989;1.33415;0.9559447;0.45649749348609875
227;516;0.11739206;0.17517364;0.22815152;8.359181;2500;1.9971832;0.7134045;1.8903806;0.9390623;1.661983;1.0172261;0.92583853;0.8060656;1.8419114;1.0934691;0.9242032;0.78057206;1.0209574;0.93853545;0.3285766333941507
203;558;0.034127746;0.1899484;0.14363424;7.7548347;2500;1.5905468;1.0859513;1.9457624;1.0583012;1.5148131;1.1551278;1.5501993;1.0207335;0.9426368;0.96210426;1.2841566;0.7466243;1.7560421;1.287258;0.15705873718759025
69;343;0.05934326;0.2141218;0.1058504;18.871191;2500;1.3786076;0.89070374;0.8029112;0.87861115;0.9129984;0.91573936;0.8858822;0.8231999;0.94097555;0.9830668;0.9056765;1.0666891;1.6151545;1.104691;0.0856342997584911
274;202;0.056878094;0.12411531;0.25123265;7.6716976;2500;1.9430486;0.92535096;1.0852783;0.82618374;1.535578;1.0260783;1.635661;0.76679647;0.9741074;1.2999246;1.8177794;0.974719;0.8228511;0.9547887;0.4163654105000266
228;698;0.033587586;0.12969066;0.13312949;8.745311;2500;0.893584;0.7813459;1.1524407;1.2432114;1.5515305;0.74651796;0.9689236;0.75365245;0.9750623;1.1717507;1.6221095;0.99814564;1.6534058;1.1051229;0.16554165534900003
200;1074;0.08075753;0.18632469;0.12252293;1.298215;2500;1.3068566;1.0427732;1.364724;0.7376568;0.8894338;1.0272213;1.0135007;0.7944167;1.2001468;0.9483861;1.8053045;1.2210582;1.9442236;1.0304707;0.12131082642088903
198;885;0.09734513;0.104979955;0.1840821;4.48748;2500;1.884268;1.1330998;1.510408;0.8458252;1.64778;0.7234876;1.3240627;0.97633165;1.8849194;0.9093272;1.7668136;0.7107357;1.6532339;1.2914091;0.28693843452038864
272;124;0.06158919;0.15738149;0.2843436;7.868271;2500;1.6162943;0.8461958;1.8215952;1.0804359;1.4195161;0.84734434;1.069569;0.88482344;1.1735945;1.194255;1.051045;1.2050649;0.8119948;0.96171737;0.4599960257519833
279;487;0.061158743;0.23766062;0.24363105;13.652778;2500;1.2421235;0.79366213;1.9858909;1.2043732;1.9912168;1.2121936;0.83730006;1.0442479;1.0320693;0.90424746;1.7449487;1.2400721;0.80829597;0.75002563;0.32241626009146834
182;16;0.03132648;0.16615312;0.25961232;2.2147353;2500;1.9730661;1.270803;1.3501754;0.7803674;0.9708427;1.1894764;1.7851064;0.99258626;1.0941404;0.8500758;0.99051046;0.7393135;1.4950517;1.2776496;0.4003446154599575
130;376;0.10174406;0.11922781;0.1539785;7.640649;2500;1.7109647;0.8452975;1.1779337;0.8868616;0.93793213;0.94981223;1.0330167;1.0341558;1.6322012;0.9901711;1.001188;0.8977583;0.98511475;0.96584135;0.21340562709518368
115;806;0.04706228;0.19815941;0.2670104;7.940133;2500;1.9727815;0.89705735;1.7126251;1.1890513;1.6044729;0.9472003;1.8040495;0.9382377;1.4639933;1.0201945;0.90891725;1.2498058;1.4758645;1.1896567;0.39311398939918385
247;355;0.028987966;0.13437235;0.1830761;16.029234;2500;1.5004169;1.2288672;1.6459019;0.7992216;1.5326415;0.8009225;1.6985118;0.7292312;1.6739768;0.88236326;1.2606709;0.93513423;1.6945137;0.9452112;0.26310874772423926
196;1010;0.082505874;0.17495894;0.2958796;6.2247124;2500;0.8098128;0.9510922;0.9439276;0.73692614;1.1251817;1.1978413;1.5885502;0.9103158;1.2816083;0.8839976;1.6949093;1.1019586;1.5684252;1.2589216;0.4706215443828346
32;578;0.06199278;0.15576687;0.21395084;17.946417;2500;1.9663284;0.8987107;1.5769407;0.7247626;1.4811192;0.81774634;1.9866561;1.0493793;1.0633656;1.1751902;1.6228473;0.929004;1.1595584;1.1630291;0.312332274070414
51;806;0.04481493;0.13143724;0.22124682;18.93541;2500;1.7888846;0.7416848;1.79906;1.2381654;1.9803362;0.7427076;1.0429044;0.9284845;1.5309025;1.2748224;1.6091212;0.79940593;1.1326865;1.0115564;0.3454626883634085
271;1061;0.07112526;0.14345601;0.28302655;5.2100863;2500;1.4603543;1.1729335;0.88525134;1.1904819;1.0059211;1.0913386;1.4554504;0.790156;1.5586821;0.7338688;1.3387969;1.2839394;1.3807529;1.0836612;0.46888203005338064
266;822;0.07181279;0.14728738;0.2896804;8.177451;2500;0.9930694;1.1415446;1.453586;0.98039514;1.5355145;1.2433208;0.88634694;0.90541124;1.8777497;0.75441587;1.8372369;1.0350183;1.0486412;0.749237;0.4800647624925253
286;1077;0.031344887;0.21476565;0.10352926;14.935737;2500;1.8571255;0.8635904;0.81966895;1.24421;0.93256795;1.2339705;0.83001083;0.7839326;1.0184076;1.1292388;1.8853683;1.1766697;1.245982;1.2378343;0.08189011861395656
134;971;0.07728218;0.21328789;0.14649154;6.1041794;2500;1.564825;1.0655816;1.1385489;0.75668186;1.7502389;1.2523804;1.8700349;1.2892057;1.4064711;1.1125911;1.391754;0.8454831;1.9005376;1.0010326;0.1530878536135255
237;684;0.102831304;0.16192853;0.22284901;16.694271;2500;0.8036407;0.73452455;0.86246234;0.7223742;1.4192935;0.79954696;1.7163103;0.98743963;1.2885684;0.9381854;1.5594606;0.87221617;1.9568557;0.9184683;0.3265223150462617
250;363;0.05239589;0.15497161;0.10072288;19.50381;2500;1.3925351;0.83931047;1.9608858;0.9933405;0.9831966;1.2686359;1.6306528;1.2461166;1.6592139;1.0575978;0.929552;1.046858;1.587207;0.92772037;0.0948862595877958
101;364;0.14744699;0.14800024;0.16350606;12.995882;2500;1.9787807;1.1865009;1.5240637;1.1650882;1.1628963;0.75064284;1.2106428;0.7936429;1.5941651;0.805917;1.0896094;1.20522;1.6331556;0.8497967;0.21499620295039792
52;1051;0.05215456;0.2164701;0.13926278;4.064681;2500;1.5031991;1.2686151;1.9924464;0.7438276;1.7655019;1.1705599;1.2005905;0.9514318;1.4632226;0.75502944;1.8409706;0.8740548;0.8907421;1.2123394;0.13948745049074257
299;74;0.046033595;0.108159184;0.20469542;1.036764;2500;1.6528734;1.1627108;1.8600101;0.9088055;1.3117999;1.0953051;1.9083593;0.97809505;1.4535011;1.1511552;1.036089;0.8377532;0.8744013;0.9079752;0.32879450664603765
18;1130;0.061898813;0.10558915;0.21946262;8.787782;2500;1.58966;1.1322927;1.2835432;0.78376424;1.9430859;0.91944176;1.0126816;0.9301517;1.6164938;1.113848;0.8487283;1.2195344;0.92339045;1.114721;0.36322773966414557
183;399;0.05830834;0.12439334;0.13780288;5.3108754;2500;1.4224867;1.1003647;1.4223516;1.1309739;1.4045709;1.1497924;1.1187531;0.8833572;1.4891788;0.87633324;0.9190131;1.2580843;1.5009149;0.83942544;0.17767461354350378
198;889;0.018792706;0.14373283;0.20727734;15.70446;2500;1.630507;0.7440548;1.657302;0.8602448;1.4366663;0.8887311;0.86601186;1.0757865;0.9272206;1.2180301;1.3124157;1.2320461;0.8758013;0.8464496;0.30682843992468434
207;402;0.06806223;0.15475185;0.17934516;9.926282;2500;1.034917;1.0331657;1.0637459;1.0273875;1.0078919;0.70002407;0.8079972;1.2670009;1.27848;0.8624144;0.9871037;1.2021;1.0309497;0.8333192;0.24255965146702632
84;1144;0.097853154;0.103254564;0.29819238;13.01236;2500;1.2055115;1.1043783;0.8739391;0.7045982;1.863224;0.87269706;1.7492212;1.221916;1.3873622;0.8853598;1.8693361;0.8144456;0.92021525;1.1401465;0.5410287798444415
219;53;0.07773293;0.2182059;0.113020554;12.518959;2500;1.8673083;1.1579496;1.8119743;0.95697385;1.7007619;1.2008785;1.7718276;1.1138362;0.91513366;1.0045787;1.8708495;1.1592467;1.5828929;0.8885432;0.0957802673917276
72;430;0.03235709;0.18855332;0.26813704;1.6895396;2500;1.1238184;1.1267769;1.5341737;0.7488703;0.9413854;0.88279915;0.84240335;1.0615084;1.4382317;0.9122228;0.95597446;0.9047067;1.061438;0.7451747;0.4020275057277783
250;1042;0.019728431;0.1620948;0.2998962;14.451912;2500;1.3000964;0.89765394;1.9149741;1.2405157;0.9990937;0.89863646;1.2309664;0.92172325;0.94350797;1.2347682;1.0119942;0.98188376;1.1881356;1.0003108;0.4896718202266498
73;336;0.07830874;0.21730088;0.20831834;16.688494;2500;0.9240577;1.0479858;1.6485451;1.0894341;1.4273982;0.9681901;0.9769243;1.0350891;1.0023129;1.0408751;1.9265229;1.212738;1.8416114;0.75186765;0.2648791939728541
212;337;0.039539274;0.18754299;0.23611452;9.953303;2500;1.9165874;1.1845397;1.1365962;1.0308088;1.7343676;0.9968914;1.1090155;1.226119;1.9975615;1.0728363;1.4869579;0.9868328;1.9958658;1.2819489;0.3368275850266371
237;1079;0.069836795;0.091122165;0.12558946;12.058963;2500;1.1231874;0.99726963;1.1195586;0.8976901;1.6898848;0.75927716;0.95138144;1.2493775;1.1933373;0.7736468;1.1656246;0.8616306;1.3239453;0.9945603;0.17377890242873226
64;998;0.07796937;0.08416181;0.17016442;3.7318575;2500;1.497159;0.9473782;1.2016835;0.7155865;0.8911563;1.2084478;1.833782;0.99761766;1.8437501;0.7767626;1.2603859;1.1410389;1.3901986;0.966097;0.2742904317010906
79;135;0.11966918;0.13162473;0.13629794;13.515638;2500;1.2785261;0.7540556;1.0233269;0.9311716;1.6282835;0.81121224;0.83206165;1.118549;1.7899708;0.9763123;1.5605842;0.7392749;1.1112854;1.1528641;0.1706692163368018
235;700;0.05601265;0.16820672;0.21666417;18.852936;2500;1.2160674;1.0283539;1.3836098;0.82281834;1.9661963;0.8879382;1.2594615;1.0393562;1.6614908;1.0415747;1.6819997;0.7758081;0.9367365;1.2240307;0.30963304162334476
34;275;0.068681285;0.17495334;0.28841785;14.527155;2500;1.0018393;1.1250811;1.110542;0.9996296;1.5248784;0.94526297;1.0477768;0.7012136;1.3183489;0.9275963;1.8739971;0.862751;1.5673584;1.162966;0.4547164722052578
65;266;0.06271233;0.21473669;0.10591872;1.2749722;2500;1.9952291;0.91240376;1.833497;0.7625383;1.463757;0.7963053;1.2844332;1.0943005;1.7958037;0.8682861;1.1402683;1.1658851;1.4641787;0.86440384;0.08558292212356247
142;742;0.038239956;0.21396759;0.19888923;6.879023;2500;1.1470258;1.1515712;1.7359856;1.034638;1.5550727;1.1808641;1.5862436;0.7684797;1.7943326;1.0286909;1.0930015;0.8010829;1.0957291;1.1828194;0.24855915193570935
279;157;0.09037561;0.18889286;0.24471144;19.124659;2500;1.2757139;1.2960494;1.0543597;1.1958761;1.4545516;1.0071167;1.181179;0.781199;1.0236738;0.9466105;0.9150932;0.7087165;1.2348233;0.90670705;0.3534870406085835
172;569;0.045610193;0.21579307;0.18612403;13.696593;2500;1.0312752;0.8245549;1.4160774;0.9488309;1.0666752;1.0740126;1.6928906;0.9500414;1.1261648;0.8517922;0.9010151;1.1942075;0.85211563;1.2021854;0.22365662198910824
122;314;0.031084381;0.22007559;0.20777394;7.169165;2500;1.5530908;1.07298;1.8740704;0.7300748;1.4707197;0.92617506;1.5641942;1.1881971;1.3362784;0.7483296;1.7576296;1.0827123;1.7433811;1.1928962;0.26243770690971613
293;1026;0.074851535;0.09535328;0.19059479;12.408581;2500;0.9034063;0.9014599;0.9481808;1.0491327;1.6790762;1.1843933;1.4934232;0.90692204;1.8678926;0.83778065;1.3960987;1.2729053;0.8093368;1.0546733;0.30911245241304364
144;669;0.093286105;0.12913802;0.21949801;4.102572;2500;1.5955335;0.8455162;1.7505598;1.261182;1.5061623;0.9712543;1.7991158;1.0837479;1.077989;1.1060095;1.4250004;0.77084833;0.981436;1.2409147;0.3435370763443555
135;265;0.1011433;0.11382059;0.11371556;18.568176;2500;1.4037048;1.0351998;1.0924296;1.2639142;1.3711377;1.283433;1.184035;0.79828644;1.315515;0.97332305;1.0368919;1.148828;1.7716167;0.90802366;0.13632692460614393
129;1112;0.05337638;0.17772792;0.20935895;8.409547;2500;1.5769821;0.9303502;1.2106394;0.92781353;1.6250427;1.2383994;0.9079629;1.2777107;1.2201471;0.70163953;1.6871687;0.9773874;0.9127072;1.0830777;0.2888704587885204
100;989;0.09354495;0.11512649;0.20235604;4.6497498;2500;0.8056266;1.0719652;1.4663346;0.9580882;1.8313848;1.0248262;1.4133016;0.7544857;1.5827019;1.0380126;1.3002363;1.2526681;1.8370826;0.8869854;0.3179940065336464
104;325;0.06304654;0.18001905;0.136371;2.4234104;2500;1.6081818;1.097733;1.7773143;0.8735127;0.80524784;1.1875011;0.8949667;0.8216001;1.5067105;1.033314;1.9522148;1.2087016;1.2034469;0.84130615;0.1480516527334483
209;1153;0.026967365;0.18190102;0.20695013;1.6645944;2500;0.8548137;0.9474585;1.0332419;1.2448925;1.859638;0.7261595;1.0720733;0.9857313;1.6195294;1.1655166;1.8163058;0.7248002;1.8743505;0.8543873;0.28156304240250724
21;328;0.06615275;0.16748993;0.19262986;13.256237;2500;1.9009979;0.7081579;1.911399;0.82589793;1.4272741;1.1882092;1.219453;1.298701;1.0507334;1.0496236;1.5642862;0.97106946;1.0958927;0.86944366;0.26152047562935116
207;358;0.06727089;0.14196041;0.21863535;13.947262;2500;1.7521085;1.2475922;1.3564268;1.0336843;1.2821033;0.7444427;1.6271963;0.7406745;1.4794072;1.0674379;1.9244683;1.083896;1.3033053;1.0941947;0.331908730519623
68;469;0.07783088;0.20743422;0.21276507;13.512352;2500;0.94868356;1.2771457;1.1840339;0.9942686;1.646505;0.8986048;1.0075493;0.94728035;1.0415357;1.1238085;1.6875107;1.2774128;1.7845991;0.8491644;0.2786334915927787
121;206;0.08532503;0.12068733;0.18091768;6.968431;2500;1.4675161;0.86497045;1.0572064;0.75256944;1.9914864;0.9314755;0.87325895;1.0795728;1.3548894;1.1415112;1.2832818;1.0814204;1.168332;1.1309918;0.26821069591321905
52;827;0.0625034;0.19713649;0.25622693;16.057957;2500;1.9482318;1.216701;1.1808807;1.001764;1.1522588;0.7243908;1.4154454;0.71361417;1.9065925;0.78168017;1.5804923;1.0145375;1.8716689;1.1454831;0.37165619035375674
170;673;0.113386944;0.12867333;0.17149119;16.95809;2500;1.0911453;1.2475135;1.1777366;1.0382695;1.7559043;0.9464582;1.8852628;1.0634851;1.4277632;0.9099795;1.0907818;0.9352465;1.1367828;0.8748405;0.2430781735151382
221;1074;0.02694816;0.18088037;0.19490746;12.4584055;2500;0.8872256;0.83243597;1.7738197;0.86529046;1.8833964;0.978938;1.5689871;0.76702875;1.2626424;1.0243304;1.4381311;0.92560226;1.2525711;1.0758659;0.2582979951184884
112;296;0.10524831;0.16589634;0.18528204;12.6944275;2500;1.3070333;0.99073595;1.296318;0.8043621;1.0454568;1.1583347;0.9046429;0.9727874;1.6176217;0.7560606;1.1175776;0.85715383;0.8503189;0.89385825;0.2478288768906564
57;212;0.13635355;0.1527815;0.19717443;4.6564536;2500;0.9658496;0.7481408;1.1886551;0.9678278;1.8469968;0.8299019;1.3511755;0.8697917;1.3728857;0.71713436;1.061749;0.74486107;1.7884609;0.75674635;0.27984281435791153
75;436;0.08483727;0.17923538;0.2600366;17.303778;2500;1.7330548;0.9663496;0.98362464;1.2794322;1.9157568;0.79733634;0.8955012;1.1795218;1.6936179;0.7070712;1.8826537;0.746306;1.7980417;1.0341833;0.3917166449631502
247;183;0.13195975;0.16032846;0.2419323;2.6074982;2500;1.8945789;0.8839981;1.5507005;1.2746493;1.5213884;1.165864;0.9208114;1.0138692;1.7276154;0.9952529;1.3058009;1.2345158;1.1711036;1.0640515;0.367418004106613
87;1135;0.08116551;0.1342805;0.10844758;16.24433;2500;1.3395281;0.7979185;1.2570418;0.9341132;1.0359561;0.7411233;1.2399433;1.0621996;1.6913719;1.081648;1.3563998;0.9174505;1.6752899;0.8679702;0.11661838567027404
234;863;0.030374425;0.2566866;0.19891568;8.954385;2500;1.99749;1.0335369;1.7883012;1.1774353;0.9094129;1.071832;1.5000461;0.89608914;1.387507;0.8498624;0.90027064;0.9275158;1.7398801;1.2522019;0.22923417532455276
106;957;0.10370761;0.17772582;0.12495076;2.8647242;2500;1.0281024;0.7771708;0.97732073;1.1657529;1.5229626;0.9703067;1.8428776;0.8287956;1.1330746;0.7813996;1.5109557;0.8886167;1.2330549;0.85319793;0.12866262086099145
64;900;0.09586277;0.16849534;0.24586858;2.1666126;2500;1.9013277;0.9118951;1.5045059;1.2647362;1.0382701;1.0573598;1.9739078;1.090396;1.665777;0.78858817;1.9193699;1.1451846;1.5547833;1.1081086;0.3697769315059769
220;298;0.027531035;0.24774908;0.29733887;19.781216;2500;1.1881765;1.2179635;0.87401384;1.0961108;1.0326455;1.2105827;1.4799055;0.85782117;0.8351704;0.7529692;1.3005203;1.2225018;1.5381902;1.142201;0.42305545706647824
145;177;0.06842618;0.19109388;0.22376041;11.811689;2500;1.8822647;1.1078011;0.9511395;0.877169;1.3992256;1.1518233;1.7108392;0.7635051;1.8197944;0.76648355;1.14156;0.9072509;1.1795722;1.2678678;0.30968071823384125
19;521;0.026205229;0.20064104;0.1759723;9.443487;2500;1.8853725;1.1834573;1.9765013;1.2901324;1.2635118;0.84672;1.299573;0.7770705;1.8402696;1.1828439;0.9782163;0.82019717;1.1032002;1.2596596;0.21173958267005166
288;996;0.050577704;0.18228517;0.11446285;18.583096;2500;1.2186462;0.839998;1.6383008;0.90611595;1.1204531;1.1569507;1.3516059;0.93851304;1.2727654;1.0849321;1.5159396;1.0829159;1.0519619;0.83607954;0.10895157424571571
52;403;0.105185196;0.10746782;0.16651385;9.79762;2500;0.82433933;1.0372243;1.4288365;0.7802448;1.6535966;0.8462104;1.8471335;1.1667775;1.2102777;0.9151087;1.803521;1.1827923;1.1627792;1.058446;0.24762299730985218
112;21;0.11885888;0.13078503;0.20505832;17.092882;2500;1.1631497;0.8758614;0.9270772;0.9887365;1.3283725;0.704042;1.5520319;0.984201;1.010429;0.91504717;0.9638232;1.0879523;1.5376598;0.9119707;0.311583253790775
121;795;0.07430953;0.12440897;0.27617168;17.220074;2500;1.3236003;0.9715552;0.8158774;1.2773256;1.4315625;0.8746167;1.9615412;1.2939202;1.8193363;1.2220136;1.7739518;1.0292786;1.7436564;1.1886914;0.47089431196538384
151;248;0.064386755;0.19656217;0.2025987;15.251218;2500;1.9805697;1.0653168;1.1105975;1.087675;0.9673497;0.7351893;1.3960503;0.74638426;0.8440043;1.0759623;1.5853623;1.1609411;1.0797952;1.2266976;0.2647080914540119
237;655;0.058379084;0.16738822;0.2968863;2.8071856;2500;1.6276603;0.92843;1.3839974;1.0686177;1.8635199;1.2491454;1.2436373;0.8003827;1.297469;0.79937786;1.0495627;1.1930863;1.8860489;1.0206591;0.4788296404042699
11;27;0.023400519;0.17957768;0.1738333;19.138327;2500;1.5618179;1.0175024;0.8903118;0.8987556;0.8591751;0.7530433;1.0068868;0.7543049;1.4411635;1.2340328;1.7417878;1.0211465;1.0304518;0.81436646;0.21800726972858117
280;615;0.040493812;0.13159037;0.10009828;12.918901;2500;1.5742164;1.0528951;1.2270641;1.1399246;1.7688591;0.704159;0.84265125;0.92205894;1.3010683;1.1205405;1.522575;1.0146756;0.9141763;1.2930115;0.10259978740420916
197;478;0.07792179;0.1104071;0.22572505;8.761526;2500;1.2755163;0.77720696;1.1116799;0.80831295;0.96885866;1.1132041;1.0611662;0.78032964;1.8159564;0.8389364;1.4254454;0.9386801;1.0251462;0.7841883;0.3726647126856247
285;1057;0.07571358;0.17031647;0.14382783;15.56239;2500;1.6275533;0.71298194;1.9072955;0.75796896;1.602573;1.1173639;0.92969877;1.1925191;0.9784959;1.190714;1.0749904;0.7704625;0.8022742;1.1227988;0.16582601736297975
247;868;0.059726346;0.14575106;0.14875692;2.4046957;2500;1.1356052;0.7537553;1.546684;1.2241914;0.8512143;1.2084422;0.90284884;0.8572591;1.1633774;0.9467593;1.5069194;0.80242246;1.3203115;0.7565337;0.18730143671676994
279;52;0.021144712;0.13383065;0.10348454;4.3911996;2500;1.7027574;1.2296871;1.4636823;1.0112432;0.8206036;1.211664;1.2222705;0.7676582;1.7135684;1.2726688;1.6581113;0.84703624;1.1097761;0.95218295;0.10778223871983406
184;949;0.093267865;0.106192835;0.20629445;13.874768;2500;1.5822048;1.2915707;1.3853449;1.2317138;1.0280138;1.1362172;1.7302039;0.8649274;1.0469584;1.1568998;1.4087721;1.0752735;1.7670578;0.98327756;0.3339411705861709
113;951;0.04370212;0.16125153;0.14950156;12.961607;2500;1.6955861;0.7877602;0.9818888;0.7212994;1.5143317;0.8914195;1.3559942;1.2865565;1.1414204;0.8720445;0.85509557;0.9302984;1.0484105;0.8349563;0.18075539987981012
138;799;0.04687155;0.13827358;0.29885805;10.963529;2500;0.9816297;0.9117301;1.2555522;1.1225225;0.8365589;1.0770853;1.2287477;1.1403056;1.843302;1.1650755;1.8472232;0.97143126;1.8086098;0.8498534;0.5081710535720737
200;1115;0.044818547;0.1481287;0.26713142;13.817449;2500;1.4627433;0.89980227;1.5320321;0.7759191;1.1485502;1.1053046;0.9598539;1.181031;1.0158782;0.8482624;1.0204651;0.8330105;1.6992859;0.73902225;0.43049364639478555
133;965;0.05920198;0.19653714;0.24423802;19.048063;2500;1.030064;1.0565447;1.8106042;0.7890983;1.9229971;1.0321912;1.3421808;0.7701339;0.81419563;1.2041161;1.5137535;0.8431774;1.9605085;1.2108772;0.3476169429865848
222;270;0.08898876;0.17295122;0.1707783;3.4757426;2500;1.1742322;0.88474846;1.9466347;0.8246997;1.4865259;0.902931;1.5346457;1.2085975;0.99301505;0.8966392;1.6551523;1.0826046;1.2864027;0.7992454;0.21555513180101707
